"Year","Household food security status","Geography","Economic family type","Sex","Age group","Visible minority","Indigenous population","GeoCode","Value"
"2019","Food secure","Prince Edward Island",,"Both sexes","65 years and over",,,11,90
"2019","Food insecure","Prince Edward Island",,"Both sexes","65 years and over",,,11,10
"2019","Food insecure, moderate or severe","Prince Edward Island",,"Both sexes","65 years and over",,,11,8
"2019","Food insecure, moderate","Prince Edward Island",,"Both sexes","65 years and over",,,11,6.4
"2019","Food secure","Prince Edward Island","All persons","Male",,,,11,82.6
"2019","Food insecure","Prince Edward Island","All persons","Male",,,,11,17.4
"2019","Food insecure, marginal","Prince Edward Island","All persons","Male",,,,11,4.7
"2019","Food insecure, moderate or severe","Prince Edward Island","All persons","Male",,,,11,12.7
"2019","Food insecure, moderate","Prince Edward Island","All persons","Male",,,,11,8.4
"2019","Food insecure, severe","Prince Edward Island","All persons","Male",,,,11,4.3
"2019","Food secure","Prince Edward Island",,"Male","Under 18 years",,,11,74.7
"2019","Food insecure","Prince Edward Island",,"Male","Under 18 years",,,11,25.3
"2019","Food insecure, marginal","Prince Edward Island",,"Male","Under 18 years",,,11,7
"2019","Food insecure, moderate or severe","Prince Edward Island",,"Male","Under 18 years",,,11,18.3
"2019","Food insecure, moderate","Prince Edward Island",,"Male","Under 18 years",,,11,10.7
"2019","Food secure","Prince Edward Island",,"Male","18 to 64 years",,,11,82.5
"2019","Food insecure","Prince Edward Island",,"Male","18 to 64 years",,,11,17.5
"2019","Food insecure, marginal","Prince Edward Island",,"Male","18 to 64 years",,,11,4.8
"2019","Food insecure, moderate or severe","Prince Edward Island",,"Male","18 to 64 years",,,11,12.7
"2019","Food insecure, moderate","Prince Edward Island",,"Male","18 to 64 years",,,11,8.3
"2019","Food insecure, severe","Prince Edward Island",,"Male","18 to 64 years",,,11,4.4
"2019","Food secure","Prince Edward Island",,"Male","65 years and over",,,11,91.9
"2019","Food insecure","Prince Edward Island",,"Male","65 years and over",,,11,8.1
"2019","Food insecure, moderate or severe","Prince Edward Island",,"Male","65 years and over",,,11,6.5
"2019","Food insecure, moderate","Prince Edward Island",,"Male","65 years and over",,,11,6.2
"2019","Food secure","Prince Edward Island","All persons","Female",,,,11,80.1
"2019","Food insecure","Prince Edward Island","All persons","Female",,,,11,19.9
"2019","Food insecure, marginal","Prince Edward Island","All persons","Female",,,,11,6.1
"2019","Food insecure, moderate or severe","Prince Edward Island","All persons","Female",,,,11,13.8
"2019","Food insecure, moderate","Prince Edward Island","All persons","Female",,,,11,9
"2019","Food insecure, severe","Prince Edward Island","All persons","Female",,,,11,4.8
"2019","Food secure","Prince Edward Island",,"Female","Under 18 years",,,11,73.6
"2019","Food insecure","Prince Edward Island",,"Female","Under 18 years",,,11,26.4
"2019","Food insecure, moderate or severe","Prince Edward Island",,"Female","Under 18 years",,,11,18.8
"2019","Food insecure, moderate","Prince Edward Island",,"Female","Under 18 years",,,11,14.2
"2019","Food secure","Prince Edward Island",,"Female","18 to 64 years",,,11,79.3
"2019","Food insecure","Prince Edward Island",,"Female","18 to 64 years",,,11,20.7
"2019","Food insecure, marginal","Prince Edward Island",,"Female","18 to 64 years",,,11,6.9
"2019","Food insecure, moderate or severe","Prince Edward Island",,"Female","18 to 64 years",,,11,13.8
"2019","Food insecure, moderate","Prince Edward Island",,"Female","18 to 64 years",,,11,8.3
"2019","Food insecure, severe","Prince Edward Island",,"Female","18 to 64 years",,,11,5.5
"2019","Food secure","Prince Edward Island",,"Female","65 years and over",,,11,88.3
"2019","Food insecure","Prince Edward Island",,"Female","65 years and over",,,11,11.7
"2019","Food insecure, moderate or severe","Prince Edward Island",,"Female","65 years and over",,,11,9.3
"2019","Food insecure, moderate","Prince Edward Island",,"Female","65 years and over",,,11,6.6
"2019","Food secure","Nova Scotia",,"Both sexes","Under 18 years",,,12,75
"2019","Food insecure","Nova Scotia",,"Both sexes","Under 18 years",,,12,25
"2019","Food insecure, marginal","Nova Scotia",,"Both sexes","Under 18 years",,,12,8.4
"2019","Food insecure, moderate or severe","Nova Scotia",,"Both sexes","Under 18 years",,,12,16.6
"2019","Food insecure, moderate","Nova Scotia",,"Both sexes","Under 18 years",,,12,12.9
"2019","Food secure","Nova Scotia",,"Both sexes","18 to 64 years",,,12,80.9
"2019","Food insecure","Nova Scotia",,"Both sexes","18 to 64 years",,,12,19.1
"2019","Food insecure, marginal","Nova Scotia",,"Both sexes","18 to 64 years",,,12,6.2
"2019","Food insecure, moderate or severe","Nova Scotia",,"Both sexes","18 to 64 years",,,12,12.9
"2019","Food insecure, moderate","Nova Scotia",,"Both sexes","18 to 64 years",,,12,7.7
"2019","Food insecure, severe","Nova Scotia",,"Both sexes","18 to 64 years",,,12,5.2
"2019","Food secure","Nova Scotia",,"Both sexes","18 to 24 years",,,12,82.7
"2019","Food insecure","Nova Scotia",,"Both sexes","18 to 24 years",,,12,17.3
"2019","Food insecure, moderate or severe","Nova Scotia",,"Both sexes","18 to 24 years",,,12,12.7
"2019","Food secure","Nova Scotia",,"Both sexes","25 to 34 years",,,12,73.8
"2019","Food insecure","Nova Scotia",,"Both sexes","25 to 34 years",,,12,26.2
"2019","Food insecure, marginal","Nova Scotia",,"Both sexes","25 to 34 years",,,12,11.7
"2019","Food insecure, moderate or severe","Nova Scotia",,"Both sexes","25 to 34 years",,,12,14.5
"2019","Food insecure, moderate","Nova Scotia",,"Both sexes","25 to 34 years",,,12,8.3
"2019","Food insecure, severe","Nova Scotia",,"Both sexes","25 to 34 years",,,12,6.2
"2019","Food secure","Nova Scotia",,"Both sexes","35 to 44 years",,,12,75.8
"2019","Food insecure","Nova Scotia",,"Both sexes","35 to 44 years",,,12,24.2
"2019","Food insecure, marginal","Nova Scotia",,"Both sexes","35 to 44 years",,,12,6.9
"2019","Food insecure, moderate or severe","Nova Scotia",,"Both sexes","35 to 44 years",,,12,17.3
"2019","Food insecure, moderate","Nova Scotia",,"Both sexes","35 to 44 years",,,12,12.3
"2019","Food insecure, severe","Nova Scotia",,"Both sexes","35 to 44 years",,,12,5
"2019","Food secure","Nova Scotia",,"Both sexes","45 to 54 years",,,12,83.9
"2019","Food insecure","Nova Scotia",,"Both sexes","45 to 54 years",,,12,16.1
"2019","Food insecure, marginal","Nova Scotia",,"Both sexes","45 to 54 years",,,12,4.8
"2019","Food insecure, moderate or severe","Nova Scotia",,"Both sexes","45 to 54 years",,,12,11.3
"2019","Food insecure, moderate","Nova Scotia",,"Both sexes","45 to 54 years",,,12,7.1
"2019","Food insecure, severe","Nova Scotia",,"Both sexes","45 to 54 years",,,12,4.2
"2019","Food secure","Nova Scotia",,"Both sexes","55 to 64 years",,,12,86.8
"2019","Food insecure","Nova Scotia",,"Both sexes","55 to 64 years",,,12,13.2
"2019","Food insecure, marginal","Nova Scotia",,"Both sexes","55 to 64 years",,,12,3.4
"2019","Food insecure, moderate or severe","Nova Scotia",,"Both sexes","55 to 64 years",,,12,9.8
"2019","Food insecure, moderate","Nova Scotia",,"Both sexes","55 to 64 years",,,12,5
"2019","Food insecure, severe","Nova Scotia",,"Both sexes","55 to 64 years",,,12,4.8
"2019","Food secure","Nova Scotia",,"Both sexes","65 years and over",,,12,91.1
"2019","Food insecure","Nova Scotia",,"Both sexes","65 years and over",,,12,8.9
"2019","Food insecure, marginal","Nova Scotia",,"Both sexes","65 years and over",,,12,1.9
"2019","Food insecure, moderate or severe","Nova Scotia",,"Both sexes","65 years and over",,,12,7
"2019","Food insecure, moderate","Nova Scotia",,"Both sexes","65 years and over",,,12,5.1
"2019","Food secure","Nova Scotia","All persons","Male",,,,12,81.7
"2019","Food insecure","Nova Scotia","All persons","Male",,,,12,18.3
"2019","Food insecure, marginal","Nova Scotia","All persons","Male",,,,12,5.6
"2019","Food insecure, moderate or severe","Nova Scotia","All persons","Male",,,,12,12.8
"2019","Food insecure, moderate","Nova Scotia","All persons","Male",,,,12,8.1
"2019","Food insecure, severe","Nova Scotia","All persons","Male",,,,12,4.7
"2019","Food secure","Nova Scotia",,"Male","Under 18 years",,,12,75.3
"2019","Food insecure","Nova Scotia",,"Male","Under 18 years",,,12,24.7
"2019","Food insecure, moderate or severe","Nova Scotia",,"Male","Under 18 years",,,12,16.2
"2019","Food insecure, moderate","Nova Scotia",,"Male","Under 18 years",,,12,13
"2019","Food secure","Nova Scotia",,"Male","18 to 64 years",,,12,80.8
"2019","Food insecure","Nova Scotia",,"Male","18 to 64 years",,,12,19.2
"2019","Food insecure, marginal","Nova Scotia",,"Male","18 to 64 years",,,12,5.7
"2019","Food insecure, moderate or severe","Nova Scotia",,"Male","18 to 64 years",,,12,13.5
"2019","Food insecure, moderate","Nova Scotia",,"Male","18 to 64 years",,,12,7.6
"2019","Food insecure, severe","Nova Scotia",,"Male","18 to 64 years",,,12,5.9
"2019","Food secure","Nova Scotia",,"Male","65 years and over",,,12,89.9
"2019","Food insecure","Nova Scotia",,"Male","65 years and over",,,12,10.1
"2019","Food insecure, marginal","Nova Scotia",,"Male","65 years and over",,,12,2.5
"2019","Food insecure, moderate or severe","Nova Scotia",,"Male","65 years and over",,,12,7.6
"2019","Food insecure, moderate","Nova Scotia",,"Male","65 years and over",,,12,5.3
"2019","Food secure","Nova Scotia","All persons","Female",,,,12,82.4
"2019","Food insecure","Nova Scotia","All persons","Female",,,,12,17.6
"2019","Food insecure, marginal","Nova Scotia","All persons","Female",,,,12,5.8
"2019","Food insecure, moderate or severe","Nova Scotia","All persons","Female",,,,12,11.8
"2019","Food insecure, moderate","Nova Scotia","All persons","Female",,,,12,8
"2019","Food insecure, severe","Nova Scotia","All persons","Female",,,,12,3.8
"2019","Food secure","Nova Scotia",,"Female","Under 18 years",,,12,74.7
"2019","Food insecure","Nova Scotia",,"Female","Under 18 years",,,12,25.3
"2019","Food insecure, marginal","Nova Scotia",,"Female","Under 18 years",,,12,8.3
"2019","Food insecure, moderate or severe","Nova Scotia",,"Female","Under 18 years",,,12,16.9
"2019","Food insecure, moderate","Nova Scotia",,"Female","Under 18 years",,,12,12.7
"2019","Food secure","Nova Scotia",,"Female","18 to 64 years",,,12,81
"2019","Food insecure","Nova Scotia",,"Female","18 to 64 years",,,12,19
"2019","Food insecure, marginal","Nova Scotia",,"Female","18 to 64 years",,,12,6.6
"2019","Food insecure, moderate or severe","Nova Scotia",,"Female","18 to 64 years",,,12,12.4
"2019","Food insecure, moderate","Nova Scotia",,"Female","18 to 64 years",,,12,7.8
"2019","Food insecure, severe","Nova Scotia",,"Female","18 to 64 years",,,12,4.5
"2019","Food secure","Nova Scotia",,"Female","65 years and over",,,12,92.1
"2019","Food insecure","Nova Scotia",,"Female","65 years and over",,,12,7.9
"2019","Food insecure, moderate or severe","Nova Scotia",,"Female","65 years and over",,,12,6.4
"2019","Food insecure, moderate","Nova Scotia",,"Female","65 years and over",,,12,4.9
"2019","Food secure","New Brunswick",,"Both sexes","Under 18 years",,,13,79.1
"2019","Food insecure","New Brunswick",,"Both sexes","Under 18 years",,,13,20.9
"2019","Food insecure, marginal","New Brunswick",,"Both sexes","Under 18 years",,,13,5.3
"2019","Food insecure, moderate or severe","New Brunswick",,"Both sexes","Under 18 years",,,13,15.7
"2019","Food insecure, moderate","New Brunswick",,"Both sexes","Under 18 years",,,13,12.3
"2019","Food insecure, severe","New Brunswick",,"Both sexes","Under 18 years",,,13,3.3
"2019","Food secure","New Brunswick",,"Both sexes","18 to 64 years",,,13,83.8
"2019","Food insecure","New Brunswick",,"Both sexes","18 to 64 years",,,13,16.2
"2019","Food insecure, marginal","New Brunswick",,"Both sexes","18 to 64 years",,,13,4.8
"2019","Food insecure, moderate or severe","New Brunswick",,"Both sexes","18 to 64 years",,,13,11.4
"2019","Food insecure, moderate","New Brunswick",,"Both sexes","18 to 64 years",,,13,6.7
"2019","Food insecure, severe","New Brunswick",,"Both sexes","18 to 64 years",,,13,4.8
"2019","Food secure","New Brunswick",,"Both sexes","18 to 24 years",,,13,82.3
"2019","Food insecure","New Brunswick",,"Both sexes","18 to 24 years",,,13,17.7
"2019","Food insecure, moderate or severe","New Brunswick",,"Both sexes","18 to 24 years",,,13,13.3
"2019","Food secure","New Brunswick",,"Both sexes","25 to 34 years",,,13,82.1
"2019","Food insecure","New Brunswick",,"Both sexes","25 to 34 years",,,13,17.9
"2019","Food insecure, marginal","New Brunswick",,"Both sexes","25 to 34 years",,,13,4.7
"2019","Food insecure, moderate or severe","New Brunswick",,"Both sexes","25 to 34 years",,,13,13.2
"2019","Food insecure, moderate","New Brunswick",,"Both sexes","25 to 34 years",,,13,7.6
"2019","Food secure","New Brunswick",,"Both sexes","35 to 44 years",,,13,81.1
"2019","Food insecure","New Brunswick",,"Both sexes","35 to 44 years",,,13,18.9
"2019","Food insecure, marginal","New Brunswick",,"Both sexes","35 to 44 years",,,13,4.7
"2019","Food insecure, moderate or severe","New Brunswick",,"Both sexes","35 to 44 years",,,13,14.2
"2019","Food insecure, moderate","New Brunswick",,"Both sexes","35 to 44 years",,,13,11
"2019","Food insecure, severe","New Brunswick",,"Both sexes","35 to 44 years",,,13,3.2
"2019","Food secure","New Brunswick",,"Both sexes","45 to 54 years",,,13,85.5
"2019","Food insecure","New Brunswick",,"Both sexes","45 to 54 years",,,13,14.5
"2019","Food insecure, marginal","New Brunswick",,"Both sexes","45 to 54 years",,,13,4.2
"2019","Food insecure, moderate or severe","New Brunswick",,"Both sexes","45 to 54 years",,,13,10.3
"2019","Food insecure, moderate","New Brunswick",,"Both sexes","45 to 54 years",,,13,5.3
"2019","Food insecure, severe","New Brunswick",,"Both sexes","45 to 54 years",,,13,5
"2019","Food secure","New Brunswick",,"Both sexes","55 to 64 years",,,13,86.2
"2019","Food insecure","New Brunswick",,"Both sexes","55 to 64 years",,,13,13.8
"2019","Food insecure, marginal","New Brunswick",,"Both sexes","55 to 64 years",,,13,5.5
"2019","Food insecure, moderate or severe","New Brunswick",,"Both sexes","55 to 64 years",,,13,8.3
"2019","Food insecure, moderate","New Brunswick",,"Both sexes","55 to 64 years",,,13,3.8
"2019","Food insecure, severe","New Brunswick",,"Both sexes","55 to 64 years",,,13,4.5
"2019","Food secure","New Brunswick",,"Both sexes","65 years and over",,,13,90
"2019","Food insecure","New Brunswick",,"Both sexes","65 years and over",,,13,10
"2019","Food insecure, marginal","New Brunswick",,"Both sexes","65 years and over",,,13,4.1
"2019","Food insecure, moderate or severe","New Brunswick",,"Both sexes","65 years and over",,,13,5.8
"2019","Food insecure, moderate","New Brunswick",,"Both sexes","65 years and over",,,13,4.7
"2019","Food secure","New Brunswick","All persons","Male",,,,13,83.9
"2019","Food insecure","New Brunswick","All persons","Male",,,,13,16.1
"2019","Food insecure, marginal","New Brunswick","All persons","Male",,,,13,4.7
"2019","Food insecure, moderate or severe","New Brunswick","All persons","Male",,,,13,11.4
"2019","Food insecure, moderate","New Brunswick","All persons","Male",,,,13,7.2
"2019","Food insecure, severe","New Brunswick","All persons","Male",,,,13,4.2
"2019","Food secure","New Brunswick",,"Male","Under 18 years",,,13,79.4
"2019","Food insecure","New Brunswick",,"Male","Under 18 years",,,13,20.6
"2019","Food insecure, moderate or severe","New Brunswick",,"Male","Under 18 years",,,13,16
"2019","Food insecure, moderate","New Brunswick",,"Male","Under 18 years",,,13,12.1
"2019","Food secure","New Brunswick",,"Male","18 to 64 years",,,13,82.7
"2019","Food insecure","New Brunswick",,"Male","18 to 64 years",,,13,17.3
"2019","Food insecure, marginal","New Brunswick",,"Male","18 to 64 years",,,13,5.2
"2019","Food insecure, moderate or severe","New Brunswick",,"Male","18 to 64 years",,,13,12
"2019","Food insecure, moderate","New Brunswick",,"Male","18 to 64 years",,,13,6.7
"2019","Food insecure, severe","New Brunswick",,"Male","18 to 64 years",,,13,5.3
"2019","Food secure","New Brunswick",,"Male","65 years and over",,,13,91.2
"2019","Food insecure","New Brunswick",,"Male","65 years and over",,,13,8.8
"2019","Food insecure, marginal","New Brunswick",,"Male","65 years and over",,,13,3.4
"2019","Food insecure, moderate or severe","New Brunswick",,"Male","65 years and over",,,13,5.4
"2019","Food insecure, moderate","New Brunswick",,"Male","65 years and over",,,13,4.5
"2019","Food secure","New Brunswick","All persons","Female",,,,13,84.7
"2019","Food insecure","New Brunswick","All persons","Female",,,,13,15.3
"2019","Food insecure, marginal","New Brunswick","All persons","Female",,,,13,4.7
"2019","Food insecure, moderate or severe","New Brunswick","All persons","Female",,,,13,10.6
"2019","Food insecure, moderate","New Brunswick","All persons","Female",,,,13,7.3
"2019","Food insecure, severe","New Brunswick","All persons","Female",,,,13,3.3
"2019","Food secure","New Brunswick",,"Female","Under 18 years",,,13,78.7
"2019","Food insecure","New Brunswick",,"Female","Under 18 years",,,13,21.3
"2019","Food insecure, marginal","New Brunswick",,"Female","Under 18 years",,,13,6
"2019","Food insecure, moderate or severe","New Brunswick",,"Female","Under 18 years",,,13,15.3
"2019","Food insecure, moderate","New Brunswick",,"Female","Under 18 years",,,13,12.6
"2019","Food secure","New Brunswick",,"Female","18 to 64 years",,,13,84.8
"2019","Food insecure","New Brunswick",,"Female","18 to 64 years",,,13,15.2
"2019","Food insecure, marginal","New Brunswick",,"Female","18 to 64 years",,,13,4.3
"2019","Food insecure, moderate or severe","New Brunswick",,"Female","18 to 64 years",,,13,10.9
"2019","Food insecure, moderate","New Brunswick",,"Female","18 to 64 years",,,13,6.7
"2019","Food insecure, severe","New Brunswick",,"Female","18 to 64 years",,,13,4.2
"2019","Food secure","New Brunswick",,"Female","65 years and over",,,13,88.9
"2019","Food insecure","New Brunswick",,"Female","65 years and over",,,13,11.1
"2019","Food insecure, marginal","New Brunswick",,"Female","65 years and over",,,13,4.8
"2019","Food insecure, moderate or severe","New Brunswick",,"Female","65 years and over",,,13,6.2
"2019","Food insecure, moderate","New Brunswick",,"Female","65 years and over",,,13,4.9
"2019","Food secure","Quebec",,"Both sexes","Under 18 years",,,24,87.2
"2019","Food insecure","Quebec",,"Both sexes","Under 18 years",,,24,12.8
"2019","Food insecure, marginal","Quebec",,"Both sexes","Under 18 years",,,24,4.3
"2019","Food insecure, moderate or severe","Quebec",,"Both sexes","Under 18 years",,,24,8.5
"2019","Food insecure, moderate","Quebec",,"Both sexes","Under 18 years",,,24,6.7
"2019","Food secure","Quebec",,"Both sexes","18 to 64 years",,,24,87.9
"2019","Food insecure","Quebec",,"Both sexes","18 to 64 years",,,24,12.1
"2019","Food insecure, marginal","Quebec",,"Both sexes","18 to 64 years",,,24,4
"2019","Food insecure, moderate or severe","Quebec",,"Both sexes","18 to 64 years",,,24,8.1
"2019","Food insecure, moderate","Quebec",,"Both sexes","18 to 64 years",,,24,5.7
"2019","Food insecure, severe","Quebec",,"Both sexes","18 to 64 years",,,24,2.4
"2019","Food secure","Quebec",,"Both sexes","18 to 24 years",,,24,88.3
"2019","Food insecure","Quebec",,"Both sexes","18 to 24 years",,,24,11.7
"2019","Food insecure, marginal","Quebec",,"Both sexes","18 to 24 years",,,24,4.3
"2019","Food insecure, moderate or severe","Quebec",,"Both sexes","18 to 24 years",,,24,7.4
"2019","Food insecure, moderate","Quebec",,"Both sexes","18 to 24 years",,,24,5.5
"2019","Food secure","Quebec",,"Both sexes","25 to 34 years",,,24,87.1
"2019","Food insecure","Quebec",,"Both sexes","25 to 34 years",,,24,12.9
"2019","Food insecure, marginal","Quebec",,"Both sexes","25 to 34 years",,,24,4
"2019","Food insecure, moderate or severe","Quebec",,"Both sexes","25 to 34 years",,,24,8.9
"2019","Food insecure, moderate","Quebec",,"Both sexes","25 to 34 years",,,24,6.5
"2019","Food insecure, severe","Quebec",,"Both sexes","25 to 34 years",,,24,2.4
"2019","Food secure","Quebec",,"Both sexes","35 to 44 years",,,24,85.5
"2019","Food insecure","Quebec",,"Both sexes","35 to 44 years",,,24,14.5
"2019","Food insecure, marginal","Quebec",,"Both sexes","35 to 44 years",,,24,5.1
"2019","Food insecure, moderate or severe","Quebec",,"Both sexes","35 to 44 years",,,24,9.4
"2019","Food insecure, moderate","Quebec",,"Both sexes","35 to 44 years",,,24,7.2
"2019","Food insecure, severe","Quebec",,"Both sexes","35 to 44 years",,,24,2.2
"2019","Food secure","Quebec",,"Both sexes","45 to 54 years",,,24,88.7
"2019","Food insecure","Quebec",,"Both sexes","45 to 54 years",,,24,11.3
"2019","Food insecure, marginal","Quebec",,"Both sexes","45 to 54 years",,,24,3.4
"2019","Food insecure, moderate or severe","Quebec",,"Both sexes","45 to 54 years",,,24,7.9
"2019","Food insecure, moderate","Quebec",,"Both sexes","45 to 54 years",,,24,5.5
"2019","Food insecure, severe","Quebec",,"Both sexes","45 to 54 years",,,24,2.3
"2019","Food secure","Quebec",,"Both sexes","55 to 64 years",,,24,89.9
"2019","Food insecure","Quebec",,"Both sexes","55 to 64 years",,,24,10.1
"2019","Food insecure, marginal","Quebec",,"Both sexes","55 to 64 years",,,24,3.4
"2019","Food insecure, moderate or severe","Quebec",,"Both sexes","55 to 64 years",,,24,6.8
"2019","Food insecure, moderate","Quebec",,"Both sexes","55 to 64 years",,,24,3.9
"2019","Food insecure, severe","Quebec",,"Both sexes","55 to 64 years",,,24,2.9
"2019","Food secure","Quebec",,"Both sexes","65 years and over",,,24,95
"2019","Food insecure","Quebec",,"Both sexes","65 years and over",,,24,5
"2019","Food insecure, marginal","Quebec",,"Both sexes","65 years and over",,,24,2.5
"2019","Food insecure, moderate or severe","Quebec",,"Both sexes","65 years and over",,,24,2.5
"2019","Food insecure, moderate","Quebec",,"Both sexes","65 years and over",,,24,1.8
"2019","Food insecure, severe","Quebec",,"Both sexes","65 years and over",,,24,0.7
"2019","Food secure","Quebec","All persons","Male",,,,24,89.3
"2019","Food insecure","Quebec","All persons","Male",,,,24,10.7
"2019","Food insecure, marginal","Quebec","All persons","Male",,,,24,3.6
"2019","Food insecure, moderate or severe","Quebec","All persons","Male",,,,24,7.1
"2019","Food insecure, moderate","Quebec","All persons","Male",,,,24,5.4
"2019","Food insecure, severe","Quebec","All persons","Male",,,,24,1.7
"2019","Food secure","Quebec",,"Male","Under 18 years",,,24,87.1
"2019","Food insecure","Quebec",,"Male","Under 18 years",,,24,12.9
"2019","Food insecure, marginal","Quebec",,"Male","Under 18 years",,,24,4.8
"2019","Food insecure, moderate or severe","Quebec",,"Male","Under 18 years",,,24,8.2
"2019","Food insecure, moderate","Quebec",,"Male","Under 18 years",,,24,6.7
"2019","Food secure","Quebec",,"Male","18 to 64 years",,,24,88.3
"2019","Food insecure","Quebec",,"Male","18 to 64 years",,,24,11.7
"2019","Food insecure, marginal","Quebec",,"Male","18 to 64 years",,,24,3.7
"2019","Food insecure, moderate or severe","Quebec",,"Male","18 to 64 years",,,24,8.1
"2019","Food insecure, moderate","Quebec",,"Male","18 to 64 years",,,24,6
"2019","Food insecure, severe","Quebec",,"Male","18 to 64 years",,,24,2.1
"2019","Food secure","Quebec",,"Male","65 years and over",,,24,95.3
"2019","Food insecure","Quebec",,"Male","65 years and over",,,24,4.7
"2019","Food insecure, marginal","Quebec",,"Male","65 years and over",,,24,2.2
"2019","Food insecure, moderate or severe","Quebec",,"Male","65 years and over",,,24,2.5
"2019","Food insecure, moderate","Quebec",,"Male","65 years and over",,,24,1.8
"2019","Food secure","Quebec","All persons","Female",,,,24,88.9
"2019","Food insecure","Quebec","All persons","Female",,,,24,11.1
"2019","Food insecure, marginal","Quebec","All persons","Female",,,,24,3.9
"2019","Food insecure, moderate or severe","Quebec","All persons","Female",,,,24,7.1
"2019","Food insecure, moderate","Quebec","All persons","Female",,,,24,4.9
"2019","Food insecure, severe","Quebec","All persons","Female",,,,24,2.2
"2019","Food secure","Quebec",,"Female","Under 18 years",,,24,87.3
"2019","Food insecure","Quebec",,"Female","Under 18 years",,,24,12.7
"2019","Food insecure, marginal","Quebec",,"Female","Under 18 years",,,24,3.8
"2019","Food insecure, moderate or severe","Quebec",,"Female","Under 18 years",,,24,8.9
"2019","Food insecure, moderate","Quebec",,"Female","Under 18 years",,,24,6.7
"2019","Food secure","Quebec",,"Female","18 to 64 years",,,24,87.5
"2019","Food insecure","Quebec",,"Female","18 to 64 years",,,24,12.5
"2019","Food insecure, marginal","Quebec",,"Female","18 to 64 years",,,24,4.4
"2019","Food insecure, moderate or severe","Quebec",,"Female","18 to 64 years",,,24,8.1
"2019","Food insecure, moderate","Quebec",,"Female","18 to 64 years",,,24,5.4
"2019","Food insecure, severe","Quebec",,"Female","18 to 64 years",,,24,2.7
"2019","Food secure","Quebec",,"Female","65 years and over",,,24,94.7
"2019","Food insecure","Quebec",,"Female","65 years and over",,,24,5.3
"2019","Food insecure, marginal","Quebec",,"Female","65 years and over",,,24,2.8
"2019","Food insecure, moderate or severe","Quebec",,"Female","65 years and over",,,24,2.5
"2019","Food insecure, moderate","Quebec",,"Female","65 years and over",,,24,1.8
"2019","Food secure","Ontario",,"Both sexes","Under 18 years",,,35,77.2
"2019","Food insecure","Ontario",,"Both sexes","Under 18 years",,,35,22.8
"2019","Food insecure, marginal","Ontario",,"Both sexes","Under 18 years",,,35,7.8
"2019","Food insecure, moderate or severe","Ontario",,"Both sexes","Under 18 years",,,35,15
"2019","Food insecure, moderate","Ontario",,"Both sexes","Under 18 years",,,35,11.2
"2019","Food insecure, severe","Ontario",,"Both sexes","Under 18 years",,,35,3.8
"2019","Food secure","Ontario",,"Both sexes","18 to 64 years",,,35,82.3
"2019","Food insecure","Ontario",,"Both sexes","18 to 64 years",,,35,17.7
"2019","Food insecure, marginal","Ontario",,"Both sexes","18 to 64 years",,,35,5.8
"2019","Food insecure, moderate or severe","Ontario",,"Both sexes","18 to 64 years",,,35,11.9
"2019","Food insecure, moderate","Ontario",,"Both sexes","18 to 64 years",,,35,7.9
"2019","Food insecure, severe","Ontario",,"Both sexes","18 to 64 years",,,35,4
"2019","Food secure","Ontario",,"Both sexes","18 to 24 years",,,35,83.2
"2019","Food insecure","Ontario",,"Both sexes","18 to 24 years",,,35,16.8
"2019","Food insecure, marginal","Ontario",,"Both sexes","18 to 24 years",,,35,6.1
"2019","Food insecure, moderate or severe","Ontario",,"Both sexes","18 to 24 years",,,35,10.7
"2019","Food insecure, moderate","Ontario",,"Both sexes","18 to 24 years",,,35,7
"2019","Food insecure, severe","Ontario",,"Both sexes","18 to 24 years",,,35,3.7
"2019","Food secure","Ontario",,"Both sexes","25 to 34 years",,,35,80.9
"2019","Food insecure","Ontario",,"Both sexes","25 to 34 years",,,35,19.1
"2019","Food insecure, marginal","Ontario",,"Both sexes","25 to 34 years",,,35,6.2
"2019","Food insecure, moderate or severe","Ontario",,"Both sexes","25 to 34 years",,,35,12.9
"2019","Food insecure, moderate","Ontario",,"Both sexes","25 to 34 years",,,35,8.4
"2019","Food insecure, severe","Ontario",,"Both sexes","25 to 34 years",,,35,4.5
"2019","Food secure","Ontario",,"Both sexes","35 to 44 years",,,35,77.6
"2019","Food insecure","Ontario",,"Both sexes","35 to 44 years",,,35,22.4
"2019","Food insecure, marginal","Ontario",,"Both sexes","35 to 44 years",,,35,8
"2019","Food insecure, moderate or severe","Ontario",,"Both sexes","35 to 44 years",,,35,14.4
"2019","Food insecure, moderate","Ontario",,"Both sexes","35 to 44 years",,,35,10
"2019","Food insecure, severe","Ontario",,"Both sexes","35 to 44 years",,,35,4.4
"2019","Food secure","Ontario",,"Both sexes","45 to 54 years",,,35,84.8
"2019","Food insecure","Ontario",,"Both sexes","45 to 54 years",,,35,15.2
"2019","Food insecure, marginal","Ontario",,"Both sexes","45 to 54 years",,,35,5.3
"2019","Food insecure, moderate or severe","Ontario",,"Both sexes","45 to 54 years",,,35,9.9
"2019","Food insecure, moderate","Ontario",,"Both sexes","45 to 54 years",,,35,6.6
"2019","Food insecure, severe","Ontario",,"Both sexes","45 to 54 years",,,35,3.3
"2019","Food secure","Ontario",,"Both sexes","55 to 64 years",,,35,85
