"Year","Geography","Educational attainment level","Age group","Sex","GeoCode","Value"
2019,"Yukon","Pre-primary and primary","Total, 25 to 64 years","Female",60,
2019,"Yukon","Pre-primary and primary","25 to 34 years","Both sexes",60,
2019,"Yukon","Pre-primary and primary","25 to 34 years","Male",60,
2019,"Yukon","Pre-primary and primary","25 to 34 years","Female",60,
2019,"Yukon","Pre-primary and primary","30 to 34 years","Both sexes",60,
2019,"Yukon","Pre-primary and primary","30 to 34 years","Male",60,
2019,"Yukon","Pre-primary and primary","30 to 34 years","Female",60,
2019,"Yukon","Pre-primary and primary","35 to 44 years","Both sexes",60,
2019,"Yukon","Pre-primary and primary","35 to 44 years","Male",60,
2019,"Yukon","Pre-primary and primary","35 to 44 years","Female",60,
2019,"Yukon","Pre-primary and primary","45 to 54 years","Both sexes",60,
2019,"Yukon","Pre-primary and primary","45 to 54 years","Male",60,
2019,"Yukon","Pre-primary and primary","45 to 54 years","Female",60,
2019,"Yukon","Pre-primary and primary","55 to 64 years","Both sexes",60,
2019,"Yukon","Pre-primary and primary","55 to 64 years","Male",60,
2019,"Yukon","Pre-primary and primary","55 to 64 years","Female",60,
2019,"Yukon","Lower secondary","Total, 25 to 64 years","Both sexes",60,6
2019,"Yukon","Lower secondary","Total, 25 to 64 years","Male",60,6
2019,"Yukon","Lower secondary","Total, 25 to 64 years","Female",60,6
2019,"Yukon","Lower secondary","25 to 34 years","Both sexes",60,7
2019,"Yukon","Lower secondary","25 to 34 years","Male",60,9
2019,"Yukon","Lower secondary","25 to 34 years","Female",60,
2019,"Yukon","Lower secondary","30 to 34 years","Both sexes",60,8
2019,"Yukon","Lower secondary","30 to 34 years","Male",60,
2019,"Yukon","Lower secondary","30 to 34 years","Female",60,
2019,"Yukon","Lower secondary","35 to 44 years","Both sexes",60,4
2019,"Yukon","Lower secondary","35 to 44 years","Male",60,
2019,"Yukon","Lower secondary","35 to 44 years","Female",60,
2019,"Yukon","Lower secondary","45 to 54 years","Both sexes",60,6
2019,"Yukon","Lower secondary","45 to 54 years","Male",60,
2019,"Yukon","Lower secondary","45 to 54 years","Female",60,
2019,"Yukon","Lower secondary","55 to 64 years","Both sexes",60,7
2019,"Yukon","Lower secondary","55 to 64 years","Male",60,7
2019,"Yukon","Lower secondary","55 to 64 years","Female",60,
2019,"Yukon","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",60,38
2019,"Yukon","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",60,50
2019,"Yukon","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",60,27
2019,"Yukon","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",60,40
2019,"Yukon","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",60,52
2019,"Yukon","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",60,27
2019,"Yukon","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",60,36
2019,"Yukon","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",60,49
2019,"Yukon","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",60,25
2019,"Yukon","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",60,37
2019,"Yukon","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",60,46
2019,"Yukon","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",60,29
2019,"Yukon","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",60,36
2019,"Yukon","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",60,48
2019,"Yukon","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",60,23
2019,"Yukon","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",60,41
2019,"Yukon","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",60,53
2019,"Yukon","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",60,29
2019,"Yukon","Tertiary education","Total, 25 to 64 years","Both sexes",60,55
2019,"Yukon","Tertiary education","Total, 25 to 64 years","Male",60,43
2019,"Yukon","Tertiary education","Total, 25 to 64 years","Female",60,66
2019,"Yukon","Tertiary education","25 to 34 years","Both sexes",60,52
2019,"Yukon","Tertiary education","25 to 34 years","Male",60,38
2019,"Yukon","Tertiary education","25 to 34 years","Female",60,66
2019,"Yukon","Tertiary education","30 to 34 years","Both sexes",60,56
2019,"Yukon","Tertiary education","30 to 34 years","Male",60,40
2019,"Yukon","Tertiary education","30 to 34 years","Female",60,70
2019,"Yukon","Tertiary education","35 to 44 years","Both sexes",60,58
2019,"Yukon","Tertiary education","35 to 44 years","Male",60,51
2019,"Yukon","Tertiary education","35 to 44 years","Female",60,65
2019,"Yukon","Tertiary education","45 to 54 years","Both sexes",60,56
2019,"Yukon","Tertiary education","45 to 54 years","Male",60,42
2019,"Yukon","Tertiary education","45 to 54 years","Female",60,71
2019,"Yukon","Tertiary education","55 to 64 years","Both sexes",60,52
2019,"Yukon","Tertiary education","55 to 64 years","Male",60,39
2019,"Yukon","Tertiary education","55 to 64 years","Female",60,63
2019,"Northwest Territories","Pre-primary and primary","Total, 25 to 64 years","Both sexes",61,5
2019,"Northwest Territories","Pre-primary and primary","Total, 25 to 64 years","Male",61,4
2019,"Northwest Territories","Pre-primary and primary","Total, 25 to 64 years","Female",61,5
2019,"Northwest Territories","Pre-primary and primary","25 to 34 years","Both sexes",61,
2019,"Northwest Territories","Pre-primary and primary","25 to 34 years","Male",61,
2019,"Northwest Territories","Pre-primary and primary","25 to 34 years","Female",61,
2019,"Northwest Territories","Pre-primary and primary","30 to 34 years","Both sexes",61,
2019,"Northwest Territories","Pre-primary and primary","30 to 34 years","Male",61,
2019,"Northwest Territories","Pre-primary and primary","30 to 34 years","Female",61,
2019,"Northwest Territories","Pre-primary and primary","35 to 44 years","Both sexes",61,
2019,"Northwest Territories","Pre-primary and primary","35 to 44 years","Male",61,
2019,"Northwest Territories","Pre-primary and primary","35 to 44 years","Female",61,
2019,"Northwest Territories","Pre-primary and primary","45 to 54 years","Both sexes",61,7
2019,"Northwest Territories","Pre-primary and primary","45 to 54 years","Male",61,
2019,"Northwest Territories","Pre-primary and primary","45 to 54 years","Female",61,9
2019,"Northwest Territories","Pre-primary and primary","55 to 64 years","Both sexes",61,10
2019,"Northwest Territories","Pre-primary and primary","55 to 64 years","Male",61,10
2019,"Northwest Territories","Pre-primary and primary","55 to 64 years","Female",61,10
2019,"Northwest Territories","Lower secondary","Total, 25 to 64 years","Both sexes",61,12
2019,"Northwest Territories","Lower secondary","Total, 25 to 64 years","Male",61,16
2019,"Northwest Territories","Lower secondary","Total, 25 to 64 years","Female",61,8
2019,"Northwest Territories","Lower secondary","25 to 34 years","Both sexes",61,14
2019,"Northwest Territories","Lower secondary","25 to 34 years","Male",61,18
2019,"Northwest Territories","Lower secondary","25 to 34 years","Female",61,9
2019,"Northwest Territories","Lower secondary","30 to 34 years","Both sexes",61,12
2019,"Northwest Territories","Lower secondary","30 to 34 years","Male",61,17
2019,"Northwest Territories","Lower secondary","30 to 34 years","Female",61,
2019,"Northwest Territories","Lower secondary","35 to 44 years","Both sexes",61,14
2019,"Northwest Territories","Lower secondary","35 to 44 years","Male",61,20
2019,"Northwest Territories","Lower secondary","35 to 44 years","Female",61,8
2019,"Northwest Territories","Lower secondary","45 to 54 years","Both sexes",61,10
2019,"Northwest Territories","Lower secondary","45 to 54 years","Male",61,13
2019,"Northwest Territories","Lower secondary","45 to 54 years","Female",61,6
2019,"Northwest Territories","Lower secondary","55 to 64 years","Both sexes",61,9
2019,"Northwest Territories","Lower secondary","55 to 64 years","Male",61,11
2019,"Northwest Territories","Lower secondary","55 to 64 years","Female",61,
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",61,36
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",61,43
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",61,28
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",61,39
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",61,46
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",61,31
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",61,33
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",61,44
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",61,23
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",61,34
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",61,41
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",61,27
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",61,36
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",61,43
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",61,28
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",61,33
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",61,39
2019,"Northwest Territories","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",61,24
2019,"Northwest Territories","Tertiary education","Total, 25 to 64 years","Both sexes",61,48
2019,"Northwest Territories","Tertiary education","Total, 25 to 64 years","Male",61,37
2019,"Northwest Territories","Tertiary education","Total, 25 to 64 years","Female",61,59
2019,"Northwest Territories","Tertiary education","25 to 34 years","Both sexes",61,46
2019,"Northwest Territories","Tertiary education","25 to 34 years","Male",61,33
2019,"Northwest Territories","Tertiary education","25 to 34 years","Female",61,58
2019,"Northwest Territories","Tertiary education","30 to 34 years","Both sexes",61,52
2019,"Northwest Territories","Tertiary education","30 to 34 years","Male",61,38
2019,"Northwest Territories","Tertiary education","30 to 34 years","Female",61,66
2019,"Northwest Territories","Tertiary education","35 to 44 years","Both sexes",61,51
2019,"Northwest Territories","Tertiary education","35 to 44 years","Male",61,37
2019,"Northwest Territories","Tertiary education","35 to 44 years","Female",61,64
2019,"Northwest Territories","Tertiary education","45 to 54 years","Both sexes",61,47
2019,"Northwest Territories","Tertiary education","45 to 54 years","Male",61,38
2019,"Northwest Territories","Tertiary education","45 to 54 years","Female",61,57
2019,"Northwest Territories","Tertiary education","55 to 64 years","Both sexes",61,48
2019,"Northwest Territories","Tertiary education","55 to 64 years","Male",61,40
2019,"Northwest Territories","Tertiary education","55 to 64 years","Female",61,58
2019,"Nunavut","Pre-primary and primary","Total, 25 to 64 years","Both sexes",62,14
2019,"Nunavut","Pre-primary and primary","Total, 25 to 64 years","Male",62,12
2019,"Nunavut","Pre-primary and primary","Total, 25 to 64 years","Female",62,16
2019,"Nunavut","Pre-primary and primary","25 to 34 years","Both sexes",62,7
2019,"Nunavut","Pre-primary and primary","25 to 34 years","Male",62,
2019,"Nunavut","Pre-primary and primary","25 to 34 years","Female",62,7
2019,"Nunavut","Pre-primary and primary","30 to 34 years","Both sexes",62,10
2019,"Nunavut","Pre-primary and primary","30 to 34 years","Male",62,
2019,"Nunavut","Pre-primary and primary","30 to 34 years","Female",62,
2019,"Nunavut","Pre-primary and primary","35 to 44 years","Both sexes",62,7
2019,"Nunavut","Pre-primary and primary","35 to 44 years","Male",62,
2019,"Nunavut","Pre-primary and primary","35 to 44 years","Female",62,
2019,"Nunavut","Pre-primary and primary","45 to 54 years","Both sexes",62,23
2019,"Nunavut","Pre-primary and primary","45 to 54 years","Male",62,20
2019,"Nunavut","Pre-primary and primary","45 to 54 years","Female",62,27
2019,"Nunavut","Pre-primary and primary","55 to 64 years","Both sexes",62,24
2019,"Nunavut","Pre-primary and primary","55 to 64 years","Male",62,18
2019,"Nunavut","Pre-primary and primary","55 to 64 years","Female",62,30
2019,"Nunavut","Lower secondary","Total, 25 to 64 years","Both sexes",62,26
2019,"Nunavut","Lower secondary","Total, 25 to 64 years","Male",62,29
2019,"Nunavut","Lower secondary","Total, 25 to 64 years","Female",62,24
2019,"Nunavut","Lower secondary","25 to 34 years","Both sexes",62,34
2019,"Nunavut","Lower secondary","25 to 34 years","Male",62,37
2019,"Nunavut","Lower secondary","25 to 34 years","Female",62,32
2019,"Nunavut","Lower secondary","30 to 34 years","Both sexes",62,30
2019,"Nunavut","Lower secondary","30 to 34 years","Male",62,30
2019,"Nunavut","Lower secondary","30 to 34 years","Female",62,29
2019,"Nunavut","Lower secondary","35 to 44 years","Both sexes",62,28
2019,"Nunavut","Lower secondary","35 to 44 years","Male",62,31
2019,"Nunavut","Lower secondary","35 to 44 years","Female",62,24
2019,"Nunavut","Lower secondary","45 to 54 years","Both sexes",62,21
2019,"Nunavut","Lower secondary","45 to 54 years","Male",62,24
2019,"Nunavut","Lower secondary","45 to 54 years","Female",62,19
2019,"Nunavut","Lower secondary","55 to 64 years","Both sexes",62,14
2019,"Nunavut","Lower secondary","55 to 64 years","Male",62,
2019,"Nunavut","Lower secondary","55 to 64 years","Female",62,
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",62,24
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",62,28
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",62,19
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",62,27
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",62,33
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",62,22
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",62,24
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",62,29
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",62,20
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",62,25
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",62,28
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",62,22
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",62,22
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",62,26
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",62,18
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",62,16
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",62,21
2019,"Nunavut","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",62,
2019,"Nunavut","Tertiary education","Total, 25 to 64 years","Both sexes",62,36
2019,"Nunavut","Tertiary education","Total, 25 to 64 years","Male",62,31
2019,"Nunavut","Tertiary education","Total, 25 to 64 years","Female",62,41
2019,"Nunavut","Tertiary education","25 to 34 years","Both sexes",62,32
2019,"Nunavut","Tertiary education","25 to 34 years","Male",62,24
2019,"Nunavut","Tertiary education","25 to 34 years","Female",62,39
2019,"Nunavut","Tertiary education","30 to 34 years","Both sexes",62,37
2019,"Nunavut","Tertiary education","30 to 34 years","Male",62,32
2019,"Nunavut","Tertiary education","30 to 34 years","Female",62,41
2019,"Nunavut","Tertiary education","35 to 44 years","Both sexes",62,40
2019,"Nunavut","Tertiary education","35 to 44 years","Male",62,34
2019,"Nunavut","Tertiary education","35 to 44 years","Female",62,46
2019,"Nunavut","Tertiary education","45 to 54 years","Both sexes",62,33
2019,"Nunavut","Tertiary education","45 to 54 years","Male",62,30
2019,"Nunavut","Tertiary education","45 to 54 years","Female",62,37
2019,"Nunavut","Tertiary education","55 to 64 years","Both sexes",62,46
2019,"Nunavut","Tertiary education","55 to 64 years","Male",62,45
2019,"Nunavut","Tertiary education","55 to 64 years","Female",62,48
2020,"Canada","Pre-primary and primary","Total, 25 to 64 years","Both sexes",,2
2020,"Canada","Pre-primary and primary","Total, 25 to 64 years","Male",,2
2020,"Canada","Pre-primary and primary","Total, 25 to 64 years","Female",,2
2020,"Canada","Pre-primary and primary","25 to 34 years","Both sexes",,1
2020,"Canada","Pre-primary and primary","25 to 34 years","Male",,1
2020,"Canada","Pre-primary and primary","25 to 34 years","Female",,1
2020,"Canada","Pre-primary and primary","30 to 34 years","Both sexes",,1
2020,"Canada","Pre-primary and primary","30 to 34 years","Male",,1
2020,"Canada","Pre-primary and primary","30 to 34 years","Female",,1
2020,"Canada","Pre-primary and primary","35 to 44 years","Both sexes",,1
2020,"Canada","Pre-primary and primary","35 to 44 years","Male",,1
2020,"Canada","Pre-primary and primary","35 to 44 years","Female",,1
2020,"Canada","Pre-primary and primary","45 to 54 years","Both sexes",,2
2020,"Canada","Pre-primary and primary","45 to 54 years","Male",,2
2020,"Canada","Pre-primary and primary","45 to 54 years","Female",,2
2020,"Canada","Pre-primary and primary","55 to 64 years","Both sexes",,3
2020,"Canada","Pre-primary and primary","55 to 64 years","Male",,4
2020,"Canada","Pre-primary and primary","55 to 64 years","Female",,3
2020,"Canada","Lower secondary","Total, 25 to 64 years","Both sexes",,6
2020,"Canada","Lower secondary","Total, 25 to 64 years","Male",,7
2020,"Canada","Lower secondary","Total, 25 to 64 years","Female",,4
2020,"Canada","Lower secondary","25 to 34 years","Both sexes",,4
2020,"Canada","Lower secondary","25 to 34 years","Male",,5
2020,"Canada","Lower secondary","25 to 34 years","Female",,3
2020,"Canada","Lower secondary","30 to 34 years","Both sexes",,4
2020,"Canada","Lower secondary","30 to 34 years","Male",,5
2020,"Canada","Lower secondary","30 to 34 years","Female",,3
2020,"Canada","Lower secondary","35 to 44 years","Both sexes",,4
2020,"Canada","Lower secondary","35 to 44 years","Male",,5
2020,"Canada","Lower secondary","35 to 44 years","Female",,3
2020,"Canada","Lower secondary","45 to 54 years","Both sexes",,5
2020,"Canada","Lower secondary","45 to 54 years","Male",,6
2020,"Canada","Lower secondary","45 to 54 years","Female",,4
2020,"Canada","Lower secondary","55 to 64 years","Both sexes",,9
2020,"Canada","Lower secondary","55 to 64 years","Male",,10
2020,"Canada","Lower secondary","55 to 64 years","Female",,8
2020,"Canada","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",,32
2020,"Canada","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",,38
2020,"Canada","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",,27
2020,"Canada","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",,30
2020,"Canada","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",,38
2020,"Canada","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",,23
2020,"Canada","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",,29
2020,"Canada","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",,36
2020,"Canada","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",,21
2020,"Canada","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",,29
2020,"Canada","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",,36
2020,"Canada","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",,23
2020,"Canada","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",,32
2020,"Canada","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",,37
2020,"Canada","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",,28
2020,"Canada","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",,38
2020,"Canada","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",,40
2020,"Canada","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",,36
2020,"Canada","Tertiary education","Total, 25 to 64 years","Both sexes",,60
2020,"Canada","Tertiary education","Total, 25 to 64 years","Male",,53
2020,"Canada","Tertiary education","Total, 25 to 64 years","Female",,66
2020,"Canada","Tertiary education","25 to 34 years","Both sexes",,64
2020,"Canada","Tertiary education","25 to 34 years","Male",,56
2020,"Canada","Tertiary education","25 to 34 years","Female",,73
2020,"Canada","Tertiary education","30 to 34 years","Both sexes",,66
2020,"Canada","Tertiary education","30 to 34 years","Male",,58
2020,"Canada","Tertiary education","30 to 34 years","Female",,75
2020,"Canada","Tertiary education","35 to 44 years","Both sexes",,65
2020,"Canada","Tertiary education","35 to 44 years","Male",,57
2020,"Canada","Tertiary education","35 to 44 years","Female",,73
2020,"Canada","Tertiary education","45 to 54 years","Both sexes",,60
2020,"Canada","Tertiary education","45 to 54 years","Male",,54
2020,"Canada","Tertiary education","45 to 54 years","Female",,66
2020,"Canada","Tertiary education","55 to 64 years","Both sexes",,50
2020,"Canada","Tertiary education","55 to 64 years","Male",,46
2020,"Canada","Tertiary education","55 to 64 years","Female",,54
2020,"Newfoundland and Labrador","Pre-primary and primary","Total, 25 to 64 years","Both sexes",10,3
2020,"Newfoundland and Labrador","Pre-primary and primary","Total, 25 to 64 years","Male",10,3
2020,"Newfoundland and Labrador","Pre-primary and primary","Total, 25 to 64 years","Female",10,3
2020,"Newfoundland and Labrador","Pre-primary and primary","25 to 34 years","Both sexes",10,
2020,"Newfoundland and Labrador","Pre-primary and primary","25 to 34 years","Male",10,
2020,"Newfoundland and Labrador","Pre-primary and primary","25 to 34 years","Female",10,
2020,"Newfoundland and Labrador","Pre-primary and primary","30 to 34 years","Both sexes",10,
2020,"Newfoundland and Labrador","Pre-primary and primary","30 to 34 years","Male",10,
2020,"Newfoundland and Labrador","Pre-primary and primary","30 to 34 years","Female",10,
2020,"Newfoundland and Labrador","Pre-primary and primary","35 to 44 years","Both sexes",10,
2020,"Newfoundland and Labrador","Pre-primary and primary","35 to 44 years","Male",10,
2020,"Newfoundland and Labrador","Pre-primary and primary","35 to 44 years","Female",10,
2020,"Newfoundland and Labrador","Pre-primary and primary","45 to 54 years","Both sexes",10,3
2020,"Newfoundland and Labrador","Pre-primary and primary","45 to 54 years","Male",10,3
2020,"Newfoundland and Labrador","Pre-primary and primary","45 to 54 years","Female",10,3
2020,"Newfoundland and Labrador","Pre-primary and primary","55 to 64 years","Both sexes",10,8
2020,"Newfoundland and Labrador","Pre-primary and primary","55 to 64 years","Male",10,8
2020,"Newfoundland and Labrador","Pre-primary and primary","55 to 64 years","Female",10,8
2020,"Newfoundland and Labrador","Lower secondary","Total, 25 to 64 years","Both sexes",10,8
2020,"Newfoundland and Labrador","Lower secondary","Total, 25 to 64 years","Male",10,9
2020,"Newfoundland and Labrador","Lower secondary","Total, 25 to 64 years","Female",10,7
2020,"Newfoundland and Labrador","Lower secondary","25 to 34 years","Both sexes",10,4
2020,"Newfoundland and Labrador","Lower secondary","25 to 34 years","Male",10,5
2020,"Newfoundland and Labrador","Lower secondary","25 to 34 years","Female",10,3
2020,"Newfoundland and Labrador","Lower secondary","30 to 34 years","Both sexes",10,4
2020,"Newfoundland and Labrador","Lower secondary","30 to 34 years","Male",10,5
2020,"Newfoundland and Labrador","Lower secondary","30 to 34 years","Female",10,
2020,"Newfoundland and Labrador","Lower secondary","35 to 44 years","Both sexes",10,4
2020,"Newfoundland and Labrador","Lower secondary","35 to 44 years","Male",10,4
2020,"Newfoundland and Labrador","Lower secondary","35 to 44 years","Female",10,4
2020,"Newfoundland and Labrador","Lower secondary","45 to 54 years","Both sexes",10,8
2020,"Newfoundland and Labrador","Lower secondary","45 to 54 years","Male",10,10
2020,"Newfoundland and Labrador","Lower secondary","45 to 54 years","Female",10,6
2020,"Newfoundland and Labrador","Lower secondary","55 to 64 years","Both sexes",10,12
2020,"Newfoundland and Labrador","Lower secondary","55 to 64 years","Male",10,13
2020,"Newfoundland and Labrador","Lower secondary","55 to 64 years","Female",10,11
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",10,37
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",10,44
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",10,30
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",10,38
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",10,47
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",10,29
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",10,33
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",10,43
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",10,24
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",10,32
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",10,41
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",10,24
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",10,35
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",10,43
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",10,27
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",10,41
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",10,43
2020,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",10,39
2020,"Newfoundland and Labrador","Tertiary education","Total, 25 to 64 years","Both sexes",10,52
2020,"Newfoundland and Labrador","Tertiary education","Total, 25 to 64 years","Male",10,44
2020,"Newfoundland and Labrador","Tertiary education","Total, 25 to 64 years","Female",10,60
2020,"Newfoundland and Labrador","Tertiary education","25 to 34 years","Both sexes",10,58
2020,"Newfoundland and Labrador","Tertiary education","25 to 34 years","Male",10,47
2020,"Newfoundland and Labrador","Tertiary education","25 to 34 years","Female",10,68
2020,"Newfoundland and Labrador","Tertiary education","30 to 34 years","Both sexes",10,63
2020,"Newfoundland and Labrador","Tertiary education","30 to 34 years","Male",10,52
2020,"Newfoundland and Labrador","Tertiary education","30 to 34 years","Female",10,74
2020,"Newfoundland and Labrador","Tertiary education","35 to 44 years","Both sexes",10,63
2020,"Newfoundland and Labrador","Tertiary education","35 to 44 years","Male",10,54
2020,"Newfoundland and Labrador","Tertiary education","35 to 44 years","Female",10,71
2020,"Newfoundland and Labrador","Tertiary education","45 to 54 years","Both sexes",10,55
2020,"Newfoundland and Labrador","Tertiary education","45 to 54 years","Male",10,44
2020,"Newfoundland and Labrador","Tertiary education","45 to 54 years","Female",10,65
2020,"Newfoundland and Labrador","Tertiary education","55 to 64 years","Both sexes",10,39
2020,"Newfoundland and Labrador","Tertiary education","55 to 64 years","Male",10,36
2020,"Newfoundland and Labrador","Tertiary education","55 to 64 years","Female",10,42
2020,"Prince Edward Island","Pre-primary and primary","Total, 25 to 64 years","Both sexes",11,2
2020,"Prince Edward Island","Pre-primary and primary","Total, 25 to 64 years","Male",11,3
2020,"Prince Edward Island","Pre-primary and primary","Total, 25 to 64 years","Female",11,1
2020,"Prince Edward Island","Pre-primary and primary","25 to 34 years","Both sexes",11,
2020,"Prince Edward Island","Pre-primary and primary","25 to 34 years","Male",11,
2020,"Prince Edward Island","Pre-primary and primary","25 to 34 years","Female",11,
2020,"Prince Edward Island","Pre-primary and primary","30 to 34 years","Both sexes",11,
2020,"Prince Edward Island","Pre-primary and primary","30 to 34 years","Male",11,
