"Year","Age at time of death","Sex","Causes of death","Value"
"2020","40 to 44 years","Both sexes","Chronic lower respiratory diseases",0.9
"2020","40 to 44 years","Both sexes","Pneumoconioses and chemical effects",0
"2020","40 to 44 years","Both sexes","Pneumonitis due to solids and liquids",0.2
"2020","40 to 44 years","Males","Malignant neoplasms",25.8
"2020","40 to 44 years","Males","Diabetes mellitus",4
"2020","40 to 44 years","Males","Diseases of heart",20.7
"2020","40 to 44 years","Males","Essential hypertension and hypertensive renal disease",0.2
"2020","40 to 44 years","Males","Cerebrovascular diseases",2.6
"2020","40 to 44 years","Males","Atherosclerosis",0.2
"2020","40 to 44 years","Males","Aortic aneurysm and dissection",0.7
"2020","40 to 44 years","Males","Chronic lower respiratory diseases",1
"2020","40 to 44 years","Males","Pneumoconioses and chemical effects",0
"2020","40 to 44 years","Males","Pneumonitis due to solids and liquids",0.2
"2020","40 to 44 years","Females","Malignant neoplasms",32.8
"2020","40 to 44 years","Females","Diabetes mellitus",1.9
"2020","40 to 44 years","Females","Diseases of heart",5.8
"2020","40 to 44 years","Females","Essential hypertension and hypertensive renal disease",0.1
"2020","40 to 44 years","Females","Cerebrovascular diseases",3.2
"2020","40 to 44 years","Females","Atherosclerosis",0.1
"2020","40 to 44 years","Females","Aortic aneurysm and dissection",0.2
"2020","40 to 44 years","Females","Chronic lower respiratory diseases",0.7
"2020","40 to 44 years","Females","Pneumoconioses and chemical effects",0.1
"2020","40 to 44 years","Females","Pneumonitis due to solids and liquids",0.1
"2020","45 to 54 years","Both sexes","Malignant neoplasms",71.9
"2020","45 to 54 years","Both sexes","Diabetes mellitus",6.9
"2020","45 to 54 years","Both sexes","Diseases of heart",36.6
"2020","45 to 54 years","Both sexes","Essential hypertension and hypertensive renal disease",0.5
"2020","45 to 54 years","Both sexes","Cerebrovascular diseases",6.7
"2020","45 to 54 years","Both sexes","Atherosclerosis",0.2
"2020","45 to 54 years","Both sexes","Aortic aneurysm and dissection",1.4
"2020","45 to 54 years","Both sexes","Chronic lower respiratory diseases",2.9
"2020","45 to 54 years","Both sexes","Pneumoconioses and chemical effects",0.1
"2020","45 to 54 years","Both sexes","Pneumonitis due to solids and liquids",0.5
"2020","45 to 54 years","Males","Malignant neoplasms",66
"2020","45 to 54 years","Males","Diabetes mellitus",9.6
"2020","45 to 54 years","Males","Diseases of heart",54.6
"2020","45 to 54 years","Males","Essential hypertension and hypertensive renal disease",0.8
"2020","45 to 54 years","Males","Cerebrovascular diseases",7.5
"2020","45 to 54 years","Males","Atherosclerosis",0.2
"2020","45 to 54 years","Males","Aortic aneurysm and dissection",2
"2020","45 to 54 years","Males","Chronic lower respiratory diseases",3.5
"2020","45 to 54 years","Males","Pneumoconioses and chemical effects",0
"2020","45 to 54 years","Males","Pneumonitis due to solids and liquids",0.5
"2020","45 to 54 years","Females","Malignant neoplasms",77.8
"2020","45 to 54 years","Females","Diabetes mellitus",4.3
"2020","45 to 54 years","Females","Diseases of heart",19
"2020","45 to 54 years","Females","Essential hypertension and hypertensive renal disease",0.2
"2020","45 to 54 years","Females","Cerebrovascular diseases",5.9
"2020","45 to 54 years","Females","Atherosclerosis",0.2
"2020","45 to 54 years","Females","Aortic aneurysm and dissection",0.7
"2020","45 to 54 years","Females","Chronic lower respiratory diseases",2.4
"2020","45 to 54 years","Females","Pneumoconioses and chemical effects",0.2
"2020","45 to 54 years","Females","Pneumonitis due to solids and liquids",0.5
"2020","45 to 49 years","Both sexes","Malignant neoplasms",49.7
"2020","45 to 49 years","Both sexes","Diabetes mellitus",5.1
"2020","45 to 49 years","Both sexes","Diseases of heart",26.7
"2020","45 to 49 years","Both sexes","Essential hypertension and hypertensive renal disease",0.3
"2020","45 to 49 years","Both sexes","Cerebrovascular diseases",5
"2020","45 to 49 years","Both sexes","Atherosclerosis",0.1
"2020","45 to 49 years","Both sexes","Aortic aneurysm and dissection",1.5
"2020","45 to 49 years","Both sexes","Chronic lower respiratory diseases",1.5
"2020","45 to 49 years","Both sexes","Pneumoconioses and chemical effects",0.1
"2020","45 to 49 years","Both sexes","Pneumonitis due to solids and liquids",0.3
"2020","45 to 49 years","Males","Malignant neoplasms",44.7
"2020","45 to 49 years","Males","Diabetes mellitus",6.9
"2020","45 to 49 years","Males","Diseases of heart",38.6
"2020","45 to 49 years","Males","Essential hypertension and hypertensive renal disease",0.3
"2020","45 to 49 years","Males","Cerebrovascular diseases",6.1
"2020","45 to 49 years","Males","Atherosclerosis",0.1
"2020","45 to 49 years","Males","Aortic aneurysm and dissection",2.3
"2020","45 to 49 years","Males","Chronic lower respiratory diseases",1.6
"2020","45 to 49 years","Males","Pneumoconioses and chemical effects",0
"2020","45 to 49 years","Males","Pneumonitis due to solids and liquids",0.3
"2020","45 to 49 years","Females","Malignant neoplasms",54.6
"2020","45 to 49 years","Females","Diabetes mellitus",3.2
"2020","45 to 49 years","Females","Diseases of heart",15.1
"2020","45 to 49 years","Females","Essential hypertension and hypertensive renal disease",0.2
"2020","45 to 49 years","Females","Cerebrovascular diseases",3.9
"2020","45 to 49 years","Females","Atherosclerosis",0.1
"2020","45 to 49 years","Females","Aortic aneurysm and dissection",0.7
"2020","45 to 49 years","Females","Chronic lower respiratory diseases",1.4
"2020","45 to 49 years","Females","Pneumoconioses and chemical effects",0.2
"2020","45 to 49 years","Females","Pneumonitis due to solids and liquids",0.2
"2020","50 to 54 years","Both sexes","Malignant neoplasms",93.7
"2020","50 to 54 years","Both sexes","Diabetes mellitus",8.7
"2020","50 to 54 years","Both sexes","Diseases of heart",46.3
"2020","50 to 54 years","Both sexes","Essential hypertension and hypertensive renal disease",0.7
"2020","50 to 54 years","Both sexes","Cerebrovascular diseases",8.4
"2020","50 to 54 years","Both sexes","Atherosclerosis",0.2
"2020","50 to 54 years","Both sexes","Aortic aneurysm and dissection",1.3
"2020","50 to 54 years","Both sexes","Chronic lower respiratory diseases",4.3
"2020","50 to 54 years","Both sexes","Pneumoconioses and chemical effects",0
"2020","50 to 54 years","Both sexes","Pneumonitis due to solids and liquids",0.6
"2020","50 to 54 years","Males","Malignant neoplasms",86.9
"2020","50 to 54 years","Males","Diabetes mellitus",12.1
"2020","50 to 54 years","Males","Diseases of heart",70.3
"2020","50 to 54 years","Males","Essential hypertension and hypertensive renal disease",1.2
"2020","50 to 54 years","Males","Cerebrovascular diseases",8.9
"2020","50 to 54 years","Males","Atherosclerosis",0.2
"2020","50 to 54 years","Males","Aortic aneurysm and dissection",1.8
"2020","50 to 54 years","Males","Chronic lower respiratory diseases",5.3
"2020","50 to 54 years","Males","Pneumoconioses and chemical effects",0
"2020","50 to 54 years","Males","Pneumonitis due to solids and liquids",0.6
"2020","50 to 54 years","Females","Malignant neoplasms",100.5
"2020","50 to 54 years","Females","Diabetes mellitus",5.4
"2020","50 to 54 years","Females","Diseases of heart",22.7
"2020","50 to 54 years","Females","Essential hypertension and hypertensive renal disease",0.2
"2020","50 to 54 years","Females","Cerebrovascular diseases",7.8
"2020","50 to 54 years","Females","Atherosclerosis",0.2
"2020","50 to 54 years","Females","Aortic aneurysm and dissection",0.7
"2020","50 to 54 years","Females","Chronic lower respiratory diseases",3.3
"2020","50 to 54 years","Females","Pneumoconioses and chemical effects",0
"2020","50 to 54 years","Females","Pneumonitis due to solids and liquids",0.6
"2020","55 to 64 years","Both sexes","Malignant neoplasms",239.5
"2020","55 to 64 years","Both sexes","Diabetes mellitus",18.2
"2020","55 to 64 years","Both sexes","Diseases of heart",103.4
"2020","55 to 64 years","Both sexes","Essential hypertension and hypertensive renal disease",2.1
"2020","55 to 64 years","Both sexes","Cerebrovascular diseases",17.2
"2020","55 to 64 years","Both sexes","Atherosclerosis",0.6
"2020","55 to 64 years","Both sexes","Aortic aneurysm and dissection",3.1
"2020","55 to 64 years","Both sexes","Chronic lower respiratory diseases",19.3
"2020","55 to 64 years","Both sexes","Pneumoconioses and chemical effects",0
"2020","55 to 64 years","Both sexes","Pneumonitis due to solids and liquids",1.4
"2020","55 to 64 years","Males","Malignant neoplasms",249.1
"2020","55 to 64 years","Males","Diabetes mellitus",24.1
"2020","55 to 64 years","Males","Diseases of heart",156.2
"2020","55 to 64 years","Males","Essential hypertension and hypertensive renal disease",3
"2020","55 to 64 years","Males","Cerebrovascular diseases",20.3
"2020","55 to 64 years","Males","Atherosclerosis",0.8
"2020","55 to 64 years","Males","Aortic aneurysm and dissection",4.8
"2020","55 to 64 years","Males","Chronic lower respiratory diseases",22
"2020","55 to 64 years","Males","Pneumoconioses and chemical effects",0
"2020","55 to 64 years","Males","Pneumonitis due to solids and liquids",2
"2020","55 to 64 years","Females","Malignant neoplasms",230.1
"2020","55 to 64 years","Females","Diabetes mellitus",12.5
"2020","55 to 64 years","Females","Diseases of heart",51.5
"2020","55 to 64 years","Females","Essential hypertension and hypertensive renal disease",1.1
"2020","55 to 64 years","Females","Cerebrovascular diseases",14.2
"2020","55 to 64 years","Females","Atherosclerosis",0.4
"2020","55 to 64 years","Females","Aortic aneurysm and dissection",1.4
"2020","55 to 64 years","Females","Chronic lower respiratory diseases",16.5
"2020","55 to 64 years","Females","Pneumoconioses and chemical effects",0.1
"2020","55 to 64 years","Females","Pneumonitis due to solids and liquids",0.9
"2020","55 to 59 years","Both sexes","Malignant neoplasms",177.6
"2020","55 to 59 years","Both sexes","Diabetes mellitus",14.4
"2020","55 to 59 years","Both sexes","Diseases of heart",79.3
"2020","55 to 59 years","Both sexes","Essential hypertension and hypertensive renal disease",1.4
"2020","55 to 59 years","Both sexes","Cerebrovascular diseases",13.6
"2020","55 to 59 years","Both sexes","Atherosclerosis",0.3
"2020","55 to 59 years","Both sexes","Aortic aneurysm and dissection",2.5
"2020","55 to 59 years","Both sexes","Chronic lower respiratory diseases",10.9
"2020","55 to 59 years","Both sexes","Pneumoconioses and chemical effects",0
"2020","55 to 59 years","Both sexes","Pneumonitis due to solids and liquids",1.2
"2020","55 to 59 years","Males","Malignant neoplasms",177.8
"2020","55 to 59 years","Males","Diabetes mellitus",18.9
"2020","55 to 59 years","Males","Diseases of heart",121.9
"2020","55 to 59 years","Males","Essential hypertension and hypertensive renal disease",2
"2020","55 to 59 years","Males","Cerebrovascular diseases",15.6
"2020","55 to 59 years","Males","Atherosclerosis",0.3
"2020","55 to 59 years","Males","Aortic aneurysm and dissection",3.8
"2020","55 to 59 years","Males","Chronic lower respiratory diseases",12.7
"2020","55 to 59 years","Males","Pneumoconioses and chemical effects",0
"2020","55 to 59 years","Males","Pneumonitis due to solids and liquids",1.5
"2020","55 to 59 years","Females","Malignant neoplasms",177.5
"2020","55 to 59 years","Females","Diabetes mellitus",9.9
"2020","55 to 59 years","Females","Diseases of heart",37
"2020","55 to 59 years","Females","Essential hypertension and hypertensive renal disease",0.7
"2020","55 to 59 years","Females","Cerebrovascular diseases",11.7
"2020","55 to 59 years","Females","Atherosclerosis",0.4
"2020","55 to 59 years","Females","Aortic aneurysm and dissection",1.3
"2020","55 to 59 years","Females","Chronic lower respiratory diseases",9.1
"2020","55 to 59 years","Females","Pneumoconioses and chemical effects",0.1
"2020","55 to 59 years","Females","Pneumonitis due to solids and liquids",0.8
"2020","60 to 64 years","Both sexes","Malignant neoplasms",305.8
"2020","60 to 64 years","Both sexes","Diabetes mellitus",22.3
"2020","60 to 64 years","Both sexes","Diseases of heart",129.1
"2020","60 to 64 years","Both sexes","Essential hypertension and hypertensive renal disease",2.8
"2020","60 to 64 years","Both sexes","Cerebrovascular diseases",21.1
"2020","60 to 64 years","Both sexes","Atherosclerosis",0.9
"2020","60 to 64 years","Both sexes","Aortic aneurysm and dissection",3.7
"2020","60 to 64 years","Both sexes","Chronic lower respiratory diseases",28.2
"2020","60 to 64 years","Both sexes","Pneumoconioses and chemical effects",0
"2020","60 to 64 years","Both sexes","Pneumonitis due to solids and liquids",1.7
"2020","60 to 64 years","Males","Malignant neoplasms",326.4
"2020","60 to 64 years","Males","Diabetes mellitus",29.7
"2020","60 to 64 years","Males","Diseases of heart",193.2
"2020","60 to 64 years","Males","Essential hypertension and hypertensive renal disease",4
"2020","60 to 64 years","Males","Cerebrovascular diseases",25.4
"2020","60 to 64 years","Males","Atherosclerosis",1.3
"2020","60 to 64 years","Males","Aortic aneurysm and dissection",5.9
"2020","60 to 64 years","Males","Chronic lower respiratory diseases",32.1
"2020","60 to 64 years","Males","Pneumoconioses and chemical effects",0
"2020","60 to 64 years","Males","Pneumonitis due to solids and liquids",2.5
"2020","60 to 64 years","Females","Malignant neoplasms",285.8
"2020","60 to 64 years","Females","Diabetes mellitus",15.2
"2020","60 to 64 years","Females","Diseases of heart",66.8
"2020","60 to 64 years","Females","Essential hypertension and hypertensive renal disease",1.5
"2020","60 to 64 years","Females","Cerebrovascular diseases",16.8
"2020","60 to 64 years","Females","Atherosclerosis",0.5
"2020","60 to 64 years","Females","Aortic aneurysm and dissection",1.5
"2020","60 to 64 years","Females","Chronic lower respiratory diseases",24.4
"2020","60 to 64 years","Females","Pneumoconioses and chemical effects",0
"2020","60 to 64 years","Females","Pneumonitis due to solids and liquids",0.9
"2020","65 to 74 years","Both sexes","Malignant neoplasms",567.9
"2020","65 to 74 years","Both sexes","Diabetes mellitus",41.5
"2020","65 to 74 years","Both sexes","Diseases of heart",237.8
"2020","65 to 74 years","Both sexes","Essential hypertension and hypertensive renal disease",5.7
"2020","65 to 74 years","Both sexes","Cerebrovascular diseases",50.5
"2020","65 to 74 years","Both sexes","Atherosclerosis",2.5
"2020","65 to 74 years","Both sexes","Aortic aneurysm and dissection",7.8
"2020","65 to 74 years","Both sexes","Chronic lower respiratory diseases",70.1
"2020","65 to 74 years","Both sexes","Pneumoconioses and chemical effects",0.5
"2020","65 to 74 years","Both sexes","Pneumonitis due to solids and liquids",5
"2020","65 to 74 years","Males","Malignant neoplasms",654.6
"2020","65 to 74 years","Males","Diabetes mellitus",55.3
"2020","65 to 74 years","Males","Diseases of heart",334.1
"2020","65 to 74 years","Males","Essential hypertension and hypertensive renal disease",7.1
"2020","65 to 74 years","Males","Cerebrovascular diseases",59.5
"2020","65 to 74 years","Males","Atherosclerosis",3.2
"2020","65 to 74 years","Males","Aortic aneurysm and dissection",11.7
"2020","65 to 74 years","Males","Chronic lower respiratory diseases",78.7
"2020","65 to 74 years","Males","Pneumoconioses and chemical effects",0.9
"2020","65 to 74 years","Males","Pneumonitis due to solids and liquids",6.6
"2020","65 to 74 years","Females","Malignant neoplasms",487
"2020","65 to 74 years","Females","Diabetes mellitus",28.6
"2020","65 to 74 years","Females","Diseases of heart",148
"2020","65 to 74 years","Females","Essential hypertension and hypertensive renal disease",4.4
"2020","65 to 74 years","Females","Cerebrovascular diseases",42
"2020","65 to 74 years","Females","Atherosclerosis",1.9
"2020","65 to 74 years","Females","Aortic aneurysm and dissection",4.1
"2020","65 to 74 years","Females","Chronic lower respiratory diseases",62
"2020","65 to 74 years","Females","Pneumoconioses and chemical effects",0.2
"2020","65 to 74 years","Females","Pneumonitis due to solids and liquids",3.4
"2020","65 to 69 years","Both sexes","Malignant neoplasms",467
"2020","65 to 69 years","Both sexes","Diabetes mellitus",33.2
"2020","65 to 69 years","Both sexes","Diseases of heart",191.2
"2020","65 to 69 years","Both sexes","Essential hypertension and hypertensive renal disease",4.2
"2020","65 to 69 years","Both sexes","Cerebrovascular diseases",37.3
"2020","65 to 69 years","Both sexes","Atherosclerosis",1.9
"2020","65 to 69 years","Both sexes","Aortic aneurysm and dissection",5.5
"2020","65 to 69 years","Both sexes","Chronic lower respiratory diseases",53.3
"2020","65 to 69 years","Both sexes","Pneumoconioses and chemical effects",0.2
"2020","65 to 69 years","Both sexes","Pneumonitis due to solids and liquids",3.6
"2020","65 to 69 years","Males","Malignant neoplasms",532.4
"2020","65 to 69 years","Males","Diabetes mellitus",45
"2020","65 to 69 years","Males","Diseases of heart",281
"2020","65 to 69 years","Males","Essential hypertension and hypertensive renal disease",5
"2020","65 to 69 years","Males","Cerebrovascular diseases",45.2
"2020","65 to 69 years","Males","Atherosclerosis",2.5
"2020","65 to 69 years","Males","Aortic aneurysm and dissection",8.2
"2020","65 to 69 years","Males","Chronic lower respiratory diseases",59.6
"2020","65 to 69 years","Males","Pneumoconioses and chemical effects",0.2
"2020","65 to 69 years","Males","Pneumonitis due to solids and liquids",4.7
"2020","65 to 69 years","Females","Malignant neoplasms",405.3
"2020","65 to 69 years","Females","Diabetes mellitus",22
"2020","65 to 69 years","Females","Diseases of heart",106.5
"2020","65 to 69 years","Females","Essential hypertension and hypertensive renal disease",3.5
"2020","65 to 69 years","Females","Cerebrovascular diseases",29.8
"2020","65 to 69 years","Females","Atherosclerosis",1.4
"2020","65 to 69 years","Females","Aortic aneurysm and dissection",3
"2020","65 to 69 years","Females","Chronic lower respiratory diseases",47.4
"2020","65 to 69 years","Females","Pneumoconioses and chemical effects",0.2
"2020","65 to 69 years","Females","Pneumonitis due to solids and liquids",2.6
"2020","70 to 74 years","Both sexes","Malignant neoplasms",690.1
"2020","70 to 74 years","Both sexes","Diabetes mellitus",51.5
"2020","70 to 74 years","Both sexes","Diseases of heart",294.3
"2020","70 to 74 years","Both sexes","Essential hypertension and hypertensive renal disease",7.5
"2020","70 to 74 years","Both sexes","Cerebrovascular diseases",66.4
"2020","70 to 74 years","Both sexes","Atherosclerosis",3.2
"2020","70 to 74 years","Both sexes","Aortic aneurysm and dissection",10.5
"2020","70 to 74 years","Both sexes","Chronic lower respiratory diseases",90.4
"2020","70 to 74 years","Both sexes","Pneumoconioses and chemical effects",0.8
"2020","70 to 74 years","Both sexes","Pneumonitis due to solids and liquids",6.6
"2020","70 to 74 years","Males","Malignant neoplasms",804.2
"2020","70 to 74 years","Males","Diabetes mellitus",67.9
"2020","70 to 74 years","Males","Diseases of heart",399.1
"2020","70 to 74 years","Males","Essential hypertension and hypertensive renal disease",9.7
"2020","70 to 74 years","Males","Cerebrovascular diseases",77
"2020","70 to 74 years","Males","Atherosclerosis",4
"2020","70 to 74 years","Males","Aortic aneurysm and dissection",16
"2020","70 to 74 years","Males","Chronic lower respiratory diseases",102
"2020","70 to 74 years","Males","Pneumoconioses and chemical effects",1.8
"2020","70 to 74 years","Males","Pneumonitis due to solids and liquids",9
"2020","70 to 74 years","Females","Malignant neoplasms",584.9
"2020","70 to 74 years","Females","Diabetes mellitus",36.4
"2020","70 to 74 years","Females","Diseases of heart",197.8
"2020","70 to 74 years","Females","Essential hypertension and hypertensive renal disease",5.4
"2020","70 to 74 years","Females","Cerebrovascular diseases",56.7
"2020","70 to 74 years","Females","Atherosclerosis",2.5
"2020","70 to 74 years","Females","Aortic aneurysm and dissection",5.5
"2020","70 to 74 years","Females","Chronic lower respiratory diseases",79.6
"2020","70 to 74 years","Females","Pneumoconioses and chemical effects",0
"2020","70 to 74 years","Females","Pneumonitis due to solids and liquids",4.4
"2020","75 to 84 years","Both sexes","Malignant neoplasms",1160.8
"2020","75 to 84 years","Both sexes","Diabetes mellitus",107.6
"2020","75 to 84 years","Both sexes","Diseases of heart",653.1
"2020","75 to 84 years","Both sexes","Essential hypertension and hypertensive renal disease",19.7
"2020","75 to 84 years","Both sexes","Cerebrovascular diseases",188.5
"2020","75 to 84 years","Both sexes","Atherosclerosis",6.7
"2020","75 to 84 years","Both sexes","Aortic aneurysm and dissection",23.6
"2020","75 to 84 years","Both sexes","Chronic lower respiratory diseases",193
"2020","75 to 84 years","Both sexes","Pneumoconioses and chemical effects",2.7
"2020","75 to 84 years","Both sexes","Pneumonitis due to solids and liquids",20.6
"2020","75 to 84 years","Males","Malignant neoplasms",1393.2
"2020","75 to 84 years","Males","Diabetes mellitus",133.7
"2020","75 to 84 years","Males","Diseases of heart",845.1
"2020","75 to 84 years","Males","Essential hypertension and hypertensive renal disease",21.5
"2020","75 to 84 years","Males","Cerebrovascular diseases",205.7
"2020","75 to 84 years","Males","Atherosclerosis",7.6
"2020","75 to 84 years","Males","Aortic aneurysm and dissection",30.7
"2020","75 to 84 years","Males","Chronic lower respiratory diseases",216.6
"2020","75 to 84 years","Males","Pneumoconioses and chemical effects",5.8
"2020","75 to 84 years","Males","Pneumonitis due to solids and liquids",28.8
"2020","75 to 84 years","Females","Malignant neoplasms",964.8
"2020","75 to 84 years","Females","Diabetes mellitus",85.5
"2020","75 to 84 years","Females","Diseases of heart",491.2
"2020","75 to 84 years","Females","Essential hypertension and hypertensive renal disease",18.2
"2020","75 to 84 years","Females","Cerebrovascular diseases",174
"2020","75 to 84 years","Females","Atherosclerosis",5.9
"2020","75 to 84 years","Females","Aortic aneurysm and dissection",17.6
"2020","75 to 84 years","Females","Chronic lower respiratory diseases",173
"2020","75 to 84 years","Females","Pneumoconioses and chemical effects",0
"2020","75 to 84 years","Females","Pneumonitis due to solids and liquids",13.7
"2020","75 to 79 years","Both sexes","Malignant neoplasms",1001.7
"2020","75 to 79 years","Both sexes","Diabetes mellitus",84.5
"2020","75 to 79 years","Both sexes","Diseases of heart",485.5
"2020","75 to 79 years","Both sexes","Essential hypertension and hypertensive renal disease",12.5
"2020","75 to 79 years","Both sexes","Cerebrovascular diseases",130.6
"2020","75 to 79 years","Both sexes","Atherosclerosis",4.7
"2020","75 to 79 years","Both sexes","Aortic aneurysm and dissection",20.1
"2020","75 to 79 years","Both sexes","Chronic lower respiratory diseases",156.7
"2020","75 to 79 years","Both sexes","Pneumoconioses and chemical effects",1.5
"2020","75 to 79 years","Both sexes","Pneumonitis due to solids and liquids",13.2
"2020","75 to 79 years","Males","Malignant neoplasms",1182.2
"2020","75 to 79 years","Males","Diabetes mellitus",107.2
"2020","75 to 79 years","Males","Diseases of heart",656.6
"2020","75 to 79 years","Males","Essential hypertension and hypertensive renal disease",13.5
"2020","75 to 79 years","Males","Cerebrovascular diseases",144.5
"2020","75 to 79 years","Males","Atherosclerosis",5.3
"2020","75 to 79 years","Males","Aortic aneurysm and dissection",28.6
"2020","75 to 79 years","Males","Chronic lower respiratory diseases",175.4
"2020","75 to 79 years","Males","Pneumoconioses and chemical effects",3.2
"2020","75 to 79 years","Males","Pneumonitis due to solids and liquids",18.1
"2020","75 to 79 years","Females","Malignant neoplasms",842.3
"2020","75 to 79 years","Females","Diabetes mellitus",64.4
"2020","75 to 79 years","Females","Diseases of heart",334.6
"2020","75 to 79 years","Females","Essential hypertension and hypertensive renal disease",11.6
"2020","75 to 79 years","Females","Cerebrovascular diseases",118.4
"2020","75 to 79 years","Females","Atherosclerosis",4.2
"2020","75 to 79 years","Females","Aortic aneurysm and dissection",12.6
"2020","75 to 79 years","Females","Chronic lower respiratory diseases",140.2
"2020","75 to 79 years","Females","Pneumoconioses and chemical effects",0
"2020","75 to 79 years","Females","Pneumonitis due to solids and liquids",8.8
"2020","80 to 84 years","Both sexes","Malignant neoplasms",1399.2
"2020","80 to 84 years","Both sexes","Diabetes mellitus",142.2
"2020","80 to 84 years","Both sexes","Diseases of heart",904.1
"2020","80 to 84 years","Both sexes","Essential hypertension and hypertensive renal disease",30.5
"2020","80 to 84 years","Both sexes","Cerebrovascular diseases",275.3
"2020","80 to 84 years","Both sexes","Atherosclerosis",9.6
"2020","80 to 84 years","Both sexes","Aortic aneurysm and dissection",28.8
"2020","80 to 84 years","Both sexes","Chronic lower respiratory diseases",247.3
"2020","80 to 84 years","Both sexes","Pneumoconioses and chemical effects",4.4
"2020","80 to 84 years","Both sexes","Pneumonitis due to solids and liquids",31.7
"2020","80 to 84 years","Males","Malignant neoplasms",1729.4
"2020","80 to 84 years","Males","Diabetes mellitus",175.9
"2020","80 to 84 years","Males","Diseases of heart",1145.6
"2020","80 to 84 years","Males","Essential hypertension and hypertensive renal disease",34.2
"2020","80 to 84 years","Males","Cerebrovascular diseases",303.4
"2020","80 to 84 years","Males","Atherosclerosis",11.2
"2020","80 to 84 years","Males","Aortic aneurysm and dissection",33.9
"2020","80 to 84 years","Males","Chronic lower respiratory diseases",282.3
"2020","80 to 84 years","Males","Pneumoconioses and chemical effects",10.1
"2020","80 to 84 years","Males","Pneumonitis due to solids and liquids",45.9
"2020","80 to 84 years","Females","Malignant neoplasms",1139.2
"2020","80 to 84 years","Females","Diabetes mellitus",115.6
"2020","80 to 84 years","Females","Diseases of heart",713.9
"2020","80 to 84 years","Females","Essential hypertension and hypertensive renal disease",27.6
"2020","80 to 84 years","Females","Cerebrovascular diseases",253.2
"2020","80 to 84 years","Females","Atherosclerosis",8.4
"2020","80 to 84 years","Females","Aortic aneurysm and dissection",24.7
"2020","80 to 84 years","Females","Chronic lower respiratory diseases",219.7
"2020","80 to 84 years","Females","Pneumoconioses and chemical effects",0
"2020","80 to 84 years","Females","Pneumonitis due to solids and liquids",20.5
"2020","85 and over","Both sexes","Malignant neoplasms",2089.2
"2020","85 and over","Both sexes","Diabetes mellitus",277.1
"2020","85 and over","Both sexes","Diseases of heart",2860.3
"2020","85 and over","Both sexes","Essential hypertension and hypertensive renal disease",143.9
"2020","85 and over","Both sexes","Cerebrovascular diseases",784.3
"2020","85 and over","Both sexes","Atherosclerosis",30.9
"2020","85 and over","Both sexes","Aortic aneurysm and dissection",58.7
"2020","85 and over","Both sexes","Chronic lower respiratory diseases",476.4
"2020","85 and over","Both sexes","Pneumoconioses and chemical effects",4.9
"2020","85 and over","Both sexes","Pneumonitis due to solids and liquids",114.6
"2020","85 and over","Males","Malignant neoplasms",2880.3
"2020","85 and over","Males","Diabetes mellitus",336.4
"2020","85 and over","Males","Diseases of heart",3226.6
"2020","85 and over","Males","Essential hypertension and hypertensive renal disease",111.8
"2020","85 and over","Males","Cerebrovascular diseases",750.3
"2020","85 and over","Males","Atherosclerosis",32.1
"2020","85 and over","Males","Aortic aneurysm and dissection",82
"2020","85 and over","Males","Chronic lower respiratory diseases",601.7
"2020","85 and over","Males","Pneumoconioses and chemical effects",12.8
"2020","85 and over","Males","Pneumonitis due to solids and liquids",168.5
"2020","85 and over","Females","Malignant neoplasms",1638.5
"2020","85 and over","Females","Diabetes mellitus",243.2
"2020","85 and over","Females","Diseases of heart",2651.6
"2020","85 and over","Females","Essential hypertension and hypertensive renal disease",162.2
"2020","85 and over","Females","Cerebrovascular diseases",803.7
"2020","85 and over","Females","Atherosclerosis",30.3
"2020","85 and over","Females","Aortic aneurysm and dissection",45.4
"2020","85 and over","Females","Chronic lower respiratory diseases",405
"2020","85 and over","Females","Pneumoconioses and chemical effects",0.4
"2020","85 and over","Females","Pneumonitis due to solids and liquids",83.9
"2020","85 to 89 years","Both sexes","Malignant neoplasms",1895.5
"2020","85 to 89 years","Both sexes","Diabetes mellitus",222.8
"2020","85 to 89 years","Both sexes","Diseases of heart",1799.3
"2020","85 to 89 years","Both sexes","Essential hypertension and hypertensive renal disease",78.9
"2020","85 to 89 years","Both sexes","Cerebrovascular diseases",528.1
"2020","85 to 89 years","Both sexes","Atherosclerosis",18.7
"2020","85 to 89 years","Both sexes","Aortic aneurysm and dissection",53.5
"2020","85 to 89 years","Both sexes","Chronic lower respiratory diseases",373.7
"2020","85 to 89 years","Both sexes","Pneumoconioses and chemical effects",4.1
"2020","85 to 89 years","Both sexes","Pneumonitis due to solids and liquids",66.1
"2020","85 to 89 years","Males","Malignant neoplasms",2552.3
"2020","85 to 89 years","Males","Diabetes mellitus",286.7
"2020","85 to 89 years","Males","Diseases of heart",2238.3
"2020","85 to 89 years","Males","Essential hypertension and hypertensive renal disease",78
"2020","85 to 89 years","Males","Cerebrovascular diseases",555.4
"2020","85 to 89 years","Males","Atherosclerosis",20
"2020","85 to 89 years","Males","Aortic aneurysm and dissection",68.3
"2020","85 to 89 years","Males","Chronic lower respiratory diseases",467.2
"2020","85 to 89 years","Males","Pneumoconioses and chemical effects",9.8
"2020","85 to 89 years","Males","Pneumonitis due to solids and liquids",98.5
"2020","85 to 89 years","Females","Malignant neoplasms",1459.9
