"Year","Series","Data categories","Elements","Pillar","Value"
2016,"Open Data Inventory (ODIN)","Poverty and income","Coverage subscore",,80
2016,"Open Data Inventory (ODIN)","Social statistics subscore","Coverage subscore",,58.8
2016,"Open Data Inventory (ODIN)","National accounts","Coverage subscore",,100
2016,"Open Data Inventory (ODIN)","Labor","Coverage subscore",,80
2016,"Open Data Inventory (ODIN)","Price indexes","Coverage subscore",,50
2016,"Open Data Inventory (ODIN)","Government finance","Coverage subscore",,100
2016,"Open Data Inventory (ODIN)","Money and banking","Coverage subscore",,100
2016,"Open Data Inventory (ODIN)","International trade","Coverage subscore",,100
2016,"Open Data Inventory (ODIN)","Balance of payments","Coverage subscore",,100
2016,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Coverage subscore",,87
2016,"Open Data Inventory (ODIN)","Agriculture and land use","Coverage subscore",,70
2016,"Open Data Inventory (ODIN)","Resource use","Coverage subscore",,50
2016,"Open Data Inventory (ODIN)","Energy use","Coverage subscore",,60
2016,"Open Data Inventory (ODIN)","Pollution","Coverage subscore",,30
2016,"Open Data Inventory (ODIN)","Built environment","Coverage subscore",,40
2016,"Open Data Inventory (ODIN)","Environment subscore","Coverage subscore",,50
2016,"Open Data Inventory (ODIN)","All categories","Coverage subscore",,63.5
2017,"Open Data Inventory (ODIN)","Population and vital statistics","Coverage subscore",,90
2017,"Open Data Inventory (ODIN)","Education facilities","Coverage subscore",,50
2017,"Open Data Inventory (ODIN)","Education outcomes","Coverage subscore",,40
2017,"Open Data Inventory (ODIN)","Health facilities","Coverage subscore",,70
2017,"Open Data Inventory (ODIN)","Health outcomes","Coverage subscore",,60
2017,"Open Data Inventory (ODIN)","Reproductive health","Coverage subscore",,50
2017,"Open Data Inventory (ODIN)","Gender statistics","Coverage subscore",,40
2017,"Open Data Inventory (ODIN)","Crime and justice","Coverage subscore",,40
2017,"Open Data Inventory (ODIN)","Poverty and income","Coverage subscore",,90
2017,"Open Data Inventory (ODIN)","Social statistics subscore","Coverage subscore",,58.9
2017,"Open Data Inventory (ODIN)","National accounts","Coverage subscore",,87.5
2017,"Open Data Inventory (ODIN)","Labor","Coverage subscore",,80
2017,"Open Data Inventory (ODIN)","Price indexes","Coverage subscore",,80
2017,"Open Data Inventory (ODIN)","Government finance","Coverage subscore",,75
2017,"Open Data Inventory (ODIN)","Money and banking","Coverage subscore",,83.3
2017,"Open Data Inventory (ODIN)","International trade","Coverage subscore",,100
2017,"Open Data Inventory (ODIN)","Balance of payments","Coverage subscore",,100
2017,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Coverage subscore",,85.2
2017,"Open Data Inventory (ODIN)","Agriculture and land use","Coverage subscore",,30
2017,"Open Data Inventory (ODIN)","Resource use","Coverage subscore",,60
2017,"Open Data Inventory (ODIN)","Energy use","Coverage subscore",,60
2017,"Open Data Inventory (ODIN)","Pollution","Coverage subscore",,60
2017,"Open Data Inventory (ODIN)","Built environment","Coverage subscore",,40
2017,"Open Data Inventory (ODIN)","Environment subscore","Coverage subscore",,50
2017,"Open Data Inventory (ODIN)","All categories","Coverage subscore",,63
2018,"Open Data Inventory (ODIN)","Population and vital statistics","Coverage subscore",,100
2018,"Open Data Inventory (ODIN)","Education facilities","Coverage subscore",,50
2018,"Open Data Inventory (ODIN)","Education outcomes","Coverage subscore",,50
2018,"Open Data Inventory (ODIN)","Health facilities","Coverage subscore",,70
2018,"Open Data Inventory (ODIN)","Health outcomes","Coverage subscore",,100
2018,"Open Data Inventory (ODIN)","Reproductive health","Coverage subscore",,40
2018,"Open Data Inventory (ODIN)","Gender statistics","Coverage subscore",,50
2018,"Open Data Inventory (ODIN)","Crime and justice","Coverage subscore",,80
2018,"Open Data Inventory (ODIN)","Poverty and income","Coverage subscore",,90
2018,"Open Data Inventory (ODIN)","Social statistics subscore","Coverage subscore",,70
2018,"Open Data Inventory (ODIN)","National accounts","Coverage subscore",,100
2018,"Open Data Inventory (ODIN)","Labor","Coverage subscore",,90
2018,"Open Data Inventory (ODIN)","Price indexes","Coverage subscore",,100
2018,"Open Data Inventory (ODIN)","Government finance","Coverage subscore",,75
2018,"Open Data Inventory (ODIN)","Money and banking","Coverage subscore",,100
2018,"Open Data Inventory (ODIN)","International trade","Coverage subscore",,100
2018,"Open Data Inventory (ODIN)","Balance of payments","Coverage subscore",,100
2018,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Coverage subscore",,94.2
2018,"Open Data Inventory (ODIN)","Agriculture and land use","Coverage subscore",,70
2018,"Open Data Inventory (ODIN)","Resource use","Coverage subscore",,75
2018,"Open Data Inventory (ODIN)","Energy use","Coverage subscore",,87.5
2018,"Open Data Inventory (ODIN)","Pollution","Coverage subscore",,87.5
2018,"Open Data Inventory (ODIN)","Built environment","Coverage subscore",,50
2018,"Open Data Inventory (ODIN)","Environment subscore","Coverage subscore",,72.7
2018,"Open Data Inventory (ODIN)","All categories","Coverage subscore",,77.8
2020,"Open Data Inventory (ODIN)","Population and vital statistics","Coverage subscore",,90
2020,"Open Data Inventory (ODIN)","Education facilities","Coverage subscore",,50
2020,"Open Data Inventory (ODIN)","Education outcomes","Coverage subscore",,40
2020,"Open Data Inventory (ODIN)","Health facilities","Coverage subscore",,60
2020,"Open Data Inventory (ODIN)","Health outcomes","Coverage subscore",,70
2020,"Open Data Inventory (ODIN)","Reproductive health","Coverage subscore",,50
2020,"Open Data Inventory (ODIN)","Food security and nutrition","Coverage subscore",,37.5
2020,"Open Data Inventory (ODIN)","Gender statistics","Coverage subscore",,50
2020,"Open Data Inventory (ODIN)","Crime and justice","Coverage subscore",,80
2020,"Open Data Inventory (ODIN)","Poverty and income","Coverage subscore",,90
2020,"Open Data Inventory (ODIN)","Social statistics subscore","Coverage subscore",,62.2
2020,"Open Data Inventory (ODIN)","National accounts","Coverage subscore",,87.5
2020,"Open Data Inventory (ODIN)","Labor","Coverage subscore",,100
2020,"Open Data Inventory (ODIN)","Price indexes","Coverage subscore",,100
2020,"Open Data Inventory (ODIN)","Government finance","Coverage subscore",,75
2020,"Open Data Inventory (ODIN)","Money and banking","Coverage subscore",,100
2020,"Open Data Inventory (ODIN)","International trade","Coverage subscore",,100
2020,"Open Data Inventory (ODIN)","Balance of payments","Coverage subscore",,100
2020,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Coverage subscore",,94.2
2020,"Open Data Inventory (ODIN)","Agriculture and land use","Coverage subscore",,50
2020,"Open Data Inventory (ODIN)","Resource use","Coverage subscore",,75
2020,"Open Data Inventory (ODIN)","Energy use","Coverage subscore",,100
2020,"Open Data Inventory (ODIN)","Pollution","Coverage subscore",,62.5
2020,"Open Data Inventory (ODIN)","Built environment","Coverage subscore",,50
2020,"Open Data Inventory (ODIN)","Environment subscore","Coverage subscore",,64.3
2020,"Open Data Inventory (ODIN)","All categories","Coverage subscore",,72.2
2022,"Open Data Inventory (ODIN)","Population and vital statistics","Coverage subscore",,90
2022,"Open Data Inventory (ODIN)","Education facilities","Coverage subscore",,50
2022,"Open Data Inventory (ODIN)","Education outcomes","Coverage subscore",,40
2022,"Open Data Inventory (ODIN)","Health facilities","Coverage subscore",,60
2022,"Open Data Inventory (ODIN)","Health outcomes","Coverage subscore",,100
2022,"Open Data Inventory (ODIN)","Reproductive health","Coverage subscore",,70
2022,"Open Data Inventory (ODIN)","Food security and nutrition","Coverage subscore",,50
2022,"Open Data Inventory (ODIN)","Gender statistics","Coverage subscore",,60
2022,"Open Data Inventory (ODIN)","Crime and justice","Coverage subscore",,80
2022,"Open Data Inventory (ODIN)","Poverty and income","Coverage subscore",,100
2022,"Open Data Inventory (ODIN)","Social statistics subscore","Coverage subscore",,70.4
2022,"Open Data Inventory (ODIN)","National accounts","Coverage subscore",,87.5
2022,"Open Data Inventory (ODIN)","Labor","Coverage subscore",,100
2022,"Open Data Inventory (ODIN)","Price indexes","Coverage subscore",,100
2022,"Open Data Inventory (ODIN)","Government finance","Coverage subscore",,75
2022,"Open Data Inventory (ODIN)","Money and banking","Coverage subscore",,100
2022,"Open Data Inventory (ODIN)","International trade","Coverage subscore",,100
2022,"Open Data Inventory (ODIN)","Balance of payments","Coverage subscore",,100
2022,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Coverage subscore",,94.2
2022,"Open Data Inventory (ODIN)","Agriculture and land use","Coverage subscore",,50
2022,"Open Data Inventory (ODIN)","Resource use","Coverage subscore",,62.5
2022,"Open Data Inventory (ODIN)","Energy use","Coverage subscore",,100
2022,"Open Data Inventory (ODIN)","Pollution","Coverage subscore",,87.5
2022,"Open Data Inventory (ODIN)","Built environment","Coverage subscore",,50
2022,"Open Data Inventory (ODIN)","Environment subscore","Coverage subscore",,66.7
2022,"Open Data Inventory (ODIN)","All categories","Coverage subscore",,76.1
2024,"Open Data Inventory (ODIN)","Population and vital statistics","Coverage subscore",,80
2024,"Open Data Inventory (ODIN)","Education facilities","Coverage subscore",,40
2024,"Open Data Inventory (ODIN)","Education outcomes","Coverage subscore",,40
2024,"Open Data Inventory (ODIN)","Health facilities","Coverage subscore",,90
2024,"Open Data Inventory (ODIN)","Health outcomes","Coverage subscore",,100
2024,"Open Data Inventory (ODIN)","Reproductive health","Coverage subscore",,70
2024,"Open Data Inventory (ODIN)","Food security and nutrition","Coverage subscore",,50
2024,"Open Data Inventory (ODIN)","Gender statistics","Coverage subscore",,60
2024,"Open Data Inventory (ODIN)","Crime and justice","Coverage subscore",,80
2024,"Open Data Inventory (ODIN)","Poverty and income","Coverage subscore",,100
2024,"Open Data Inventory (ODIN)","Social statistics subscore","Coverage subscore",,71.4
2024,"Open Data Inventory (ODIN)","National accounts","Coverage subscore",,75
2024,"Open Data Inventory (ODIN)","Labor","Coverage subscore",,100
2024,"Open Data Inventory (ODIN)","Price indexes","Coverage subscore",,87.5
2024,"Open Data Inventory (ODIN)","Government finance","Coverage subscore",,75
2024,"Open Data Inventory (ODIN)","Money and banking","Coverage subscore",,100
2024,"Open Data Inventory (ODIN)","International trade","Coverage subscore",,100
2024,"Open Data Inventory (ODIN)","Balance of payments","Coverage subscore",,100
2024,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Coverage subscore",,90.4
2024,"Open Data Inventory (ODIN)","Agriculture and land use","Coverage subscore",,70
2024,"Open Data Inventory (ODIN)","Resource use","Coverage subscore",,75
2024,"Open Data Inventory (ODIN)","Energy use","Coverage subscore",,100
2024,"Open Data Inventory (ODIN)","Pollution","Coverage subscore",,66.7
2024,"Open Data Inventory (ODIN)","Built environment","Coverage subscore",,50
2024,"Open Data Inventory (ODIN)","Environment subscore","Coverage subscore",,70
2024,"Open Data Inventory (ODIN)","All categories","Coverage subscore",,76.6
2016,"Open Data Inventory (ODIN)","Population and vital statistics","Machine readable",,100
2016,"Open Data Inventory (ODIN)","Education facilities","Machine readable",,100
2016,"Open Data Inventory (ODIN)","Education outcomes","Machine readable",,100
2016,"Open Data Inventory (ODIN)","Health facilities","Machine readable",,0
2016,"Open Data Inventory (ODIN)","Health outcomes","Machine readable",,100
2016,"Open Data Inventory (ODIN)","Reproductive health","Machine readable",,50
2016,"Open Data Inventory (ODIN)","Gender statistics","Machine readable",,50
2016,"Open Data Inventory (ODIN)","Poverty and income","Machine readable",,100
2016,"Open Data Inventory (ODIN)","Social statistics subscore","Machine readable",,75
2016,"Open Data Inventory (ODIN)","National accounts","Machine readable",,100
2016,"Open Data Inventory (ODIN)","Labor","Machine readable",,100
2016,"Open Data Inventory (ODIN)","Price indexes","Machine readable",,100
2016,"Open Data Inventory (ODIN)","Government finance","Machine readable",,100
2016,"Open Data Inventory (ODIN)","Money and banking","Machine readable",,100
2016,"Open Data Inventory (ODIN)","International trade","Machine readable",,100
2016,"Open Data Inventory (ODIN)","Balance of payments","Machine readable",,100
2016,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Machine readable",,100
2016,"Open Data Inventory (ODIN)","Agriculture and land use","Machine readable",,100
2016,"Open Data Inventory (ODIN)","Resource use","Machine readable",,50
2016,"Open Data Inventory (ODIN)","Energy use","Machine readable",,100
2016,"Open Data Inventory (ODIN)","Pollution","Machine readable",,100
2016,"Open Data Inventory (ODIN)","Built environment","Machine readable",,100
2016,"Open Data Inventory (ODIN)","Environment subscore","Machine readable",,90
2016,"Open Data Inventory (ODIN)","All categories","Machine readable",,88.3
2017,"Open Data Inventory (ODIN)","Population and vital statistics","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Education facilities","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Education outcomes","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Health facilities","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Health outcomes","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Reproductive health","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Gender statistics","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Crime and justice","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Poverty and income","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Social statistics subscore","Machine readable",,100
2017,"Open Data Inventory (ODIN)","National accounts","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Labor","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Price indexes","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Government finance","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Money and banking","Machine readable",,100
2017,"Open Data Inventory (ODIN)","International trade","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Balance of payments","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Agriculture and land use","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Resource use","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Energy use","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Pollution","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Built environment","Machine readable",,100
2017,"Open Data Inventory (ODIN)","Environment subscore","Machine readable",,100
2017,"Open Data Inventory (ODIN)","All categories","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Population and vital statistics","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Education facilities","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Education outcomes","Machine readable",,50
2018,"Open Data Inventory (ODIN)","Health facilities","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Health outcomes","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Reproductive health","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Gender statistics","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Crime and justice","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Poverty and income","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Social statistics subscore","Machine readable",,94.4
2018,"Open Data Inventory (ODIN)","National accounts","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Labor","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Price indexes","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Government finance","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Money and banking","Machine readable",,100
2018,"Open Data Inventory (ODIN)","International trade","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Balance of payments","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Agriculture and land use","Machine readable",,50
2018,"Open Data Inventory (ODIN)","Resource use","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Energy use","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Pollution","Machine readable",,50
2018,"Open Data Inventory (ODIN)","Built environment","Machine readable",,100
2018,"Open Data Inventory (ODIN)","Environment subscore","Machine readable",,80
2018,"Open Data Inventory (ODIN)","All categories","Machine readable",,91.5
2020,"Open Data Inventory (ODIN)","Population and vital statistics","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Education facilities","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Education outcomes","Machine readable",,50
2020,"Open Data Inventory (ODIN)","Health facilities","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Health outcomes","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Reproductive health","Machine readable",,50
2020,"Open Data Inventory (ODIN)","Food security and nutrition","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Gender statistics","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Crime and justice","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Poverty and income","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Social statistics subscore","Machine readable",,90
2020,"Open Data Inventory (ODIN)","National accounts","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Labor","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Price indexes","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Government finance","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Money and banking","Machine readable",,100
2020,"Open Data Inventory (ODIN)","International trade","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Balance of payments","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Agriculture and land use","Machine readable",,50
2020,"Open Data Inventory (ODIN)","Resource use","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Energy use","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Pollution","Machine readable",,50
2020,"Open Data Inventory (ODIN)","Built environment","Machine readable",,100
2020,"Open Data Inventory (ODIN)","Environment subscore","Machine readable",,80
2020,"Open Data Inventory (ODIN)","All categories","Machine readable",,90
2022,"Open Data Inventory (ODIN)","Population and vital statistics","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Education facilities","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Education outcomes","Machine readable",,50
2022,"Open Data Inventory (ODIN)","Health facilities","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Health outcomes","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Reproductive health","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Food security and nutrition","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Gender statistics","Machine readable",,50
2022,"Open Data Inventory (ODIN)","Crime and justice","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Poverty and income","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Social statistics subscore","Machine readable",,90
2022,"Open Data Inventory (ODIN)","National accounts","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Labor","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Price indexes","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Government finance","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Money and banking","Machine readable",,100
2022,"Open Data Inventory (ODIN)","International trade","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Balance of payments","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Agriculture and land use","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Resource use","Machine readable",,50
2022,"Open Data Inventory (ODIN)","Energy use","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Pollution","Machine readable",,50
2022,"Open Data Inventory (ODIN)","Built environment","Machine readable",,100
2022,"Open Data Inventory (ODIN)","Environment subscore","Machine readable",,80
2022,"Open Data Inventory (ODIN)","All categories","Machine readable",,90
2024,"Open Data Inventory (ODIN)","Population and vital statistics","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Education facilities","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Education outcomes","Machine readable",,50
2024,"Open Data Inventory (ODIN)","Health facilities","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Health outcomes","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Reproductive health","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Food security and nutrition","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Gender statistics","Machine readable",,50
2024,"Open Data Inventory (ODIN)","Crime and justice","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Poverty and income","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Social statistics subscore","Machine readable",,90
2024,"Open Data Inventory (ODIN)","National accounts","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Labor","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Price indexes","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Government finance","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Money and banking","Machine readable",,100
2024,"Open Data Inventory (ODIN)","International trade","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Balance of payments","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Agriculture and land use","Machine readable",,50
2024,"Open Data Inventory (ODIN)","Resource use","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Energy use","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Pollution","Machine readable",,0
2024,"Open Data Inventory (ODIN)","Built environment","Machine readable",,100
2024,"Open Data Inventory (ODIN)","Environment subscore","Machine readable",,70
2024,"Open Data Inventory (ODIN)","All categories","Machine readable",,86.7
2016,"Open Data Inventory (ODIN)","Population and vital statistics","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Education facilities","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Education outcomes","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Health facilities","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Health outcomes","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Reproductive health","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Gender statistics","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Poverty and income","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Social statistics subscore","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","National accounts","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Labor","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Price indexes","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Government finance","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Money and banking","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","International trade","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Balance of payments","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Agriculture and land use","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Resource use","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Energy use","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Pollution","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Built environment","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","Environment subscore","Non-proprietary",,100
2016,"Open Data Inventory (ODIN)","All categories","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Population and vital statistics","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Education facilities","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Education outcomes","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Health facilities","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Health outcomes","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Reproductive health","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Gender statistics","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Crime and justice","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Poverty and income","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Social statistics subscore","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","National accounts","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Labor","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Price indexes","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Government finance","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Money and banking","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","International trade","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Balance of payments","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Agriculture and land use","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Resource use","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Energy use","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Pollution","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Built environment","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","Environment subscore","Non-proprietary",,100
2017,"Open Data Inventory (ODIN)","All categories","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Population and vital statistics","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Education facilities","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Education outcomes","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Health facilities","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Health outcomes","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Reproductive health","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Gender statistics","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Crime and justice","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Poverty and income","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Social statistics subscore","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","National accounts","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Labor","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Price indexes","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Government finance","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Money and banking","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","International trade","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Balance of payments","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Agriculture and land use","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Resource use","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Energy use","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Pollution","Non-proprietary",,50
2018,"Open Data Inventory (ODIN)","Built environment","Non-proprietary",,100
2018,"Open Data Inventory (ODIN)","Environment subscore","Non-proprietary",,90
2018,"Open Data Inventory (ODIN)","All categories","Non-proprietary",,96.7
2020,"Open Data Inventory (ODIN)","Population and vital statistics","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Education facilities","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Education outcomes","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Health facilities","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Health outcomes","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Reproductive health","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Food security and nutrition","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Gender statistics","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Crime and justice","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Poverty and income","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Social statistics subscore","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","National accounts","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Labor","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Price indexes","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Government finance","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Money and banking","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","International trade","Non-proprietary",,100
2020,"Open Data Inventory (ODIN)","Balance of payments","Non-proprietary",,100
