"Year","Geography","Sex","Age group","Skill","Proficiency level","GeoCode","Value"
"2012","British Columbia","Both sexes","25 to 34 years","Literacy","2 or below",59,39.1
"2012","British Columbia","Both sexes","25 to 34 years","Literacy","3 or above",59,60.9
"2012","British Columbia","Both sexes","25 to 34 years","Numeracy","2 or below",59,45.2
"2012","British Columbia","Both sexes","25 to 34 years","Numeracy","3 or above",59,54.8
"2012","British Columbia","Both sexes","35 to 44 years","Literacy","2 or below",59,40.7
"2012","British Columbia","Both sexes","35 to 44 years","Literacy","3 or above",59,59.3
"2012","British Columbia","Both sexes","35 to 44 years","Numeracy","2 or below",59,46.3
"2012","British Columbia","Both sexes","35 to 44 years","Numeracy","3 or above",59,53.7
"2012","British Columbia","Both sexes","45 to 54 years","Literacy","2 or below",59,52.2
"2012","British Columbia","Both sexes","45 to 54 years","Literacy","3 or above",59,47.8
"2012","British Columbia","Both sexes","45 to 54 years","Numeracy","2 or below",59,60
"2012","British Columbia","Both sexes","45 to 54 years","Numeracy","3 or above",59,40
"2012","British Columbia","Both sexes","55 to 65 years","Literacy","2 or below",59,52.2
"2012","British Columbia","Both sexes","55 to 65 years","Literacy","3 or above",59,47.8
"2012","British Columbia","Both sexes","55 to 65 years","Numeracy","2 or below",59,56.2
"2012","British Columbia","Both sexes","55 to 65 years","Numeracy","3 or above",59,43.8
"2012","British Columbia","Males","Total","Literacy","2 or below",59,44.2
"2012","British Columbia","Males","Total","Literacy","3 or above",59,55.8
"2012","British Columbia","Males","Total","Numeracy","2 or below",59,47
"2012","British Columbia","Males","Total","Numeracy","3 or above",59,53
"2012","British Columbia","Males","16 to 24 years","Literacy","2 or below",59,44.1
"2012","British Columbia","Males","16 to 24 years","Literacy","3 or above",59,55.9
"2012","British Columbia","Males","16 to 24 years","Numeracy","2 or below",59,50.2
"2012","British Columbia","Males","16 to 24 years","Numeracy","3 or above",59,49.8
"2012","British Columbia","Males","25 to 34 years","Literacy","2 or below",59,42.2
"2012","British Columbia","Males","25 to 34 years","Literacy","3 or above",59,57.8
"2012","British Columbia","Males","25 to 34 years","Numeracy","2 or below",59,43.6
"2012","British Columbia","Males","25 to 34 years","Numeracy","3 or above",59,56.4
"2012","British Columbia","Males","35 to 44 years","Literacy","2 or below",59,44.1
"2012","British Columbia","Males","35 to 44 years","Literacy","3 or above",59,55.9
"2012","British Columbia","Males","35 to 44 years","Numeracy","2 or below",59,43.6
"2012","British Columbia","Males","35 to 44 years","Numeracy","3 or above",59,56.4
"2012","British Columbia","Males","45 to 54 years","Literacy","2 or below",59,45.9
"2012","British Columbia","Males","45 to 54 years","Literacy","3 or above",59,54.1
"2012","British Columbia","Males","45 to 54 years","Numeracy","2 or below",59,52.4
"2012","British Columbia","Males","45 to 54 years","Numeracy","3 or above",59,47.6
"2012","British Columbia","Males","55 to 65 years","Literacy","2 or below",59,44.4
"2012","British Columbia","Males","55 to 65 years","Literacy","3 or above",59,55.6
"2012","British Columbia","Males","55 to 65 years","Numeracy","2 or below",59,44.6
"2012","British Columbia","Males","55 to 65 years","Numeracy","3 or above",59,55.4
"2012","British Columbia","Females","Total","Literacy","2 or below",59,47.5
"2012","British Columbia","Females","Total","Literacy","3 or above",59,52.5
"2012","British Columbia","Females","Total","Numeracy","2 or below",59,57.7
"2012","British Columbia","Females","Total","Numeracy","3 or above",59,42.3
"2012","British Columbia","Females","16 to 24 years","Literacy","2 or below",59,42.4
"2012","British Columbia","Females","16 to 24 years","Literacy","3 or above",59,57.6
"2012","British Columbia","Females","16 to 24 years","Numeracy","2 or below",59,54.5
"2012","British Columbia","Females","16 to 24 years","Numeracy","3 or above",59,45.5
"2012","British Columbia","Females","25 to 34 years","Literacy","2 or below",59,35.9
"2012","British Columbia","Females","25 to 34 years","Literacy","3 or above",59,64.1
"2012","British Columbia","Females","25 to 34 years","Numeracy","2 or below",59,46.9
"2012","British Columbia","Females","25 to 34 years","Numeracy","3 or above",59,53.1
"2012","British Columbia","Females","35 to 44 years","Literacy","2 or below",59,37.4
"2012","British Columbia","Females","35 to 44 years","Literacy","3 or above",59,62.6
"2012","British Columbia","Females","35 to 44 years","Numeracy","2 or below",59,49
"2012","British Columbia","Females","35 to 44 years","Numeracy","3 or above",59,51
"2012","British Columbia","Females","45 to 54 years","Literacy","2 or below",59,58.3
"2012","British Columbia","Females","45 to 54 years","Literacy","3 or above",59,41.7
"2012","British Columbia","Females","45 to 54 years","Numeracy","2 or below",59,67.4
"2012","British Columbia","Females","45 to 54 years","Numeracy","3 or above",59,32.6
"2012","British Columbia","Females","55 to 65 years","Literacy","2 or below",59,59.8
"2012","British Columbia","Females","55 to 65 years","Literacy","3 or above",59,40.2
"2012","British Columbia","Females","55 to 65 years","Numeracy","2 or below",59,67.4
"2012","British Columbia","Females","55 to 65 years","Numeracy","3 or above",59,32.6
"2012","Yukon","Both sexes","Total","Literacy","2 or below",60,44.3
"2012","Yukon","Both sexes","Total","Literacy","3 or above",60,55.7
"2012","Yukon","Both sexes","Total","Numeracy","2 or below",60,55.8
"2012","Yukon","Both sexes","Total","Numeracy","3 or above",60,44.2
"2012","Yukon","Both sexes","16 to 24 years","Literacy","2 or below",60,57.6
"2012","Yukon","Both sexes","16 to 24 years","Literacy","3 or above",60,42.4
"2012","Yukon","Both sexes","16 to 24 years","Numeracy","2 or below",60,64.9
"2012","Yukon","Both sexes","16 to 24 years","Numeracy","3 or above",60,35.1
"2012","Yukon","Both sexes","25 to 34 years","Literacy","2 or below",60,43.6
"2012","Yukon","Both sexes","25 to 34 years","Literacy","3 or above",60,56.4
"2012","Yukon","Both sexes","25 to 34 years","Numeracy","2 or below",60,62
"2012","Yukon","Both sexes","25 to 34 years","Numeracy","3 or above",60,38
"2012","Yukon","Both sexes","35 to 44 years","Literacy","2 or below",60,42.1
"2012","Yukon","Both sexes","35 to 44 years","Literacy","3 or above",60,57.9
"2012","Yukon","Both sexes","35 to 44 years","Numeracy","2 or below",60,49.6
"2012","Yukon","Both sexes","35 to 44 years","Numeracy","3 or above",60,50.4
"2012","Yukon","Both sexes","45 to 54 years","Literacy","2 or below",60,35.7
"2012","Yukon","Both sexes","45 to 54 years","Literacy","3 or above",60,64.3
"2012","Yukon","Both sexes","45 to 54 years","Numeracy","2 or below",60,48.4
"2012","Yukon","Both sexes","45 to 54 years","Numeracy","3 or above",60,51.6
"2012","Yukon","Both sexes","55 to 65 years","Literacy","2 or below",60,47
"2012","Yukon","Both sexes","55 to 65 years","Literacy","3 or above",60,53
"2012","Yukon","Both sexes","55 to 65 years","Numeracy","2 or below",60,57.9
"2012","Yukon","Both sexes","55 to 65 years","Numeracy","3 or above",60,42.1
"2012","Yukon","Males","Total","Literacy","2 or below",60,45
"2012","Yukon","Males","Total","Literacy","3 or above",60,55
"2012","Yukon","Males","Total","Numeracy","2 or below",60,51.8
"2012","Yukon","Males","Total","Numeracy","3 or above",60,48.2
"2012","Yukon","Males","16 to 24 years","Literacy","2 or below",60,48.3
"2012","Yukon","Males","16 to 24 years","Literacy","3 or above",60,51.7
"2012","Yukon","Males","16 to 24 years","Numeracy","2 or below",60,58.6
"2012","Yukon","Males","16 to 24 years","Numeracy","3 or above",60,41.4
"2012","Yukon","Males","25 to 34 years","Literacy","2 or below",60,53.8
"2012","Yukon","Males","25 to 34 years","Literacy","3 or above",60,46.2
"2012","Yukon","Males","25 to 34 years","Numeracy","2 or below",60,65.8
"2012","Yukon","Males","25 to 34 years","Numeracy","3 or above",60,34.2
"2012","Yukon","Males","35 to 44 years","Literacy","2 or below",60,38.3
"2012","Yukon","Males","35 to 44 years","Literacy","3 or above",60,61.7
"2012","Yukon","Males","35 to 44 years","Numeracy","2 or below",60,41.8
"2012","Yukon","Males","35 to 44 years","Numeracy","3 or above",60,58.2
"2012","Yukon","Males","45 to 54 years","Literacy","2 or below",60,38.1
"2012","Yukon","Males","45 to 54 years","Literacy","3 or above",60,61.9
"2012","Yukon","Males","45 to 54 years","Numeracy","2 or below",60,41.3
"2012","Yukon","Males","45 to 54 years","Numeracy","3 or above",60,58.7
"2012","Yukon","Males","55 to 65 years","Literacy","2 or below",60,48.4
"2012","Yukon","Males","55 to 65 years","Literacy","3 or above",60,51.6
"2012","Yukon","Males","55 to 65 years","Numeracy","2 or below",60,55
"2012","Yukon","Males","55 to 65 years","Numeracy","3 or above",60,45
"2012","Yukon","Females","Total","Literacy","2 or below",60,43.7
"2012","Yukon","Females","Total","Literacy","3 or above",60,56.3
"2012","Yukon","Females","Total","Numeracy","2 or below",60,59.8
"2012","Yukon","Females","Total","Numeracy","3 or above",60,40.2
"2012","Yukon","Females","16 to 24 years","Literacy","2 or below",60,67.4
"2012","Yukon","Females","16 to 24 years","Literacy","3 or above",60,32.6
"2012","Yukon","Females","16 to 24 years","Numeracy","2 or below",60,71.5
"2012","Yukon","Females","16 to 24 years","Numeracy","3 or above",60,28.5
"2012","Yukon","Females","25 to 34 years","Literacy","2 or below",60,33.3
"2012","Yukon","Females","25 to 34 years","Literacy","3 or above",60,66.7
"2012","Yukon","Females","25 to 34 years","Numeracy","2 or below",60,58.2
"2012","Yukon","Females","25 to 34 years","Numeracy","3 or above",60,41.8
"2012","Yukon","Females","35 to 44 years","Literacy","2 or below",60,45.3
"2012","Yukon","Females","35 to 44 years","Literacy","3 or above",60,54.7
"2012","Yukon","Females","35 to 44 years","Numeracy","2 or below",60,56.3
"2012","Yukon","Females","35 to 44 years","Numeracy","3 or above",60,43.7
"2012","Yukon","Females","45 to 54 years","Literacy","2 or below",60,33.3
"2012","Yukon","Females","45 to 54 years","Literacy","3 or above",60,66.7
"2012","Yukon","Females","45 to 54 years","Numeracy","2 or below",60,55.6
"2012","Yukon","Females","45 to 54 years","Numeracy","3 or above",60,44.4
"2012","Yukon","Females","55 to 65 years","Literacy","2 or below",60,45.4
"2012","Yukon","Females","55 to 65 years","Literacy","3 or above",60,54.6
"2012","Yukon","Females","55 to 65 years","Numeracy","2 or below",60,61.1
"2012","Yukon","Females","55 to 65 years","Numeracy","3 or above",60,38.9
"2012","Northwest Territories","Both sexes","Total","Literacy","2 or below",61,63.9
"2012","Northwest Territories","Both sexes","Total","Literacy","3 or above",61,36.1
"2012","Northwest Territories","Both sexes","Total","Numeracy","2 or below",61,69.7
"2012","Northwest Territories","Both sexes","Total","Numeracy","3 or above",61,30.3
"2012","Northwest Territories","Both sexes","16 to 24 years","Literacy","2 or below",61,68.5
"2012","Northwest Territories","Both sexes","16 to 24 years","Literacy","3 or above",61,31.5
"2012","Northwest Territories","Both sexes","16 to 24 years","Numeracy","2 or below",61,73.2
"2012","Northwest Territories","Both sexes","16 to 24 years","Numeracy","3 or above",61,26.8
"2012","Northwest Territories","Both sexes","25 to 34 years","Literacy","2 or below",61,54.7
"2012","Northwest Territories","Both sexes","25 to 34 years","Literacy","3 or above",61,45.3
"2012","Northwest Territories","Both sexes","25 to 34 years","Numeracy","2 or below",61,62.2
"2012","Northwest Territories","Both sexes","25 to 34 years","Numeracy","3 or above",61,37.8
"2012","Northwest Territories","Both sexes","35 to 44 years","Literacy","2 or below",61,57.7
"2012","Northwest Territories","Both sexes","35 to 44 years","Literacy","3 or above",61,42.3
"2012","Northwest Territories","Both sexes","35 to 44 years","Numeracy","2 or below",61,65.8
"2012","Northwest Territories","Both sexes","35 to 44 years","Numeracy","3 or above",61,34.2
"2012","Northwest Territories","Both sexes","45 to 54 years","Literacy","2 or below",61,71
"2012","Northwest Territories","Both sexes","45 to 54 years","Literacy","3 or above",61,29
"2012","Northwest Territories","Both sexes","45 to 54 years","Numeracy","2 or below",61,75.9
"2012","Northwest Territories","Both sexes","45 to 54 years","Numeracy","3 or above",61,24.1
"2012","Northwest Territories","Both sexes","55 to 65 years","Literacy","2 or below",61,70
"2012","Northwest Territories","Both sexes","55 to 65 years","Literacy","3 or above",61,30
"2012","Northwest Territories","Both sexes","55 to 65 years","Numeracy","2 or below",61,73.5
"2012","Northwest Territories","Both sexes","55 to 65 years","Numeracy","3 or above",61,26.5
"2012","Northwest Territories","Males","Total","Literacy","2 or below",61,63
"2012","Northwest Territories","Males","Total","Literacy","3 or above",61,37
"2012","Northwest Territories","Males","Total","Numeracy","2 or below",61,66.1
"2012","Northwest Territories","Males","Total","Numeracy","3 or above",61,33.9
"2012","Northwest Territories","Males","16 to 24 years","Literacy","2 or below",61,69
"2012","Northwest Territories","Males","16 to 24 years","Literacy","3 or above",61,31
"2012","Northwest Territories","Males","16 to 24 years","Numeracy","2 or below",61,70.2
"2012","Northwest Territories","Males","16 to 24 years","Numeracy","3 or above",61,29.8
"2012","Northwest Territories","Males","25 to 34 years","Literacy","2 or below",61,55.7
"2012","Northwest Territories","Males","25 to 34 years","Literacy","3 or above",61,44.3
"2012","Northwest Territories","Males","25 to 34 years","Numeracy","2 or below",61,60
"2012","Northwest Territories","Males","25 to 34 years","Numeracy","3 or above",61,40
"2012","Northwest Territories","Males","35 to 44 years","Literacy","2 or below",61,53.9
"2012","Northwest Territories","Males","35 to 44 years","Literacy","3 or above",61,46.1
"2012","Northwest Territories","Males","35 to 44 years","Numeracy","2 or below",61,60.7
"2012","Northwest Territories","Males","35 to 44 years","Numeracy","3 or above",61,39.3
"2012","Northwest Territories","Males","45 to 54 years","Literacy","2 or below",61,68.4
"2012","Northwest Territories","Males","45 to 54 years","Literacy","3 or above",61,31.6
"2012","Northwest Territories","Males","45 to 54 years","Numeracy","2 or below",61,71.1
"2012","Northwest Territories","Males","45 to 54 years","Numeracy","3 or above",61,28.9
"2012","Northwest Territories","Males","55 to 65 years","Literacy","2 or below",61,69.7
"2012","Northwest Territories","Males","55 to 65 years","Literacy","3 or above",61,30.3
"2012","Northwest Territories","Males","55 to 65 years","Numeracy","2 or below",61,69.5
"2012","Northwest Territories","Males","55 to 65 years","Numeracy","3 or above",61,30.5
"2012","Northwest Territories","Females","Total","Literacy","2 or below",61,64.7
"2012","Northwest Territories","Females","Total","Literacy","3 or above",61,35.3
"2012","Northwest Territories","Females","Total","Numeracy","2 or below",61,73.6
"2012","Northwest Territories","Females","Total","Numeracy","3 or above",61,26.4
"2012","Northwest Territories","Females","16 to 24 years","Literacy","2 or below",61,68
"2012","Northwest Territories","Females","16 to 24 years","Literacy","3 or above",61,32
"2012","Northwest Territories","Females","16 to 24 years","Numeracy","2 or below",61,76.6
"2012","Northwest Territories","Females","16 to 24 years","Numeracy","3 or above",61,23.4
"2012","Northwest Territories","Females","25 to 34 years","Literacy","2 or below",61,53.7
"2012","Northwest Territories","Females","25 to 34 years","Literacy","3 or above",61,46.3
"2012","Northwest Territories","Females","25 to 34 years","Numeracy","2 or below",61,64.2
"2012","Northwest Territories","Females","25 to 34 years","Numeracy","3 or above",61,35.8
"2012","Northwest Territories","Females","35 to 44 years","Literacy","2 or below",61,62
"2012","Northwest Territories","Females","35 to 44 years","Literacy","3 or above",61,38
"2012","Northwest Territories","Females","35 to 44 years","Numeracy","2 or below",61,71.7
"2012","Northwest Territories","Females","35 to 44 years","Numeracy","3 or above",61,28.3
"2012","Northwest Territories","Females","45 to 54 years","Literacy","2 or below",61,73.6
"2012","Northwest Territories","Females","45 to 54 years","Literacy","3 or above",61,26.4
"2012","Northwest Territories","Females","45 to 54 years","Numeracy","2 or below",61,80.5
"2012","Northwest Territories","Females","45 to 54 years","Numeracy","3 or above",61,19.5
"2012","Northwest Territories","Females","55 to 65 years","Literacy","2 or below",61,70.3
"2012","Northwest Territories","Females","55 to 65 years","Literacy","3 or above",61,29.7
"2012","Northwest Territories","Females","55 to 65 years","Numeracy","2 or below",61,78.5
"2012","Northwest Territories","Females","55 to 65 years","Numeracy","3 or above",61,21.5
"2012","Nunavut","Both sexes","Total","Literacy","2 or below",62,83.1
"2012","Nunavut","Both sexes","Total","Literacy","3 or above",62,16.9
"2012","Nunavut","Both sexes","Total","Numeracy","2 or below",62,87.3
"2012","Nunavut","Both sexes","Total","Numeracy","3 or above",62,12.7
"2012","Nunavut","Both sexes","16 to 24 years","Literacy","2 or below",62,90.7
"2012","Nunavut","Both sexes","16 to 24 years","Literacy","3 or above",62,9.3
"2012","Nunavut","Both sexes","16 to 24 years","Numeracy","2 or below",62,93.2
"2012","Nunavut","Both sexes","16 to 24 years","Numeracy","3 or above",62,6.8
"2012","Nunavut","Both sexes","25 to 34 years","Literacy","2 or below",62,79.1
"2012","Nunavut","Both sexes","25 to 34 years","Literacy","3 or above",62,20.9
"2012","Nunavut","Both sexes","25 to 34 years","Numeracy","2 or below",62,84.4
"2012","Nunavut","Both sexes","25 to 34 years","Numeracy","3 or above",62,15.6
"2012","Nunavut","Both sexes","35 to 44 years","Literacy","2 or below",62,80.2
"2012","Nunavut","Both sexes","35 to 44 years","Literacy","3 or above",62,19.8
"2012","Nunavut","Both sexes","35 to 44 years","Numeracy","2 or below",62,84.3
"2012","Nunavut","Both sexes","35 to 44 years","Numeracy","3 or above",62,15.7
"2012","Nunavut","Both sexes","45 to 54 years","Literacy","2 or below",62,81.9
"2012","Nunavut","Both sexes","45 to 54 years","Literacy","3 or above",62,18.1
"2012","Nunavut","Both sexes","45 to 54 years","Numeracy","2 or below",62,87.1
"2012","Nunavut","Both sexes","45 to 54 years","Numeracy","3 or above",62,12.9
"2012","Nunavut","Both sexes","55 to 65 years","Literacy","2 or below",62,81.7
"2012","Nunavut","Both sexes","55 to 65 years","Literacy","3 or above",62,18.3
"2012","Nunavut","Both sexes","55 to 65 years","Numeracy","2 or below",62,85.5
"2012","Nunavut","Both sexes","55 to 65 years","Numeracy","3 or above",62,14.5
"2012","Nunavut","Males","Total","Literacy","2 or below",62,83.1
"2012","Nunavut","Males","Total","Literacy","3 or above",62,16.9
"2012","Nunavut","Males","Total","Numeracy","2 or below",62,84.7
"2012","Nunavut","Males","Total","Numeracy","3 or above",62,15.3
"2012","Nunavut","Males","16 to 24 years","Literacy","2 or below",62,91.1
"2012","Nunavut","Males","16 to 24 years","Literacy","3 or above",62,8.9
"2012","Nunavut","Males","16 to 24 years","Numeracy","2 or below",62,91.5
"2012","Nunavut","Males","16 to 24 years","Numeracy","3 or above",62,8.5
"2012","Nunavut","Males","25 to 34 years","Literacy","2 or below",62,77.3
"2012","Nunavut","Males","25 to 34 years","Literacy","3 or above",62,22.7
"2012","Nunavut","Males","25 to 34 years","Numeracy","2 or below",62,79.2
"2012","Nunavut","Males","25 to 34 years","Numeracy","3 or above",62,20.8
"2012","Nunavut","Males","35 to 44 years","Literacy","2 or below",62,81.1
"2012","Nunavut","Males","35 to 44 years","Literacy","3 or above",62,18.9
"2012","Nunavut","Males","35 to 44 years","Numeracy","2 or below",62,81.5
"2012","Nunavut","Males","35 to 44 years","Numeracy","3 or above",62,18.5
"2012","Nunavut","Males","45 to 54 years","Literacy","2 or below",62,84
"2012","Nunavut","Males","45 to 54 years","Literacy","3 or above",62,16
"2012","Nunavut","Males","45 to 54 years","Numeracy","2 or below",62,86.4
"2012","Nunavut","Males","45 to 54 years","Numeracy","3 or above",62,13.6
"2012","Nunavut","Males","55 to 65 years","Literacy","2 or below",62,78.4
"2012","Nunavut","Males","55 to 65 years","Literacy","3 or above",62,21.6
"2012","Nunavut","Males","55 to 65 years","Numeracy","2 or below",62,82.6
"2012","Nunavut","Males","55 to 65 years","Numeracy","3 or above",62,17.4
"2012","Nunavut","Females","Total","Literacy","2 or below",62,83.2
"2012","Nunavut","Females","Total","Literacy","3 or above",62,16.8
"2012","Nunavut","Females","Total","Numeracy","2 or below",62,90
"2012","Nunavut","Females","Total","Numeracy","3 or above",62,10
"2012","Nunavut","Females","16 to 24 years","Literacy","2 or below",62,90.2
"2012","Nunavut","Females","16 to 24 years","Literacy","3 or above",62,9.8
"2012","Nunavut","Females","16 to 24 years","Numeracy","2 or below",62,95
"2012","Nunavut","Females","16 to 24 years","Numeracy","3 or above",62,
"2012","Nunavut","Females","25 to 34 years","Literacy","2 or below",62,80.8
"2012","Nunavut","Females","25 to 34 years","Literacy","3 or above",62,19.2
"2012","Nunavut","Females","25 to 34 years","Numeracy","2 or below",62,89.5
"2012","Nunavut","Females","25 to 34 years","Numeracy","3 or above",62,10.5
"2012","Nunavut","Females","35 to 44 years","Literacy","2 or below",62,79.4
"2012","Nunavut","Females","35 to 44 years","Literacy","3 or above",62,20.6
"2012","Nunavut","Females","35 to 44 years","Numeracy","2 or below",62,87
"2012","Nunavut","Females","35 to 44 years","Numeracy","3 or above",62,13
"2012","Nunavut","Females","45 to 54 years","Literacy","2 or below",62,79.5
"2012","Nunavut","Females","45 to 54 years","Literacy","3 or above",62,20.5
"2012","Nunavut","Females","45 to 54 years","Numeracy","2 or below",62,88
"2012","Nunavut","Females","45 to 54 years","Numeracy","3 or above",62,12
"2012","Nunavut","Females","55 to 65 years","Literacy","2 or below",62,85.2
"2012","Nunavut","Females","55 to 65 years","Literacy","3 or above",62,14.8
"2012","Nunavut","Females","55 to 65 years","Numeracy","2 or below",62,88.6
"2012","Nunavut","Females","55 to 65 years","Numeracy","3 or above",62,11.4
