Year,Géographie,Âge au décès,Sexe,Causes of death,Value
2019,Canada,65 à 74 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,65 à 74 ans,Les deux sexes,Chronic lower respiratory diseases,5.5
2019,Canada,65 à 74 ans,Hommes,Malignant neoplasms,40.2
2019,Canada,65 à 74 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.7
2019,Canada,65 à 74 ans,Hommes,Diabetes mellitus,3.2
2019,Canada,65 à 74 ans,Hommes,Diseases of heart,19.5
2019,Canada,65 à 74 ans,Hommes,Influenza and pneumonia,1.5
2019,Canada,65 à 74 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,65 à 74 ans,Hommes,Chronic lower respiratory diseases,5.0
2019,Canada,65 à 74 ans,Femmes,Malignant neoplasms,45.1
2019,Canada,65 à 74 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2019,Canada,65 à 74 ans,Femmes,Diabetes mellitus,2.8
2019,Canada,65 à 74 ans,Femmes,Diseases of heart,13.6
2019,Canada,65 à 74 ans,Femmes,Influenza and pneumonia,1.6
2019,Canada,65 à 74 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,65 à 74 ans,Femmes,Chronic lower respiratory diseases,6.2
2019,Canada,75 à 84 ans,Les deux sexes,Malignant neoplasms,32.2
2019,Canada,75 à 84 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.8
2019,Canada,75 à 84 ans,Les deux sexes,Diabetes mellitus,2.7
2019,Canada,75 à 84 ans,Les deux sexes,Diseases of heart,18.3
2019,Canada,75 à 84 ans,Les deux sexes,Influenza and pneumonia,2.1
2019,Canada,75 à 84 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,75 à 84 ans,Les deux sexes,Chronic lower respiratory diseases,6.0
2019,Canada,75 à 84 ans,Hommes,Malignant neoplasms,32.8
2019,Canada,75 à 84 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.9
2019,Canada,75 à 84 ans,Hommes,Diabetes mellitus,2.8
2019,Canada,75 à 84 ans,Hommes,Diseases of heart,19.8
2019,Canada,75 à 84 ans,Hommes,Influenza and pneumonia,2.1
2019,Canada,75 à 84 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,75 à 84 ans,Hommes,Chronic lower respiratory diseases,5.5
2019,Canada,75 à 84 ans,Femmes,Malignant neoplasms,31.6
2019,Canada,75 à 84 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2019,Canada,75 à 84 ans,Femmes,Diabetes mellitus,2.5
2019,Canada,75 à 84 ans,Femmes,Diseases of heart,16.5
2019,Canada,75 à 84 ans,Femmes,Influenza and pneumonia,2.1
2019,Canada,75 à 84 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,75 à 84 ans,Femmes,Chronic lower respiratory diseases,6.7
2019,Canada,85 ans et plus,Les deux sexes,Malignant neoplasms,16.2
2019,Canada,85 ans et plus,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.7
2019,Canada,85 ans et plus,Les deux sexes,Diabetes mellitus,2.0
2019,Canada,85 ans et plus,Les deux sexes,Diseases of heart,22.5
2019,Canada,85 ans et plus,Les deux sexes,Influenza and pneumonia,3.6
2019,Canada,85 ans et plus,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,85 ans et plus,Les deux sexes,Chronic lower respiratory diseases,4.2
2019,Canada,85 ans et plus,Hommes,Malignant neoplasms,20.1
2019,Canada,85 ans et plus,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.8
2019,Canada,85 ans et plus,Hommes,Diabetes mellitus,2.2
2019,Canada,85 ans et plus,Hommes,Diseases of heart,22.7
2019,Canada,85 ans et plus,Hommes,Influenza and pneumonia,3.6
2019,Canada,85 ans et plus,Hommes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,85 ans et plus,Hommes,Chronic lower respiratory diseases,4.8
2019,Canada,85 ans et plus,Femmes,Malignant neoplasms,13.6
2019,Canada,85 ans et plus,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2019,Canada,85 ans et plus,Femmes,Diabetes mellitus,1.9
2019,Canada,85 ans et plus,Femmes,Diseases of heart,22.4
2019,Canada,85 ans et plus,Femmes,Influenza and pneumonia,3.6
2019,Canada,85 ans et plus,Femmes,Acute bronchitis and bronchiolitis,0.0
2019,Canada,85 ans et plus,Femmes,Chronic lower respiratory diseases,3.8
2020,Canada,30 à 34 ans,Les deux sexes,Malignant neoplasms,7.4
2020,Canada,30 à 34 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2020,Canada,30 à 34 ans,Les deux sexes,Diabetes mellitus,1.8
2020,Canada,30 à 34 ans,Les deux sexes,Diseases of heart,4.2
2020,Canada,30 à 34 ans,Les deux sexes,Influenza and pneumonia,0.8
2020,Canada,30 à 34 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,30 à 34 ans,Les deux sexes,Chronic lower respiratory diseases,0.3
2020,Canada,30 à 34 ans,Hommes,Malignant neoplasms,5.1
2020,Canada,30 à 34 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2020,Canada,30 à 34 ans,Hommes,Diabetes mellitus,1.4
2020,Canada,30 à 34 ans,Hommes,Diseases of heart,3.6
2020,Canada,30 à 34 ans,Hommes,Influenza and pneumonia,0.7
2020,Canada,30 à 34 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,30 à 34 ans,Hommes,Chronic lower respiratory diseases,0.2
2020,Canada,30 à 34 ans,Femmes,Malignant neoplasms,12.4
2020,Canada,30 à 34 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2020,Canada,30 à 34 ans,Femmes,Diabetes mellitus,2.9
2020,Canada,30 à 34 ans,Femmes,Diseases of heart,5.3
2020,Canada,30 à 34 ans,Femmes,Influenza and pneumonia,0.9
2020,Canada,30 à 34 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,30 à 34 ans,Femmes,Chronic lower respiratory diseases,0.4
2020,Canada,35 à 44 ans,Les deux sexes,Malignant neoplasms,16.9
2020,Canada,35 à 44 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2020,Canada,35 à 44 ans,Les deux sexes,Diabetes mellitus,2.0
2020,Canada,35 à 44 ans,Les deux sexes,Diseases of heart,7.1
2020,Canada,35 à 44 ans,Les deux sexes,Influenza and pneumonia,1.0
2020,Canada,35 à 44 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,35 à 44 ans,Les deux sexes,Chronic lower respiratory diseases,0.4
2020,Canada,35 à 44 ans,Hommes,Malignant neoplasms,10.9
2020,Canada,35 à 44 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2020,Canada,35 à 44 ans,Hommes,Diabetes mellitus,2.1
2020,Canada,35 à 44 ans,Hommes,Diseases of heart,8.0
2020,Canada,35 à 44 ans,Hommes,Influenza and pneumonia,0.9
2020,Canada,35 à 44 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,35 à 44 ans,Hommes,Chronic lower respiratory diseases,0.4
2020,Canada,35 à 44 ans,Femmes,Malignant neoplasms,28.6
2020,Canada,35 à 44 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2020,Canada,35 à 44 ans,Femmes,Diabetes mellitus,1.9
2020,Canada,35 à 44 ans,Femmes,Diseases of heart,5.4
2020,Canada,35 à 44 ans,Femmes,Influenza and pneumonia,1.0
2020,Canada,35 à 44 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,35 à 44 ans,Femmes,Chronic lower respiratory diseases,0.6
2020,Canada,45 à 54 ans,Les deux sexes,Malignant neoplasms,27.9
2020,Canada,45 à 54 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2020,Canada,45 à 54 ans,Les deux sexes,Diabetes mellitus,2.5
2020,Canada,45 à 54 ans,Les deux sexes,Diseases of heart,13.3
2020,Canada,45 à 54 ans,Les deux sexes,Influenza and pneumonia,1.2
2020,Canada,45 à 54 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,45 à 54 ans,Les deux sexes,Chronic lower respiratory diseases,1.1
2020,Canada,45 à 54 ans,Hommes,Malignant neoplasms,20.3
2020,Canada,45 à 54 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2020,Canada,45 à 54 ans,Hommes,Diabetes mellitus,2.7
2020,Canada,45 à 54 ans,Hommes,Diseases of heart,15.9
2020,Canada,45 à 54 ans,Hommes,Influenza and pneumonia,1.1
2020,Canada,45 à 54 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,45 à 54 ans,Hommes,Chronic lower respiratory diseases,1.0
2020,Canada,45 à 54 ans,Femmes,Malignant neoplasms,40.6
2020,Canada,45 à 54 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2020,Canada,45 à 54 ans,Femmes,Diabetes mellitus,2.1
2020,Canada,45 à 54 ans,Femmes,Diseases of heart,9.1
2020,Canada,45 à 54 ans,Femmes,Influenza and pneumonia,1.2
2020,Canada,45 à 54 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,45 à 54 ans,Femmes,Chronic lower respiratory diseases,1.3
2020,Canada,55 à 64 ans,Les deux sexes,Malignant neoplasms,39.3
2020,Canada,55 à 64 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2020,Canada,55 à 64 ans,Les deux sexes,Diabetes mellitus,2.9
2020,Canada,55 à 64 ans,Les deux sexes,Diseases of heart,16.3
2020,Canada,55 à 64 ans,Les deux sexes,Influenza and pneumonia,1.1
2020,Canada,55 à 64 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,55 à 64 ans,Les deux sexes,Chronic lower respiratory diseases,3.1
2020,Canada,55 à 64 ans,Hommes,Malignant neoplasms,33.1
2020,Canada,55 à 64 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2020,Canada,55 à 64 ans,Hommes,Diabetes mellitus,3.1
2020,Canada,55 à 64 ans,Hommes,Diseases of heart,20.0
2020,Canada,55 à 64 ans,Hommes,Influenza and pneumonia,1.0
2020,Canada,55 à 64 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,55 à 64 ans,Hommes,Chronic lower respiratory diseases,2.8
2020,Canada,55 à 64 ans,Femmes,Malignant neoplasms,49.0
2020,Canada,55 à 64 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2020,Canada,55 à 64 ans,Femmes,Diabetes mellitus,2.6
2020,Canada,55 à 64 ans,Femmes,Diseases of heart,10.5
2020,Canada,55 à 64 ans,Femmes,Influenza and pneumonia,1.1
2020,Canada,55 à 64 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,55 à 64 ans,Femmes,Chronic lower respiratory diseases,3.4
2020,Canada,65 à 74 ans,Les deux sexes,Malignant neoplasms,40.3
2020,Canada,65 à 74 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2020,Canada,65 à 74 ans,Les deux sexes,Diabetes mellitus,2.9
2020,Canada,65 à 74 ans,Les deux sexes,Diseases of heart,16.5
2020,Canada,65 à 74 ans,Les deux sexes,Influenza and pneumonia,1.3
2020,Canada,65 à 74 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,65 à 74 ans,Les deux sexes,Chronic lower respiratory diseases,4.9
2020,Canada,65 à 74 ans,Hommes,Malignant neoplasms,37.8
2020,Canada,65 à 74 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2020,Canada,65 à 74 ans,Hommes,Diabetes mellitus,3.2
2020,Canada,65 à 74 ans,Hommes,Diseases of heart,18.9
2020,Canada,65 à 74 ans,Hommes,Influenza and pneumonia,1.3
2020,Canada,65 à 74 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,65 à 74 ans,Hommes,Chronic lower respiratory diseases,4.5
2020,Canada,65 à 74 ans,Femmes,Malignant neoplasms,43.9
2020,Canada,65 à 74 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2020,Canada,65 à 74 ans,Femmes,Diabetes mellitus,2.6
2020,Canada,65 à 74 ans,Femmes,Diseases of heart,13.1
2020,Canada,65 à 74 ans,Femmes,Influenza and pneumonia,1.3
2020,Canada,65 à 74 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,65 à 74 ans,Femmes,Chronic lower respiratory diseases,5.5
2020,Canada,75 à 84 ans,Les deux sexes,Malignant neoplasms,30.5
2020,Canada,75 à 84 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.8
2020,Canada,75 à 84 ans,Les deux sexes,Diabetes mellitus,2.8
2020,Canada,75 à 84 ans,Les deux sexes,Diseases of heart,17.0
2020,Canada,75 à 84 ans,Les deux sexes,Influenza and pneumonia,1.7
2020,Canada,75 à 84 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,75 à 84 ans,Les deux sexes,Chronic lower respiratory diseases,5.0
2020,Canada,75 à 84 ans,Hommes,Malignant neoplasms,30.6
2020,Canada,75 à 84 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.9
2020,Canada,75 à 84 ans,Hommes,Diabetes mellitus,2.9
2020,Canada,75 à 84 ans,Hommes,Diseases of heart,18.5
2020,Canada,75 à 84 ans,Hommes,Influenza and pneumonia,1.8
2020,Canada,75 à 84 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,75 à 84 ans,Hommes,Chronic lower respiratory diseases,4.7
2020,Canada,75 à 84 ans,Femmes,Malignant neoplasms,30.3
2020,Canada,75 à 84 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.7
2020,Canada,75 à 84 ans,Femmes,Diabetes mellitus,2.7
2020,Canada,75 à 84 ans,Femmes,Diseases of heart,15.4
2020,Canada,75 à 84 ans,Femmes,Influenza and pneumonia,1.7
2020,Canada,75 à 84 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,75 à 84 ans,Femmes,Chronic lower respiratory diseases,5.4
2020,Canada,85 ans et plus,Les deux sexes,Malignant neoplasms,15.3
2020,Canada,85 ans et plus,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2020,Canada,85 ans et plus,Les deux sexes,Diabetes mellitus,2.0
2020,Canada,85 ans et plus,Les deux sexes,Diseases of heart,20.8
2020,Canada,85 ans et plus,Les deux sexes,Influenza and pneumonia,2.8
2020,Canada,85 ans et plus,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,85 ans et plus,Les deux sexes,Chronic lower respiratory diseases,3.5
2020,Canada,85 ans et plus,Hommes,Malignant neoplasms,18.9
2020,Canada,85 ans et plus,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.8
2020,Canada,85 ans et plus,Hommes,Diabetes mellitus,2.2
2020,Canada,85 ans et plus,Hommes,Diseases of heart,21.1
2020,Canada,85 ans et plus,Hommes,Influenza and pneumonia,3.0
2020,Canada,85 ans et plus,Hommes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,85 ans et plus,Hommes,Chronic lower respiratory diseases,3.9
2020,Canada,85 ans et plus,Femmes,Malignant neoplasms,12.8
2020,Canada,85 ans et plus,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2020,Canada,85 ans et plus,Femmes,Diabetes mellitus,1.9
2020,Canada,85 ans et plus,Femmes,Diseases of heart,20.6
2020,Canada,85 ans et plus,Femmes,Influenza and pneumonia,2.7
2020,Canada,85 ans et plus,Femmes,Acute bronchitis and bronchiolitis,0.0
2020,Canada,85 ans et plus,Femmes,Chronic lower respiratory diseases,3.2
