Year,Age at time of death,Sex,Causes of death,Value
2018,85 to 89 years,Males,Pneumonitis due to solids and liquids,98.7
2018,85 to 89 years,Females,Malignant neoplasms,1472.1
2018,85 to 89 years,Females,Diabetes mellitus,173.3
2018,85 to 89 years,Females,Diseases of heart,1693.4
2018,85 to 89 years,Females,Essential hypertension and hypertensive renal disease,57.5
2018,85 to 89 years,Females,Cerebrovascular diseases,559.3
2018,85 to 89 years,Females,Atherosclerosis,17.4
2018,85 to 89 years,Females,Aortic aneurysm and dissection,47.0
2018,85 to 89 years,Females,Chronic lower respiratory diseases,368.3
2018,85 to 89 years,Females,Pneumoconioses and chemical effects,0.0
2018,85 to 89 years,Females,Pneumonitis due to solids and liquids,48.0
2018,90 years and over,Both sexes,Malignant neoplasms,2317.2
2018,90 years and over,Both sexes,Diabetes mellitus,340.4
2018,90 years and over,Both sexes,Diseases of heart,4628.6
2018,90 years and over,Both sexes,Essential hypertension and hypertensive renal disease,186.8
2018,90 years and over,Both sexes,Cerebrovascular diseases,1240.8
2018,90 years and over,Both sexes,Atherosclerosis,59.9
2018,90 years and over,Both sexes,Aortic aneurysm and dissection,83.5
2018,90 years and over,Both sexes,Chronic lower respiratory diseases,725.4
2018,90 years and over,Both sexes,Pneumoconioses and chemical effects,6.4
2018,90 years and over,Both sexes,Pneumonitis due to solids and liquids,188.7
2018,90 years and over,Males,Malignant neoplasms,3345.6
2018,90 years and over,Males,Diabetes mellitus,401.6
2018,90 years and over,Males,Diseases of heart,5383.5
2018,90 years and over,Males,Essential hypertension and hypertensive renal disease,129.3
2018,90 years and over,Males,Cerebrovascular diseases,1131.8
2018,90 years and over,Males,Atherosclerosis,50.9
2018,90 years and over,Males,Aortic aneurysm and dissection,127.2
2018,90 years and over,Males,Chronic lower respiratory diseases,1012.0
2018,90 years and over,Males,Pneumoconioses and chemical effects,20.1
2018,90 years and over,Males,Pneumonitis due to solids and liquids,305.2
2018,90 years and over,Females,Malignant neoplasms,1874.8
2018,90 years and over,Females,Diabetes mellitus,314.1
2018,90 years and over,Females,Diseases of heart,4303.9
2018,90 years and over,Females,Essential hypertension and hypertensive renal disease,211.5
2018,90 years and over,Females,Cerebrovascular diseases,1287.7
2018,90 years and over,Females,Atherosclerosis,63.8
2018,90 years and over,Females,Aortic aneurysm and dissection,64.7
2018,90 years and over,Females,Chronic lower respiratory diseases,602.1
2018,90 years and over,Females,Pneumoconioses and chemical effects,0.5
2018,90 years and over,Females,Pneumonitis due to solids and liquids,138.6
2019,All ages,Both sexes,Malignant neoplasms,213.7
2019,All ages,Both sexes,Diabetes mellitus,18.6
2019,All ages,Both sexes,Diseases of heart,141.9
2019,All ages,Both sexes,Essential hypertension and hypertensive renal disease,4.2
2019,All ages,Both sexes,Cerebrovascular diseases,36.5
2019,All ages,Both sexes,Atherosclerosis,1.4
2019,All ages,Both sexes,Aortic aneurysm and dissection,4.2
2019,All ages,Both sexes,Chronic lower respiratory diseases,34.3
2019,All ages,Both sexes,Pneumoconioses and chemical effects,0.3
2019,All ages,Both sexes,Pneumonitis due to solids and liquids,4.2
2019,All ages,Males,Malignant neoplasms,230.0
2019,All ages,Males,Diabetes mellitus,21.1
2019,All ages,Males,Diseases of heart,154.5
2019,All ages,Males,Essential hypertension and hypertensive renal disease,3.4
2019,All ages,Males,Cerebrovascular diseases,32.0
2019,All ages,Males,Atherosclerosis,1.3
2019,All ages,Males,Aortic aneurysm and dissection,5.2
2019,All ages,Males,Chronic lower respiratory diseases,34.2
2019,All ages,Males,Pneumoconioses and chemical effects,0.6
2019,All ages,Males,Pneumonitis due to solids and liquids,4.8
2019,All ages,Females,Malignant neoplasms,197.7
2019,All ages,Females,Diabetes mellitus,16.1
2019,All ages,Females,Diseases of heart,129.5
2019,All ages,Females,Essential hypertension and hypertensive renal disease,5.0
2019,All ages,Females,Cerebrovascular diseases,40.9
2019,All ages,Females,Atherosclerosis,1.5
2019,All ages,Females,Aortic aneurysm and dissection,3.3
2019,All ages,Females,Chronic lower respiratory diseases,34.4
2019,All ages,Females,Pneumoconioses and chemical effects,0.0
2019,All ages,Females,Pneumonitis due to solids and liquids,3.6
2019,1 to 14 years,Both sexes,Malignant neoplasms,2.1
2019,1 to 14 years,Both sexes,Diabetes mellitus,0.0
2019,1 to 14 years,Both sexes,Diseases of heart,0.4
2019,1 to 14 years,Both sexes,Essential hypertension and hypertensive renal disease,0.0
2019,1 to 14 years,Both sexes,Cerebrovascular diseases,0.2
2019,1 to 14 years,Both sexes,Atherosclerosis,0.0
2019,1 to 14 years,Both sexes,Aortic aneurysm and dissection,0.0
2019,1 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2019,1 to 14 years,Both sexes,Pneumoconioses and chemical effects,0.0
2019,1 to 14 years,Both sexes,Pneumonitis due to solids and liquids,0.0
2019,1 to 14 years,Males,Malignant neoplasms,2.6
2019,1 to 14 years,Males,Diabetes mellitus,0.0
2019,1 to 14 years,Males,Diseases of heart,0.3
2019,1 to 14 years,Males,Essential hypertension and hypertensive renal disease,0.0
2019,1 to 14 years,Males,Cerebrovascular diseases,0.3
2019,1 to 14 years,Males,Atherosclerosis,0.0
2019,1 to 14 years,Males,Aortic aneurysm and dissection,0.0
2019,1 to 14 years,Males,Chronic lower respiratory diseases,0.1
2019,1 to 14 years,Males,Pneumoconioses and chemical effects,0.0
2019,1 to 14 years,Males,Pneumonitis due to solids and liquids,0.0
2019,1 to 14 years,Females,Malignant neoplasms,1.5
2019,1 to 14 years,Females,Diabetes mellitus,0.0
2019,1 to 14 years,Females,Diseases of heart,0.5
2019,1 to 14 years,Females,Essential hypertension and hypertensive renal disease,0.0
2019,1 to 14 years,Females,Cerebrovascular diseases,0.1
2019,1 to 14 years,Females,Atherosclerosis,0.0
2019,1 to 14 years,Females,Aortic aneurysm and dissection,0.0
2019,1 to 14 years,Females,Chronic lower respiratory diseases,0.1
2019,1 to 14 years,Females,Pneumoconioses and chemical effects,0.0
2019,1 to 14 years,Females,Pneumonitis due to solids and liquids,0.0
2019,1 to 4 years,Both sexes,Malignant neoplasms,2.0
2019,1 to 4 years,Both sexes,Diabetes mellitus,0.0
2019,1 to 4 years,Both sexes,Diseases of heart,0.9
2019,1 to 4 years,Both sexes,Essential hypertension and hypertensive renal disease,0.0
2019,1 to 4 years,Both sexes,Cerebrovascular diseases,0.2
2019,1 to 4 years,Both sexes,Atherosclerosis,0.0
2019,1 to 4 years,Both sexes,Aortic aneurysm and dissection,0.0
2019,1 to 4 years,Both sexes,Chronic lower respiratory diseases,0.0
2019,1 to 4 years,Both sexes,Pneumoconioses and chemical effects,0.0
2019,1 to 4 years,Both sexes,Pneumonitis due to solids and liquids,0.0
2019,1 to 4 years,Males,Malignant neoplasms,3.0
2019,1 to 4 years,Males,Diabetes mellitus,0.0
2019,1 to 4 years,Males,Diseases of heart,0.6
2019,1 to 4 years,Males,Essential hypertension and hypertensive renal disease,0.0
2019,1 to 4 years,Males,Cerebrovascular diseases,0.1
2019,1 to 4 years,Males,Atherosclerosis,0.0
2019,1 to 4 years,Males,Aortic aneurysm and dissection,0.0
2019,1 to 4 years,Males,Chronic lower respiratory diseases,0.0
2019,1 to 4 years,Males,Pneumoconioses and chemical effects,0.0
2019,1 to 4 years,Males,Pneumonitis due to solids and liquids,0.0
2019,1 to 4 years,Females,Malignant neoplasms,0.9
2019,1 to 4 years,Females,Diabetes mellitus,0.0
2019,1 to 4 years,Females,Diseases of heart,1.2
2019,1 to 4 years,Females,Essential hypertension and hypertensive renal disease,0.0
2019,1 to 4 years,Females,Cerebrovascular diseases,0.3
2019,1 to 4 years,Females,Atherosclerosis,0.0
2019,1 to 4 years,Females,Aortic aneurysm and dissection,0.0
2019,1 to 4 years,Females,Chronic lower respiratory diseases,0.0
2019,1 to 4 years,Females,Pneumoconioses and chemical effects,0.0
2019,1 to 4 years,Females,Pneumonitis due to solids and liquids,0.0
2019,5 to 9 years,Both sexes,Malignant neoplasms,2.1
2019,5 to 9 years,Both sexes,Diabetes mellitus,0.0
2019,5 to 9 years,Both sexes,Diseases of heart,0.2
2019,5 to 9 years,Both sexes,Essential hypertension and hypertensive renal disease,0.0
2019,5 to 9 years,Both sexes,Cerebrovascular diseases,0.1
2019,5 to 9 years,Both sexes,Atherosclerosis,0.0
2019,5 to 9 years,Both sexes,Aortic aneurysm and dissection,0.0
2019,5 to 9 years,Both sexes,Chronic lower respiratory diseases,0.1
2019,5 to 9 years,Both sexes,Pneumoconioses and chemical effects,0.0
2019,5 to 9 years,Both sexes,Pneumonitis due to solids and liquids,0.0
2019,5 to 9 years,Males,Malignant neoplasms,2.6
2019,5 to 9 years,Males,Diabetes mellitus,0.0
2019,5 to 9 years,Males,Diseases of heart,0.2
2019,5 to 9 years,Males,Essential hypertension and hypertensive renal disease,0.0
2019,5 to 9 years,Males,Cerebrovascular diseases,0.1
2019,5 to 9 years,Males,Atherosclerosis,0.0
2019,5 to 9 years,Males,Aortic aneurysm and dissection,0.0
2019,5 to 9 years,Males,Chronic lower respiratory diseases,0.1
2019,5 to 9 years,Males,Pneumoconioses and chemical effects,0.0
2019,5 to 9 years,Males,Pneumonitis due to solids and liquids,0.0
2019,5 to 9 years,Females,Malignant neoplasms,1.6
2019,5 to 9 years,Females,Diabetes mellitus,0.0
2019,5 to 9 years,Females,Diseases of heart,0.2
2019,5 to 9 years,Females,Essential hypertension and hypertensive renal disease,0.0
2019,5 to 9 years,Females,Cerebrovascular diseases,0.1
2019,5 to 9 years,Females,Atherosclerosis,0.0
2019,5 to 9 years,Females,Aortic aneurysm and dissection,0.0
2019,5 to 9 years,Females,Chronic lower respiratory diseases,0.1
2019,5 to 9 years,Females,Pneumoconioses and chemical effects,0.0
2019,5 to 9 years,Females,Pneumonitis due to solids and liquids,0.0
2019,10 to 14 years,Both sexes,Malignant neoplasms,2.1
2019,10 to 14 years,Both sexes,Diabetes mellitus,0.0
2019,10 to 14 years,Both sexes,Diseases of heart,0.1
2019,10 to 14 years,Both sexes,Essential hypertension and hypertensive renal disease,0.0
2019,10 to 14 years,Both sexes,Cerebrovascular diseases,0.4
2019,10 to 14 years,Both sexes,Atherosclerosis,0.0
2019,10 to 14 years,Both sexes,Aortic aneurysm and dissection,0.0
2019,10 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2019,10 to 14 years,Both sexes,Pneumoconioses and chemical effects,0.0
2019,10 to 14 years,Both sexes,Pneumonitis due to solids and liquids,0.0
2019,10 to 14 years,Males,Malignant neoplasms,2.2
2019,10 to 14 years,Males,Diabetes mellitus,0.0
2019,10 to 14 years,Males,Diseases of heart,0.1
2019,10 to 14 years,Males,Essential hypertension and hypertensive renal disease,0.0
2019,10 to 14 years,Males,Cerebrovascular diseases,0.7
2019,10 to 14 years,Males,Atherosclerosis,0.0
2019,10 to 14 years,Males,Aortic aneurysm and dissection,0.0
2019,10 to 14 years,Males,Chronic lower respiratory diseases,0.2
2019,10 to 14 years,Males,Pneumoconioses and chemical effects,0.0
2019,10 to 14 years,Males,Pneumonitis due to solids and liquids,0.0
2019,10 to 14 years,Females,Malignant neoplasms,1.9
2019,10 to 14 years,Females,Diabetes mellitus,0.0
2019,10 to 14 years,Females,Diseases of heart,0.2
2019,10 to 14 years,Females,Essential hypertension and hypertensive renal disease,0.0
2019,10 to 14 years,Females,Cerebrovascular diseases,0.1
2019,10 to 14 years,Females,Atherosclerosis,0.0
2019,10 to 14 years,Females,Aortic aneurysm and dissection,0.0
2019,10 to 14 years,Females,Chronic lower respiratory diseases,0.0
2019,10 to 14 years,Females,Pneumoconioses and chemical effects,0.0
2019,10 to 14 years,Females,Pneumonitis due to solids and liquids,0.0
2019,15 to 24,Both sexes,Malignant neoplasms,3.2
2019,15 to 24,Both sexes,Diabetes mellitus,0.3
2019,15 to 24,Both sexes,Diseases of heart,1.2
2019,15 to 24,Both sexes,Essential hypertension and hypertensive renal disease,0.0
2019,15 to 24,Both sexes,Cerebrovascular diseases,0.2
2019,15 to 24,Both sexes,Atherosclerosis,0.0
2019,15 to 24,Both sexes,Aortic aneurysm and dissection,0.0
2019,15 to 24,Both sexes,Chronic lower respiratory diseases,0.1
2019,15 to 24,Both sexes,Pneumoconioses and chemical effects,0.0
2019,15 to 24,Both sexes,Pneumonitis due to solids and liquids,0.0
2019,15 to 24,Males,Malignant neoplasms,3.6
2019,15 to 24,Males,Diabetes mellitus,0.4
2019,15 to 24,Males,Diseases of heart,1.5
2019,15 to 24,Males,Essential hypertension and hypertensive renal disease,0.0
2019,15 to 24,Males,Cerebrovascular diseases,0.2
2019,15 to 24,Males,Atherosclerosis,0.0
2019,15 to 24,Males,Aortic aneurysm and dissection,0.1
2019,15 to 24,Males,Chronic lower respiratory diseases,0.1
2019,15 to 24,Males,Pneumoconioses and chemical effects,0.0
2019,15 to 24,Males,Pneumonitis due to solids and liquids,0.1
2019,15 to 24,Females,Malignant neoplasms,2.8
2019,15 to 24,Females,Diabetes mellitus,0.3
2019,15 to 24,Females,Diseases of heart,0.9
2019,15 to 24,Females,Essential hypertension and hypertensive renal disease,0.0
2019,15 to 24,Females,Cerebrovascular diseases,0.2
2019,15 to 24,Females,Atherosclerosis,0.0
2019,15 to 24,Females,Aortic aneurysm and dissection,0.0
2019,15 to 24,Females,Chronic lower respiratory diseases,0.2
2019,15 to 24,Females,Pneumoconioses and chemical effects,0.0
2019,15 to 24,Females,Pneumonitis due to solids and liquids,0.0
2019,15 to 19 years,Both sexes,Malignant neoplasms,3.4
2019,15 to 19 years,Both sexes,Diabetes mellitus,0.1
2019,15 to 19 years,Both sexes,Diseases of heart,0.9
2019,15 to 19 years,Both sexes,Essential hypertension and hypertensive renal disease,0.0
2019,15 to 19 years,Both sexes,Cerebrovascular diseases,0.1
2019,15 to 19 years,Both sexes,Atherosclerosis,0.0
2019,15 to 19 years,Both sexes,Aortic aneurysm and dissection,0.0
2019,15 to 19 years,Both sexes,Chronic lower respiratory diseases,0.1
2019,15 to 19 years,Both sexes,Pneumoconioses and chemical effects,0.0
2019,15 to 19 years,Both sexes,Pneumonitis due to solids and liquids,0.0
2019,15 to 19 years,Males,Malignant neoplasms,3.3
2019,15 to 19 years,Males,Diabetes mellitus,0.2
2019,15 to 19 years,Males,Diseases of heart,1.1
2019,15 to 19 years,Males,Essential hypertension and hypertensive renal disease,0.0
2019,15 to 19 years,Males,Cerebrovascular diseases,0.1
2019,15 to 19 years,Males,Atherosclerosis,0.0
2019,15 to 19 years,Males,Aortic aneurysm and dissection,0.0
2019,15 to 19 years,Males,Chronic lower respiratory diseases,0.2
2019,15 to 19 years,Males,Pneumoconioses and chemical effects,0.0
2019,15 to 19 years,Males,Pneumonitis due to solids and liquids,0.1
2019,15 to 19 years,Females,Malignant neoplasms,3.5
2019,15 to 19 years,Females,Diabetes mellitus,0.0
2019,15 to 19 years,Females,Diseases of heart,0.6
2019,15 to 19 years,Females,Essential hypertension and hypertensive renal disease,0.0
2019,15 to 19 years,Females,Cerebrovascular diseases,0.1
2019,15 to 19 years,Females,Atherosclerosis,0.0
2019,15 to 19 years,Females,Aortic aneurysm and dissection,0.0
2019,15 to 19 years,Females,Chronic lower respiratory diseases,0.0
2019,15 to 19 years,Females,Pneumoconioses and chemical effects,0.0
2019,15 to 19 years,Females,Pneumonitis due to solids and liquids,0.0
2019,20 to 24 years,Both sexes,Malignant neoplasms,3.1
2019,20 to 24 years,Both sexes,Diabetes mellitus,0.4
2019,20 to 24 years,Both sexes,Diseases of heart,1.5
2019,20 to 24 years,Both sexes,Essential hypertension and hypertensive renal disease,0.0
2019,20 to 24 years,Both sexes,Cerebrovascular diseases,0.2
2019,20 to 24 years,Both sexes,Atherosclerosis,0.0
2019,20 to 24 years,Both sexes,Aortic aneurysm and dissection,0.0
2019,20 to 24 years,Both sexes,Chronic lower respiratory diseases,0.1
2019,20 to 24 years,Both sexes,Pneumoconioses and chemical effects,0.0
2019,20 to 24 years,Both sexes,Pneumonitis due to solids and liquids,0.0
2019,20 to 24 years,Males,Malignant neoplasms,3.9
2019,20 to 24 years,Males,Diabetes mellitus,0.5
2019,20 to 24 years,Males,Diseases of heart,1.8
2019,20 to 24 years,Males,Essential hypertension and hypertensive renal disease,0.0
2019,20 to 24 years,Males,Cerebrovascular diseases,0.2
2019,20 to 24 years,Males,Atherosclerosis,0.0
2019,20 to 24 years,Males,Aortic aneurysm and dissection,0.1
2019,20 to 24 years,Males,Chronic lower respiratory diseases,0.1
2019,20 to 24 years,Males,Pneumoconioses and chemical effects,0.0
2019,20 to 24 years,Males,Pneumonitis due to solids and liquids,0.0
2019,20 to 24 years,Females,Malignant neoplasms,2.2
2019,20 to 24 years,Females,Diabetes mellitus,0.3
2019,20 to 24 years,Females,Diseases of heart,1.3
2019,20 to 24 years,Females,Essential hypertension and hypertensive renal disease,0.0
2019,20 to 24 years,Females,Cerebrovascular diseases,0.3
2019,20 to 24 years,Females,Atherosclerosis,0.0
2019,20 to 24 years,Females,Aortic aneurysm and dissection,0.0
2019,20 to 24 years,Females,Chronic lower respiratory diseases,0.2
2019,20 to 24 years,Females,Pneumoconioses and chemical effects,0.0
2019,20 to 24 years,Females,Pneumonitis due to solids and liquids,0.0
2019,25 to 34 years,Both sexes,Malignant neoplasms,6.9
2019,25 to 34 years,Both sexes,Diabetes mellitus,1.0
2019,25 to 34 years,Both sexes,Diseases of heart,2.6
2019,25 to 34 years,Both sexes,Essential hypertension and hypertensive renal disease,0.1
2019,25 to 34 years,Both sexes,Cerebrovascular diseases,0.9
2019,25 to 34 years,Both sexes,Atherosclerosis,0.0
2019,25 to 34 years,Both sexes,Aortic aneurysm and dissection,0.2
2019,25 to 34 years,Both sexes,Chronic lower respiratory diseases,0.2
2019,25 to 34 years,Both sexes,Pneumoconioses and chemical effects,0.0
2019,25 to 34 years,Both sexes,Pneumonitis due to solids and liquids,0.1
2019,25 to 34 years,Males,Malignant neoplasms,7.4
2019,25 to 34 years,Males,Diabetes mellitus,1.2
2019,25 to 34 years,Males,Diseases of heart,3.2
2019,25 to 34 years,Males,Essential hypertension and hypertensive renal disease,0.2
2019,25 to 34 years,Males,Cerebrovascular diseases,0.9
2019,25 to 34 years,Males,Atherosclerosis,0.0
2019,25 to 34 years,Males,Aortic aneurysm and dissection,0.3
2019,25 to 34 years,Males,Chronic lower respiratory diseases,0.3
2019,25 to 34 years,Males,Pneumoconioses and chemical effects,0.0
2019,25 to 34 years,Males,Pneumonitis due to solids and liquids,0.1
2019,25 to 34 years,Females,Malignant neoplasms,6.4
2019,25 to 34 years,Females,Diabetes mellitus,0.7
2019,25 to 34 years,Females,Diseases of heart,2.0
2019,25 to 34 years,Females,Essential hypertension and hypertensive renal disease,0.0
2019,25 to 34 years,Females,Cerebrovascular diseases,0.9
2019,25 to 34 years,Females,Atherosclerosis,0.1
2019,25 to 34 years,Females,Aortic aneurysm and dissection,0.2
2019,25 to 34 years,Females,Chronic lower respiratory diseases,0.2
2019,25 to 34 years,Females,Pneumoconioses and chemical effects,0.0
2019,25 to 34 years,Females,Pneumonitis due to solids and liquids,0.2
2019,25 to 29 years,Both sexes,Malignant neoplasms,4.1
2019,25 to 29 years,Both sexes,Diabetes mellitus,0.6
2019,25 to 29 years,Both sexes,Diseases of heart,1.9
2019,25 to 29 years,Both sexes,Essential hypertension and hypertensive renal disease,0.0
2019,25 to 29 years,Both sexes,Cerebrovascular diseases,0.6
2019,25 to 29 years,Both sexes,Atherosclerosis,0.0
2019,25 to 29 years,Both sexes,Aortic aneurysm and dissection,0.1
2019,25 to 29 years,Both sexes,Chronic lower respiratory diseases,0.2
2019,25 to 29 years,Both sexes,Pneumoconioses and chemical effects,0.0
2019,25 to 29 years,Both sexes,Pneumonitis due to solids and liquids,0.1
2019,25 to 29 years,Males,Malignant neoplasms,5.2
2019,25 to 29 years,Males,Diabetes mellitus,0.7
2019,25 to 29 years,Males,Diseases of heart,2.4
2019,25 to 29 years,Males,Essential hypertension and hypertensive renal disease,0.0
2019,25 to 29 years,Males,Cerebrovascular diseases,0.7
2019,25 to 29 years,Males,Atherosclerosis,0.0
2019,25 to 29 years,Males,Aortic aneurysm and dissection,0.1
2019,25 to 29 years,Males,Chronic lower respiratory diseases,0.3
2019,25 to 29 years,Males,Pneumoconioses and chemical effects,0.0
2019,25 to 29 years,Males,Pneumonitis due to solids and liquids,0.1
2019,25 to 29 years,Females,Malignant neoplasms,2.8
2019,25 to 29 years,Females,Diabetes mellitus,0.5
2019,25 to 29 years,Females,Diseases of heart,1.3
2019,25 to 29 years,Females,Essential hypertension and hypertensive renal disease,0.0
2019,25 to 29 years,Females,Cerebrovascular diseases,0.6
2019,25 to 29 years,Females,Atherosclerosis,0.0
2019,25 to 29 years,Females,Aortic aneurysm and dissection,0.0
2019,25 to 29 years,Females,Chronic lower respiratory diseases,0.1
2019,25 to 29 years,Females,Pneumoconioses and chemical effects,0.0
2019,25 to 29 years,Females,Pneumonitis due to solids and liquids,0.1
2019,30 to 34 years,Both sexes,Malignant neoplasms,9.8
2019,30 to 34 years,Both sexes,Diabetes mellitus,1.4
2019,30 to 34 years,Both sexes,Diseases of heart,3.3
2019,30 to 34 years,Both sexes,Essential hypertension and hypertensive renal disease,0.1
2019,30 to 34 years,Both sexes,Cerebrovascular diseases,1.2
2019,30 to 34 years,Both sexes,Atherosclerosis,0.0
2019,30 to 34 years,Both sexes,Aortic aneurysm and dissection,0.3
2019,30 to 34 years,Both sexes,Chronic lower respiratory diseases,0.3
2019,30 to 34 years,Both sexes,Pneumoconioses and chemical effects,0.0
2019,30 to 34 years,Both sexes,Pneumonitis due to solids and liquids,0.2
2019,30 to 34 years,Males,Malignant neoplasms,9.6
2019,30 to 34 years,Males,Diabetes mellitus,1.8
2019,30 to 34 years,Males,Diseases of heart,3.9
2019,30 to 34 years,Males,Essential hypertension and hypertensive renal disease,0.2
2019,30 to 34 years,Males,Cerebrovascular diseases,1.1
2019,30 to 34 years,Males,Atherosclerosis,0.0
2019,30 to 34 years,Males,Aortic aneurysm and dissection,0.5
2019,30 to 34 years,Males,Chronic lower respiratory diseases,0.4
2019,30 to 34 years,Males,Pneumoconioses and chemical effects,0.0
2019,30 to 34 years,Males,Pneumonitis due to solids and liquids,0.1
2019,30 to 34 years,Females,Malignant neoplasms,10.0
2019,30 to 34 years,Females,Diabetes mellitus,0.9
2019,30 to 34 years,Females,Diseases of heart,2.6
2019,30 to 34 years,Females,Essential hypertension and hypertensive renal disease,0.0
2019,30 to 34 years,Females,Cerebrovascular diseases,1.2
2019,30 to 34 years,Females,Atherosclerosis,0.1
2019,30 to 34 years,Females,Aortic aneurysm and dissection,0.2
2019,30 to 34 years,Females,Chronic lower respiratory diseases,0.2
2019,30 to 34 years,Females,Pneumoconioses and chemical effects,0.0
2019,30 to 34 years,Females,Pneumonitis due to solids and liquids,0.2
2019,35 to 44 years,Both sexes,Malignant neoplasms,21.9
2019,35 to 44 years,Both sexes,Diabetes mellitus,2.4
2019,35 to 44 years,Both sexes,Diseases of heart,9.6
2019,35 to 44 years,Both sexes,Essential hypertension and hypertensive renal disease,0.1
2019,35 to 44 years,Both sexes,Cerebrovascular diseases,2.0
2019,35 to 44 years,Both sexes,Atherosclerosis,0.0
2019,35 to 44 years,Both sexes,Aortic aneurysm and dissection,0.6
2019,35 to 44 years,Both sexes,Chronic lower respiratory diseases,0.4
2019,35 to 44 years,Both sexes,Pneumoconioses and chemical effects,0.0
2019,35 to 44 years,Both sexes,Pneumonitis due to solids and liquids,0.1
2019,35 to 44 years,Males,Malignant neoplasms,18.8
2019,35 to 44 years,Males,Diabetes mellitus,3.1
2019,35 to 44 years,Males,Diseases of heart,14.2
2019,35 to 44 years,Males,Essential hypertension and hypertensive renal disease,0.2
2019,35 to 44 years,Males,Cerebrovascular diseases,2.1
2019,35 to 44 years,Males,Atherosclerosis,0.0
2019,35 to 44 years,Males,Aortic aneurysm and dissection,1.0
2019,35 to 44 years,Males,Chronic lower respiratory diseases,0.2
2019,35 to 44 years,Males,Pneumoconioses and chemical effects,0.0
2019,35 to 44 years,Males,Pneumonitis due to solids and liquids,0.2
2019,35 to 44 years,Females,Malignant neoplasms,25.0
2019,35 to 44 years,Females,Diabetes mellitus,1.8
2019,35 to 44 years,Females,Diseases of heart,5.1
2019,35 to 44 years,Females,Essential hypertension and hypertensive renal disease,0.2
2019,35 to 44 years,Females,Cerebrovascular diseases,1.9
2019,35 to 44 years,Females,Atherosclerosis,0.0
2019,35 to 44 years,Females,Aortic aneurysm and dissection,0.1
2019,35 to 44 years,Females,Chronic lower respiratory diseases,0.6
2019,35 to 44 years,Females,Pneumoconioses and chemical effects,0.0
2019,35 to 44 years,Females,Pneumonitis due to solids and liquids,0.0
2019,35 to 39 years,Both sexes,Malignant neoplasms,14.8
2019,35 to 39 years,Both sexes,Diabetes mellitus,1.7
2019,35 to 39 years,Both sexes,Diseases of heart,6.8
2019,35 to 39 years,Both sexes,Essential hypertension and hypertensive renal disease,0.0
2019,35 to 39 years,Both sexes,Cerebrovascular diseases,1.5
2019,35 to 39 years,Both sexes,Atherosclerosis,0.0
2019,35 to 39 years,Both sexes,Aortic aneurysm and dissection,0.5
2019,35 to 39 years,Both sexes,Chronic lower respiratory diseases,0.3
2019,35 to 39 years,Both sexes,Pneumoconioses and chemical effects,0.0
2019,35 to 39 years,Both sexes,Pneumonitis due to solids and liquids,0.0
2019,35 to 39 years,Males,Malignant neoplasms,13.3
2019,35 to 39 years,Males,Diabetes mellitus,1.6
2019,35 to 39 years,Males,Diseases of heart,9.9
2019,35 to 39 years,Males,Essential hypertension and hypertensive renal disease,0.1
2019,35 to 39 years,Males,Cerebrovascular diseases,1.6
2019,35 to 39 years,Males,Atherosclerosis,0.0
2019,35 to 39 years,Males,Aortic aneurysm and dissection,0.9
2019,35 to 39 years,Males,Chronic lower respiratory diseases,0.2
2019,35 to 39 years,Males,Pneumoconioses and chemical effects,0.0
2019,35 to 39 years,Males,Pneumonitis due to solids and liquids,0.1
2019,35 to 39 years,Females,Malignant neoplasms,16.4
2019,35 to 39 years,Females,Diabetes mellitus,1.8
2019,35 to 39 years,Females,Diseases of heart,3.8
2019,35 to 39 years,Females,Essential hypertension and hypertensive renal disease,0.0
2019,35 to 39 years,Females,Cerebrovascular diseases,1.5
2019,35 to 39 years,Females,Atherosclerosis,0.0
2019,35 to 39 years,Females,Aortic aneurysm and dissection,0.1
2019,35 to 39 years,Females,Chronic lower respiratory diseases,0.3
2019,35 to 39 years,Females,Pneumoconioses and chemical effects,0.0
2019,35 to 39 years,Females,Pneumonitis due to solids and liquids,0.0
2019,40 to 44 years,Both sexes,Malignant neoplasms,29.5
2019,40 to 44 years,Both sexes,Diabetes mellitus,3.2
2019,40 to 44 years,Both sexes,Diseases of heart,12.6
2019,40 to 44 years,Both sexes,Essential hypertension and hypertensive renal disease,0.2
2019,40 to 44 years,Both sexes,Cerebrovascular diseases,2.5
2019,40 to 44 years,Both sexes,Atherosclerosis,0.0
2019,40 to 44 years,Both sexes,Aortic aneurysm and dissection,0.7
2019,40 to 44 years,Both sexes,Chronic lower respiratory diseases,0.5
2019,40 to 44 years,Both sexes,Pneumoconioses and chemical effects,0.0
2019,40 to 44 years,Both sexes,Pneumonitis due to solids and liquids,0.2
2019,40 to 44 years,Males,Malignant neoplasms,24.7
2019,40 to 44 years,Males,Diabetes mellitus,4.7
2019,40 to 44 years,Males,Diseases of heart,18.9
2019,40 to 44 years,Males,Essential hypertension and hypertensive renal disease,0.3
2019,40 to 44 years,Males,Cerebrovascular diseases,2.7
2019,40 to 44 years,Males,Atherosclerosis,0.0
2019,40 to 44 years,Males,Aortic aneurysm and dissection,1.2
2019,40 to 44 years,Males,Chronic lower respiratory diseases,0.1
