Year,Géographie,GeoCode,Sexe,Groupe d'âge,Skill,Niveau de compétence,Value
2012,Nouveau-Brunswick,13,Les deux sexes,16 to 24 years,Literacy,3 or above,40.6
2012,Nouveau-Brunswick,13,Les deux sexes,16 to 24 years,Numeracy,3 or above,32.1
2012,Nouveau-Brunswick,13,Les deux sexes,25 à 34 ans,Literacy,3 or above,61.8
2012,Nouveau-Brunswick,13,Les deux sexes,25 à 34 ans,Numeracy,3 or above,49.2
2012,Nouveau-Brunswick,13,Les deux sexes,35 à 44 ans,Literacy,3 or above,56.9
2012,Nouveau-Brunswick,13,Les deux sexes,35 à 44 ans,Numeracy,3 or above,44.3
2012,Nouveau-Brunswick,13,Les deux sexes,45 à 54 ans,Literacy,3 or above,42.5
2012,Nouveau-Brunswick,13,Les deux sexes,45 à 54 ans,Numeracy,3 or above,35.9
2012,Nouveau-Brunswick,13,Les deux sexes,55 to 65 years,Literacy,3 or above,35.6
2012,Nouveau-Brunswick,13,Les deux sexes,55 to 65 years,Numeracy,3 or above,26.8
2012,Nouveau-Brunswick,13,Hommes,Total age groups,Literacy,3 or above,46.2
2012,Nouveau-Brunswick,13,Hommes,Total age groups,Numeracy,3 or above,41.9
2012,Nouveau-Brunswick,13,Hommes,16 to 24 years,Literacy,3 or above,37.5
2012,Nouveau-Brunswick,13,Hommes,16 to 24 years,Numeracy,3 or above,32.3
2012,Nouveau-Brunswick,13,Hommes,25 à 34 ans,Literacy,3 or above,65.6
2012,Nouveau-Brunswick,13,Hommes,25 à 34 ans,Numeracy,3 or above,59.8
2012,Nouveau-Brunswick,13,Hommes,35 à 44 ans,Literacy,3 or above,57.6
2012,Nouveau-Brunswick,13,Hommes,35 à 44 ans,Numeracy,3 or above,51.6
2012,Nouveau-Brunswick,13,Hommes,45 à 54 ans,Literacy,3 or above,37.5
2012,Nouveau-Brunswick,13,Hommes,45 à 54 ans,Numeracy,3 or above,36.0
2012,Nouveau-Brunswick,13,Hommes,55 to 65 years,Literacy,3 or above,38.0
2012,Nouveau-Brunswick,13,Hommes,55 to 65 years,Numeracy,3 or above,34.1
2012,Nouveau-Brunswick,13,Femmes,Total age groups,Literacy,3 or above,46.9
2012,Nouveau-Brunswick,13,Femmes,Total age groups,Numeracy,3 or above,32.1
2012,Nouveau-Brunswick,13,Femmes,16 to 24 years,Literacy,3 or above,43.9
2012,Nouveau-Brunswick,13,Femmes,16 to 24 years,Numeracy,3 or above,31.9
2012,Nouveau-Brunswick,13,Femmes,25 à 34 ans,Literacy,3 or above,58.3
2012,Nouveau-Brunswick,13,Femmes,25 à 34 ans,Numeracy,3 or above,39.2
2012,Nouveau-Brunswick,13,Femmes,35 à 44 ans,Literacy,3 or above,56.1
2012,Nouveau-Brunswick,13,Femmes,35 à 44 ans,Numeracy,3 or above,37.1
2012,Nouveau-Brunswick,13,Femmes,45 à 54 ans,Literacy,3 or above,47.3
2012,Nouveau-Brunswick,13,Femmes,45 à 54 ans,Numeracy,3 or above,35.9
2012,Nouveau-Brunswick,13,Femmes,55 to 65 years,Literacy,3 or above,33.2
2012,Nouveau-Brunswick,13,Femmes,55 to 65 years,Numeracy,3 or above,19.9
2012,Québec,24,Les deux sexes,Total age groups,Literacy,3 or above,46.8
2012,Québec,24,Les deux sexes,Total age groups,Numeracy,3 or above,43.9
2012,Québec,24,Les deux sexes,16 to 24 years,Literacy,3 or above,51.3
2012,Québec,24,Les deux sexes,16 to 24 years,Numeracy,3 or above,50.0
2012,Québec,24,Les deux sexes,25 à 34 ans,Literacy,3 or above,60.3
2012,Québec,24,Les deux sexes,25 à 34 ans,Numeracy,3 or above,56.5
2012,Québec,24,Les deux sexes,35 à 44 ans,Literacy,3 or above,55.3
2012,Québec,24,Les deux sexes,35 à 44 ans,Numeracy,3 or above,50.7
2012,Québec,24,Les deux sexes,45 à 54 ans,Literacy,3 or above,40.1
2012,Québec,24,Les deux sexes,45 à 54 ans,Numeracy,3 or above,38.3
2012,Québec,24,Les deux sexes,55 to 65 years,Literacy,3 or above,30.7
2012,Québec,24,Les deux sexes,55 to 65 years,Numeracy,3 or above,27.8
2012,Québec,24,Hommes,Total age groups,Literacy,3 or above,47.7
2012,Québec,24,Hommes,Total age groups,Numeracy,3 or above,48.6
2012,Québec,24,Hommes,16 to 24 years,Literacy,3 or above,47.7
2012,Québec,24,Hommes,16 to 24 years,Numeracy,3 or above,49.5
2012,Québec,24,Hommes,25 à 34 ans,Literacy,3 or above,59.5
2012,Québec,24,Hommes,25 à 34 ans,Numeracy,3 or above,60.0
2012,Québec,24,Hommes,35 à 44 ans,Literacy,3 or above,56.8
2012,Québec,24,Hommes,35 à 44 ans,Numeracy,3 or above,55.7
2012,Québec,24,Hommes,45 à 54 ans,Literacy,3 or above,42.8
2012,Québec,24,Hommes,45 à 54 ans,Numeracy,3 or above,45.1
2012,Québec,24,Hommes,55 to 65 years,Literacy,3 or above,33.6
2012,Québec,24,Hommes,55 to 65 years,Numeracy,3 or above,34.5
2012,Québec,24,Femmes,Total age groups,Literacy,3 or above,45.9
2012,Québec,24,Femmes,Total age groups,Numeracy,3 or above,39.1
2012,Québec,24,Femmes,16 to 24 years,Literacy,3 or above,55.1
2012,Québec,24,Femmes,16 to 24 years,Numeracy,3 or above,50.5
2012,Québec,24,Femmes,25 à 34 ans,Literacy,3 or above,61.3
2012,Québec,24,Femmes,25 à 34 ans,Numeracy,3 or above,52.9
2012,Québec,24,Femmes,35 à 44 ans,Literacy,3 or above,53.9
2012,Québec,24,Femmes,35 à 44 ans,Numeracy,3 or above,45.5
2012,Québec,24,Femmes,45 à 54 ans,Literacy,3 or above,37.3
2012,Québec,24,Femmes,45 à 54 ans,Numeracy,3 or above,31.3
2012,Québec,24,Femmes,55 to 65 years,Literacy,3 or above,28.0
2012,Québec,24,Femmes,55 to 65 years,Numeracy,3 or above,21.3
2012,Ontario,35,Les deux sexes,Total age groups,Literacy,3 or above,53.2
2012,Ontario,35,Les deux sexes,Total age groups,Numeracy,3 or above,46.2
2012,Ontario,35,Les deux sexes,16 to 24 years,Literacy,3 or above,55.8
2012,Ontario,35,Les deux sexes,16 to 24 years,Numeracy,3 or above,46.7
2012,Ontario,35,Les deux sexes,25 à 34 ans,Literacy,3 or above,58.9
2012,Ontario,35,Les deux sexes,25 à 34 ans,Numeracy,3 or above,51.8
2012,Ontario,35,Les deux sexes,35 à 44 ans,Literacy,3 or above,58.3
2012,Ontario,35,Les deux sexes,35 à 44 ans,Numeracy,3 or above,51.3
2012,Ontario,35,Les deux sexes,45 à 54 ans,Literacy,3 or above,50.1
2012,Ontario,35,Les deux sexes,45 à 54 ans,Numeracy,3 or above,45.5
2012,Ontario,35,Les deux sexes,55 to 65 years,Literacy,3 or above,43.5
2012,Ontario,35,Les deux sexes,55 to 65 years,Numeracy,3 or above,35.5
2012,Ontario,35,Hommes,Total age groups,Literacy,3 or above,54.3
2012,Ontario,35,Hommes,Total age groups,Numeracy,3 or above,52.9
2012,Ontario,35,Hommes,16 to 24 years,Literacy,3 or above,56.1
2012,Ontario,35,Hommes,16 to 24 years,Numeracy,3 or above,52.5
2012,Ontario,35,Hommes,25 à 34 ans,Literacy,3 or above,59.7
2012,Ontario,35,Hommes,25 à 34 ans,Numeracy,3 or above,57.3
2012,Ontario,35,Hommes,35 à 44 ans,Literacy,3 or above,60.0
2012,Ontario,35,Hommes,35 à 44 ans,Numeracy,3 or above,60.1
2012,Ontario,35,Hommes,45 à 54 ans,Literacy,3 or above,52.1
2012,Ontario,35,Hommes,45 à 54 ans,Numeracy,3 or above,52.6
2012,Ontario,35,Hommes,55 to 65 years,Literacy,3 or above,44.0
2012,Ontario,35,Hommes,55 to 65 years,Numeracy,3 or above,42.1
2012,Ontario,35,Femmes,Total age groups,Literacy,3 or above,52.1
2012,Ontario,35,Femmes,Total age groups,Numeracy,3 or above,39.5
2012,Ontario,35,Femmes,16 to 24 years,Literacy,3 or above,55.5
2012,Ontario,35,Femmes,16 to 24 years,Numeracy,3 or above,40.8
2012,Ontario,35,Femmes,25 à 34 ans,Literacy,3 or above,58.2
2012,Ontario,35,Femmes,25 à 34 ans,Numeracy,3 or above,46.5
2012,Ontario,35,Femmes,35 à 44 ans,Literacy,3 or above,56.7
2012,Ontario,35,Femmes,35 à 44 ans,Numeracy,3 or above,42.8
2012,Ontario,35,Femmes,45 à 54 ans,Literacy,3 or above,48.0
2012,Ontario,35,Femmes,45 à 54 ans,Numeracy,3 or above,38.2
2012,Ontario,35,Femmes,55 to 65 years,Literacy,3 or above,43.0
2012,Ontario,35,Femmes,55 to 65 years,Numeracy,3 or above,29.2
2012,Manitoba,46,Les deux sexes,Total age groups,Literacy,3 or above,51.7
2012,Manitoba,46,Les deux sexes,Total age groups,Numeracy,3 or above,45.2
2012,Manitoba,46,Les deux sexes,16 to 24 years,Literacy,3 or above,50.5
2012,Manitoba,46,Les deux sexes,16 to 24 years,Numeracy,3 or above,44.9
2012,Manitoba,46,Les deux sexes,25 à 34 ans,Literacy,3 or above,59.4
2012,Manitoba,46,Les deux sexes,25 à 34 ans,Numeracy,3 or above,52.0
2012,Manitoba,46,Les deux sexes,35 à 44 ans,Literacy,3 or above,55.0
2012,Manitoba,46,Les deux sexes,35 à 44 ans,Numeracy,3 or above,50.3
2012,Manitoba,46,Les deux sexes,45 à 54 ans,Literacy,3 or above,49.3
2012,Manitoba,46,Les deux sexes,45 à 54 ans,Numeracy,3 or above,44.3
2012,Manitoba,46,Les deux sexes,55 to 65 years,Literacy,3 or above,44.7
2012,Manitoba,46,Les deux sexes,55 to 65 years,Numeracy,3 or above,35.0
2012,Manitoba,46,Hommes,Total age groups,Literacy,3 or above,49.5
2012,Manitoba,46,Hommes,Total age groups,Numeracy,3 or above,48.0
2012,Manitoba,46,Hommes,16 to 24 years,Literacy,3 or above,49.1
2012,Manitoba,46,Hommes,16 to 24 years,Numeracy,3 or above,48.7
2012,Manitoba,46,Hommes,25 à 34 ans,Literacy,3 or above,51.2
2012,Manitoba,46,Hommes,25 à 34 ans,Numeracy,3 or above,53.5
2012,Manitoba,46,Hommes,35 à 44 ans,Literacy,3 or above,55.1
2012,Manitoba,46,Hommes,35 à 44 ans,Numeracy,3 or above,54.0
2012,Manitoba,46,Hommes,45 à 54 ans,Literacy,3 or above,45.9
2012,Manitoba,46,Hommes,45 à 54 ans,Numeracy,3 or above,44.5
2012,Manitoba,46,Hommes,55 to 65 years,Literacy,3 or above,46.9
2012,Manitoba,46,Hommes,55 to 65 years,Numeracy,3 or above,39.8
2012,Manitoba,46,Femmes,Total age groups,Literacy,3 or above,53.9
2012,Manitoba,46,Femmes,Total age groups,Numeracy,3 or above,42.5
2012,Manitoba,46,Femmes,16 to 24 years,Literacy,3 or above,51.9
2012,Manitoba,46,Femmes,16 to 24 years,Numeracy,3 or above,40.9
2012,Manitoba,46,Femmes,25 à 34 ans,Literacy,3 or above,67.7
2012,Manitoba,46,Femmes,25 à 34 ans,Numeracy,3 or above,50.6
2012,Manitoba,46,Femmes,35 à 44 ans,Literacy,3 or above,54.9
2012,Manitoba,46,Femmes,35 à 44 ans,Numeracy,3 or above,46.6
2012,Manitoba,46,Femmes,45 à 54 ans,Literacy,3 or above,52.6
2012,Manitoba,46,Femmes,45 à 54 ans,Numeracy,3 or above,44.2
2012,Manitoba,46,Femmes,55 to 65 years,Literacy,3 or above,42.5
2012,Manitoba,46,Femmes,55 to 65 years,Numeracy,3 or above,30.3
2012,Saskatchewan,47,Les deux sexes,Total age groups,Literacy,3 or above,50.1
2012,Saskatchewan,47,Les deux sexes,Total age groups,Numeracy,3 or above,43.5
2012,Saskatchewan,47,Les deux sexes,16 to 24 years,Literacy,3 or above,46.0
2012,Saskatchewan,47,Les deux sexes,16 to 24 years,Numeracy,3 or above,38.0
2012,Saskatchewan,47,Les deux sexes,25 à 34 ans,Literacy,3 or above,54.9
2012,Saskatchewan,47,Les deux sexes,25 à 34 ans,Numeracy,3 or above,49.2
2012,Saskatchewan,47,Les deux sexes,35 à 44 ans,Literacy,3 or above,56.7
2012,Saskatchewan,47,Les deux sexes,35 à 44 ans,Numeracy,3 or above,52.7
2012,Saskatchewan,47,Les deux sexes,45 à 54 ans,Literacy,3 or above,49.8
2012,Saskatchewan,47,Les deux sexes,45 à 54 ans,Numeracy,3 or above,43.5
2012,Saskatchewan,47,Les deux sexes,55 to 65 years,Literacy,3 or above,43.6
2012,Saskatchewan,47,Les deux sexes,55 to 65 years,Numeracy,3 or above,34.5
2012,Saskatchewan,47,Hommes,Total age groups,Literacy,3 or above,48.4
2012,Saskatchewan,47,Hommes,Total age groups,Numeracy,3 or above,48.0
2012,Saskatchewan,47,Hommes,16 to 24 years,Literacy,3 or above,44.8
2012,Saskatchewan,47,Hommes,16 to 24 years,Numeracy,3 or above,42.7
2012,Saskatchewan,47,Hommes,25 à 34 ans,Literacy,3 or above,52.8
2012,Saskatchewan,47,Hommes,25 à 34 ans,Numeracy,3 or above,53.1
2012,Saskatchewan,47,Hommes,35 à 44 ans,Literacy,3 or above,53.4
2012,Saskatchewan,47,Hommes,35 à 44 ans,Numeracy,3 or above,58.1
2012,Saskatchewan,47,Hommes,45 à 54 ans,Literacy,3 or above,49.9
2012,Saskatchewan,47,Hommes,45 à 54 ans,Numeracy,3 or above,47.3
2012,Saskatchewan,47,Hommes,55 to 65 years,Literacy,3 or above,41.1
2012,Saskatchewan,47,Hommes,55 to 65 years,Numeracy,3 or above,39.5
2012,Saskatchewan,47,Femmes,Total age groups,Literacy,3 or above,51.9
2012,Saskatchewan,47,Femmes,Total age groups,Numeracy,3 or above,38.9
2012,Saskatchewan,47,Femmes,16 to 24 years,Literacy,3 or above,47.4
2012,Saskatchewan,47,Femmes,16 to 24 years,Numeracy,3 or above,33.0
2012,Saskatchewan,47,Femmes,25 à 34 ans,Literacy,3 or above,57.1
2012,Saskatchewan,47,Femmes,25 à 34 ans,Numeracy,3 or above,45.3
2012,Saskatchewan,47,Femmes,35 à 44 ans,Literacy,3 or above,60.1
2012,Saskatchewan,47,Femmes,35 à 44 ans,Numeracy,3 or above,47.3
2012,Saskatchewan,47,Femmes,45 à 54 ans,Literacy,3 or above,49.6
2012,Saskatchewan,47,Femmes,45 à 54 ans,Numeracy,3 or above,39.6
2012,Saskatchewan,47,Femmes,55 to 65 years,Literacy,3 or above,45.9
2012,Saskatchewan,47,Femmes,55 to 65 years,Numeracy,3 or above,29.5
2012,Alberta,48,Les deux sexes,Total age groups,Literacy,3 or above,55.1
2012,Alberta,48,Les deux sexes,Total age groups,Numeracy,3 or above,47.3
2012,Alberta,48,Les deux sexes,16 to 24 years,Literacy,3 or above,55.3
2012,Alberta,48,Les deux sexes,16 to 24 years,Numeracy,3 or above,46.6
2012,Alberta,48,Les deux sexes,25 à 34 ans,Literacy,3 or above,63.5
2012,Alberta,48,Les deux sexes,25 à 34 ans,Numeracy,3 or above,53.7
2012,Alberta,48,Les deux sexes,35 à 44 ans,Literacy,3 or above,59.3
2012,Alberta,48,Les deux sexes,35 à 44 ans,Numeracy,3 or above,49.9
2012,Alberta,48,Les deux sexes,45 à 54 ans,Literacy,3 or above,51.7
2012,Alberta,48,Les deux sexes,45 à 54 ans,Numeracy,3 or above,47.0
2012,Alberta,48,Les deux sexes,55 to 65 years,Literacy,3 or above,43.1
2012,Alberta,48,Les deux sexes,55 to 65 years,Numeracy,3 or above,37.1
2012,Alberta,48,Hommes,Total age groups,Literacy,3 or above,56.6
2012,Alberta,48,Hommes,Total age groups,Numeracy,3 or above,53.7
2012,Alberta,48,Hommes,16 to 24 years,Literacy,3 or above,56.4
2012,Alberta,48,Hommes,16 to 24 years,Numeracy,3 or above,50.9
2012,Alberta,48,Hommes,25 à 34 ans,Literacy,3 or above,64.8
2012,Alberta,48,Hommes,25 à 34 ans,Numeracy,3 or above,58.6
2012,Alberta,48,Hommes,35 à 44 ans,Literacy,3 or above,58.2
2012,Alberta,48,Hommes,35 à 44 ans,Numeracy,3 or above,53.3
2012,Alberta,48,Hommes,45 à 54 ans,Literacy,3 or above,54.3
2012,Alberta,48,Hommes,45 à 54 ans,Numeracy,3 or above,56.2
2012,Alberta,48,Hommes,55 to 65 years,Literacy,3 or above,46.4
2012,Alberta,48,Hommes,55 to 65 years,Numeracy,3 or above,47.2
2012,Alberta,48,Femmes,Total age groups,Literacy,3 or above,53.5
2012,Alberta,48,Femmes,Total age groups,Numeracy,3 or above,40.6
2012,Alberta,48,Femmes,16 to 24 years,Literacy,3 or above,54.2
2012,Alberta,48,Femmes,16 to 24 years,Numeracy,3 or above,41.9
2012,Alberta,48,Femmes,25 à 34 ans,Literacy,3 or above,61.9
2012,Alberta,48,Femmes,25 à 34 ans,Numeracy,3 or above,48.5
2012,Alberta,48,Femmes,35 à 44 ans,Literacy,3 or above,60.5
2012,Alberta,48,Femmes,35 à 44 ans,Numeracy,3 or above,46.3
2012,Alberta,48,Femmes,45 à 54 ans,Literacy,3 or above,48.9
2012,Alberta,48,Femmes,45 à 54 ans,Numeracy,3 or above,37.3
2012,Alberta,48,Femmes,55 to 65 years,Literacy,3 or above,39.8
2012,Alberta,48,Femmes,55 to 65 years,Numeracy,3 or above,26.9
2012,Colombie-Britannique,59,Les deux sexes,Total age groups,Literacy,3 or above,54.1
2012,Colombie-Britannique,59,Les deux sexes,Total age groups,Numeracy,3 or above,47.7
2012,Colombie-Britannique,59,Les deux sexes,16 to 24 years,Literacy,3 or above,56.8
2012,Colombie-Britannique,59,Les deux sexes,16 to 24 years,Numeracy,3 or above,47.7
2012,Colombie-Britannique,59,Les deux sexes,25 à 34 ans,Literacy,3 or above,60.9
2012,Colombie-Britannique,59,Les deux sexes,25 à 34 ans,Numeracy,3 or above,54.8
2012,Colombie-Britannique,59,Les deux sexes,35 à 44 ans,Literacy,3 or above,59.3
2012,Colombie-Britannique,59,Les deux sexes,35 à 44 ans,Numeracy,3 or above,53.7
2012,Colombie-Britannique,59,Les deux sexes,45 à 54 ans,Literacy,3 or above,47.8
2012,Colombie-Britannique,59,Les deux sexes,45 à 54 ans,Numeracy,3 or above,40.0
2012,Colombie-Britannique,59,Les deux sexes,55 to 65 years,Literacy,3 or above,47.8
2012,Colombie-Britannique,59,Les deux sexes,55 to 65 years,Numeracy,3 or above,43.8
2012,Colombie-Britannique,59,Hommes,Total age groups,Literacy,3 or above,55.8
2012,Colombie-Britannique,59,Hommes,Total age groups,Numeracy,3 or above,53.0
2012,Colombie-Britannique,59,Hommes,16 to 24 years,Literacy,3 or above,55.9
2012,Colombie-Britannique,59,Hommes,16 to 24 years,Numeracy,3 or above,49.8
2012,Colombie-Britannique,59,Hommes,25 à 34 ans,Literacy,3 or above,57.8
2012,Colombie-Britannique,59,Hommes,25 à 34 ans,Numeracy,3 or above,56.4
2012,Colombie-Britannique,59,Hommes,35 à 44 ans,Literacy,3 or above,55.9
2012,Colombie-Britannique,59,Hommes,35 à 44 ans,Numeracy,3 or above,56.4
2012,Colombie-Britannique,59,Hommes,45 à 54 ans,Literacy,3 or above,54.1
2012,Colombie-Britannique,59,Hommes,45 à 54 ans,Numeracy,3 or above,47.6
2012,Colombie-Britannique,59,Hommes,55 to 65 years,Literacy,3 or above,55.6
2012,Colombie-Britannique,59,Hommes,55 to 65 years,Numeracy,3 or above,55.4
2012,Colombie-Britannique,59,Femmes,Total age groups,Literacy,3 or above,52.5
2012,Colombie-Britannique,59,Femmes,Total age groups,Numeracy,3 or above,42.3
2012,Colombie-Britannique,59,Femmes,16 to 24 years,Literacy,3 or above,57.6
2012,Colombie-Britannique,59,Femmes,16 to 24 years,Numeracy,3 or above,45.5
2012,Colombie-Britannique,59,Femmes,25 à 34 ans,Literacy,3 or above,64.1
2012,Colombie-Britannique,59,Femmes,25 à 34 ans,Numeracy,3 or above,53.1
2012,Colombie-Britannique,59,Femmes,35 à 44 ans,Literacy,3 or above,62.6
2012,Colombie-Britannique,59,Femmes,35 à 44 ans,Numeracy,3 or above,51.0
2012,Colombie-Britannique,59,Femmes,45 à 54 ans,Literacy,3 or above,41.7
2012,Colombie-Britannique,59,Femmes,45 à 54 ans,Numeracy,3 or above,32.6
2012,Colombie-Britannique,59,Femmes,55 to 65 years,Literacy,3 or above,40.2
2012,Colombie-Britannique,59,Femmes,55 to 65 years,Numeracy,3 or above,32.6
2012,Yukon,60,Les deux sexes,Total age groups,Literacy,3 or above,55.7
2012,Yukon,60,Les deux sexes,Total age groups,Numeracy,3 or above,44.2
2012,Yukon,60,Les deux sexes,16 to 24 years,Literacy,3 or above,42.4
2012,Yukon,60,Les deux sexes,16 to 24 years,Numeracy,3 or above,35.1
2012,Yukon,60,Les deux sexes,25 à 34 ans,Literacy,3 or above,56.4
2012,Yukon,60,Les deux sexes,25 à 34 ans,Numeracy,3 or above,38.0
2012,Yukon,60,Les deux sexes,35 à 44 ans,Literacy,3 or above,57.9
2012,Yukon,60,Les deux sexes,35 à 44 ans,Numeracy,3 or above,50.4
2012,Yukon,60,Les deux sexes,45 à 54 ans,Literacy,3 or above,64.3
2012,Yukon,60,Les deux sexes,45 à 54 ans,Numeracy,3 or above,51.6
2012,Yukon,60,Les deux sexes,55 to 65 years,Literacy,3 or above,53.0
2012,Yukon,60,Les deux sexes,55 to 65 years,Numeracy,3 or above,42.1
2012,Yukon,60,Hommes,Total age groups,Literacy,3 or above,55.0
2012,Yukon,60,Hommes,Total age groups,Numeracy,3 or above,48.2
2012,Yukon,60,Hommes,16 to 24 years,Literacy,3 or above,51.7
2012,Yukon,60,Hommes,16 to 24 years,Numeracy,3 or above,41.4
2012,Yukon,60,Hommes,25 à 34 ans,Literacy,3 or above,46.2
2012,Yukon,60,Hommes,25 à 34 ans,Numeracy,3 or above,34.2
2012,Yukon,60,Hommes,35 à 44 ans,Literacy,3 or above,61.7
2012,Yukon,60,Hommes,35 à 44 ans,Numeracy,3 or above,58.2
2012,Yukon,60,Hommes,45 à 54 ans,Literacy,3 or above,61.9
2012,Yukon,60,Hommes,45 à 54 ans,Numeracy,3 or above,58.7
2012,Yukon,60,Hommes,55 to 65 years,Literacy,3 or above,51.6
2012,Yukon,60,Hommes,55 to 65 years,Numeracy,3 or above,45.0
2012,Yukon,60,Femmes,Total age groups,Literacy,3 or above,56.3
2012,Yukon,60,Femmes,Total age groups,Numeracy,3 or above,40.2
2012,Yukon,60,Femmes,16 to 24 years,Literacy,3 or above,32.6
2012,Yukon,60,Femmes,16 to 24 years,Numeracy,3 or above,28.5
2012,Yukon,60,Femmes,25 à 34 ans,Literacy,3 or above,66.7
2012,Yukon,60,Femmes,25 à 34 ans,Numeracy,3 or above,41.8
2012,Yukon,60,Femmes,35 à 44 ans,Literacy,3 or above,54.7
2012,Yukon,60,Femmes,35 à 44 ans,Numeracy,3 or above,43.7
2012,Yukon,60,Femmes,45 à 54 ans,Literacy,3 or above,66.7
2012,Yukon,60,Femmes,45 à 54 ans,Numeracy,3 or above,44.4
2012,Yukon,60,Femmes,55 to 65 years,Literacy,3 or above,54.6
2012,Yukon,60,Femmes,55 to 65 years,Numeracy,3 or above,38.9
2012,Territoires du Nord-Ouest,61,Les deux sexes,Total age groups,Literacy,3 or above,36.1
2012,Territoires du Nord-Ouest,61,Les deux sexes,Total age groups,Numeracy,3 or above,30.3
2012,Territoires du Nord-Ouest,61,Les deux sexes,16 to 24 years,Literacy,3 or above,31.5
2012,Territoires du Nord-Ouest,61,Les deux sexes,16 to 24 years,Numeracy,3 or above,26.8
2012,Territoires du Nord-Ouest,61,Les deux sexes,25 à 34 ans,Literacy,3 or above,45.3
2012,Territoires du Nord-Ouest,61,Les deux sexes,25 à 34 ans,Numeracy,3 or above,37.8
2012,Territoires du Nord-Ouest,61,Les deux sexes,35 à 44 ans,Literacy,3 or above,42.3
2012,Territoires du Nord-Ouest,61,Les deux sexes,35 à 44 ans,Numeracy,3 or above,34.2
2012,Territoires du Nord-Ouest,61,Les deux sexes,45 à 54 ans,Literacy,3 or above,29.0
2012,Territoires du Nord-Ouest,61,Les deux sexes,45 à 54 ans,Numeracy,3 or above,24.1
2012,Territoires du Nord-Ouest,61,Les deux sexes,55 to 65 years,Literacy,3 or above,30.0
2012,Territoires du Nord-Ouest,61,Les deux sexes,55 to 65 years,Numeracy,3 or above,26.5
2012,Territoires du Nord-Ouest,61,Hommes,Total age groups,Literacy,3 or above,37.0
2012,Territoires du Nord-Ouest,61,Hommes,Total age groups,Numeracy,3 or above,33.9
2012,Territoires du Nord-Ouest,61,Hommes,16 to 24 years,Literacy,3 or above,31.0
2012,Territoires du Nord-Ouest,61,Hommes,16 to 24 years,Numeracy,3 or above,29.8
2012,Territoires du Nord-Ouest,61,Hommes,25 à 34 ans,Literacy,3 or above,44.3
2012,Territoires du Nord-Ouest,61,Hommes,25 à 34 ans,Numeracy,3 or above,40.0
2012,Territoires du Nord-Ouest,61,Hommes,35 à 44 ans,Literacy,3 or above,46.1
2012,Territoires du Nord-Ouest,61,Hommes,35 à 44 ans,Numeracy,3 or above,39.3
2012,Territoires du Nord-Ouest,61,Hommes,45 à 54 ans,Literacy,3 or above,31.6
2012,Territoires du Nord-Ouest,61,Hommes,45 à 54 ans,Numeracy,3 or above,28.9
2012,Territoires du Nord-Ouest,61,Hommes,55 to 65 years,Literacy,3 or above,30.3
2012,Territoires du Nord-Ouest,61,Hommes,55 to 65 years,Numeracy,3 or above,30.5
2012,Territoires du Nord-Ouest,61,Femmes,Total age groups,Literacy,3 or above,35.3
2012,Territoires du Nord-Ouest,61,Femmes,Total age groups,Numeracy,3 or above,26.4
2012,Territoires du Nord-Ouest,61,Femmes,16 to 24 years,Literacy,3 or above,32.0
2012,Territoires du Nord-Ouest,61,Femmes,16 to 24 years,Numeracy,3 or above,23.4
2012,Territoires du Nord-Ouest,61,Femmes,25 à 34 ans,Literacy,3 or above,46.3
2012,Territoires du Nord-Ouest,61,Femmes,25 à 34 ans,Numeracy,3 or above,35.8
2012,Territoires du Nord-Ouest,61,Femmes,35 à 44 ans,Literacy,3 or above,38.0
2012,Territoires du Nord-Ouest,61,Femmes,35 à 44 ans,Numeracy,3 or above,28.3
2012,Territoires du Nord-Ouest,61,Femmes,45 à 54 ans,Literacy,3 or above,26.4
2012,Territoires du Nord-Ouest,61,Femmes,45 à 54 ans,Numeracy,3 or above,19.5
2012,Territoires du Nord-Ouest,61,Femmes,55 to 65 years,Literacy,3 or above,29.7
2012,Territoires du Nord-Ouest,61,Femmes,55 to 65 years,Numeracy,3 or above,21.5
2012,Nunavut,62,Les deux sexes,Total age groups,Literacy,3 or above,16.9
2012,Nunavut,62,Les deux sexes,Total age groups,Numeracy,3 or above,12.7
2012,Nunavut,62,Les deux sexes,16 to 24 years,Literacy,3 or above,9.3
2012,Nunavut,62,Les deux sexes,16 to 24 years,Numeracy,3 or above,6.8
2012,Nunavut,62,Les deux sexes,25 à 34 ans,Literacy,3 or above,20.9
2012,Nunavut,62,Les deux sexes,25 à 34 ans,Numeracy,3 or above,15.6
2012,Nunavut,62,Les deux sexes,35 à 44 ans,Literacy,3 or above,19.8
2012,Nunavut,62,Les deux sexes,35 à 44 ans,Numeracy,3 or above,15.7
2012,Nunavut,62,Les deux sexes,45 à 54 ans,Literacy,3 or above,18.1
2012,Nunavut,62,Les deux sexes,45 à 54 ans,Numeracy,3 or above,12.9
2012,Nunavut,62,Les deux sexes,55 to 65 years,Literacy,3 or above,18.3
2012,Nunavut,62,Les deux sexes,55 to 65 years,Numeracy,3 or above,14.5
2012,Nunavut,62,Hommes,Total age groups,Literacy,3 or above,16.9
2012,Nunavut,62,Hommes,Total age groups,Numeracy,3 or above,15.3
2012,Nunavut,62,Hommes,16 to 24 years,Literacy,3 or above,8.9
2012,Nunavut,62,Hommes,16 to 24 years,Numeracy,3 or above,8.5
