Year,Series,Catégories de données,Éléments,Pilier,Value
2024,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Sous-score de couverture,,75.0
2024,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Sous-score de couverture,,100.0
2024,Inventaire des données ouvertes (ODIN),Pollution,Sous-score de couverture,,66.7
2024,Inventaire des données ouvertes (ODIN),Environnement bâti,Sous-score de couverture,,50.0
2024,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Sous-score de couverture,,70.0
2024,Inventaire des données ouvertes (ODIN),Toutes les catégories,Sous-score de couverture,,76.6
2016,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Lisible par machine,,0.0
2016,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Santé reproductive,Lisible par machine,,50.0
2016,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Lisible par machine,,50.0
2016,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Lisible par machine,,75.0
2016,Inventaire des données ouvertes (ODIN),Comptes nationaux,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Travail,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Indices de prix,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Monnaie et banque,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Commerce international,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Balance des paiements,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Lisible par machine,,50.0
2016,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Pollution,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Environnement bâti,Lisible par machine,,100.0
2016,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Lisible par machine,,90.0
2016,Inventaire des données ouvertes (ODIN),Toutes les catégories,Lisible par machine,,88.3
2017,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Santé reproductive,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Criminalité et justice,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Comptes nationaux,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Travail,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Indices de prix,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Monnaie et banque,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Commerce international,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Balance des paiements,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Pollution,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Environnement bâti,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Lisible par machine,,100.0
2017,Inventaire des données ouvertes (ODIN),Toutes les catégories,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Lisible par machine,,50.0
2018,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Santé reproductive,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Criminalité et justice,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Lisible par machine,,94.4
2018,Inventaire des données ouvertes (ODIN),Comptes nationaux,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Travail,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Indices de prix,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Monnaie et banque,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Commerce international,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Balance des paiements,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Lisible par machine,,50.0
2018,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Pollution,Lisible par machine,,50.0
2018,Inventaire des données ouvertes (ODIN),Environnement bâti,Lisible par machine,,100.0
2018,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Lisible par machine,,80.0
2018,Inventaire des données ouvertes (ODIN),Toutes les catégories,Lisible par machine,,91.5
2020,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Lisible par machine,,50.0
2020,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Santé reproductive,Lisible par machine,,50.0
2020,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Criminalité et justice,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Lisible par machine,,90.0
2020,Inventaire des données ouvertes (ODIN),Comptes nationaux,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Travail,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Indices de prix,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Monnaie et banque,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Commerce international,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Balance des paiements,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Lisible par machine,,50.0
2020,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Pollution,Lisible par machine,,50.0
2020,Inventaire des données ouvertes (ODIN),Environnement bâti,Lisible par machine,,100.0
2020,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Lisible par machine,,80.0
2020,Inventaire des données ouvertes (ODIN),Toutes les catégories,Lisible par machine,,90.0
2022,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Lisible par machine,,50.0
2022,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Santé reproductive,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Lisible par machine,,50.0
2022,Inventaire des données ouvertes (ODIN),Criminalité et justice,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Lisible par machine,,90.0
2022,Inventaire des données ouvertes (ODIN),Comptes nationaux,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Travail,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Indices de prix,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Monnaie et banque,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Commerce international,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Balance des paiements,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Lisible par machine,,50.0
2022,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Pollution,Lisible par machine,,50.0
2022,Inventaire des données ouvertes (ODIN),Environnement bâti,Lisible par machine,,100.0
2022,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Lisible par machine,,80.0
2022,Inventaire des données ouvertes (ODIN),Toutes les catégories,Lisible par machine,,90.0
2024,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Lisible par machine,,50.0
2024,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Santé reproductive,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Lisible par machine,,50.0
2024,Inventaire des données ouvertes (ODIN),Criminalité et justice,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Lisible par machine,,90.0
2024,Inventaire des données ouvertes (ODIN),Comptes nationaux,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Travail,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Indices de prix,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Monnaie et banque,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Commerce international,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Balance des paiements,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Lisible par machine,,50.0
2024,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Pollution,Lisible par machine,,0.0
2024,Inventaire des données ouvertes (ODIN),Environnement bâti,Lisible par machine,,100.0
2024,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Lisible par machine,,70.0
2024,Inventaire des données ouvertes (ODIN),Toutes les catégories,Lisible par machine,,86.7
2016,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Santé reproductive,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Comptes nationaux,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Travail,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Indices de prix,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Monnaie et banque,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Commerce international,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Balance des paiements,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Pollution,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Environnement bâti,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Toutes les catégories,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Santé reproductive,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Criminalité et justice,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Comptes nationaux,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Travail,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Indices de prix,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Monnaie et banque,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Commerce international,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Balance des paiements,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Pollution,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Environnement bâti,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Non propriétaire,,100.0
2017,Inventaire des données ouvertes (ODIN),Toutes les catégories,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Santé reproductive,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Criminalité et justice,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Comptes nationaux,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Travail,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Indices de prix,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Monnaie et banque,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Commerce international,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Balance des paiements,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Pollution,Non propriétaire,,50.0
2018,Inventaire des données ouvertes (ODIN),Environnement bâti,Non propriétaire,,100.0
2018,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Non propriétaire,,90.0
2018,Inventaire des données ouvertes (ODIN),Toutes les catégories,Non propriétaire,,96.7
2020,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Santé reproductive,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Criminalité et justice,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Comptes nationaux,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Travail,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Indices de prix,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Monnaie et banque,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Commerce international,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Balance des paiements,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Pollution,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Environnement bâti,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Non propriétaire,,100.0
2020,Inventaire des données ouvertes (ODIN),Toutes les catégories,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Santé reproductive,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Criminalité et justice,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Comptes nationaux,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Travail,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Indices de prix,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Monnaie et banque,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Commerce international,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Balance des paiements,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Pollution,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Environnement bâti,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Non propriétaire,,100.0
2022,Inventaire des données ouvertes (ODIN),Toutes les catégories,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Santé reproductive,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Criminalité et justice,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Comptes nationaux,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Travail,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Indices de prix,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Monnaie et banque,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Commerce international,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Balance des paiements,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Pollution,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Environnement bâti,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Non propriétaire,,100.0
2024,Inventaire des données ouvertes (ODIN),Toutes les catégories,Non propriétaire,,100.0
2016,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Options de téléchargement,,0.0
2016,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Santé reproductive,Options de téléchargement,,50.0
