Year,Source,Géographie,GeoCode,Value
2016,Bâtiments,Alberta,48,19.384
2016,Déchets et autres,Alberta,48,4.503
2016,Agriculture,Alberta,48,19.688
2016,Inventaire provincial,Colombie-Britannique,59,60.486
2016,Exploitation pétrolière et gazière,Colombie-Britannique,59,13.983
2016,Transports,Colombie-Britannique,59,21.106
2016,Industrie lourde,Colombie-Britannique,59,6.628
2016,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.084
2016,Bâtiments,Colombie-Britannique,59,8.003
2016,Déchets et autres,Colombie-Britannique,59,2.384
2016,Agriculture,Colombie-Britannique,59,3.041
2016,Exploitation pétrolière et gazière,Canada,,209.991
2016,Transports,Canada,,161.335
2016,Industrie lourde,Canada,,77.455
2016,"Fabrication légère, construction et ressources forestières",Canada,,23.64
2016,Bâtiments,Canada,,85.859
2016,Déchets et autres,Canada,,23.054
2016,Agriculture,Canada,,67.205
2016,Inventaire provincial,Manitoba,46,21.05
2016,Exploitation pétrolière et gazière,Manitoba,46,0.963
2016,Transports,Manitoba,46,6.128
2016,Industrie lourde,Manitoba,46,1.335
2016,"Fabrication légère, construction et ressources forestières",Manitoba,46,1.258
2016,Bâtiments,Manitoba,46,2.726
2016,Déchets et autres,Manitoba,46,1.378
2016,Agriculture,Manitoba,46,7.191
2016,Inventaire provincial,Nouveau-Brunswick,13,14.94
2016,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,3.009
2016,Transports,Nouveau-Brunswick,13,4.097
2016,Industrie lourde,Nouveau-Brunswick,13,0.803
2016,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.369
2016,Bâtiments,Nouveau-Brunswick,13,1.236
2016,Déchets et autres,Nouveau-Brunswick,13,0.646
2016,Agriculture,Nouveau-Brunswick,13,0.479
2016,Inventaire provincial,Terre-Neuve-et-Labrador,10,11.458
2016,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.72
2016,Transports,Terre-Neuve-et-Labrador,10,3.843
2016,Industrie lourde,Terre-Neuve-et-Labrador,10,0.934
2016,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.67
2016,Bâtiments,Terre-Neuve-et-Labrador,10,1.033
2016,Déchets et autres,Terre-Neuve-et-Labrador,10,0.632
2016,Agriculture,Terre-Neuve-et-Labrador,10,0.1
2016,Inventaire territorial,Territoires du Nord-Ouest,61,1.311
2016,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.027
2016,Transports,Territoires du Nord-Ouest,61,0.678
2016,Industrie lourde,Territoires du Nord-Ouest,61,0.348
2016,Bâtiments,Territoires du Nord-Ouest,61,0.116
2016,Déchets et autres,Territoires du Nord-Ouest,61,0.037
2016,Inventaire provincial,Nouvelle-Écosse,12,15.419
2016,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,0.461
2016,Transports,Nouvelle-Écosse,12,4.628
2016,Industrie lourde,Nouvelle-Écosse,12,0.49
2016,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.406
2016,Bâtiments,Nouvelle-Écosse,12,1.882
2016,Déchets et autres,Nouvelle-Écosse,12,0.525
2016,Agriculture,Nouvelle-Écosse,12,0.405
2016,Inventaire territorial,Nunavut,62,0.783
2016,Transports,Nunavut,62,0.359
2016,Industrie lourde,Nunavut,62,0.184
2016,Bâtiments,Nunavut,62,0.067
2016,Déchets et autres,Nunavut,62,0.033
2016,Inventaire provincial,Ontario,35,164.599
2016,Exploitation pétrolière et gazière,Ontario,35,9.569
2016,Transports,Ontario,35,53.615
2016,Industrie lourde,Ontario,35,30.967
2016,"Fabrication légère, construction et ressources forestières",Ontario,35,9.042
2016,Bâtiments,Ontario,35,37.569
2016,Déchets et autres,Ontario,35,7.24
2016,Agriculture,Ontario,35,11.738
2016,Inventaire provincial,Île-du-Prince-Édouard,11,1.566
2016,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2016,Transports,Île-du-Prince-Édouard,11,0.712
2016,Industrie lourde,Île-du-Prince-Édouard,11,0.008
2016,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.111
2016,Bâtiments,Île-du-Prince-Édouard,11,0.317
2016,Déchets et autres,Île-du-Prince-Édouard,11,0.079
2016,Agriculture,Île-du-Prince-Édouard,11,0.334
2016,Inventaire provincial,Québec,24,76.641
2016,Exploitation pétrolière et gazière,Québec,24,2.358
2016,Transports,Québec,24,30.436
2016,Industrie lourde,Québec,24,16.025
2016,"Fabrication légère, construction et ressources forestières",Québec,24,4.41
2016,Bâtiments,Québec,24,10.035
2016,Déchets et autres,Québec,24,4.205
2016,Agriculture,Québec,24,8.856
2016,Inventaire provincial,Saskatchewan,47,83.254
2016,Exploitation pétrolière et gazière,Saskatchewan,47,35.212
2016,Transports,Saskatchewan,47,9.497
2016,Industrie lourde,Saskatchewan,47,2.752
2016,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.898
2016,Bâtiments,Saskatchewan,47,3.453
2016,Déchets et autres,Saskatchewan,47,1.36
2016,Agriculture,Saskatchewan,47,15.37
2016,Inventaire territorial,Yukon,60,0.521
2016,Exploitation pétrolière et gazière,Yukon,60,0.0
2016,Transports,Yukon,60,0.338
2016,Industrie lourde,Yukon,60,0.069
2016,"Fabrication légère, construction et ressources forestières",Yukon,60,0.022
2016,Bâtiments,Yukon,60,0.037
2016,Déchets et autres,Yukon,60,0.031
2016,Agriculture,Yukon,60,0.004
2017,Inventaire provincial,Alberta,48,284.487
2017,Exploitation pétrolière et gazière,Alberta,48,149.551
2017,Transports,Alberta,48,26.493
2017,Industrie lourde,Alberta,48,17.445
2017,"Fabrication légère, construction et ressources forestières",Alberta,48,3.11
2017,Bâtiments,Alberta,48,20.351
2017,Déchets et autres,Alberta,48,4.501
2017,Agriculture,Alberta,48,19.703
2017,Inventaire provincial,Colombie-Britannique,59,61.362
2017,Exploitation pétrolière et gazière,Colombie-Britannique,59,13.995
2017,Transports,Colombie-Britannique,59,21.419
2017,Industrie lourde,Colombie-Britannique,59,6.781
2017,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.247
2017,Bâtiments,Colombie-Britannique,59,8.498
2017,Déchets et autres,Colombie-Britannique,59,2.314
2017,Agriculture,Colombie-Britannique,59,3.065
2017,Exploitation pétrolière et gazière,Canada,,218.03
2017,Transports,Canada,,164.331
2017,Industrie lourde,Canada,,78.104
2017,"Fabrication légère, construction et ressources forestières",Canada,,24.442
2017,Bâtiments,Canada,,88.02
2017,Déchets et autres,Canada,,22.985
2017,Agriculture,Canada,,67.48
2017,Inventaire provincial,Manitoba,46,21.444
2017,Exploitation pétrolière et gazière,Manitoba,46,0.847
2017,Transports,Manitoba,46,6.201
2017,Industrie lourde,Manitoba,46,1.257
2017,"Fabrication légère, construction et ressources forestières",Manitoba,46,1.39
2017,Bâtiments,Manitoba,46,2.864
2017,Déchets et autres,Manitoba,46,1.398
2017,Agriculture,Manitoba,46,7.416
2017,Inventaire provincial,Nouveau-Brunswick,13,13.844
2017,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,3.177
2017,Transports,Nouveau-Brunswick,13,3.66
2017,Industrie lourde,Nouveau-Brunswick,13,0.794
2017,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.403
2017,Bâtiments,Nouveau-Brunswick,13,1.076
2017,Déchets et autres,Nouveau-Brunswick,13,0.665
2017,Agriculture,Nouveau-Brunswick,13,0.457
2017,Inventaire provincial,Terre-Neuve-et-Labrador,10,11.37
2017,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.611
2017,Transports,Terre-Neuve-et-Labrador,10,3.879
2017,Industrie lourde,Terre-Neuve-et-Labrador,10,1.025
2017,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.552
2017,Bâtiments,Terre-Neuve-et-Labrador,10,1.048
2017,Déchets et autres,Terre-Neuve-et-Labrador,10,0.632
2017,Agriculture,Terre-Neuve-et-Labrador,10,0.093
2017,Inventaire territorial,Territoires du Nord-Ouest,61,1.408
2017,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.021
2017,Transports,Territoires du Nord-Ouest,61,0.786
2017,Industrie lourde,Territoires du Nord-Ouest,61,0.351
2017,Bâtiments,Territoires du Nord-Ouest,61,0.117
2017,Déchets et autres,Territoires du Nord-Ouest,61,0.037
2017,Inventaire provincial,Nouvelle-Écosse,12,15.746
2017,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,0.317
2017,Transports,Nouvelle-Écosse,12,4.809
2017,Industrie lourde,Nouvelle-Écosse,12,0.464
2017,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.443
2017,Bâtiments,Nouvelle-Écosse,12,1.968
2017,Déchets et autres,Nouvelle-Écosse,12,0.531
2017,Agriculture,Nouvelle-Écosse,12,0.416
2017,Inventaire territorial,Nunavut,62,0.789
2017,Transports,Nunavut,62,0.373
2017,Industrie lourde,Nunavut,62,0.174
2017,Bâtiments,Nunavut,62,0.066
2017,Déchets et autres,Nunavut,62,0.034
2017,Inventaire provincial,Ontario,35,158.994
2017,Exploitation pétrolière et gazière,Ontario,35,7.188
2017,Transports,Ontario,35,53.91
2017,Industrie lourde,Ontario,35,29.382
2017,"Fabrication légère, construction et ressources forestières",Ontario,35,9.582
2017,Bâtiments,Ontario,35,37.914
2017,Déchets et autres,Ontario,35,7.197
2017,Agriculture,Ontario,35,11.602
2017,Inventaire provincial,Île-du-Prince-Édouard,11,1.586
2017,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2017,Transports,Île-du-Prince-Édouard,11,0.726
2017,Industrie lourde,Île-du-Prince-Édouard,11,0.01
2017,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.117
2017,Bâtiments,Île-du-Prince-Édouard,11,0.317
2017,Déchets et autres,Île-du-Prince-Édouard,11,0.078
2017,Agriculture,Île-du-Prince-Édouard,11,0.329
2017,Inventaire provincial,Québec,24,79.078
2017,Exploitation pétrolière et gazière,Québec,24,2.285
2017,Transports,Québec,24,32.004
2017,Industrie lourde,Québec,24,17.217
2017,"Fabrication légère, construction et ressources forestières",Québec,24,4.626
2017,Bâtiments,Québec,24,10.048
2017,Déchets et autres,Québec,24,4.181
2017,Agriculture,Québec,24,8.455
2017,Inventaire provincial,Saskatchewan,47,88.145
2017,Exploitation pétrolière et gazière,Saskatchewan,47,38.038
2017,Transports,Saskatchewan,47,9.72
2017,Industrie lourde,Saskatchewan,47,3.114
2017,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.907
2017,Bâtiments,Saskatchewan,47,3.719
2017,Déchets et autres,Saskatchewan,47,1.385
2017,Agriculture,Saskatchewan,47,15.937
2017,Inventaire territorial,Yukon,60,0.563
2017,Exploitation pétrolière et gazière,Yukon,60,0.0
2017,Transports,Yukon,60,0.35
2017,Industrie lourde,Yukon,60,0.092
2017,"Fabrication légère, construction et ressources forestières",Yukon,60,0.025
2017,Bâtiments,Yukon,60,0.034
2017,Déchets et autres,Yukon,60,0.032
2017,Agriculture,Yukon,60,0.005
2018,Inventaire provincial,Alberta,48,283.402
2018,Exploitation pétrolière et gazière,Alberta,48,155.997
2018,Transports,Alberta,48,27.815
2018,Industrie lourde,Alberta,48,18.17
2018,"Fabrication légère, construction et ressources forestières",Alberta,48,2.965
2018,Bâtiments,Alberta,48,21.673
2018,Déchets et autres,Alberta,48,4.607
2018,Agriculture,Alberta,48,20.02
2018,Inventaire provincial,Colombie-Britannique,59,63.369
2018,Exploitation pétrolière et gazière,Colombie-Britannique,59,13.804
2018,Transports,Colombie-Britannique,59,22.277
2018,Industrie lourde,Colombie-Britannique,59,7.115
2018,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.771
2018,Bâtiments,Colombie-Britannique,59,8.368
2018,Déchets et autres,Colombie-Britannique,59,2.379
2018,Agriculture,Colombie-Britannique,59,3.224
2018,Exploitation pétrolière et gazière,Canada,,224.519
2018,Transports,Canada,,168.79
2018,Industrie lourde,Canada,,80.887
2018,"Fabrication légère, construction et ressources forestières",Canada,,25.106
2018,Bâtiments,Canada,,92.016
2018,Déchets et autres,Canada,,23.016
2018,Agriculture,Canada,,69.204
2018,Inventaire provincial,Manitoba,46,22.253
2018,Exploitation pétrolière et gazière,Manitoba,46,1.012
2018,Transports,Manitoba,46,6.624
2018,Industrie lourde,Manitoba,46,1.34
2018,"Fabrication légère, construction et ressources forestières",Manitoba,46,1.116
2018,Bâtiments,Manitoba,46,3.142
2018,Déchets et autres,Manitoba,46,1.41
2018,Agriculture,Manitoba,46,7.566
2018,Inventaire provincial,Nouveau-Brunswick,13,13.669
2018,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,2.77
2018,Transports,Nouveau-Brunswick,13,3.608
2018,Industrie lourde,Nouveau-Brunswick,13,0.826
2018,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.413
2018,Bâtiments,Nouveau-Brunswick,13,1.107
2018,Déchets et autres,Nouveau-Brunswick,13,0.667
2018,Agriculture,Nouveau-Brunswick,13,0.468
2018,Inventaire provincial,Terre-Neuve-et-Labrador,10,11.158
2018,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.804
2018,Transports,Terre-Neuve-et-Labrador,10,3.794
2018,Industrie lourde,Terre-Neuve-et-Labrador,10,1.171
2018,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.657
2018,Bâtiments,Terre-Neuve-et-Labrador,10,0.885
2018,Déchets et autres,Terre-Neuve-et-Labrador,10,0.626
2018,Agriculture,Terre-Neuve-et-Labrador,10,0.093
2018,Inventaire territorial,Territoires du Nord-Ouest,61,1.427
2018,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.019
2018,Transports,Territoires du Nord-Ouest,61,0.753
2018,Industrie lourde,Territoires du Nord-Ouest,61,0.399
2018,Bâtiments,Territoires du Nord-Ouest,61,0.129
2018,Déchets et autres,Territoires du Nord-Ouest,61,0.038
2018,Inventaire provincial,Nouvelle-Écosse,12,16.402
2018,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,0.204
2018,Transports,Nouvelle-Écosse,12,5.023
2018,Industrie lourde,Nouvelle-Écosse,12,0.471
2018,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.461
2018,Bâtiments,Nouvelle-Écosse,12,2.09
2018,Déchets et autres,Nouvelle-Écosse,12,0.536
2018,Agriculture,Nouvelle-Écosse,12,0.419
2018,Inventaire territorial,Nunavut,62,0.878
2018,Transports,Nunavut,62,0.392
2018,Industrie lourde,Nunavut,62,0.214
2018,Bâtiments,Nunavut,62,0.068
2018,Déchets et autres,Nunavut,62,0.035
2018,Inventaire provincial,Ontario,35,164.727
2018,Exploitation pétrolière et gazière,Ontario,35,7.366
2018,Transports,Ontario,35,55.496
2018,Industrie lourde,Ontario,35,29.419
2018,"Fabrication légère, construction et ressources forestières",Ontario,35,10.034
2018,Bâtiments,Ontario,35,40.115
2018,Déchets et autres,Ontario,35,7.083
2018,Agriculture,Ontario,35,11.747
2018,Inventaire provincial,Île-du-Prince-Édouard,11,1.564
2018,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2018,Transports,Île-du-Prince-Édouard,11,0.711
2018,Industrie lourde,Île-du-Prince-Édouard,11,0.011
2018,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.102
2018,Bâtiments,Île-du-Prince-Édouard,11,0.314
2018,Déchets et autres,Île-du-Prince-Édouard,11,0.077
2018,Agriculture,Île-du-Prince-Édouard,11,0.346
2018,Inventaire provincial,Québec,24,80.415
2018,Exploitation pétrolière et gazière,Québec,24,2.514
2018,Transports,Québec,24,32.039
2018,Industrie lourde,Québec,24,17.697
2018,"Fabrication légère, construction et ressources forestières",Québec,24,4.63
2018,Bâtiments,Québec,24,9.993
2018,Déchets et autres,Québec,24,4.154
2018,Agriculture,Québec,24,9.086
2018,Inventaire provincial,Saskatchewan,47,89.399
2018,Exploitation pétrolière et gazière,Saskatchewan,47,38.029
2018,Transports,Saskatchewan,47,9.877
2018,Industrie lourde,Saskatchewan,47,3.935
2018,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.903
2018,Bâtiments,Saskatchewan,47,4.091
2018,Déchets et autres,Saskatchewan,47,1.371
2018,Agriculture,Saskatchewan,47,16.229
2018,Inventaire territorial,Yukon,60,0.642
2018,Exploitation pétrolière et gazière,Yukon,60,0.0
2018,Transports,Yukon,60,0.38
2018,Industrie lourde,Yukon,60,0.121
2018,"Fabrication légère, construction et ressources forestières",Yukon,60,0.025
2018,Bâtiments,Yukon,60,0.042
2018,Déchets et autres,Yukon,60,0.033
2018,Agriculture,Yukon,60,0.008
2019,Inventaire provincial,Alberta,48,285.143
2019,Exploitation pétrolière et gazière,Alberta,48,156.326
2019,Transports,Alberta,48,28.028
2019,Industrie lourde,Alberta,48,18.712
2019,"Fabrication légère, construction et ressources forestières",Alberta,48,3.239
2019,Bâtiments,Alberta,48,21.807
2019,Déchets et autres,Alberta,48,4.588
2019,Agriculture,Alberta,48,20.408
2019,Inventaire provincial,Colombie-Britannique,59,61.937
2019,Exploitation pétrolière et gazière,Colombie-Britannique,59,13.061
2019,Transports,Colombie-Britannique,59,22.033
2019,Industrie lourde,Colombie-Britannique,59,6.631
2019,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.213
2019,Bâtiments,Colombie-Britannique,59,8.734
2019,Déchets et autres,Colombie-Britannique,59,2.393
2019,Agriculture,Colombie-Britannique,59,3.124
2019,Exploitation pétrolière et gazière,Canada,,222.752
2019,Transports,Canada,,168.799
2019,Industrie lourde,Canada,,80.282
2019,"Fabrication légère, construction et ressources forestières",Canada,,24.848
2019,Bâtiments,Canada,,93.887
2019,Déchets et autres,Canada,,22.993
2019,Agriculture,Canada,,69.419
2019,Inventaire provincial,Manitoba,46,22.021
2019,Exploitation pétrolière et gazière,Manitoba,46,1.025
2019,Transports,Manitoba,46,6.515
2019,Industrie lourde,Manitoba,46,1.221
2019,"Fabrication légère, construction et ressources forestières",Manitoba,46,1.156
2019,Bâtiments,Manitoba,46,3.143
2019,Déchets et autres,Manitoba,46,1.415
2019,Agriculture,Manitoba,46,7.504
2019,Inventaire provincial,Nouveau-Brunswick,13,13.366
2019,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,3.187
2019,Transports,Nouveau-Brunswick,13,3.512
2019,Industrie lourde,Nouveau-Brunswick,13,0.677
2019,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.395
2019,Bâtiments,Nouveau-Brunswick,13,1.049
2019,Déchets et autres,Nouveau-Brunswick,13,0.707
2019,Agriculture,Nouveau-Brunswick,13,0.461
2019,Inventaire provincial,Terre-Neuve-et-Labrador,10,11.338
2019,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.834
2019,Transports,Terre-Neuve-et-Labrador,10,3.751
2019,Industrie lourde,Terre-Neuve-et-Labrador,10,1.431
2019,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.572
2019,Bâtiments,Terre-Neuve-et-Labrador,10,0.901
2019,Déchets et autres,Terre-Neuve-et-Labrador,10,0.614
2019,Agriculture,Terre-Neuve-et-Labrador,10,0.095
2019,Inventaire territorial,Territoires du Nord-Ouest,61,1.42
2019,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.074
2019,Transports,Territoires du Nord-Ouest,61,0.702
2019,Industrie lourde,Territoires du Nord-Ouest,61,0.389
2019,Bâtiments,Territoires du Nord-Ouest,61,0.132
2019,Déchets et autres,Territoires du Nord-Ouest,61,0.039
2019,Inventaire provincial,Nouvelle-Écosse,12,15.628
2019,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,0.005
2019,Transports,Nouvelle-Écosse,12,4.873
2019,Industrie lourde,Nouvelle-Écosse,12,0.414
2019,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.42
2019,Bâtiments,Nouvelle-Écosse,12,2.096
2019,Déchets et autres,Nouvelle-Écosse,12,0.542
2019,Agriculture,Nouvelle-Écosse,12,0.4
2019,Inventaire territorial,Nunavut,62,0.904
2019,Transports,Nunavut,62,0.404
2019,Industrie lourde,Nunavut,62,0.229
2019,Bâtiments,Nunavut,62,0.068
2019,Déchets et autres,Nunavut,62,0.037
2019,Inventaire provincial,Ontario,35,165.099
2019,Exploitation pétrolière et gazière,Ontario,35,7.306
2019,Transports,Ontario,35,55.936
2019,Industrie lourde,Ontario,35,28.608
2019,"Fabrication légère, construction et ressources forestières",Ontario,35,9.778
2019,Bâtiments,Ontario,35,41.109
2019,Déchets et autres,Ontario,35,6.92
2019,Agriculture,Ontario,35,12.064
2019,Inventaire provincial,Île-du-Prince-Édouard,11,1.611
2019,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2019,Transports,Île-du-Prince-Édouard,11,0.707
2019,Industrie lourde,Île-du-Prince-Édouard,11,0.011
2019,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.126
2019,Bâtiments,Île-du-Prince-Édouard,11,0.319
2019,Déchets et autres,Île-du-Prince-Édouard,11,0.097
2019,Agriculture,Île-du-Prince-Édouard,11,0.351
2019,Inventaire provincial,Québec,24,82.189
2019,Exploitation pétrolière et gazière,Québec,24,2.84
2019,Transports,Québec,24,32.269
2019,Industrie lourde,Québec,24,18.459
2019,"Fabrication légère, construction et ressources forestières",Québec,24,4.999
2019,Bâtiments,Québec,24,10.199
2019,Déchets et autres,Québec,24,4.205
2019,Agriculture,Québec,24,8.941
2019,Inventaire provincial,Saskatchewan,47,86.661
2019,Exploitation pétrolière et gazière,Saskatchewan,47,36.093
2019,Transports,Saskatchewan,47,9.664
2019,Industrie lourde,Saskatchewan,47,3.375
2019,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.894
2019,Bâtiments,Saskatchewan,47,4.291
2019,Déchets et autres,Saskatchewan,47,1.402
2019,Agriculture,Saskatchewan,47,16.064
2019,Inventaire territorial,Yukon,60,0.688
2019,Exploitation pétrolière et gazière,Yukon,60,0.0
2019,Transports,Yukon,60,0.405
2019,Industrie lourde,Yukon,60,0.126
2019,"Fabrication légère, construction et ressources forestières",Yukon,60,0.027
2019,Bâtiments,Yukon,60,0.04
2019,Déchets et autres,Yukon,60,0.034
2019,Agriculture,Yukon,60,0.007
2020,Inventaire provincial,Alberta,48,264.688
2020,Exploitation pétrolière et gazière,Alberta,48,146.72
2020,Transports,Alberta,48,22.53
2020,Industrie lourde,Alberta,48,18.965
2020,"Fabrication légère, construction et ressources forestières",Alberta,48,2.797
2020,Bâtiments,Alberta,48,20.924
2020,Déchets et autres,Alberta,48,4.655
2020,Agriculture,Alberta,48,20.395
2020,Inventaire provincial,Colombie-Britannique,59,57.714
2020,Exploitation pétrolière et gazière,Colombie-Britannique,59,13.017
2020,Transports,Colombie-Britannique,59,19.561
2020,Industrie lourde,Colombie-Britannique,59,5.712
2020,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.008
2020,Bâtiments,Colombie-Britannique,59,8.825
2020,Déchets et autres,Colombie-Britannique,59,2.247
2020,Agriculture,Colombie-Britannique,59,3.1
2020,Exploitation pétrolière et gazière,Canada,,202.676
2020,Transports,Canada,,141.328
2020,Industrie lourde,Canada,,76.814
2020,"Fabrication légère, construction et ressources forestières",Canada,,22.136
2020,Bâtiments,Canada,,88.222
2020,Déchets et autres,Canada,,23.017
2020,Agriculture,Canada,,70.043
2020,Inventaire provincial,Manitoba,46,21.199
2020,Exploitation pétrolière et gazière,Manitoba,46,0.857
2020,Transports,Manitoba,46,5.686
2020,Industrie lourde,Manitoba,46,1.224
2020,"Fabrication légère, construction et ressources forestières",Manitoba,46,1.142
2020,Bâtiments,Manitoba,46,3.003
2020,Déchets et autres,Manitoba,46,1.427
2020,Agriculture,Manitoba,46,7.817
2020,Inventaire provincial,Nouveau-Brunswick,13,11.423
2020,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,2.93
2020,Transports,Nouveau-Brunswick,13,3.147
2020,Industrie lourde,Nouveau-Brunswick,13,0.59
2020,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.348
2020,Bâtiments,Nouveau-Brunswick,13,0.972
2020,Déchets et autres,Nouveau-Brunswick,13,0.735
2020,Agriculture,Nouveau-Brunswick,13,0.452
2020,Inventaire provincial,Terre-Neuve-et-Labrador,10,9.106
2020,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,1.761
2020,Transports,Terre-Neuve-et-Labrador,10,3.285
2020,Industrie lourde,Terre-Neuve-et-Labrador,10,1.248
2020,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.344
2020,Bâtiments,Terre-Neuve-et-Labrador,10,0.811
2020,Déchets et autres,Terre-Neuve-et-Labrador,10,0.611
2020,Agriculture,Terre-Neuve-et-Labrador,10,0.092
2020,Inventaire territorial,Territoires du Nord-Ouest,61,1.216
2020,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.057
2020,Transports,Territoires du Nord-Ouest,61,0.532
2020,Industrie lourde,Territoires du Nord-Ouest,61,0.367
2020,Bâtiments,Territoires du Nord-Ouest,61,0.128
2020,Déchets et autres,Territoires du Nord-Ouest,61,0.04
2020,Inventaire provincial,Nouvelle-Écosse,12,14.263
2020,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,0.006
2020,Transports,Nouvelle-Écosse,12,4.139
2020,Industrie lourde,Nouvelle-Écosse,12,0.376
2020,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.354
2020,Bâtiments,Nouvelle-Écosse,12,1.995
2020,Déchets et autres,Nouvelle-Écosse,12,0.562
2020,Agriculture,Nouvelle-Écosse,12,0.403
2020,Inventaire territorial,Nunavut,62,0.784
2020,Transports,Nunavut,62,0.317
2020,Industrie lourde,Nunavut,62,0.209
2020,Bâtiments,Nunavut,62,0.066
2020,Déchets et autres,Nunavut,62,0.038
2020,Inventaire provincial,Ontario,35,148.622
2020,Exploitation pétrolière et gazière,Ontario,35,7.029
2020,Transports,Ontario,35,45.151
2020,Industrie lourde,Ontario,35,26.608
2020,"Fabrication légère, construction et ressources forestières",Ontario,35,8.597
2020,Bâtiments,Ontario,35,38.067
2020,Déchets et autres,Ontario,35,6.881
2020,Agriculture,Ontario,35,12.473
2020,Inventaire provincial,Île-du-Prince-Édouard,11,1.567
2020,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2020,Transports,Île-du-Prince-Édouard,11,0.6
2020,Industrie lourde,Île-du-Prince-Édouard,11,0.015
2020,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.188
2020,Bâtiments,Île-du-Prince-Édouard,11,0.311
2020,Déchets et autres,Île-du-Prince-Édouard,11,0.094
2020,Agriculture,Île-du-Prince-Édouard,11,0.36
2020,Inventaire provincial,Québec,24,74.993
2020,Exploitation pétrolière et gazière,Québec,24,2.685
2020,Transports,Québec,24,27.235
2020,Industrie lourde,Québec,24,17.751
2020,"Fabrication légère, construction et ressources forestières",Québec,24,4.564
2020,Bâtiments,Québec,24,9.147
2020,Déchets et autres,Québec,24,4.295
2020,Agriculture,Québec,24,8.955
2020,Inventaire provincial,Saskatchewan,47,74.758
2020,Exploitation pétrolière et gazière,Saskatchewan,47,27.613
2020,Transports,Saskatchewan,47,8.817
2020,Industrie lourde,Saskatchewan,47,3.645
2020,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.739
2020,Bâtiments,Saskatchewan,47,3.931
2020,Déchets et autres,Saskatchewan,47,1.399
2020,Agriculture,Saskatchewan,47,15.989
