Year,Persons in low income,Geography,GeoCode,Value
2019,All persons,Nova Scotia,12,15.4
2019,Persons under 18 years,Nova Scotia,,15.3
2019,Persons 18 to 64 years,Nova Scotia,,13.8
2019,Persons 65 years and over,Nova Scotia,,20.2
2019,Men+,Nova Scotia,,14.1
2019,"Men+, under 18 years",Nova Scotia,,16.2
2019,"Men+, 18 to 64 years",Nova Scotia,,13.1
2019,"Men+, 65 years and over",Nova Scotia,,15.5
2019,Women+,Nova Scotia,,16.5
2019,"Women+, under 18 years",Nova Scotia,,14.3
2019,"Women+, 18 to 64 years",Nova Scotia,,14.4
2019,"Women+, 65 years and over",Nova Scotia,,24.3
2019,All persons,New Brunswick,13,15.1
2019,Persons under 18 years,New Brunswick,,17.6
2019,Persons 18 to 64 years,New Brunswick,,12.4
2019,Persons 65 years and over,New Brunswick,,20.6
2019,Men+,New Brunswick,,13.3
2019,"Men+, under 18 years",New Brunswick,,16.2
2019,"Men+, 18 to 64 years",New Brunswick,,11.9
2019,"Men+, 65 years and over",New Brunswick,,14.8
2019,Women+,New Brunswick,,16.8
2019,"Women+, under 18 years",New Brunswick,,19.0
2019,"Women+, 18 to 64 years",New Brunswick,,12.9
2019,"Women+, 65 years and over",New Brunswick,,25.8
2019,All persons,Quebec,24,13.5
2019,Persons under 18 years,Quebec,,8.6
2019,Persons 18 to 64 years,Quebec,,12.1
2019,Persons 65 years and over,Quebec,,23.3
2019,Men+,Quebec,,13.0
2019,"Men+, under 18 years",Quebec,,10.3
2019,"Men+, 18 to 64 years",Quebec,,12.3
2019,"Men+, 65 years and over",Quebec,,18.2
2019,Women+,Quebec,,14.0
2019,"Women+, under 18 years",Quebec,,6.8
2019,"Women+, 18 to 64 years",Quebec,,11.8
2019,"Women+, 65 years and over",Quebec,,27.7
2019,All persons,Ontario,35,12.1
2019,Persons under 18 years,Ontario,,13.2
2019,Persons 18 to 64 years,Ontario,,11.4
2019,Persons 65 years and over,Ontario,,13.6
2019,Men+,Ontario,,10.8
2019,"Men+, under 18 years",Ontario,,12.0
2019,"Men+, 18 to 64 years",Ontario,,10.4
2019,"Men+, 65 years and over",Ontario,,11.4
2019,Women+,Ontario,,13.3
2019,"Women+, under 18 years",Ontario,,14.3
2019,"Women+, 18 to 64 years",Ontario,,12.4
2019,"Women+, 65 years and over",Ontario,,15.5
2019,All persons,Prairie provinces,,9.9
2019,Persons under 18 years,Prairie provinces,,10.6
2019,Persons 18 to 64 years,Prairie provinces,,9.9
2019,Persons 65 years and over,Prairie provinces,,8.4
2019,Men+,Prairie provinces,,9.7
2019,"Men+, under 18 years",Prairie provinces,,10.5
2019,"Men+, 18 to 64 years",Prairie provinces,,9.8
2019,"Men+, 65 years and over",Prairie provinces,,8.3
2019,Women+,Prairie provinces,,10.0
2019,"Women+, under 18 years",Prairie provinces,,10.7
2019,"Women+, 18 to 64 years",Prairie provinces,,10.1
2019,"Women+, 65 years and over",Prairie provinces,,8.6
2019,All persons,Manitoba,46,15.1
2019,Persons under 18 years,Manitoba,,19.0
2019,Persons 18 to 64 years,Manitoba,,13.6
2019,Persons 65 years and over,Manitoba,,16.1
2019,Men+,Manitoba,,14.8
2019,"Men+, under 18 years",Manitoba,,19.9
2019,"Men+, 18 to 64 years",Manitoba,,13.2
2019,"Men+, 65 years and over",Manitoba,,13.9
2019,Women+,Manitoba,,15.5
2019,"Women+, under 18 years",Manitoba,,18.1
2019,"Women+, 18 to 64 years",Manitoba,,13.9
2019,"Women+, 65 years and over",Manitoba,,17.9
2019,All persons,Saskatchewan,47,13.3
2019,Persons under 18 years,Saskatchewan,,13.2
2019,Persons 18 to 64 years,Saskatchewan,,13.0
2019,Persons 65 years and over,Saskatchewan,,14.9
2019,Men+,Saskatchewan,,13.7
2019,"Men+, under 18 years",Saskatchewan,,14.1
2019,"Men+, 18 to 64 years",Saskatchewan,,13.3
2019,"Men+, 65 years and over",Saskatchewan,,14.6
2019,Women+,Saskatchewan,,12.9
2019,"Women+, under 18 years",Saskatchewan,,12.2
2019,"Women+, 18 to 64 years",Saskatchewan,,12.6
2019,"Women+, 65 years and over",Saskatchewan,,15.1
2019,All persons,Alberta,48,7.4
2019,Persons under 18 years,Alberta,,7.5
2019,Persons 18 to 64 years,Alberta,,8.1
2019,Persons 65 years and over,Alberta,,3.7
2019,Men+,Alberta,,7.2
2019,"Men+, under 18 years",Alberta,,6.8
2019,"Men+, 18 to 64 years",Alberta,,7.9
2019,"Men+, 65 years and over",Alberta,,4.3
2019,Women+,Alberta,,7.6
2019,"Women+, under 18 years",Alberta,,8.2
2019,"Women+, 18 to 64 years",Alberta,,8.4
2019,"Women+, 65 years and over",Alberta,,3.1
2019,All persons,British Columbia,59,11.6
2019,Persons under 18 years,British Columbia,,7.3
2019,Persons 18 to 64 years,British Columbia,,12.6
2019,Persons 65 years and over,British Columbia,,12.2
2019,Men+,British Columbia,,10.6
2019,"Men+, under 18 years",British Columbia,,7.0
2019,"Men+, 18 to 64 years",British Columbia,,11.8
2019,"Men+, 65 years and over",British Columbia,,10.0
2019,Women+,British Columbia,,12.6
2019,"Women+, under 18 years",British Columbia,,7.6
2019,"Women+, 18 to 64 years",British Columbia,,13.3
2019,"Women+, 65 years and over",British Columbia,,14.3
2019,All persons,Territories,,11.4
2019,Persons under 18 years,Territories,,15.2
2019,Persons 18 to 64 years,Territories,,9.6
2019,Persons 65 years and over,Territories,,12.3
2019,Men+,Territories,,11.2
2019,"Men+, under 18 years",Territories,,13.4
2019,"Men+, 18 to 64 years",Territories,,10.1
2019,"Men+, 65 years and over",Territories,,11.9
2019,Women+,Territories,,11.6
2019,"Women+, under 18 years",Territories,,17.0
2019,"Women+, 18 to 64 years",Territories,,9.1
2019,"Women+, 65 years and over",Territories,,12.7
2019,All persons,Yukon,60,7.4
2019,Persons 18 to 64 years,Yukon,,7.3
2019,Persons 65 years and over,Yukon,,10.2
2019,Men+,Yukon,,9.7
2019,"Men+, 18 to 64 years",Yukon,,9.8
2019,Women+,Yukon,,5.1
2019,"Women+, 18 to 64 years",Yukon,,4.8
2019,All persons,Northwest Territories,61,10.2
2019,Persons 18 to 64 years,Northwest Territories,,7.3
2019,Persons 65 years and over,Northwest Territories,,17.3
2019,Men+,Northwest Territories,,8.7
2019,"Men+, 18 to 64 years",Northwest Territories,,5.6
2019,Women+,Northwest Territories,,11.9
2019,"Women+, 18 to 64 years",Northwest Territories,,9.0
2019,All persons,Nunavut,62,16.9
2019,Persons under 18 years,Nunavut,,20.0
2019,Persons 18 to 64 years,Nunavut,,15.6
2019,Men+,Nunavut,,15.7
2019,"Men+, under 18 years",Nunavut,,15.4
2019,"Men+, 18 to 64 years",Nunavut,,16.4
2019,Women+,Nunavut,,18.2
2019,"Women+, under 18 years",Nunavut,,24.8
2019,"Women+, 18 to 64 years",Nunavut,,14.8
2019,All persons,"Québec, Quebec",,10.8
2019,Persons 18 to 64 years,"Québec, Quebec",,9.8
2019,Persons 65 years and over,"Québec, Quebec",,22.9
2019,Men+,"Québec, Quebec",,8.8
2019,"Men+, 18 to 64 years","Québec, Quebec",,8.8
2019,"Men+, 65 years and over","Québec, Quebec",,14.7
2019,Women+,"Québec, Quebec",,12.5
2019,"Women+, 18 to 64 years","Québec, Quebec",,10.7
2019,"Women+, 65 years and over","Québec, Quebec",,30.6
2019,All persons,"Montréal, Quebec",,14.5
2019,Persons under 18 years,"Montréal, Quebec",,11.6
2019,Persons 18 to 64 years,"Montréal, Quebec",,13.1
2019,Persons 65 years and over,"Montréal, Quebec",,23.0
2019,Men+,"Montréal, Quebec",,14.3
2019,"Men+, under 18 years","Montréal, Quebec",,13.7
2019,"Men+, 18 to 64 years","Montréal, Quebec",,13.7
2019,"Men+, 65 years and over","Montréal, Quebec",,17.6
2019,Women+,"Montréal, Quebec",,14.7
2019,"Women+, under 18 years","Montréal, Quebec",,9.4
2019,"Women+, 18 to 64 years","Montréal, Quebec",,12.5
2019,"Women+, 65 years and over","Montréal, Quebec",,27.2
2019,All persons,"Ottawa-Gatineau, Ontario/Quebec",,8.4
2019,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,7.6
2019,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,7.9
2019,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,11.4
2019,Men+,"Ottawa-Gatineau, Ontario/Quebec",,8.2
2019,"Men+, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,8.7
2019,"Men+, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,8.1
2019,"Men+, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,8.1
2019,Women+,"Ottawa-Gatineau, Ontario/Quebec",,8.5
2019,"Women+, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,7.6
2019,"Women+, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,14.2
2019,All persons,"Toronto, Ontario",,12.7
2019,Persons under 18 years,"Toronto, Ontario",,15.7
2019,Persons 18 to 64 years,"Toronto, Ontario",,10.7
2019,Persons 65 years and over,"Toronto, Ontario",,17.6
2019,Men+,"Toronto, Ontario",,11.4
2019,"Men+, under 18 years","Toronto, Ontario",,13.9
2019,"Men+, 18 to 64 years","Toronto, Ontario",,9.5
2019,"Men+, 65 years and over","Toronto, Ontario",,17.3
2019,Women+,"Toronto, Ontario",,13.9
2019,"Women+, under 18 years","Toronto, Ontario",,17.4
2019,"Women+, 18 to 64 years","Toronto, Ontario",,11.9
2019,"Women+, 65 years and over","Toronto, Ontario",,17.8
2019,All persons,"Winnipeg, Manitoba",,14.9
2019,Persons under 18 years,"Winnipeg, Manitoba",,19.9
2019,Persons 18 to 64 years,"Winnipeg, Manitoba",,13.3
2019,Persons 65 years and over,"Winnipeg, Manitoba",,15.3
2019,Men+,"Winnipeg, Manitoba",,14.5
2019,"Men+, under 18 years","Winnipeg, Manitoba",,21.1
2019,"Men+, 18 to 64 years","Winnipeg, Manitoba",,12.7
2019,"Men+, 65 years and over","Winnipeg, Manitoba",,14.0
2019,Women+,"Winnipeg, Manitoba",,15.2
2019,"Women+, under 18 years","Winnipeg, Manitoba",,18.6
2019,"Women+, 18 to 64 years","Winnipeg, Manitoba",,13.9
2019,"Women+, 65 years and over","Winnipeg, Manitoba",,16.4
2019,All persons,"Calgary, Alberta",,5.2
2019,Persons under 18 years,"Calgary, Alberta",,5.7
2019,Persons 18 to 64 years,"Calgary, Alberta",,5.6
2019,Men+,"Calgary, Alberta",,4.5
2019,"Men+, 18 to 64 years","Calgary, Alberta",,4.7
2019,Women+,"Calgary, Alberta",,5.9
2019,"Women+, 18 to 64 years","Calgary, Alberta",,6.5
2019,All persons,"Edmonton, Alberta",,8.3
2019,Persons 18 to 64 years,"Edmonton, Alberta",,9.4
2019,Men+,"Edmonton, Alberta",,8.3
2019,"Men+, 18 to 64 years","Edmonton, Alberta",,9.4
2019,Women+,"Edmonton, Alberta",,8.4
2019,"Women+, 18 to 64 years","Edmonton, Alberta",,9.3
2019,All persons,"Vancouver, British Columbia",,10.4
2019,Persons 18 to 64 years,"Vancouver, British Columbia",,12.4
2019,Persons 65 years and over,"Vancouver, British Columbia",,9.3
2019,Men+,"Vancouver, British Columbia",,9.9
2019,"Men+, 18 to 64 years","Vancouver, British Columbia",,12.2
2019,"Men+, 65 years and over","Vancouver, British Columbia",,7.3
2019,Women+,"Vancouver, British Columbia",,11.0
2019,"Women+, 18 to 64 years","Vancouver, British Columbia",,12.7
2019,"Women+, 65 years and over","Vancouver, British Columbia",,11.2
2020,Persons under 18 years,Canada,,7.5
2020,Persons 18 to 64 years,Canada,,8.4
2020,Persons 65 years and over,Canada,,14.4
2020,Men+,Canada,,8.5
2020,"Men+, under 18 years",Canada,,7.4
2020,"Men+, 18 to 64 years",Canada,,8.1
2020,"Men+, 65 years and over",Canada,,11.5
2020,Women+,Canada,,10.0
2020,"Women+, under 18 years",Canada,,7.6
2020,"Women+, 18 to 64 years",Canada,,8.7
2020,"Women+, 65 years and over",Canada,,16.9
2020,All persons,Atlantic provinces,,12.5
2020,Persons under 18 years,Atlantic provinces,,9.5
2020,Persons 18 to 64 years,Atlantic provinces,,10.4
2020,Persons 65 years and over,Atlantic provinces,,20.7
2020,Men+,Atlantic provinces,,10.7
2020,"Men+, under 18 years",Atlantic provinces,,9.0
2020,"Men+, 18 to 64 years",Atlantic provinces,,9.1
2020,"Men+, 65 years and over",Atlantic provinces,,17.1
2020,Women+,Atlantic provinces,,14.2
2020,"Women+, under 18 years",Atlantic provinces,,10.0
2020,"Women+, 18 to 64 years",Atlantic provinces,,11.6
2020,"Women+, 65 years and over",Atlantic provinces,,24.0
2020,All persons,Newfoundland and Labrador,10,12.2
2020,Persons under 18 years,Newfoundland and Labrador,,8.1
2020,Persons 18 to 64 years,Newfoundland and Labrador,,9.3
2020,Persons 65 years and over,Newfoundland and Labrador,,23.1
2020,Men+,Newfoundland and Labrador,,10.8
2020,"Men+, under 18 years",Newfoundland and Labrador,,7.1
2020,"Men+, 18 to 64 years",Newfoundland and Labrador,,8.8
2020,"Men+, 65 years and over",Newfoundland and Labrador,,19.2
2020,Women+,Newfoundland and Labrador,,13.6
2020,"Women+, under 18 years",Newfoundland and Labrador,,9.2
2020,"Women+, 18 to 64 years",Newfoundland and Labrador,,9.8
2020,"Women+, 65 years and over",Newfoundland and Labrador,,26.5
2020,All persons,Prince Edward Island,11,12.1
2020,Persons under 18 years,Prince Edward Island,,12.5
2020,Persons 18 to 64 years,Prince Edward Island,,10.0
2020,Persons 65 years and over,Prince Edward Island,,18.3
2020,Men+,Prince Edward Island,,11.0
2020,"Men+, under 18 years",Prince Edward Island,,10.7
2020,"Men+, 18 to 64 years",Prince Edward Island,,9.3
2020,"Men+, 65 years and over",Prince Edward Island,,17.0
2020,Women+,Prince Edward Island,,13.1
2020,"Women+, under 18 years",Prince Edward Island,,14.4
2020,"Women+, 18 to 64 years",Prince Edward Island,,10.6
2020,"Women+, 65 years and over",Prince Edward Island,,19.5
2020,All persons,Nova Scotia,12,12.4
2020,Persons under 18 years,Nova Scotia,,10.0
2020,Persons 18 to 64 years,Nova Scotia,,10.5
2020,Persons 65 years and over,Nova Scotia,,20.1
2020,Men+,Nova Scotia,,10.3
2020,"Men+, under 18 years",Nova Scotia,,8.8
2020,"Men+, 18 to 64 years",Nova Scotia,,8.7
2020,"Men+, 65 years and over",Nova Scotia,,16.8
2020,Women+,Nova Scotia,,14.4
2020,"Women+, under 18 years",Nova Scotia,,11.2
2020,"Women+, 18 to 64 years",Nova Scotia,,12.2
2020,"Women+, 65 years and over",Nova Scotia,,22.9
2020,All persons,New Brunswick,13,12.8
2020,Persons under 18 years,New Brunswick,,9.1
2020,Persons 18 to 64 years,New Brunswick,,11.1
2020,Persons 65 years and over,New Brunswick,,20.4
2020,Men+,New Brunswick,,11.2
2020,"Men+, under 18 years",New Brunswick,,10.0
2020,"Men+, 18 to 64 years",New Brunswick,,9.9
2020,"Men+, 65 years and over",New Brunswick,,15.9
2020,Women+,New Brunswick,,14.4
2020,"Women+, under 18 years",New Brunswick,,8.1
2020,"Women+, 18 to 64 years",New Brunswick,,12.4
2020,"Women+, 65 years and over",New Brunswick,,24.4
2020,All persons,Quebec,24,10.2
2020,Persons under 18 years,Quebec,,6.9
2020,Persons 18 to 64 years,Quebec,,8.3
2020,Persons 65 years and over,Quebec,,19.6
2020,Men+,Quebec,,9.0
2020,"Men+, under 18 years",Quebec,,6.3
2020,"Men+, 18 to 64 years",Quebec,,8.2
2020,"Men+, 65 years and over",Quebec,,14.9
2020,Women+,Quebec,,11.5
2020,"Women+, under 18 years",Quebec,,7.6
2020,"Women+, 18 to 64 years",Quebec,,8.5
2020,"Women+, 65 years and over",Quebec,,23.8
2020,All persons,Ontario,35,8.8
2020,Persons under 18 years,Ontario,,7.7
2020,Persons 18 to 64 years,Ontario,,8.1
2020,Persons 65 years and over,Ontario,,12.5
2020,Men+,Ontario,,8.2
2020,"Men+, under 18 years",Ontario,,7.5
2020,"Men+, 18 to 64 years",Ontario,,7.7
2020,"Men+, 65 years and over",Ontario,,10.8
2020,Women+,Ontario,,9.5
2020,"Women+, under 18 years",Ontario,,7.8
2020,"Women+, 18 to 64 years",Ontario,,8.6
2020,"Women+, 65 years and over",Ontario,,14.1
2020,All persons,Prairie provinces,,8.2
2020,Persons under 18 years,Prairie provinces,,7.7
2020,Persons 18 to 64 years,Prairie provinces,,7.7
2020,Persons 65 years and over,Prairie provinces,,10.7
2020,Men+,Prairie provinces,,7.9
2020,"Men+, under 18 years",Prairie provinces,,7.7
2020,"Men+, 18 to 64 years",Prairie provinces,,7.8
2020,"Men+, 65 years and over",Prairie provinces,,8.5
2020,Women+,Prairie provinces,,8.4
2020,"Women+, under 18 years",Prairie provinces,,7.6
2020,"Women+, 18 to 64 years",Prairie provinces,,7.7
2020,"Women+, 65 years and over",Prairie provinces,,12.6
2020,All persons,Manitoba,46,11.2
2020,Persons under 18 years,Manitoba,,12.0
2020,Persons 18 to 64 years,Manitoba,,10.6
2020,Persons 65 years and over,Manitoba,,12.3
2020,Men+,Manitoba,,10.7
2020,"Men+, under 18 years",Manitoba,,13.3
2020,"Men+, 18 to 64 years",Manitoba,,10.5
2020,"Men+, 65 years and over",Manitoba,,7.9
2020,Women+,Manitoba,,11.6
2020,"Women+, under 18 years",Manitoba,,10.7
2020,"Women+, 18 to 64 years",Manitoba,,10.7
2020,"Women+, 65 years and over",Manitoba,,16.0
2020,All persons,Saskatchewan,47,9.6
2020,Persons under 18 years,Saskatchewan,,9.0
2020,Persons 18 to 64 years,Saskatchewan,,8.4
2020,Persons 65 years and over,Saskatchewan,,15.2
2020,Men+,Saskatchewan,,10.0
2020,"Men+, under 18 years",Saskatchewan,,11.0
2020,"Men+, 18 to 64 years",Saskatchewan,,8.6
2020,"Men+, 65 years and over",Saskatchewan,,14.4
2020,Women+,Saskatchewan,,9.2
2020,"Women+, under 18 years",Saskatchewan,,6.9
2020,"Women+, 18 to 64 years",Saskatchewan,,8.2
2020,"Women+, 65 years and over",Saskatchewan,,15.9
2020,All persons,Alberta,48,6.9
2020,Persons under 18 years,Alberta,,6.1
2020,Persons 18 to 64 years,Alberta,,6.7
2020,Persons 65 years and over,Alberta,,8.7
2020,Men+,Alberta,,6.5
2020,"Men+, under 18 years",Alberta,,5.2
2020,"Men+, 18 to 64 years",Alberta,,6.8
2020,"Men+, 65 years and over",Alberta,,6.9
2020,Women+,Alberta,,7.3
2020,"Women+, under 18 years",Alberta,,7.0
2020,"Women+, 18 to 64 years",Alberta,,6.7
2020,"Women+, 65 years and over",Alberta,,10.4
2020,All persons,British Columbia,59,9.0
2020,Persons under 18 years,British Columbia,,6.7
2020,Persons 18 to 64 years,British Columbia,,9.1
2020,Persons 65 years and over,British Columbia,,10.9
2020,Men+,British Columbia,,8.6
2020,"Men+, under 18 years",British Columbia,,7.7
2020,"Men+, 18 to 64 years",British Columbia,,9.1
2020,"Men+, 65 years and over",British Columbia,,7.9
2020,Women+,British Columbia,,9.3
2020,"Women+, under 18 years",British Columbia,,5.7
2020,"Women+, 18 to 64 years",British Columbia,,9.0
2020,"Women+, 65 years and over",British Columbia,,13.6
2020,All persons,Territories,,7.4
2020,Persons 18 to 64 years,Territories,,6.9
2020,Persons 65 years and over,Territories,,10.0
2020,Men+,Territories,,7.9
2020,"Men+, 18 to 64 years",Territories,,7.0
2020,Women+,Territories,,6.9
2020,"Women+, 18 to 64 years",Territories,,6.7
2020,"Women+, 65 years and over",Territories,,9.6
2020,All persons,Yukon,60,9.1
2020,Persons 18 to 64 years,Yukon,,9.3
2020,Persons 65 years and over,Yukon,,15.1
2020,Men+,Yukon,,9.9
2020,"Men+, 18 to 64 years",Yukon,,10.7
2020,Women+,Yukon,,8.2
2020,"Women+, 18 to 64 years",Yukon,,7.9
2020,"Women+, 65 years and over",Yukon,,17.4
2020,All persons,"Québec, Quebec",,6.7
2020,Persons 18 to 64 years,"Québec, Quebec",,5.4
2020,Persons 65 years and over,"Québec, Quebec",,14.5
2020,Men+,"Québec, Quebec",,5.9
2020,"Men+, 18 to 64 years","Québec, Quebec",,5.0
2020,"Men+, 65 years and over","Québec, Quebec",,12.0
2020,Women+,"Québec, Quebec",,7.4
2020,"Women+, 18 to 64 years","Québec, Quebec",,5.9
2020,"Women+, 65 years and over","Québec, Quebec",,16.8
2020,All persons,"Montréal, Quebec",,9.8
2020,Persons under 18 years,"Montréal, Quebec",,7.6
2020,Persons 18 to 64 years,"Montréal, Quebec",,8.4
2020,Persons 65 years and over,"Montréal, Quebec",,17.9
2020,Men+,"Montréal, Quebec",,8.3
2020,"Men+, under 18 years","Montréal, Quebec",,6.7
2020,"Men+, 18 to 64 years","Montréal, Quebec",,7.6
2020,"Men+, 65 years and over","Montréal, Quebec",,13.4
2020,Women+,"Montréal, Quebec",,11.2
2020,"Women+, under 18 years","Montréal, Quebec",,8.6
2020,"Women+, 18 to 64 years","Montréal, Quebec",,9.1
2020,"Women+, 65 years and over","Montréal, Quebec",,21.5
2020,All persons,"Ottawa-Gatineau, Ontario/Quebec",,7.0
2020,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,3.8
2020,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,6.4
2020,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,13.4
2020,Men+,"Ottawa-Gatineau, Ontario/Quebec",,7.0
2020,"Men+, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,7.1
2020,"Men+, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,10.9
2020,Women+,"Ottawa-Gatineau, Ontario/Quebec",,7.0
2020,"Women+, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,3.8
2020,"Women+, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,5.7
2020,"Women+, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,15.6
2020,All persons,"Toronto, Ontario",,9.6
2020,Persons under 18 years,"Toronto, Ontario",,10.2
2020,Persons 18 to 64 years,"Toronto, Ontario",,8.8
2020,Persons 65 years and over,"Toronto, Ontario",,12.7
2020,Men+,"Toronto, Ontario",,8.7
2020,"Men+, under 18 years","Toronto, Ontario",,9.3
2020,"Men+, 18 to 64 years","Toronto, Ontario",,7.9
2020,"Men+, 65 years and over","Toronto, Ontario",,12.0
2020,Women+,"Toronto, Ontario",,10.6
2020,"Women+, under 18 years","Toronto, Ontario",,11.1
2020,"Women+, 18 to 64 years","Toronto, Ontario",,9.7
2020,"Women+, 65 years and over","Toronto, Ontario",,13.3
2020,All persons,"Winnipeg, Manitoba",,10.3
2020,Persons under 18 years,"Winnipeg, Manitoba",,10.7
2020,Persons 18 to 64 years,"Winnipeg, Manitoba",,10.0
2020,Persons 65 years and over,"Winnipeg, Manitoba",,11.2
2020,Men+,"Winnipeg, Manitoba",,10.4
2020,"Men+, under 18 years","Winnipeg, Manitoba",,12.2
2020,"Men+, 18 to 64 years","Winnipeg, Manitoba",,10.6
2020,"Men+, 65 years and over","Winnipeg, Manitoba",,7.0
2020,Women+,"Winnipeg, Manitoba",,10.2
2020,"Women+, under 18 years","Winnipeg, Manitoba",,9.0
2020,"Women+, 18 to 64 years","Winnipeg, Manitoba",,9.3
2020,"Women+, 65 years and over","Winnipeg, Manitoba",,14.8
2020,All persons,"Calgary, Alberta",,7.0
2020,Persons under 18 years,"Calgary, Alberta",,7.7
2020,Persons 18 to 64 years,"Calgary, Alberta",,6.9
2020,Persons 65 years and over,"Calgary, Alberta",,6.5
2020,Men+,"Calgary, Alberta",,6.3
2020,"Men+, 18 to 64 years","Calgary, Alberta",,6.9
2020,Women+,"Calgary, Alberta",,7.7
2020,"Women+, under 18 years","Calgary, Alberta",,9.3
2020,"Women+, 18 to 64 years","Calgary, Alberta",,6.8
2020,"Women+, 65 years and over","Calgary, Alberta",,9.5
2020,All persons,"Edmonton, Alberta",,6.4
2020,Persons under 18 years,"Edmonton, Alberta",,5.3
2020,Persons 18 to 64 years,"Edmonton, Alberta",,6.5
2020,Persons 65 years and over,"Edmonton, Alberta",,7.5
2020,Men+,"Edmonton, Alberta",,6.1
2020,"Men+, 18 to 64 years","Edmonton, Alberta",,6.5
2020,Women+,"Edmonton, Alberta",,6.7
2020,"Women+, 18 to 64 years","Edmonton, Alberta",,6.6
2020,"Women+, 65 years and over","Edmonton, Alberta",,8.3
2020,All persons,"Vancouver, British Columbia",,9.1
2020,Persons under 18 years,"Vancouver, British Columbia",,5.8
2020,Persons 18 to 64 years,"Vancouver, British Columbia",,9.7
2020,Persons 65 years and over,"Vancouver, British Columbia",,10.1
2020,Men+,"Vancouver, British Columbia",,8.6
2020,"Men+, under 18 years","Vancouver, British Columbia",,6.1
2020,"Men+, 18 to 64 years","Vancouver, British Columbia",,9.8
2020,"Men+, 65 years and over","Vancouver, British Columbia",,6.1
2020,Women+,"Vancouver, British Columbia",,9.6
2020,"Women+, under 18 years","Vancouver, British Columbia",,5.5
2020,"Women+, 18 to 64 years","Vancouver, British Columbia",,9.6
2020,"Women+, 65 years and over","Vancouver, British Columbia",,13.6
2021,Persons under 18 years,Canada,,9.5
2021,Persons 18 to 64 years,Canada,,9.1
2021,Persons 65 years and over,Canada,,17.1
2021,Men+,Canada,,9.7
2021,"Men+, under 18 years",Canada,,9.2
2021,"Men+, 18 to 64 years",Canada,,8.6
2021,"Men+, 65 years and over",Canada,,14.5
2021,Women+,Canada,,11.5
2021,"Women+, under 18 years",Canada,,9.8
2021,"Women+, 18 to 64 years",Canada,,9.5
2021,"Women+, 65 years and over",Canada,,19.3
2021,All persons,Atlantic provinces,,13.0
2021,Persons under 18 years,Atlantic provinces,,9.6
2021,Persons 18 to 64 years,Atlantic provinces,,10.3
2021,Persons 65 years and over,Atlantic provinces,,23.1
2021,Men+,Atlantic provinces,,11.3
2021,"Men+, under 18 years",Atlantic provinces,,8.8
2021,"Men+, 18 to 64 years",Atlantic provinces,,9.1
2021,"Men+, 65 years and over",Atlantic provinces,,19.5
2021,Women+,Atlantic provinces,,14.8
2021,"Women+, under 18 years",Atlantic provinces,,10.4
2021,"Women+, 18 to 64 years",Atlantic provinces,,11.5
2021,"Women+, 65 years and over",Atlantic provinces,,26.3
2021,All persons,Newfoundland and Labrador,10,15.0
2021,Persons under 18 years,Newfoundland and Labrador,,12.3
2021,Persons 18 to 64 years,Newfoundland and Labrador,,11.4
2021,Persons 65 years and over,Newfoundland and Labrador,,26.3
2021,Men+,Newfoundland and Labrador,,12.3
2021,"Men+, under 18 years",Newfoundland and Labrador,,9.6
2021,"Men+, 18 to 64 years",Newfoundland and Labrador,,9.1
2021,"Men+, 65 years and over",Newfoundland and Labrador,,23.1
2021,Women+,Newfoundland and Labrador,,17.7
2021,"Women+, under 18 years",Newfoundland and Labrador,,15.3
2021,"Women+, 18 to 64 years",Newfoundland and Labrador,,13.6
2021,"Women+, 65 years and over",Newfoundland and Labrador,,29.1
2021,All persons,Prince Edward Island,11,11.5
2021,Persons under 18 years,Prince Edward Island,,7.6
2021,Persons 18 to 64 years,Prince Edward Island,,9.7
2021,Persons 65 years and over,Prince Edward Island,,20.9
2021,Men+,Prince Edward Island,,9.1
2021,"Men+, 18 to 64 years",Prince Edward Island,,7.6
2021,"Men+, 65 years and over",Prince Edward Island,,16.3
2021,Women+,Prince Edward Island,,13.8
2021,"Women+, under 18 years",Prince Edward Island,,8.3
2021,"Women+, 18 to 64 years",Prince Edward Island,,11.7
2021,"Women+, 65 years and over",Prince Edward Island,,24.8
2021,All persons,Nova Scotia,12,13.5
2021,Persons under 18 years,Nova Scotia,,8.8
2021,Persons 18 to 64 years,Nova Scotia,,11.6
2021,Persons 65 years and over,Nova Scotia,,22.4
