Year,Géographie,Niveau de scolarité atteint,Status,Sexe,Groupe d'âge,GeoCode,Value
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,"Total, 15 to 29 years",59,4
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,"Total, 15 to 29 years",59,3
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,59,2
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,59,3
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,59,2
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,59,4
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,59,4
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,59,3
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,59,5
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,59,5
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,59,4
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,59,5
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,59,5
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,59,4
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,59,4
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,59,5
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,25 à 29 ans,59,4
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,"Total, 15 to 29 years",59,7
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,"Total, 15 to 29 years",59,6
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,"Total, 15 to 29 years",59,7
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,59,3
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,59,4
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,59,3
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,59,5
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,59,6
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,59,4
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,59,6
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,59,7
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,59,5
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,59,7
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,59,8
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,59,5
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,59,9
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,59,8
2019,Colombie-Britannique,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,25 à 29 ans,59,11
2019,Colombie-Britannique,Inférieur aux études secondaires,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,59,34
2019,Colombie-Britannique,Inférieur aux études secondaires,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,59,28
2019,Colombie-Britannique,Inférieur aux études secondaires,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,25 à 29 ans,59,46
2019,Colombie-Britannique,Deuxième cycle du secondaire et postsecondaires non tertiaire,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,59,15
2019,Colombie-Britannique,Deuxième cycle du secondaire et postsecondaires non tertiaire,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,59,13
2019,Colombie-Britannique,Deuxième cycle du secondaire et postsecondaires non tertiaire,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,25 à 29 ans,59,17
2019,Colombie-Britannique,Deuxième cycle du secondaire et postsecondaires non tertiaire,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,59,6
2019,Colombie-Britannique,Deuxième cycle du secondaire et postsecondaires non tertiaire,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,59,6
2019,Colombie-Britannique,Deuxième cycle du secondaire et postsecondaires non tertiaire,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,59,9
2019,Colombie-Britannique,Deuxième cycle du secondaire et postsecondaires non tertiaire,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,59,7
2019,Colombie-Britannique,Deuxième cycle du secondaire et postsecondaires non tertiaire,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,25 à 29 ans,59,13
2019,Colombie-Britannique,Études tertiaires,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,59,12
2019,Colombie-Britannique,Études tertiaires,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,59,10
2019,Colombie-Britannique,Études tertiaires,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,25 à 29 ans,59,13
2019,Colombie-Britannique,Études tertiaires,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,59,3
2019,Colombie-Britannique,Études tertiaires,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,25 à 29 ans,59,3
2019,Colombie-Britannique,Études tertiaires,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,59,8
2019,Colombie-Britannique,Études tertiaires,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,59,7
2019,Colombie-Britannique,Études tertiaires,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,25 à 29 ans,59,10
2019,Yukon,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,"Total, 15 to 29 years",60,9
2019,Yukon,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,"Total, 15 to 29 years",60,12
2019,Yukon,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,60,8
2019,Yukon,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,60,9
2019,Yukon,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,60,11
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,"Total, 15 to 29 years",61,21
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,"Total, 15 to 29 years",61,23
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,"Total, 15 to 29 years",61,19
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,61,19
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,61,18
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,61,20
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,61,27
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,61,24
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,61,29
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,61,33
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,61,28
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,61,37
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,61,25
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,61,33
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,25 à 29 ans,61,18
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,"Total, 15 to 29 years",61,9
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,"Total, 15 to 29 years",61,13
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,61,8
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,61,10
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,61,12
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,61,10
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,61,15
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,"Total, 15 to 29 years",61,12
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,"Total, 15 to 29 years",61,10
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,61,11
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,61,16
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,61,20
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,61,15
2019,Territoires du Nord-Ouest,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,61,18
2019,Territoires du Nord-Ouest,Inférieur aux études secondaires,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,61,62
2019,Territoires du Nord-Ouest,Inférieur aux études secondaires,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,61,66
2019,Territoires du Nord-Ouest,Deuxième cycle du secondaire et postsecondaires non tertiaire,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,61,26
2019,Territoires du Nord-Ouest,Deuxième cycle du secondaire et postsecondaires non tertiaire,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,61,31
2019,Nunavut,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,"Total, 15 to 29 years",62,36
2019,Nunavut,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,"Total, 15 to 29 years",62,39
2019,Nunavut,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,"Total, 15 to 29 years",62,32
2019,Nunavut,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,62,19
2019,Nunavut,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,62,35
2019,Nunavut,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,62,37
2019,Nunavut,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,62,32
2019,Nunavut,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,62,45
2019,Nunavut,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,62,48
2019,Nunavut,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,62,42
2019,Nunavut,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,62,53
2019,Nunavut,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,62,55
2019,Nunavut,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,62,51
2019,Nunavut,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,62,39
2019,Nunavut,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,62,43
2019,Nunavut,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,25 à 29 ans,62,34
2019,Nunavut,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,"Total, 15 to 29 years",62,10
2019,Nunavut,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,"Total, 15 to 29 years",62,12
2019,Nunavut,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,"Total, 15 to 29 years",62,8
2019,Nunavut,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,62,9
2019,Nunavut,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,62,11
2019,Nunavut,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,62,8
2019,Nunavut,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,62,13
2019,Nunavut,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,62,14
2019,Nunavut,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,62,12
2019,Nunavut,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,62,14
2019,Nunavut,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,62,15
2019,Nunavut,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,62,11
2019,Nunavut,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,"Total, 15 to 29 years",62,26
2019,Nunavut,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,"Total, 15 to 29 years",62,27
2019,Nunavut,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,"Total, 15 to 29 years",62,24
2019,Nunavut,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,62,14
2019,Nunavut,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,62,25
2019,Nunavut,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,62,26
2019,Nunavut,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,62,24
2019,Nunavut,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,62,32
2019,Nunavut,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,62,33
2019,Nunavut,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,62,31
2019,Nunavut,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,62,39
2019,Nunavut,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,62,40
2019,Nunavut,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,62,28
2019,Nunavut,Inférieur aux études secondaires,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,62,63
2019,Nunavut,Inférieur aux études secondaires,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,62,65
2019,Nunavut,Inférieur aux études secondaires,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,25 à 29 ans,62,61
2019,Nunavut,Deuxième cycle du secondaire et postsecondaires non tertiaire,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,62,28
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,"Total, 15 to 29 years",,14
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,"Total, 15 to 29 years",,13
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,,9
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,,10
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,,8
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,,12
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,,13
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,,10
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,,13
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,,15
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,,11
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,,14
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,,16
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,,12
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,,17
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,,16
2020,Canada,"Total, tous les niveaux de scolarité","Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,25 à 29 ans,,18
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,"Total, 15 to 29 years",,5
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,"Total, 15 to 29 years",,6
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,"Total, 15 to 29 years",,4
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,,3
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,,3
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,,2
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,,4
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,,5
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,,3
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,,5
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,,7
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,,4
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,,6
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,,7
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,,4
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,25 à 29 ans,,6
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,25 à 29 ans,,7
2020,Canada,"Total, tous les niveaux de scolarité","Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,25 à 29 ans,,5
2020,Canada,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,"Total, 15 to 29 years",,9
2020,Canada,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,"Total, 15 to 29 years",,8
2020,Canada,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,"Total, 15 to 29 years",,9
2020,Canada,"Total, tous les niveaux de scolarité","Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,,6
