Year,Âge au décès,Sexe,Causes of death,Value
2019,20 à 24 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2019,20 à 24 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.0
2019,20 à 24 ans,Hommes,Tumeurs malignes,3.9
2019,20 à 24 ans,Hommes,Diabète sucré,0.5
2019,20 à 24 ans,Hommes,Maladies du coeur,1.8
2019,20 à 24 ans,Hommes,Essential hypertension and hypertensive renal disease,0.0
2019,20 à 24 ans,Hommes,Cerebrovascular diseases,0.2
2019,20 à 24 ans,Hommes,Atherosclerosis,0.0
2019,20 à 24 ans,Hommes,Aortic aneurysm and dissection,0.1
2019,20 à 24 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.1
2019,20 à 24 ans,Hommes,Pneumoconioses and chemical effects,0.0
2019,20 à 24 ans,Hommes,Pneumonitis due to solids and liquids,0.0
2019,20 à 24 ans,Femmes,Tumeurs malignes,2.2
2019,20 à 24 ans,Femmes,Diabète sucré,0.3
2019,20 à 24 ans,Femmes,Maladies du coeur,1.3
2019,20 à 24 ans,Femmes,Essential hypertension and hypertensive renal disease,0.0
2019,20 à 24 ans,Femmes,Cerebrovascular diseases,0.3
2019,20 à 24 ans,Femmes,Atherosclerosis,0.0
2019,20 à 24 ans,Femmes,Aortic aneurysm and dissection,0.0
2019,20 à 24 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2019,20 à 24 ans,Femmes,Pneumoconioses and chemical effects,0.0
2019,20 à 24 ans,Femmes,Pneumonitis due to solids and liquids,0.0
2019,25 à 34 ans,Les deux sexes,Tumeurs malignes,6.9
2019,25 à 34 ans,Les deux sexes,Diabète sucré,1.0
2019,25 à 34 ans,Les deux sexes,Maladies du coeur,2.6
2019,25 à 34 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.1
2019,25 à 34 ans,Les deux sexes,Cerebrovascular diseases,0.9
2019,25 à 34 ans,Les deux sexes,Atherosclerosis,0.0
2019,25 à 34 ans,Les deux sexes,Aortic aneurysm and dissection,0.2
2019,25 à 34 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.2
2019,25 à 34 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2019,25 à 34 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.1
2019,25 à 34 ans,Hommes,Tumeurs malignes,7.4
2019,25 à 34 ans,Hommes,Diabète sucré,1.2
2019,25 à 34 ans,Hommes,Maladies du coeur,3.2
2019,25 à 34 ans,Hommes,Essential hypertension and hypertensive renal disease,0.2
2019,25 à 34 ans,Hommes,Cerebrovascular diseases,0.9
2019,25 à 34 ans,Hommes,Atherosclerosis,0.0
2019,25 à 34 ans,Hommes,Aortic aneurysm and dissection,0.3
2019,25 à 34 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.3
2019,25 à 34 ans,Hommes,Pneumoconioses and chemical effects,0.0
2019,25 à 34 ans,Hommes,Pneumonitis due to solids and liquids,0.1
2019,25 à 34 ans,Femmes,Tumeurs malignes,6.4
2019,25 à 34 ans,Femmes,Diabète sucré,0.7
2019,25 à 34 ans,Femmes,Maladies du coeur,2.0
2019,25 à 34 ans,Femmes,Essential hypertension and hypertensive renal disease,0.0
2019,25 à 34 ans,Femmes,Cerebrovascular diseases,0.9
2019,25 à 34 ans,Femmes,Atherosclerosis,0.1
2019,25 à 34 ans,Femmes,Aortic aneurysm and dissection,0.2
2019,25 à 34 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2019,25 à 34 ans,Femmes,Pneumoconioses and chemical effects,0.0
2019,25 à 34 ans,Femmes,Pneumonitis due to solids and liquids,0.2
2019,25 à 29 ans,Les deux sexes,Tumeurs malignes,4.1
2019,25 à 29 ans,Les deux sexes,Diabète sucré,0.6
2019,25 à 29 ans,Les deux sexes,Maladies du coeur,1.9
2019,25 à 29 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.0
2019,25 à 29 ans,Les deux sexes,Cerebrovascular diseases,0.6
2019,25 à 29 ans,Les deux sexes,Atherosclerosis,0.0
2019,25 à 29 ans,Les deux sexes,Aortic aneurysm and dissection,0.1
2019,25 à 29 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.2
2019,25 à 29 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2019,25 à 29 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.1
2019,25 à 29 ans,Hommes,Tumeurs malignes,5.2
2019,25 à 29 ans,Hommes,Diabète sucré,0.7
2019,25 à 29 ans,Hommes,Maladies du coeur,2.4
2019,25 à 29 ans,Hommes,Essential hypertension and hypertensive renal disease,0.0
2019,25 à 29 ans,Hommes,Cerebrovascular diseases,0.7
2019,25 à 29 ans,Hommes,Atherosclerosis,0.0
2019,25 à 29 ans,Hommes,Aortic aneurysm and dissection,0.1
2019,25 à 29 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.3
2019,25 à 29 ans,Hommes,Pneumoconioses and chemical effects,0.0
2019,25 à 29 ans,Hommes,Pneumonitis due to solids and liquids,0.1
2019,25 à 29 ans,Femmes,Tumeurs malignes,2.8
2019,25 à 29 ans,Femmes,Diabète sucré,0.5
2019,25 à 29 ans,Femmes,Maladies du coeur,1.3
2019,25 à 29 ans,Femmes,Essential hypertension and hypertensive renal disease,0.0
2019,25 à 29 ans,Femmes,Cerebrovascular diseases,0.6
2019,25 à 29 ans,Femmes,Atherosclerosis,0.0
2019,25 à 29 ans,Femmes,Aortic aneurysm and dissection,0.0
2019,25 à 29 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.1
2019,25 à 29 ans,Femmes,Pneumoconioses and chemical effects,0.0
2019,25 à 29 ans,Femmes,Pneumonitis due to solids and liquids,0.1
2019,30 à 34 ans,Les deux sexes,Tumeurs malignes,9.8
2019,30 à 34 ans,Les deux sexes,Diabète sucré,1.4
2019,30 à 34 ans,Les deux sexes,Maladies du coeur,3.3
2019,30 à 34 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.1
2019,30 à 34 ans,Les deux sexes,Cerebrovascular diseases,1.2
2019,30 à 34 ans,Les deux sexes,Atherosclerosis,0.0
2019,30 à 34 ans,Les deux sexes,Aortic aneurysm and dissection,0.3
2019,30 à 34 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.3
2019,30 à 34 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2019,30 à 34 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.2
2019,30 à 34 ans,Hommes,Tumeurs malignes,9.6
2019,30 à 34 ans,Hommes,Diabète sucré,1.8
2019,30 à 34 ans,Hommes,Maladies du coeur,3.9
2019,30 à 34 ans,Hommes,Essential hypertension and hypertensive renal disease,0.2
2019,30 à 34 ans,Hommes,Cerebrovascular diseases,1.1
2019,30 à 34 ans,Hommes,Atherosclerosis,0.0
2019,30 à 34 ans,Hommes,Aortic aneurysm and dissection,0.5
2019,30 à 34 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.4
2019,30 à 34 ans,Hommes,Pneumoconioses and chemical effects,0.0
2019,30 à 34 ans,Hommes,Pneumonitis due to solids and liquids,0.1
2019,30 à 34 ans,Femmes,Tumeurs malignes,10.0
2019,30 à 34 ans,Femmes,Diabète sucré,0.9
2019,30 à 34 ans,Femmes,Maladies du coeur,2.6
2019,30 à 34 ans,Femmes,Essential hypertension and hypertensive renal disease,0.0
2019,30 à 34 ans,Femmes,Cerebrovascular diseases,1.2
2019,30 à 34 ans,Femmes,Atherosclerosis,0.1
2019,30 à 34 ans,Femmes,Aortic aneurysm and dissection,0.2
2019,30 à 34 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2019,30 à 34 ans,Femmes,Pneumoconioses and chemical effects,0.0
2019,30 à 34 ans,Femmes,Pneumonitis due to solids and liquids,0.2
2019,35 à 44 ans,Les deux sexes,Tumeurs malignes,21.9
2019,35 à 44 ans,Les deux sexes,Diabète sucré,2.4
2019,35 à 44 ans,Les deux sexes,Maladies du coeur,9.6
2019,35 à 44 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.1
2019,35 à 44 ans,Les deux sexes,Cerebrovascular diseases,2.0
2019,35 à 44 ans,Les deux sexes,Atherosclerosis,0.0
2019,35 à 44 ans,Les deux sexes,Aortic aneurysm and dissection,0.6
2019,35 à 44 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.4
2019,35 à 44 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2019,35 à 44 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.1
2019,35 à 44 ans,Hommes,Tumeurs malignes,18.8
2019,35 à 44 ans,Hommes,Diabète sucré,3.1
2019,35 à 44 ans,Hommes,Maladies du coeur,14.2
2019,35 à 44 ans,Hommes,Essential hypertension and hypertensive renal disease,0.2
2019,35 à 44 ans,Hommes,Cerebrovascular diseases,2.1
2019,35 à 44 ans,Hommes,Atherosclerosis,0.0
2019,35 à 44 ans,Hommes,Aortic aneurysm and dissection,1.0
2019,35 à 44 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.2
2019,35 à 44 ans,Hommes,Pneumoconioses and chemical effects,0.0
2019,35 à 44 ans,Hommes,Pneumonitis due to solids and liquids,0.2
2019,35 à 44 ans,Femmes,Tumeurs malignes,25.0
2019,35 à 44 ans,Femmes,Diabète sucré,1.8
2019,35 à 44 ans,Femmes,Maladies du coeur,5.1
2019,35 à 44 ans,Femmes,Essential hypertension and hypertensive renal disease,0.2
2019,35 à 44 ans,Femmes,Cerebrovascular diseases,1.9
2019,35 à 44 ans,Femmes,Atherosclerosis,0.0
2019,35 à 44 ans,Femmes,Aortic aneurysm and dissection,0.1
2019,35 à 44 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.6
2019,35 à 44 ans,Femmes,Pneumoconioses and chemical effects,0.0
2019,35 à 44 ans,Femmes,Pneumonitis due to solids and liquids,0.0
2019,35 à 39 ans,Les deux sexes,Tumeurs malignes,14.8
2019,35 à 39 ans,Les deux sexes,Diabète sucré,1.7
2019,35 à 39 ans,Les deux sexes,Maladies du coeur,6.8
2019,35 à 39 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.0
2019,35 à 39 ans,Les deux sexes,Cerebrovascular diseases,1.5
2019,35 à 39 ans,Les deux sexes,Atherosclerosis,0.0
2019,35 à 39 ans,Les deux sexes,Aortic aneurysm and dissection,0.5
2019,35 à 39 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.3
2019,35 à 39 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2019,35 à 39 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.0
2019,35 à 39 ans,Hommes,Tumeurs malignes,13.3
2019,35 à 39 ans,Hommes,Diabète sucré,1.6
2019,35 à 39 ans,Hommes,Maladies du coeur,9.9
2019,35 à 39 ans,Hommes,Essential hypertension and hypertensive renal disease,0.1
2019,35 à 39 ans,Hommes,Cerebrovascular diseases,1.6
2019,35 à 39 ans,Hommes,Atherosclerosis,0.0
2019,35 à 39 ans,Hommes,Aortic aneurysm and dissection,0.9
2019,35 à 39 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.2
2019,35 à 39 ans,Hommes,Pneumoconioses and chemical effects,0.0
2019,35 à 39 ans,Hommes,Pneumonitis due to solids and liquids,0.1
2019,35 à 39 ans,Femmes,Tumeurs malignes,16.4
2019,35 à 39 ans,Femmes,Diabète sucré,1.8
2019,35 à 39 ans,Femmes,Maladies du coeur,3.8
2019,35 à 39 ans,Femmes,Essential hypertension and hypertensive renal disease,0.0
2019,35 à 39 ans,Femmes,Cerebrovascular diseases,1.5
2019,35 à 39 ans,Femmes,Atherosclerosis,0.0
2019,35 à 39 ans,Femmes,Aortic aneurysm and dissection,0.1
2019,35 à 39 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.3
2019,35 à 39 ans,Femmes,Pneumoconioses and chemical effects,0.0
2019,35 à 39 ans,Femmes,Pneumonitis due to solids and liquids,0.0
2019,40 à 44 ans,Les deux sexes,Tumeurs malignes,29.5
2019,40 à 44 ans,Les deux sexes,Diabète sucré,3.2
2019,40 à 44 ans,Les deux sexes,Maladies du coeur,12.6
2019,40 à 44 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.2
2019,40 à 44 ans,Les deux sexes,Cerebrovascular diseases,2.5
2019,40 à 44 ans,Les deux sexes,Atherosclerosis,0.0
2019,40 à 44 ans,Les deux sexes,Aortic aneurysm and dissection,0.7
2019,40 à 44 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.5
2019,40 à 44 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2019,40 à 44 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.2
2019,40 à 44 ans,Hommes,Tumeurs malignes,24.7
2019,40 à 44 ans,Hommes,Diabète sucré,4.7
2019,40 à 44 ans,Hommes,Maladies du coeur,18.9
2019,40 à 44 ans,Hommes,Essential hypertension and hypertensive renal disease,0.3
2019,40 à 44 ans,Hommes,Cerebrovascular diseases,2.7
2019,40 à 44 ans,Hommes,Atherosclerosis,0.0
2019,40 à 44 ans,Hommes,Aortic aneurysm and dissection,1.2
2019,40 à 44 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.1
2019,40 à 44 ans,Hommes,Pneumoconioses and chemical effects,0.0
2019,40 à 44 ans,Hommes,Pneumonitis due to solids and liquids,0.3
2019,40 à 44 ans,Femmes,Tumeurs malignes,34.2
2019,40 à 44 ans,Femmes,Diabète sucré,1.8
2019,40 à 44 ans,Femmes,Maladies du coeur,6.5
2019,40 à 44 ans,Femmes,Essential hypertension and hypertensive renal disease,0.2
2019,40 à 44 ans,Femmes,Cerebrovascular diseases,2.3
2019,40 à 44 ans,Femmes,Atherosclerosis,0.0
2019,40 à 44 ans,Femmes,Aortic aneurysm and dissection,0.2
2019,40 à 44 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.8
2019,40 à 44 ans,Femmes,Pneumoconioses and chemical effects,0.0
2019,40 à 44 ans,Femmes,Pneumonitis due to solids and liquids,0.0
2019,45 à 54 ans,Les deux sexes,Tumeurs malignes,75.5
2019,45 à 54 ans,Les deux sexes,Diabète sucré,6.4
2019,45 à 54 ans,Les deux sexes,Maladies du coeur,34.1
2019,45 à 54 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.5
2019,45 à 54 ans,Les deux sexes,Cerebrovascular diseases,6.6
2019,45 à 54 ans,Les deux sexes,Atherosclerosis,0.0
2019,45 à 54 ans,Les deux sexes,Aortic aneurysm and dissection,1.4
2019,45 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,3.0
2019,45 à 54 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2019,45 à 54 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.3
2019,45 à 54 ans,Hommes,Tumeurs malignes,71.9
2019,45 à 54 ans,Hommes,Diabète sucré,8.6
2019,45 à 54 ans,Hommes,Maladies du coeur,51.8
2019,45 à 54 ans,Hommes,Essential hypertension and hypertensive renal disease,0.8
2019,45 à 54 ans,Hommes,Cerebrovascular diseases,7.2
2019,45 à 54 ans,Hommes,Atherosclerosis,0.1
2019,45 à 54 ans,Hommes,Aortic aneurysm and dissection,2.4
2019,45 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,3.2
2019,45 à 54 ans,Hommes,Pneumoconioses and chemical effects,0.0
2019,45 à 54 ans,Hommes,Pneumonitis due to solids and liquids,0.3
2019,45 à 54 ans,Femmes,Tumeurs malignes,79.1
2019,45 à 54 ans,Femmes,Diabète sucré,4.2
2019,45 à 54 ans,Femmes,Maladies du coeur,16.6
2019,45 à 54 ans,Femmes,Essential hypertension and hypertensive renal disease,0.2
2019,45 à 54 ans,Femmes,Cerebrovascular diseases,6.0
2019,45 à 54 ans,Femmes,Atherosclerosis,0.0
2019,45 à 54 ans,Femmes,Aortic aneurysm and dissection,0.4
2019,45 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,2.8
2019,45 à 54 ans,Femmes,Pneumoconioses and chemical effects,0.0
2019,45 à 54 ans,Femmes,Pneumonitis due to solids and liquids,0.4
2019,45 à 49 ans,Les deux sexes,Tumeurs malignes,51.8
2019,45 à 49 ans,Les deux sexes,Diabète sucré,5.0
2019,45 à 49 ans,Les deux sexes,Maladies du coeur,23.8
2019,45 à 49 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.4
2019,45 à 49 ans,Les deux sexes,Cerebrovascular diseases,5.3
2019,45 à 49 ans,Les deux sexes,Atherosclerosis,0.0
2019,45 à 49 ans,Les deux sexes,Aortic aneurysm and dissection,1.1
2019,45 à 49 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,1.1
2019,45 à 49 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2019,45 à 49 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.3
2019,45 à 49 ans,Hommes,Tumeurs malignes,46.7
2019,45 à 49 ans,Hommes,Diabète sucré,7.2
2019,45 à 49 ans,Hommes,Maladies du coeur,35.5
2019,45 à 49 ans,Hommes,Essential hypertension and hypertensive renal disease,0.5
2019,45 à 49 ans,Hommes,Cerebrovascular diseases,6.0
2019,45 à 49 ans,Hommes,Atherosclerosis,0.1
2019,45 à 49 ans,Hommes,Aortic aneurysm and dissection,1.9
2019,45 à 49 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,1.1
2019,45 à 49 ans,Hommes,Pneumoconioses and chemical effects,0.0
2019,45 à 49 ans,Hommes,Pneumonitis due to solids and liquids,0.2
2019,45 à 49 ans,Femmes,Tumeurs malignes,56.9
2019,45 à 49 ans,Femmes,Diabète sucré,2.8
2019,45 à 49 ans,Femmes,Maladies du coeur,12.3
2019,45 à 49 ans,Femmes,Essential hypertension and hypertensive renal disease,0.2
2019,45 à 49 ans,Femmes,Cerebrovascular diseases,4.6
2019,45 à 49 ans,Femmes,Atherosclerosis,0.0
2019,45 à 49 ans,Femmes,Aortic aneurysm and dissection,0.2
2019,45 à 49 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,1.2
2019,45 à 49 ans,Femmes,Pneumoconioses and chemical effects,0.0
2019,45 à 49 ans,Femmes,Pneumonitis due to solids and liquids,0.3
2019,50 à 54 ans,Les deux sexes,Tumeurs malignes,98.2
2019,50 à 54 ans,Les deux sexes,Diabète sucré,7.7
2019,50 à 54 ans,Les deux sexes,Maladies du coeur,44.0
2019,50 à 54 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.6
2019,50 à 54 ans,Les deux sexes,Cerebrovascular diseases,7.8
2019,50 à 54 ans,Les deux sexes,Atherosclerosis,0.0
2019,50 à 54 ans,Les deux sexes,Aortic aneurysm and dissection,1.7
2019,50 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,4.9
2019,50 à 54 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2019,50 à 54 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.4
2019,50 à 54 ans,Hommes,Tumeurs malignes,96.1
2019,50 à 54 ans,Hommes,Diabète sucré,9.9
2019,50 à 54 ans,Hommes,Maladies du coeur,67.4
2019,50 à 54 ans,Hommes,Essential hypertension and hypertensive renal disease,1.1
2019,50 à 54 ans,Hommes,Cerebrovascular diseases,8.3
2019,50 à 54 ans,Hommes,Atherosclerosis,0.0
2019,50 à 54 ans,Hommes,Aortic aneurysm and dissection,2.9
2019,50 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,5.3
2019,50 à 54 ans,Hommes,Pneumoconioses and chemical effects,0.0
2019,50 à 54 ans,Hommes,Pneumonitis due to solids and liquids,0.4
2019,50 à 54 ans,Femmes,Tumeurs malignes,100.4
2019,50 à 54 ans,Femmes,Diabète sucré,5.6
2019,50 à 54 ans,Femmes,Maladies du coeur,20.7
2019,50 à 54 ans,Femmes,Essential hypertension and hypertensive renal disease,0.1
2019,50 à 54 ans,Femmes,Cerebrovascular diseases,7.3
2019,50 à 54 ans,Femmes,Atherosclerosis,0.0
2019,50 à 54 ans,Femmes,Aortic aneurysm and dissection,0.6
2019,50 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,4.5
2019,50 à 54 ans,Femmes,Pneumoconioses and chemical effects,0.0
2019,50 à 54 ans,Femmes,Pneumonitis due to solids and liquids,0.5
2019,55 à 64 ans,Les deux sexes,Tumeurs malignes,241.1
2019,55 à 64 ans,Les deux sexes,Diabète sucré,16.7
2019,55 à 64 ans,Les deux sexes,Maladies du coeur,94.3
2019,55 à 64 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,1.3
2019,55 à 64 ans,Les deux sexes,Cerebrovascular diseases,16.0
2019,55 à 64 ans,Les deux sexes,Atherosclerosis,0.5
2019,55 à 64 ans,Les deux sexes,Aortic aneurysm and dissection,2.8
2019,55 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,20.6
2019,55 à 64 ans,Les deux sexes,Pneumoconioses and chemical effects,0.2
2019,55 à 64 ans,Les deux sexes,Pneumonitis due to solids and liquids,1.2
2019,55 à 64 ans,Hommes,Tumeurs malignes,259.1
2019,55 à 64 ans,Hommes,Diabète sucré,22.3
2019,55 à 64 ans,Hommes,Maladies du coeur,142.0
2019,55 à 64 ans,Hommes,Essential hypertension and hypertensive renal disease,1.8
2019,55 à 64 ans,Hommes,Cerebrovascular diseases,18.4
2019,55 à 64 ans,Hommes,Atherosclerosis,0.7
2019,55 à 64 ans,Hommes,Aortic aneurysm and dissection,4.7
2019,55 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,22.5
2019,55 à 64 ans,Hommes,Pneumoconioses and chemical effects,0.4
2019,55 à 64 ans,Hommes,Pneumonitis due to solids and liquids,1.5
2019,55 à 64 ans,Femmes,Tumeurs malignes,223.4
2019,55 à 64 ans,Femmes,Diabète sucré,11.3
2019,55 à 64 ans,Femmes,Maladies du coeur,47.5
2019,55 à 64 ans,Femmes,Essential hypertension and hypertensive renal disease,0.9
2019,55 à 64 ans,Femmes,Cerebrovascular diseases,13.6
2019,55 à 64 ans,Femmes,Atherosclerosis,0.3
2019,55 à 64 ans,Femmes,Aortic aneurysm and dissection,1.0
2019,55 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,18.8
2019,55 à 64 ans,Femmes,Pneumoconioses and chemical effects,0.0
2019,55 à 64 ans,Femmes,Pneumonitis due to solids and liquids,0.9
2019,55 à 59 ans,Les deux sexes,Tumeurs malignes,183.5
2019,55 à 59 ans,Les deux sexes,Diabète sucré,13.9
2019,55 à 59 ans,Les deux sexes,Maladies du coeur,71.8
2019,55 à 59 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.7
2019,55 à 59 ans,Les deux sexes,Cerebrovascular diseases,12.1
2019,55 à 59 ans,Les deux sexes,Atherosclerosis,0.3
2019,55 à 59 ans,Les deux sexes,Aortic aneurysm and dissection,1.8
2019,55 à 59 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,12.3
2019,55 à 59 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2019,55 à 59 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.9
2019,55 à 59 ans,Hommes,Tumeurs malignes,186.6
2019,55 à 59 ans,Hommes,Diabète sucré,18.6
2019,55 à 59 ans,Hommes,Maladies du coeur,110.7
2019,55 à 59 ans,Hommes,Essential hypertension and hypertensive renal disease,1.2
2019,55 à 59 ans,Hommes,Cerebrovascular diseases,14.2
2019,55 à 59 ans,Hommes,Atherosclerosis,0.2
2019,55 à 59 ans,Hommes,Aortic aneurysm and dissection,3.0
2019,55 à 59 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,13.1
2019,55 à 59 ans,Hommes,Pneumoconioses and chemical effects,0.0
2019,55 à 59 ans,Hommes,Pneumonitis due to solids and liquids,1.2
2019,55 à 59 ans,Femmes,Tumeurs malignes,180.4
2019,55 à 59 ans,Femmes,Diabète sucré,9.3
2019,55 à 59 ans,Femmes,Maladies du coeur,33.4
2019,55 à 59 ans,Femmes,Essential hypertension and hypertensive renal disease,0.2
2019,55 à 59 ans,Femmes,Cerebrovascular diseases,10.0
2019,55 à 59 ans,Femmes,Atherosclerosis,0.3
2019,55 à 59 ans,Femmes,Aortic aneurysm and dissection,0.6
2019,55 à 59 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,11.5
2019,55 à 59 ans,Femmes,Pneumoconioses and chemical effects,0.0
2019,55 à 59 ans,Femmes,Pneumonitis due to solids and liquids,0.7
2019,60 à 64 ans,Les deux sexes,Tumeurs malignes,304.1
2019,60 à 64 ans,Les deux sexes,Diabète sucré,19.9
2019,60 à 64 ans,Les deux sexes,Maladies du coeur,118.8
2019,60 à 64 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,2.1
2019,60 à 64 ans,Les deux sexes,Cerebrovascular diseases,20.3
2019,60 à 64 ans,Les deux sexes,Atherosclerosis,0.8
2019,60 à 64 ans,Les deux sexes,Aortic aneurysm and dissection,3.9
2019,60 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,29.7
2019,60 à 64 ans,Les deux sexes,Pneumoconioses and chemical effects,0.2
2019,60 à 64 ans,Les deux sexes,Pneumonitis due to solids and liquids,1.5
2019,60 à 64 ans,Hommes,Tumeurs malignes,339.4
2019,60 à 64 ans,Hommes,Diabète sucré,26.5
2019,60 à 64 ans,Hommes,Maladies du coeur,176.6
2019,60 à 64 ans,Hommes,Essential hypertension and hypertensive renal disease,2.5
2019,60 à 64 ans,Hommes,Cerebrovascular diseases,23.1
2019,60 à 64 ans,Hommes,Atherosclerosis,1.2
2019,60 à 64 ans,Hommes,Aortic aneurysm and dissection,6.5
2019,60 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,32.8
2019,60 à 64 ans,Hommes,Pneumoconioses and chemical effects,0.4
2019,60 à 64 ans,Hommes,Pneumonitis due to solids and liquids,1.9
2019,60 à 64 ans,Femmes,Tumeurs malignes,269.9
2019,60 à 64 ans,Femmes,Diabète sucré,13.5
2019,60 à 64 ans,Femmes,Maladies du coeur,62.7
2019,60 à 64 ans,Femmes,Essential hypertension and hypertensive renal disease,1.6
2019,60 à 64 ans,Femmes,Cerebrovascular diseases,17.5
2019,60 à 64 ans,Femmes,Atherosclerosis,0.4
2019,60 à 64 ans,Femmes,Aortic aneurysm and dissection,1.4
2019,60 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,26.6
2019,60 à 64 ans,Femmes,Pneumoconioses and chemical effects,0.0
2019,60 à 64 ans,Femmes,Pneumonitis due to solids and liquids,1.0
2019,65 à 74 ans,Les deux sexes,Tumeurs malignes,576.5
2019,65 à 74 ans,Les deux sexes,Diabète sucré,41.2
2019,65 à 74 ans,Les deux sexes,Maladies du coeur,233.6
2019,65 à 74 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,5.2
2019,65 à 74 ans,Les deux sexes,Cerebrovascular diseases,51.2
2019,65 à 74 ans,Les deux sexes,Atherosclerosis,2.0
2019,65 à 74 ans,Les deux sexes,Aortic aneurysm and dissection,8.7
2019,65 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,74.8
2019,65 à 74 ans,Les deux sexes,Pneumoconioses and chemical effects,0.4
2019,65 à 74 ans,Les deux sexes,Pneumonitis due to solids and liquids,4.2
2019,65 à 74 ans,Hommes,Tumeurs malignes,672.6
2019,65 à 74 ans,Hommes,Diabète sucré,53.3
2019,65 à 74 ans,Hommes,Maladies du coeur,327.0
2019,65 à 74 ans,Hommes,Essential hypertension and hypertensive renal disease,6.2
2019,65 à 74 ans,Hommes,Cerebrovascular diseases,59.8
