Year,Indicateurs de discrimination,Géographie,Genre,GeoCode,Value
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Canada,Femmes,,23.0
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Canada,Femmes,,51.7
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Canada,Femmes,,21.9
2024 Q3,Discrimination en utilisant le transport en commun,Canada,Femmes,,17.6
2024 Q3,Discrimination dans toute autre situation,Canada,Femmes,,17.7
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Terre-Neuve-et-Labrador,Total,10,21.3
2024 Q3,N'ont pas été victimes de discrimination,Terre-Neuve-et-Labrador,Total,10,78.7
2024 Q3,Discrimination au travail,Terre-Neuve-et-Labrador,Total,10,37.7
2024 Q3,Discrimination à l'école,Terre-Neuve-et-Labrador,Total,10,12.0
2024 Q3,Discrimination sur Internet,Terre-Neuve-et-Labrador,Total,10,27.7
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Terre-Neuve-et-Labrador,Total,10,20.8
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Terre-Neuve-et-Labrador,Total,10,42.9
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Terre-Neuve-et-Labrador,Total,10,30.4
2024 Q3,Discrimination en utilisant le transport en commun,Terre-Neuve-et-Labrador,Total,10,6.8
2024 Q3,Discrimination dans toute autre situation,Terre-Neuve-et-Labrador,Total,10,13.1
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Terre-Neuve-et-Labrador,Hommes,10,16.9
2024 Q3,N'ont pas été victimes de discrimination,Terre-Neuve-et-Labrador,Hommes,10,83.1
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Terre-Neuve-et-Labrador,Femmes,10,25.7
2024 Q3,N'ont pas été victimes de discrimination,Terre-Neuve-et-Labrador,Femmes,10,74.3
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Île-du-Prince-Édouard,Total,11,20.5
2024 Q3,N'ont pas été victimes de discrimination,Île-du-Prince-Édouard,Total,11,79.5
2024 Q3,Discrimination au travail,Île-du-Prince-Édouard,Total,11,44.4
2024 Q3,Discrimination à l'école,Île-du-Prince-Édouard,Total,11,24.3
2024 Q3,Discrimination sur Internet,Île-du-Prince-Édouard,Total,11,17.2
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Île-du-Prince-Édouard,Total,11,22.1
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Île-du-Prince-Édouard,Total,11,48.7
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Île-du-Prince-Édouard,Total,11,23.4
2024 Q3,Discrimination en utilisant le transport en commun,Île-du-Prince-Édouard,Total,11,15.1
2024 Q3,Discrimination dans toute autre situation,Île-du-Prince-Édouard,Total,11,9.4
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Île-du-Prince-Édouard,Hommes,11,16.8
2024 Q3,N'ont pas été victimes de discrimination,Île-du-Prince-Édouard,Hommes,11,83.2
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Île-du-Prince-Édouard,Femmes,11,24.2
2024 Q3,N'ont pas été victimes de discrimination,Île-du-Prince-Édouard,Femmes,11,75.8
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Nouvelle-Écosse,Total,12,26.7
2024 Q3,N'ont pas été victimes de discrimination,Nouvelle-Écosse,Total,12,73.3
2024 Q3,Discrimination au travail,Nouvelle-Écosse,Total,12,47.8
2024 Q3,Discrimination à l'école,Nouvelle-Écosse,Total,12,13.1
2024 Q3,Discrimination sur Internet,Nouvelle-Écosse,Total,12,28.3
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Nouvelle-Écosse,Total,12,22.9
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Nouvelle-Écosse,Total,12,41.4
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Nouvelle-Écosse,Total,12,30.4
2024 Q3,Discrimination en utilisant le transport en commun,Nouvelle-Écosse,Total,12,11.8
2024 Q3,Discrimination dans toute autre situation,Nouvelle-Écosse,Total,12,25.8
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Nouvelle-Écosse,Hommes,12,26.7
2024 Q3,N'ont pas été victimes de discrimination,Nouvelle-Écosse,Hommes,12,73.3
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Nouvelle-Écosse,Femmes,12,26.8
2024 Q3,N'ont pas été victimes de discrimination,Nouvelle-Écosse,Femmes,12,73.2
2024 Q3,Discrimination au travail,Nouvelle-Écosse,Femmes,12,50.7
2024 Q3,Discrimination à l'école,Nouvelle-Écosse,Femmes,12,18.5
2024 Q3,Discrimination sur Internet,Nouvelle-Écosse,Femmes,12,25.7
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Nouvelle-Écosse,Femmes,12,27.8
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Nouvelle-Écosse,Femmes,12,40.1
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Nouvelle-Écosse,Femmes,12,37.6
2024 Q3,Discrimination en utilisant le transport en commun,Nouvelle-Écosse,Femmes,12,14.0
2024 Q3,Discrimination dans toute autre situation,Nouvelle-Écosse,Femmes,12,22.7
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Nouveau-Brunswick,Total,13,28.4
2024 Q3,N'ont pas été victimes de discrimination,Nouveau-Brunswick,Total,13,71.6
2024 Q3,Discrimination au travail,Nouveau-Brunswick,Total,13,32.8
2024 Q3,Discrimination à l'école,Nouveau-Brunswick,Total,13,12.9
2024 Q3,Discrimination sur Internet,Nouveau-Brunswick,Total,13,15.6
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Nouveau-Brunswick,Total,13,19.1
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Nouveau-Brunswick,Total,13,34.1
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Nouveau-Brunswick,Total,13,19.5
2024 Q3,Discrimination en utilisant le transport en commun,Nouveau-Brunswick,Total,13,7.3
2024 Q3,Discrimination dans toute autre situation,Nouveau-Brunswick,Total,13,19.3
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Nouveau-Brunswick,Hommes,13,23.1
2024 Q3,N'ont pas été victimes de discrimination,Nouveau-Brunswick,Hommes,13,76.9
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Nouveau-Brunswick,Femmes,13,33.7
2024 Q3,N'ont pas été victimes de discrimination,Nouveau-Brunswick,Femmes,13,66.3
2024 Q3,Discrimination au travail,Nouveau-Brunswick,Femmes,13,34.4
2024 Q3,Discrimination à l'école,Nouveau-Brunswick,Femmes,13,14.3
2024 Q3,Discrimination sur Internet,Nouveau-Brunswick,Femmes,13,19.8
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Nouveau-Brunswick,Femmes,13,22.8
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Nouveau-Brunswick,Femmes,13,47.1
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Nouveau-Brunswick,Femmes,13,20.2
2024 Q3,Discrimination dans toute autre situation,Nouveau-Brunswick,Femmes,13,8.2
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Québec,Total,24,19.6
2024 Q3,N'ont pas été victimes de discrimination,Québec,Total,24,80.4
2024 Q3,Discrimination au travail,Québec,Total,24,36.1
2024 Q3,Discrimination à l'école,Québec,Total,24,15.2
2024 Q3,Discrimination sur Internet,Québec,Total,24,13.4
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Québec,Total,24,20.5
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Québec,Total,24,42.0
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Québec,Total,24,19.1
2024 Q3,Discrimination en utilisant le transport en commun,Québec,Total,24,13.5
2024 Q3,Discrimination dans toute autre situation,Québec,Total,24,19.9
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Québec,Hommes,24,18.0
2024 Q3,N'ont pas été victimes de discrimination,Québec,Hommes,24,82.0
2024 Q3,Discrimination au travail,Québec,Hommes,24,32.7
2024 Q3,Discrimination à l'école,Québec,Hommes,24,12.9
2024 Q3,Discrimination sur Internet,Québec,Hommes,24,11.7
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Québec,Hommes,24,18.9
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Québec,Hommes,24,44.1
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Québec,Hommes,24,18.8
2024 Q3,Discrimination en utilisant le transport en commun,Québec,Hommes,24,12.4
2024 Q3,Discrimination dans toute autre situation,Québec,Hommes,24,22.0
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Québec,Femmes,24,21.2
2024 Q3,N'ont pas été victimes de discrimination,Québec,Femmes,24,78.8
2024 Q3,Discrimination au travail,Québec,Femmes,24,39.0
2024 Q3,Discrimination à l'école,Québec,Femmes,24,17.2
2024 Q3,Discrimination sur Internet,Québec,Femmes,24,14.8
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Québec,Femmes,24,21.9
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Québec,Femmes,24,40.2
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Québec,Femmes,24,19.4
2024 Q3,Discrimination en utilisant le transport en commun,Québec,Femmes,24,14.4
2024 Q3,Discrimination dans toute autre situation,Québec,Femmes,24,18.1
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Ontario,Total,35,34.0
2024 Q3,N'ont pas été victimes de discrimination,Ontario,Total,35,66.0
2024 Q3,Discrimination au travail,Ontario,Total,35,43.3
2024 Q3,Discrimination à l'école,Ontario,Total,35,18.1
2024 Q3,Discrimination sur Internet,Ontario,Total,35,19.0
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Ontario,Total,35,16.1
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Ontario,Total,35,50.8
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Ontario,Total,35,22.3
2024 Q3,Discrimination en utilisant le transport en commun,Ontario,Total,35,19.0
2024 Q3,Discrimination dans toute autre situation,Ontario,Total,35,18.8
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Ontario,Hommes,35,30.8
2024 Q3,N'ont pas été victimes de discrimination,Ontario,Hommes,35,69.2
2024 Q3,Discrimination au travail,Ontario,Hommes,35,43.3
2024 Q3,Discrimination à l'école,Ontario,Hommes,35,16.5
2024 Q3,Discrimination sur Internet,Ontario,Hommes,35,18.7
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Ontario,Hommes,35,9.2
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Ontario,Hommes,35,50.0
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Ontario,Hommes,35,21.6
2024 Q3,Discrimination en utilisant le transport en commun,Ontario,Hommes,35,17.9
2024 Q3,Discrimination dans toute autre situation,Ontario,Hommes,35,19.5
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Ontario,Femmes,35,37.0
2024 Q3,N'ont pas été victimes de discrimination,Ontario,Femmes,35,63.0
2024 Q3,Discrimination au travail,Ontario,Femmes,35,43.4
2024 Q3,Discrimination à l'école,Ontario,Femmes,35,19.5
2024 Q3,Discrimination sur Internet,Ontario,Femmes,35,19.3
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Ontario,Femmes,35,22.0
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Ontario,Femmes,35,51.4
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Ontario,Femmes,35,22.9
2024 Q3,Discrimination en utilisant le transport en commun,Ontario,Femmes,35,20.0
2024 Q3,Discrimination dans toute autre situation,Ontario,Femmes,35,18.2
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Manitoba,Total,46,30.1
2024 Q3,N'ont pas été victimes de discrimination,Manitoba,Total,46,69.9
2024 Q3,Discrimination au travail,Manitoba,Total,46,39.0
2024 Q3,Discrimination à l'école,Manitoba,Total,46,10.5
2024 Q3,Discrimination sur Internet,Manitoba,Total,46,18.2
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Manitoba,Total,46,12.5
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Manitoba,Total,46,51.4
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Manitoba,Total,46,19.2
2024 Q3,Discrimination en utilisant le transport en commun,Manitoba,Total,46,17.1
2024 Q3,Discrimination dans toute autre situation,Manitoba,Total,46,14.8
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Manitoba,Hommes,46,27.8
2024 Q3,N'ont pas été victimes de discrimination,Manitoba,Hommes,46,72.2
2024 Q3,Discrimination au travail,Manitoba,Hommes,46,44.9
2024 Q3,Discrimination sur Internet,Manitoba,Hommes,46,15.8
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Manitoba,Hommes,46,9.0
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Manitoba,Hommes,46,49.0
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Manitoba,Hommes,46,12.7
2024 Q3,Discrimination en utilisant le transport en commun,Manitoba,Hommes,46,23.7
2024 Q3,Discrimination dans toute autre situation,Manitoba,Hommes,46,15.5
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Manitoba,Femmes,46,32.4
2024 Q3,N'ont pas été victimes de discrimination,Manitoba,Femmes,46,67.6
2024 Q3,Discrimination au travail,Manitoba,Femmes,46,33.9
2024 Q3,Discrimination à l'école,Manitoba,Femmes,46,14.7
2024 Q3,Discrimination sur Internet,Manitoba,Femmes,46,20.3
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Manitoba,Femmes,46,15.6
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Manitoba,Femmes,46,53.5
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Manitoba,Femmes,46,24.9
2024 Q3,Discrimination en utilisant le transport en commun,Manitoba,Femmes,46,11.4
2024 Q3,Discrimination dans toute autre situation,Manitoba,Femmes,46,14.2
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Saskatchewan,Total,47,35.0
2024 Q3,N'ont pas été victimes de discrimination,Saskatchewan,Total,47,65.0
2024 Q3,Discrimination au travail,Saskatchewan,Total,47,52.6
2024 Q3,Discrimination à l'école,Saskatchewan,Total,47,15.6
2024 Q3,Discrimination sur Internet,Saskatchewan,Total,47,24.2
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Saskatchewan,Total,47,24.6
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Saskatchewan,Total,47,50.8
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Saskatchewan,Total,47,24.5
2024 Q3,Discrimination en utilisant le transport en commun,Saskatchewan,Total,47,10.1
2024 Q3,Discrimination dans toute autre situation,Saskatchewan,Total,47,20.1
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Saskatchewan,Hommes,47,30.0
2024 Q3,N'ont pas été victimes de discrimination,Saskatchewan,Hommes,47,70.0
2024 Q3,Discrimination au travail,Saskatchewan,Hommes,47,49.3
2024 Q3,Discrimination à l'école,Saskatchewan,Hommes,47,21.1
2024 Q3,Discrimination sur Internet,Saskatchewan,Hommes,47,16.4
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Saskatchewan,Hommes,47,10.4
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Saskatchewan,Hommes,47,36.7
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Saskatchewan,Hommes,47,17.0
2024 Q3,Discrimination en utilisant le transport en commun,Saskatchewan,Hommes,47,4.8
2024 Q3,Discrimination dans toute autre situation,Saskatchewan,Hommes,47,17.3
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Saskatchewan,Femmes,47,40.2
2024 Q3,N'ont pas été victimes de discrimination,Saskatchewan,Femmes,47,59.8
2024 Q3,Discrimination au travail,Saskatchewan,Femmes,47,55.1
2024 Q3,Discrimination à l'école,Saskatchewan,Femmes,47,11.2
2024 Q3,Discrimination sur Internet,Saskatchewan,Femmes,47,30.5
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Saskatchewan,Femmes,47,35.9
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Saskatchewan,Femmes,47,62.1
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Saskatchewan,Femmes,47,30.6
2024 Q3,Discrimination en utilisant le transport en commun,Saskatchewan,Femmes,47,14.4
2024 Q3,Discrimination dans toute autre situation,Saskatchewan,Femmes,47,22.3
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Alberta,Total,48,38.0
2024 Q3,N'ont pas été victimes de discrimination,Alberta,Total,48,62.0
2024 Q3,Discrimination au travail,Alberta,Total,48,45.5
2024 Q3,Discrimination à l'école,Alberta,Total,48,16.8
2024 Q3,Discrimination sur Internet,Alberta,Total,48,21.5
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Alberta,Total,48,20.3
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Alberta,Total,48,52.6
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Alberta,Total,48,24.6
2024 Q3,Discrimination en utilisant le transport en commun,Alberta,Total,48,15.8
2024 Q3,Discrimination dans toute autre situation,Alberta,Total,48,16.6
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Alberta,Hommes,48,32.3
2024 Q3,N'ont pas été victimes de discrimination,Alberta,Hommes,48,67.7
2024 Q3,Discrimination au travail,Alberta,Hommes,48,41.7
2024 Q3,Discrimination à l'école,Alberta,Hommes,48,15.7
2024 Q3,Discrimination sur Internet,Alberta,Hommes,48,20.6
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Alberta,Hommes,48,12.8
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Alberta,Hommes,48,50.9
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Alberta,Hommes,48,27.0
2024 Q3,Discrimination en utilisant le transport en commun,Alberta,Hommes,48,14.3
2024 Q3,Discrimination dans toute autre situation,Alberta,Hommes,48,20.6
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Alberta,Femmes,48,43.7
2024 Q3,N'ont pas été victimes de discrimination,Alberta,Femmes,48,56.3
2024 Q3,Discrimination au travail,Alberta,Femmes,48,48.4
2024 Q3,Discrimination à l'école,Alberta,Femmes,48,17.6
2024 Q3,Discrimination sur Internet,Alberta,Femmes,48,22.1
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Alberta,Femmes,48,26.1
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Alberta,Femmes,48,53.9
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Alberta,Femmes,48,22.7
2024 Q3,Discrimination en utilisant le transport en commun,Alberta,Femmes,48,17.0
2024 Q3,Discrimination dans toute autre situation,Alberta,Femmes,48,13.6
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Colombie-Britannique,Total,59,35.7
2024 Q3,N'ont pas été victimes de discrimination,Colombie-Britannique,Total,59,64.3
2024 Q3,Discrimination au travail,Colombie-Britannique,Total,59,36.8
2024 Q3,Discrimination à l'école,Colombie-Britannique,Total,59,15.8
2024 Q3,Discrimination sur Internet,Colombie-Britannique,Total,59,20.2
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Colombie-Britannique,Total,59,18.3
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Colombie-Britannique,Total,59,60.2
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Colombie-Britannique,Total,59,17.2
2024 Q3,Discrimination en utilisant le transport en commun,Colombie-Britannique,Total,59,22.1
2024 Q3,Discrimination dans toute autre situation,Colombie-Britannique,Total,59,21.5
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Colombie-Britannique,Hommes,59,31.7
2024 Q3,N'ont pas été victimes de discrimination,Colombie-Britannique,Hommes,59,68.3
2024 Q3,Discrimination au travail,Colombie-Britannique,Hommes,59,41.0
2024 Q3,Discrimination à l'école,Colombie-Britannique,Hommes,59,20.0
2024 Q3,Discrimination sur Internet,Colombie-Britannique,Hommes,59,27.4
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Colombie-Britannique,Hommes,59,13.9
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Colombie-Britannique,Hommes,59,59.1
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Colombie-Britannique,Hommes,59,19.5
2024 Q3,Discrimination en utilisant le transport en commun,Colombie-Britannique,Hommes,59,26.0
2024 Q3,Discrimination dans toute autre situation,Colombie-Britannique,Hommes,59,23.0
2024 Q3,Victimes de discrimination ou de traitement injuste par d’autres personnes au Canada,Colombie-Britannique,Femmes,59,39.4
2024 Q3,N'ont pas été victimes de discrimination,Colombie-Britannique,Femmes,59,60.6
2024 Q3,Discrimination au travail,Colombie-Britannique,Femmes,59,33.6
2024 Q3,Discrimination à l'école,Colombie-Britannique,Femmes,59,12.6
2024 Q3,Discrimination sur Internet,Colombie-Britannique,Femmes,59,14.6
2024 Q3,Discrimination dans les rapports avec le système de soins de santé,Colombie-Britannique,Femmes,59,21.8
2024 Q3,"Discrimination dans des endroits publics, un magasin, une banque ou un restaurant",Colombie-Britannique,Femmes,59,61.0
2024 Q3,Discrimination aux mains de membres de la famille ou d’amis,Colombie-Britannique,Femmes,59,15.4
2024 Q3,Discrimination en utilisant le transport en commun,Colombie-Britannique,Femmes,59,19.0
2024 Q3,Discrimination dans toute autre situation,Colombie-Britannique,Femmes,59,20.4
