Year,Géographie,Groupe d'activité,Groupe d'âge,Genre,GeoCode,Value
2015,Colombie-Britannique,Tâches ménagères,45 à 54 ans,Femmes+,59,12.1
2015,Colombie-Britannique,Tâches ménagères,55 à 64 ans,"Total, toutes les personnes",59,10.4
2015,Colombie-Britannique,Tâches ménagères,55 à 64 ans,Hommes+,59,9.6
2015,Colombie-Britannique,Tâches ménagères,55 à 64 ans,Femmes+,59,10.8
2015,Colombie-Britannique,Tâches ménagères,65 ans et plus,"Total, toutes les personnes",59,11.3
2015,Colombie-Britannique,Tâches ménagères,65 ans et plus,Hommes+,59,10.0
2015,Colombie-Britannique,Tâches ménagères,65 ans et plus,Femmes+,59,12.5
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,"Total, 15 ans et plus","Total, toutes les personnes",59,1.3
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,"Total, 15 ans et plus",Hommes+,59,1.3
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,"Total, 15 ans et plus",Femmes+,59,1.7
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,15 à 24 ans,"Total, toutes les personnes",59,
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,15 à 24 ans,Hommes+,59,0.0
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,15 à 24 ans,Femmes+,59,
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,25 à 54 ans,"Total, toutes les personnes",59,2.5
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,25 à 54 ans,Hommes+,59,2.1
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,25 à 54 ans,Femmes+,59,2.9
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,25 à 34 ans,"Total, toutes les personnes",59,2.5
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,25 à 34 ans,Hommes+,59,1.7
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,25 à 34 ans,Femmes+,59,3.3
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,35 à 44 ans,"Total, toutes les personnes",59,4.2
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,35 à 44 ans,Hommes+,59,3.8
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,35 à 44 ans,Femmes+,59,5.0
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,45 à 54 ans,"Total, toutes les personnes",59,1.3
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,45 à 54 ans,Hommes+,59,0.8
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,45 à 54 ans,Femmes+,59,1.3
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,55 à 64 ans,"Total, toutes les personnes",59,
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,55 à 64 ans,Hommes+,59,
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,55 à 64 ans,Femmes+,59,
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,65 ans et plus,"Total, toutes les personnes",59,
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,65 ans et plus,Hommes+,59,
2015,Colombie-Britannique,Soins des enfants de moins de 18 ans,65 ans et plus,Femmes+,59,
2015,Colombie-Britannique,Soins des adultes,"Total, 15 ans et plus","Total, toutes les personnes",59,
2015,Colombie-Britannique,Soins des adultes,"Total, 15 ans et plus",Hommes+,59,
2015,Colombie-Britannique,Soins des adultes,"Total, 15 ans et plus",Femmes+,59,
2015,Colombie-Britannique,Soins des adultes,15 à 24 ans,"Total, toutes les personnes",59,
2015,Colombie-Britannique,Soins des adultes,15 à 24 ans,Hommes+,59,
2015,Colombie-Britannique,Soins des adultes,15 à 24 ans,Femmes+,59,0.0
2015,Colombie-Britannique,Soins des adultes,25 à 54 ans,"Total, toutes les personnes",59,
2015,Colombie-Britannique,Soins des adultes,25 à 54 ans,Hommes+,59,
2015,Colombie-Britannique,Soins des adultes,25 à 54 ans,Femmes+,59,
2015,Colombie-Britannique,Soins des adultes,25 à 34 ans,"Total, toutes les personnes",59,
2015,Colombie-Britannique,Soins des adultes,25 à 34 ans,Hommes+,59,0.0
2015,Colombie-Britannique,Soins des adultes,25 à 34 ans,Femmes+,59,
2015,Colombie-Britannique,Soins des adultes,35 à 44 ans,"Total, toutes les personnes",59,
2015,Colombie-Britannique,Soins des adultes,35 à 44 ans,Hommes+,59,
2015,Colombie-Britannique,Soins des adultes,35 à 44 ans,Femmes+,59,
2015,Colombie-Britannique,Soins des adultes,45 à 54 ans,"Total, toutes les personnes",59,
2015,Colombie-Britannique,Soins des adultes,45 à 54 ans,Hommes+,59,
2015,Colombie-Britannique,Soins des adultes,45 à 54 ans,Femmes+,59,
2015,Colombie-Britannique,Soins des adultes,55 à 64 ans,"Total, toutes les personnes",59,
2015,Colombie-Britannique,Soins des adultes,55 à 64 ans,Hommes+,59,
2015,Colombie-Britannique,Soins des adultes,55 à 64 ans,Femmes+,59,
2015,Colombie-Britannique,Soins des adultes,65 ans et plus,"Total, toutes les personnes",59,
2015,Colombie-Britannique,Soins des adultes,65 ans et plus,Hommes+,59,
2015,Colombie-Britannique,Soins des adultes,65 ans et plus,Femmes+,59,
2015,Colombie-Britannique,Magasinage de biens ou de services,"Total, 15 ans et plus","Total, toutes les personnes",59,2.1
2015,Colombie-Britannique,Magasinage de biens ou de services,"Total, 15 ans et plus",Hommes+,59,1.7
2015,Colombie-Britannique,Magasinage de biens ou de services,"Total, 15 ans et plus",Femmes+,59,2.5
2015,Colombie-Britannique,Magasinage de biens ou de services,15 à 24 ans,"Total, toutes les personnes",59,2.5
2015,Colombie-Britannique,Magasinage de biens ou de services,15 à 24 ans,Hommes+,59,
2015,Colombie-Britannique,Magasinage de biens ou de services,15 à 24 ans,Femmes+,59,3.8
2015,Colombie-Britannique,Magasinage de biens ou de services,25 à 54 ans,"Total, toutes les personnes",59,1.7
2015,Colombie-Britannique,Magasinage de biens ou de services,25 à 54 ans,Hommes+,59,1.3
2015,Colombie-Britannique,Magasinage de biens ou de services,25 à 54 ans,Femmes+,59,2.1
2015,Colombie-Britannique,Magasinage de biens ou de services,25 à 34 ans,"Total, toutes les personnes",59,1.7
2015,Colombie-Britannique,Magasinage de biens ou de services,25 à 34 ans,Hommes+,59,1.3
2015,Colombie-Britannique,Magasinage de biens ou de services,25 à 34 ans,Femmes+,59,1.7
2015,Colombie-Britannique,Magasinage de biens ou de services,35 à 44 ans,"Total, toutes les personnes",59,1.7
2015,Colombie-Britannique,Magasinage de biens ou de services,35 à 44 ans,Hommes+,59,0.8
2015,Colombie-Britannique,Magasinage de biens ou de services,35 à 44 ans,Femmes+,59,2.1
2015,Colombie-Britannique,Magasinage de biens ou de services,45 à 54 ans,"Total, toutes les personnes",59,2.1
2015,Colombie-Britannique,Magasinage de biens ou de services,45 à 54 ans,Hommes+,59,2.1
2015,Colombie-Britannique,Magasinage de biens ou de services,45 à 54 ans,Femmes+,59,2.5
2015,Colombie-Britannique,Magasinage de biens ou de services,55 à 64 ans,"Total, toutes les personnes",59,2.5
2015,Colombie-Britannique,Magasinage de biens ou de services,55 à 64 ans,Hommes+,59,2.5
2015,Colombie-Britannique,Magasinage de biens ou de services,55 à 64 ans,Femmes+,59,2.5
2015,Colombie-Britannique,Magasinage de biens ou de services,65 ans et plus,"Total, toutes les personnes",59,2.5
2015,Colombie-Britannique,Magasinage de biens ou de services,65 ans et plus,Hommes+,59,2.5
2015,Colombie-Britannique,Magasinage de biens ou de services,65 ans et plus,Femmes+,59,2.5
2022,,,,,,13.3
2022,Canada,"Total, activités de travail non-rémunéré","Total, 15 ans et plus",Hommes+,,10.8
2022,Canada,"Total, activités de travail non-rémunéré","Total, 15 ans et plus",Femmes+,,15.4
2022,Canada,"Total, activités de travail non-rémunéré",15 à 24 ans,"Total, toutes les personnes",,5.0
2022,Canada,"Total, activités de travail non-rémunéré",15 à 24 ans,Hommes+,,4.2
2022,Canada,"Total, activités de travail non-rémunéré",15 à 24 ans,Femmes+,,6.3
2022,Canada,"Total, activités de travail non-rémunéré",25 à 54 ans,"Total, toutes les personnes",,14.6
2022,Canada,"Total, activités de travail non-rémunéré",25 à 54 ans,Hommes+,,10.8
2022,Canada,"Total, activités de travail non-rémunéré",25 à 54 ans,Femmes+,,17.9
2022,Canada,"Total, activités de travail non-rémunéré",25 à 34 ans,"Total, toutes les personnes",,12.5
2022,Canada,"Total, activités de travail non-rémunéré",25 à 34 ans,Hommes+,,8.8
2022,Canada,"Total, activités de travail non-rémunéré",25 à 34 ans,Femmes+,,16.3
2022,Canada,"Total, activités de travail non-rémunéré",35 à 44 ans,"Total, toutes les personnes",,16.3
2022,Canada,"Total, activités de travail non-rémunéré",35 à 44 ans,Hommes+,,12.5
2022,Canada,"Total, activités de travail non-rémunéré",35 à 44 ans,Femmes+,,20.4
2022,Canada,"Total, activités de travail non-rémunéré",45 à 54 ans,"Total, toutes les personnes",,14.2
2022,Canada,"Total, activités de travail non-rémunéré",45 à 54 ans,Hommes+,,12.1
2022,Canada,"Total, activités de travail non-rémunéré",45 à 54 ans,Femmes+,,16.7
2022,Canada,"Total, activités de travail non-rémunéré",55 à 64 ans,"Total, toutes les personnes",,14.6
2022,Canada,"Total, activités de travail non-rémunéré",55 à 64 ans,Hommes+,,12.9
2022,Canada,"Total, activités de travail non-rémunéré",55 à 64 ans,Femmes+,,16.7
2022,Canada,"Total, activités de travail non-rémunéré",65 ans et plus,"Total, toutes les personnes",,14.6
2022,Canada,"Total, activités de travail non-rémunéré",65 ans et plus,Hommes+,,13.3
2022,Canada,"Total, activités de travail non-rémunéré",65 ans et plus,Femmes+,,15.8
2022,Canada,Tâches ménagères,"Total, 15 ans et plus","Total, toutes les personnes",,8.8
2022,Canada,Tâches ménagères,"Total, 15 ans et plus",Hommes+,,7.5
2022,Canada,Tâches ménagères,"Total, 15 ans et plus",Femmes+,,10.0
2022,Canada,Tâches ménagères,15 à 24 ans,"Total, toutes les personnes",,3.8
2022,Canada,Tâches ménagères,15 à 24 ans,Hommes+,,3.3
2022,Canada,Tâches ménagères,15 à 24 ans,Femmes+,,3.8
2022,Canada,Tâches ménagères,25 à 54 ans,"Total, toutes les personnes",,7.9
2022,Canada,Tâches ménagères,25 à 54 ans,Hommes+,,6.7
2022,Canada,Tâches ménagères,25 à 54 ans,Femmes+,,9.6
2022,Canada,Tâches ménagères,25 à 34 ans,"Total, toutes les personnes",,6.3
2022,Canada,Tâches ménagères,25 à 34 ans,Hommes+,,5.8
2022,Canada,Tâches ménagères,25 à 34 ans,Femmes+,,7.1
2022,Canada,Tâches ménagères,35 à 44 ans,"Total, toutes les personnes",,8.3
2022,Canada,Tâches ménagères,35 à 44 ans,Hommes+,,6.3
2022,Canada,Tâches ménagères,35 à 44 ans,Femmes+,,10.4
2022,Canada,Tâches ménagères,45 à 54 ans,"Total, toutes les personnes",,9.6
2022,Canada,Tâches ménagères,45 à 54 ans,Hommes+,,7.9
2022,Canada,Tâches ménagères,45 à 54 ans,Femmes+,,11.3
2022,Canada,Tâches ménagères,55 à 64 ans,"Total, toutes les personnes",,11.7
2022,Canada,Tâches ménagères,55 à 64 ans,Hommes+,,10.4
2022,Canada,Tâches ménagères,55 à 64 ans,Femmes+,,12.9
2022,Canada,Tâches ménagères,65 ans et plus,"Total, toutes les personnes",,11.7
2022,Canada,Tâches ménagères,65 ans et plus,Hommes+,,10.4
2022,Canada,Tâches ménagères,65 ans et plus,Femmes+,,12.5
2022,Canada,Soins des enfants de moins de 18 ans,"Total, 15 ans et plus","Total, toutes les personnes",,2.1
2022,Canada,Soins des enfants de moins de 18 ans,"Total, 15 ans et plus",Hommes+,,1.7
2022,Canada,Soins des enfants de moins de 18 ans,"Total, 15 ans et plus",Femmes+,,2.9
2022,Canada,Soins des enfants de moins de 18 ans,15 à 24 ans,"Total, toutes les personnes",,0.4
2022,Canada,Soins des enfants de moins de 18 ans,15 à 24 ans,Hommes+,,
2022,Canada,Soins des enfants de moins de 18 ans,15 à 24 ans,Femmes+,,
2022,Canada,Soins des enfants de moins de 18 ans,25 à 54 ans,"Total, toutes les personnes",,4.6
2022,Canada,Soins des enfants de moins de 18 ans,25 à 54 ans,Hommes+,,2.9
2022,Canada,Soins des enfants de moins de 18 ans,25 à 54 ans,Femmes+,,5.8
2022,Canada,Soins des enfants de moins de 18 ans,25 à 34 ans,"Total, toutes les personnes",,4.6
2022,Canada,Soins des enfants de moins de 18 ans,25 à 34 ans,Hommes+,,1.7
2022,Canada,Soins des enfants de moins de 18 ans,25 à 34 ans,Femmes+,,7.1
2022,Canada,Soins des enfants de moins de 18 ans,35 à 44 ans,"Total, toutes les personnes",,6.3
2022,Canada,Soins des enfants de moins de 18 ans,35 à 44 ans,Hommes+,,4.6
2022,Canada,Soins des enfants de moins de 18 ans,35 à 44 ans,Femmes+,,8.3
2022,Canada,Soins des enfants de moins de 18 ans,45 à 54 ans,"Total, toutes les personnes",,2.5
2022,Canada,Soins des enfants de moins de 18 ans,45 à 54 ans,Hommes+,,2.5
2022,Canada,Soins des enfants de moins de 18 ans,45 à 54 ans,Femmes+,,2.5
2022,Canada,Soins des enfants de moins de 18 ans,55 à 64 ans,"Total, toutes les personnes",,0.4
2022,Canada,Soins des enfants de moins de 18 ans,55 à 64 ans,Hommes+,,0.4
2022,Canada,Soins des enfants de moins de 18 ans,55 à 64 ans,Femmes+,,0.4
2022,Canada,Soins des enfants de moins de 18 ans,65 ans et plus,"Total, toutes les personnes",,
2022,Canada,Soins des enfants de moins de 18 ans,65 ans et plus,Hommes+,,
2022,Canada,Soins des enfants de moins de 18 ans,65 ans et plus,Femmes+,,0.4
2022,Canada,Soins des adultes,"Total, 15 ans et plus","Total, toutes les personnes",,0.4
2022,Canada,Soins des adultes,"Total, 15 ans et plus",Hommes+,,0.4
2022,Canada,Soins des adultes,"Total, 15 ans et plus",Femmes+,,0.4
2022,Canada,Soins des adultes,15 à 24 ans,"Total, toutes les personnes",,
2022,Canada,Soins des adultes,15 à 24 ans,Hommes+,,
2022,Canada,Soins des adultes,15 à 24 ans,Femmes+,,
2022,Canada,Soins des adultes,25 à 54 ans,"Total, toutes les personnes",,0.4
2022,Canada,Soins des adultes,25 à 54 ans,Hommes+,,0.4
2022,Canada,Soins des adultes,25 à 54 ans,Femmes+,,0.4
2022,Canada,Soins des adultes,25 à 34 ans,"Total, toutes les personnes",,
2022,Canada,Soins des adultes,25 à 34 ans,Hommes+,,
2022,Canada,Soins des adultes,25 à 34 ans,Femmes+,,0.4
2022,Canada,Soins des adultes,35 à 44 ans,"Total, toutes les personnes",,0.4
2022,Canada,Soins des adultes,35 à 44 ans,Hommes+,,0.4
2022,Canada,Soins des adultes,35 à 44 ans,Femmes+,,0.4
2022,Canada,Soins des adultes,45 à 54 ans,"Total, toutes les personnes",,0.4
2022,Canada,Soins des adultes,45 à 54 ans,Hommes+,,0.4
2022,Canada,Soins des adultes,45 à 54 ans,Femmes+,,0.8
2022,Canada,Soins des adultes,55 à 64 ans,"Total, toutes les personnes",,0.8
2022,Canada,Soins des adultes,55 à 64 ans,Hommes+,,0.4
2022,Canada,Soins des adultes,55 à 64 ans,Femmes+,,1.3
2022,Canada,Soins des adultes,65 ans et plus,"Total, toutes les personnes",,0.4
2022,Canada,Soins des adultes,65 ans et plus,Hommes+,,0.4
2022,Canada,Soins des adultes,65 ans et plus,Femmes+,,0.4
2022,Canada,Magasinage de biens ou de services,"Total, 15 ans et plus","Total, toutes les personnes",,1.7
2022,Canada,Magasinage de biens ou de services,"Total, 15 ans et plus",Hommes+,,1.3
2022,Canada,Magasinage de biens ou de services,"Total, 15 ans et plus",Femmes+,,2.1
2022,Canada,Magasinage de biens ou de services,15 à 24 ans,"Total, toutes les personnes",,1.3
2022,Canada,Magasinage de biens ou de services,15 à 24 ans,Hommes+,,0.4
2022,Canada,Magasinage de biens ou de services,15 à 24 ans,Femmes+,,1.7
2022,Canada,Magasinage de biens ou de services,25 à 54 ans,"Total, toutes les personnes",,1.7
2022,Canada,Magasinage de biens ou de services,25 à 54 ans,Hommes+,,1.3
2022,Canada,Magasinage de biens ou de services,25 à 54 ans,Femmes+,,1.7
2022,Canada,Magasinage de biens ou de services,25 à 34 ans,"Total, toutes les personnes",,1.3
2022,Canada,Magasinage de biens ou de services,25 à 34 ans,Hommes+,,1.3
2022,Canada,Magasinage de biens ou de services,25 à 34 ans,Femmes+,,1.7
2022,Canada,Magasinage de biens ou de services,35 à 44 ans,"Total, toutes les personnes",,1.7
2022,Canada,Magasinage de biens ou de services,35 à 44 ans,Hommes+,,1.3
2022,Canada,Magasinage de biens ou de services,35 à 44 ans,Femmes+,,1.7
2022,Canada,Magasinage de biens ou de services,45 à 54 ans,"Total, toutes les personnes",,1.7
2022,Canada,Magasinage de biens ou de services,45 à 54 ans,Hommes+,,1.3
2022,Canada,Magasinage de biens ou de services,45 à 54 ans,Femmes+,,1.7
2022,Canada,Magasinage de biens ou de services,55 à 64 ans,"Total, toutes les personnes",,1.7
2022,Canada,Magasinage de biens ou de services,55 à 64 ans,Hommes+,,1.7
2022,Canada,Magasinage de biens ou de services,55 à 64 ans,Femmes+,,2.1
2022,Canada,Magasinage de biens ou de services,65 ans et plus,"Total, toutes les personnes",,2.5
2022,Canada,Magasinage de biens ou de services,65 ans et plus,Hommes+,,2.1
2022,Canada,Magasinage de biens ou de services,65 ans et plus,Femmes+,,2.5
2022,Atlantique,"Total, activités de travail non-rémunéré","Total, 15 ans et plus","Total, toutes les personnes",1,14.2
2022,Atlantique,"Total, activités de travail non-rémunéré","Total, 15 ans et plus",Hommes+,1,11.7
2022,Atlantique,"Total, activités de travail non-rémunéré","Total, 15 ans et plus",Femmes+,1,16.7
2022,Atlantique,"Total, activités de travail non-rémunéré",15 à 24 ans,"Total, toutes les personnes",1,
2022,Atlantique,"Total, activités de travail non-rémunéré",15 à 24 ans,Hommes+,1,
2022,Atlantique,"Total, activités de travail non-rémunéré",15 à 24 ans,Femmes+,1,
2022,Atlantique,"Total, activités de travail non-rémunéré",25 à 54 ans,"Total, toutes les personnes",1,14.6
2022,Atlantique,"Total, activités de travail non-rémunéré",25 à 54 ans,Hommes+,1,11.7
2022,Atlantique,"Total, activités de travail non-rémunéré",25 à 54 ans,Femmes+,1,17.5
2022,Atlantique,"Total, activités de travail non-rémunéré",25 à 34 ans,"Total, toutes les personnes",1,13.8
2022,Atlantique,"Total, activités de travail non-rémunéré",25 à 34 ans,Hommes+,1,
2022,Atlantique,"Total, activités de travail non-rémunéré",25 à 34 ans,Femmes+,1,16.3
2022,Atlantique,"Total, activités de travail non-rémunéré",35 à 44 ans,"Total, toutes les personnes",1,17.5
2022,Atlantique,"Total, activités de travail non-rémunéré",35 à 44 ans,Hommes+,1,
2022,Atlantique,"Total, activités de travail non-rémunéré",35 à 44 ans,Femmes+,1,20.0
2022,Atlantique,"Total, activités de travail non-rémunéré",45 à 54 ans,"Total, toutes les personnes",1,13.3
2022,Atlantique,"Total, activités de travail non-rémunéré",45 à 54 ans,Hommes+,1,9.2
2022,Atlantique,"Total, activités de travail non-rémunéré",45 à 54 ans,Femmes+,1,17.1
2022,Atlantique,"Total, activités de travail non-rémunéré",55 à 64 ans,"Total, toutes les personnes",1,14.6
2022,Atlantique,"Total, activités de travail non-rémunéré",55 à 64 ans,Hommes+,1,13.3
2022,Atlantique,"Total, activités de travail non-rémunéré",55 à 64 ans,Femmes+,1,15.8
2022,Atlantique,"Total, activités de travail non-rémunéré",65 ans et plus,"Total, toutes les personnes",1,16.3
2022,Atlantique,"Total, activités de travail non-rémunéré",65 ans et plus,Hommes+,1,15.0
2022,Atlantique,"Total, activités de travail non-rémunéré",65 ans et plus,Femmes+,1,17.1
2022,Atlantique,Tâches ménagères,"Total, 15 ans et plus","Total, toutes les personnes",1,10.0
2022,Atlantique,Tâches ménagères,"Total, 15 ans et plus",Hommes+,1,8.3
2022,Atlantique,Tâches ménagères,"Total, 15 ans et plus",Femmes+,1,11.7
2022,Atlantique,Tâches ménagères,15 à 24 ans,"Total, toutes les personnes",1,
2022,Atlantique,Tâches ménagères,15 à 24 ans,Hommes+,1,
2022,Atlantique,Tâches ménagères,15 à 24 ans,Femmes+,1,
2022,Atlantique,Tâches ménagères,25 à 54 ans,"Total, toutes les personnes",1,8.8
2022,Atlantique,Tâches ménagères,25 à 54 ans,Hommes+,1,7.5
2022,Atlantique,Tâches ménagères,25 à 54 ans,Femmes+,1,10.0
2022,Atlantique,Tâches ménagères,25 à 34 ans,"Total, toutes les personnes",1,7.1
2022,Atlantique,Tâches ménagères,25 à 34 ans,Hommes+,1,
2022,Atlantique,Tâches ménagères,25 à 34 ans,Femmes+,1,6.7
2022,Atlantique,Tâches ménagères,35 à 44 ans,"Total, toutes les personnes",1,9.2
2022,Atlantique,Tâches ménagères,35 à 44 ans,Hommes+,1,
2022,Atlantique,Tâches ménagères,35 à 44 ans,Femmes+,1,10.0
2022,Atlantique,Tâches ménagères,45 à 54 ans,"Total, toutes les personnes",1,9.6
2022,Atlantique,Tâches ménagères,45 à 54 ans,Hommes+,1,7.1
2022,Atlantique,Tâches ménagères,45 à 54 ans,Femmes+,1,12.5
2022,Atlantique,Tâches ménagères,55 à 64 ans,"Total, toutes les personnes",1,11.3
2022,Atlantique,Tâches ménagères,55 à 64 ans,Hommes+,1,10.4
2022,Atlantique,Tâches ménagères,55 à 64 ans,Femmes+,1,12.5
2022,Atlantique,Tâches ménagères,65 ans et plus,"Total, toutes les personnes",1,13.3
2022,Atlantique,Tâches ménagères,65 ans et plus,Hommes+,1,12.1
2022,Atlantique,Tâches ménagères,65 ans et plus,Femmes+,1,14.2
2022,Atlantique,Soins des enfants de moins de 18 ans,"Total, 15 ans et plus","Total, toutes les personnes",1,2.1
2022,Atlantique,Soins des enfants de moins de 18 ans,"Total, 15 ans et plus",Hommes+,1,1.7
2022,Atlantique,Soins des enfants de moins de 18 ans,"Total, 15 ans et plus",Femmes+,1,2.9
2022,Atlantique,Soins des enfants de moins de 18 ans,15 à 24 ans,"Total, toutes les personnes",1,
2022,Atlantique,Soins des enfants de moins de 18 ans,15 à 24 ans,Hommes+,1,
2022,Atlantique,Soins des enfants de moins de 18 ans,15 à 24 ans,Femmes+,1,
2022,Atlantique,Soins des enfants de moins de 18 ans,25 à 54 ans,"Total, toutes les personnes",1,4.6
2022,Atlantique,Soins des enfants de moins de 18 ans,25 à 54 ans,Hommes+,1,2.9
2022,Atlantique,Soins des enfants de moins de 18 ans,25 à 54 ans,Femmes+,1,6.3
2022,Atlantique,Soins des enfants de moins de 18 ans,25 à 34 ans,"Total, toutes les personnes",1,5.8
2022,Atlantique,Soins des enfants de moins de 18 ans,25 à 34 ans,Hommes+,1,
2022,Atlantique,Soins des enfants de moins de 18 ans,25 à 34 ans,Femmes+,1,8.8
2022,Atlantique,Soins des enfants de moins de 18 ans,35 à 44 ans,"Total, toutes les personnes",1,7.1
2022,Atlantique,Soins des enfants de moins de 18 ans,35 à 44 ans,Hommes+,1,
2022,Atlantique,Soins des enfants de moins de 18 ans,35 à 44 ans,Femmes+,1,8.3
2022,Atlantique,Soins des enfants de moins de 18 ans,45 à 54 ans,"Total, toutes les personnes",1,1.3
2022,Atlantique,Soins des enfants de moins de 18 ans,45 à 54 ans,Hommes+,1,
2022,Atlantique,Soins des enfants de moins de 18 ans,45 à 54 ans,Femmes+,1,1.7
2022,Atlantique,Soins des enfants de moins de 18 ans,55 à 64 ans,"Total, toutes les personnes",1,0.4
2022,Atlantique,Soins des enfants de moins de 18 ans,55 à 64 ans,Hommes+,1,
2022,Atlantique,Soins des enfants de moins de 18 ans,55 à 64 ans,Femmes+,1,0.4
2022,Atlantique,Soins des enfants de moins de 18 ans,65 ans et plus,"Total, toutes les personnes",1,
2022,Atlantique,Soins des enfants de moins de 18 ans,65 ans et plus,Hommes+,1,
2022,Atlantique,Soins des enfants de moins de 18 ans,65 ans et plus,Femmes+,1,
2022,Atlantique,Soins des adultes,"Total, 15 ans et plus","Total, toutes les personnes",1,0.4
2022,Atlantique,Soins des adultes,"Total, 15 ans et plus",Hommes+,1,0.4
2022,Atlantique,Soins des adultes,"Total, 15 ans et plus",Femmes+,1,0.4
2022,Atlantique,Soins des adultes,15 à 24 ans,"Total, toutes les personnes",1,
2022,Atlantique,Soins des adultes,15 à 24 ans,Hommes+,1,
2022,Atlantique,Soins des adultes,15 à 24 ans,Femmes+,1,
2022,Atlantique,Soins des adultes,25 à 54 ans,"Total, toutes les personnes",1,0.4
2022,Atlantique,Soins des adultes,25 à 54 ans,Hommes+,1,0.4
2022,Atlantique,Soins des adultes,25 à 54 ans,Femmes+,1,
2022,Atlantique,Soins des adultes,25 à 34 ans,"Total, toutes les personnes",1,
2022,Atlantique,Soins des adultes,25 à 34 ans,Hommes+,1,
2022,Atlantique,Soins des adultes,25 à 34 ans,Femmes+,1,
2022,Atlantique,Soins des adultes,35 à 44 ans,"Total, toutes les personnes",1,0.4
2022,Atlantique,Soins des adultes,35 à 44 ans,Hommes+,1,
2022,Atlantique,Soins des adultes,35 à 44 ans,Femmes+,1,
2022,Atlantique,Soins des adultes,45 à 54 ans,"Total, toutes les personnes",1,
2022,Atlantique,Soins des adultes,45 à 54 ans,Hommes+,1,
2022,Atlantique,Soins des adultes,45 à 54 ans,Femmes+,1,
2022,Atlantique,Soins des adultes,55 à 64 ans,"Total, toutes les personnes",1,0.8
2022,Atlantique,Soins des adultes,55 à 64 ans,Hommes+,1,
2022,Atlantique,Soins des adultes,55 à 64 ans,Femmes+,1,0.8
2022,Atlantique,Soins des adultes,65 ans et plus,"Total, toutes les personnes",1,0.8
2022,Atlantique,Soins des adultes,65 ans et plus,Hommes+,1,
2022,Atlantique,Soins des adultes,65 ans et plus,Femmes+,1,0.8
2022,Atlantique,Magasinage de biens ou de services,"Total, 15 ans et plus","Total, toutes les personnes",1,1.7
2022,Atlantique,Magasinage de biens ou de services,"Total, 15 ans et plus",Hommes+,1,1.3
2022,Atlantique,Magasinage de biens ou de services,"Total, 15 ans et plus",Femmes+,1,1.7
2022,Atlantique,Magasinage de biens ou de services,15 à 24 ans,"Total, toutes les personnes",1,
2022,Atlantique,Magasinage de biens ou de services,15 à 24 ans,Hommes+,1,
2022,Atlantique,Magasinage de biens ou de services,15 à 24 ans,Femmes+,1,
2022,Atlantique,Magasinage de biens ou de services,25 à 54 ans,"Total, toutes les personnes",1,1.3
2022,Atlantique,Magasinage de biens ou de services,25 à 54 ans,Hommes+,1,0.8
2022,Atlantique,Magasinage de biens ou de services,25 à 54 ans,Femmes+,1,1.3
2022,Atlantique,Magasinage de biens ou de services,25 à 34 ans,"Total, toutes les personnes",1,0.8
2022,Atlantique,Magasinage de biens ou de services,25 à 34 ans,Hommes+,1,
2022,Atlantique,Magasinage de biens ou de services,25 à 34 ans,Femmes+,1,0.8
2022,Atlantique,Magasinage de biens ou de services,35 à 44 ans,"Total, toutes les personnes",1,1.3
2022,Atlantique,Magasinage de biens ou de services,35 à 44 ans,Hommes+,1,
2022,Atlantique,Magasinage de biens ou de services,35 à 44 ans,Femmes+,1,1.3
2022,Atlantique,Magasinage de biens ou de services,45 à 54 ans,"Total, toutes les personnes",1,1.7
2022,Atlantique,Magasinage de biens ou de services,45 à 54 ans,Hommes+,1,0.8
2022,Atlantique,Magasinage de biens ou de services,45 à 54 ans,Femmes+,1,2.1
2022,Atlantique,Magasinage de biens ou de services,55 à 64 ans,"Total, toutes les personnes",1,1.7
2022,Atlantique,Magasinage de biens ou de services,55 à 64 ans,Hommes+,1,1.7
2022,Atlantique,Magasinage de biens ou de services,55 à 64 ans,Femmes+,1,2.1
2022,Atlantique,Magasinage de biens ou de services,65 ans et plus,"Total, toutes les personnes",1,2.1
