Year,Géographie,Sexe,Groupe d'âge,Compétences,Niveau de compétence,GeoCode,Value
2012,Saskatchewan,Les deux sexes,55 à 65 ans,Arithmétique,2 ou moins,47,65.5
2012,Saskatchewan,Les deux sexes,55 à 65 ans,Arithmétique,3 ou plus,47,34.5
2012,Saskatchewan,Hommes,Total,Alphabétisme,2 ou moins,47,51.6
2012,Saskatchewan,Hommes,Total,Alphabétisme,3 ou plus,47,48.4
2012,Saskatchewan,Hommes,Total,Arithmétique,2 ou moins,47,52.0
2012,Saskatchewan,Hommes,Total,Arithmétique,3 ou plus,47,48.0
2012,Saskatchewan,Hommes,16 à 24 ans,Alphabétisme,2 ou moins,47,55.2
2012,Saskatchewan,Hommes,16 à 24 ans,Alphabétisme,3 ou plus,47,44.8
2012,Saskatchewan,Hommes,16 à 24 ans,Arithmétique,2 ou moins,47,57.3
2012,Saskatchewan,Hommes,16 à 24 ans,Arithmétique,3 ou plus,47,42.7
2012,Saskatchewan,Hommes,25 à 34 ans,Alphabétisme,2 ou moins,47,47.2
2012,Saskatchewan,Hommes,25 à 34 ans,Alphabétisme,3 ou plus,47,52.8
2012,Saskatchewan,Hommes,25 à 34 ans,Arithmétique,2 ou moins,47,46.9
2012,Saskatchewan,Hommes,25 à 34 ans,Arithmétique,3 ou plus,47,53.1
2012,Saskatchewan,Hommes,35 à 44 ans,Alphabétisme,2 ou moins,47,46.6
2012,Saskatchewan,Hommes,35 à 44 ans,Alphabétisme,3 ou plus,47,53.4
2012,Saskatchewan,Hommes,35 à 44 ans,Arithmétique,2 ou moins,47,41.9
2012,Saskatchewan,Hommes,35 à 44 ans,Arithmétique,3 ou plus,47,58.1
2012,Saskatchewan,Hommes,45 à 54 ans,Alphabétisme,2 ou moins,47,50.1
2012,Saskatchewan,Hommes,45 à 54 ans,Alphabétisme,3 ou plus,47,49.9
2012,Saskatchewan,Hommes,45 à 54 ans,Arithmétique,2 ou moins,47,52.7
2012,Saskatchewan,Hommes,45 à 54 ans,Arithmétique,3 ou plus,47,47.3
2012,Saskatchewan,Hommes,55 à 65 ans,Alphabétisme,2 ou moins,47,58.9
2012,Saskatchewan,Hommes,55 à 65 ans,Alphabétisme,3 ou plus,47,41.1
2012,Saskatchewan,Hommes,55 à 65 ans,Arithmétique,2 ou moins,47,60.5
2012,Saskatchewan,Hommes,55 à 65 ans,Arithmétique,3 ou plus,47,39.5
2012,Saskatchewan,Femmes,Total,Alphabétisme,2 ou moins,47,48.1
2012,Saskatchewan,Femmes,Total,Alphabétisme,3 ou plus,47,51.9
2012,Saskatchewan,Femmes,Total,Arithmétique,2 ou moins,47,61.1
2012,Saskatchewan,Femmes,Total,Arithmétique,3 ou plus,47,38.9
2012,Saskatchewan,Femmes,16 à 24 ans,Alphabétisme,2 ou moins,47,52.6
2012,Saskatchewan,Femmes,16 à 24 ans,Alphabétisme,3 ou plus,47,47.4
2012,Saskatchewan,Femmes,16 à 24 ans,Arithmétique,2 ou moins,47,67.0
2012,Saskatchewan,Femmes,16 à 24 ans,Arithmétique,3 ou plus,47,33.0
2012,Saskatchewan,Femmes,25 à 34 ans,Alphabétisme,2 ou moins,47,42.9
2012,Saskatchewan,Femmes,25 à 34 ans,Alphabétisme,3 ou plus,47,57.1
2012,Saskatchewan,Femmes,25 à 34 ans,Arithmétique,2 ou moins,47,54.7
2012,Saskatchewan,Femmes,25 à 34 ans,Arithmétique,3 ou plus,47,45.3
2012,Saskatchewan,Femmes,35 à 44 ans,Alphabétisme,2 ou moins,47,39.9
2012,Saskatchewan,Femmes,35 à 44 ans,Alphabétisme,3 ou plus,47,60.1
2012,Saskatchewan,Femmes,35 à 44 ans,Arithmétique,2 ou moins,47,52.7
2012,Saskatchewan,Femmes,35 à 44 ans,Arithmétique,3 ou plus,47,47.3
2012,Saskatchewan,Femmes,45 à 54 ans,Alphabétisme,2 ou moins,47,50.4
2012,Saskatchewan,Femmes,45 à 54 ans,Alphabétisme,3 ou plus,47,49.6
2012,Saskatchewan,Femmes,45 à 54 ans,Arithmétique,2 ou moins,47,60.4
2012,Saskatchewan,Femmes,45 à 54 ans,Arithmétique,3 ou plus,47,39.6
2012,Saskatchewan,Femmes,55 à 65 ans,Alphabétisme,2 ou moins,47,54.1
2012,Saskatchewan,Femmes,55 à 65 ans,Alphabétisme,3 ou plus,47,45.9
2012,Saskatchewan,Femmes,55 à 65 ans,Arithmétique,2 ou moins,47,70.5
2012,Saskatchewan,Femmes,55 à 65 ans,Arithmétique,3 ou plus,47,29.5
2012,Alberta,Les deux sexes,Total,Alphabétisme,2 ou moins,48,44.9
2012,Alberta,Les deux sexes,Total,Alphabétisme,3 ou plus,48,55.1
2012,Alberta,Les deux sexes,Total,Arithmétique,2 ou moins,48,52.7
2012,Alberta,Les deux sexes,Total,Arithmétique,3 ou plus,48,47.3
2012,Alberta,Les deux sexes,16 à 24 ans,Alphabétisme,2 ou moins,48,44.7
2012,Alberta,Les deux sexes,16 à 24 ans,Alphabétisme,3 ou plus,48,55.3
2012,Alberta,Les deux sexes,16 à 24 ans,Arithmétique,2 ou moins,48,53.4
2012,Alberta,Les deux sexes,16 à 24 ans,Arithmétique,3 ou plus,48,46.6
2012,Alberta,Les deux sexes,25 à 34 ans,Alphabétisme,2 ou moins,48,36.5
2012,Alberta,Les deux sexes,25 à 34 ans,Alphabétisme,3 ou plus,48,63.5
2012,Alberta,Les deux sexes,25 à 34 ans,Arithmétique,2 ou moins,48,46.3
2012,Alberta,Les deux sexes,25 à 34 ans,Arithmétique,3 ou plus,48,53.7
2012,Alberta,Les deux sexes,35 à 44 ans,Alphabétisme,2 ou moins,48,40.7
2012,Alberta,Les deux sexes,35 à 44 ans,Alphabétisme,3 ou plus,48,59.3
2012,Alberta,Les deux sexes,35 à 44 ans,Arithmétique,2 ou moins,48,50.1
2012,Alberta,Les deux sexes,35 à 44 ans,Arithmétique,3 ou plus,48,49.9
2012,Alberta,Les deux sexes,45 à 54 ans,Alphabétisme,2 ou moins,48,48.3
2012,Alberta,Les deux sexes,45 à 54 ans,Alphabétisme,3 ou plus,48,51.7
2012,Alberta,Les deux sexes,45 à 54 ans,Arithmétique,2 ou moins,48,53.0
2012,Alberta,Les deux sexes,45 à 54 ans,Arithmétique,3 ou plus,48,47.0
2012,Alberta,Les deux sexes,55 à 65 ans,Alphabétisme,2 ou moins,48,56.9
2012,Alberta,Les deux sexes,55 à 65 ans,Alphabétisme,3 ou plus,48,43.1
2012,Alberta,Les deux sexes,55 à 65 ans,Arithmétique,2 ou moins,48,62.9
2012,Alberta,Les deux sexes,55 à 65 ans,Arithmétique,3 ou plus,48,37.1
2012,Alberta,Hommes,Total,Alphabétisme,2 ou moins,48,43.4
2012,Alberta,Hommes,Total,Alphabétisme,3 ou plus,48,56.6
2012,Alberta,Hommes,Total,Arithmétique,2 ou moins,48,46.3
2012,Alberta,Hommes,Total,Arithmétique,3 ou plus,48,53.7
2012,Alberta,Hommes,16 à 24 ans,Alphabétisme,2 ou moins,48,43.6
2012,Alberta,Hommes,16 à 24 ans,Alphabétisme,3 ou plus,48,56.4
2012,Alberta,Hommes,16 à 24 ans,Arithmétique,2 ou moins,48,49.1
2012,Alberta,Hommes,16 à 24 ans,Arithmétique,3 ou plus,48,50.9
2012,Alberta,Hommes,25 à 34 ans,Alphabétisme,2 ou moins,48,35.2
2012,Alberta,Hommes,25 à 34 ans,Alphabétisme,3 ou plus,48,64.8
2012,Alberta,Hommes,25 à 34 ans,Arithmétique,2 ou moins,48,41.4
2012,Alberta,Hommes,25 à 34 ans,Arithmétique,3 ou plus,48,58.6
2012,Alberta,Hommes,35 à 44 ans,Alphabétisme,2 ou moins,48,41.8
2012,Alberta,Hommes,35 à 44 ans,Alphabétisme,3 ou plus,48,58.2
2012,Alberta,Hommes,35 à 44 ans,Arithmétique,2 ou moins,48,46.7
2012,Alberta,Hommes,35 à 44 ans,Arithmétique,3 ou plus,48,53.3
2012,Alberta,Hommes,45 à 54 ans,Alphabétisme,2 ou moins,48,45.7
2012,Alberta,Hommes,45 à 54 ans,Alphabétisme,3 ou plus,48,54.3
2012,Alberta,Hommes,45 à 54 ans,Arithmétique,2 ou moins,48,43.8
2012,Alberta,Hommes,45 à 54 ans,Arithmétique,3 ou plus,48,56.2
2012,Alberta,Hommes,55 à 65 ans,Alphabétisme,2 ou moins,48,53.6
2012,Alberta,Hommes,55 à 65 ans,Alphabétisme,3 ou plus,48,46.4
2012,Alberta,Hommes,55 à 65 ans,Arithmétique,2 ou moins,48,52.8
2012,Alberta,Hommes,55 à 65 ans,Arithmétique,3 ou plus,48,47.2
2012,Alberta,Femmes,Total,Alphabétisme,2 ou moins,48,46.5
2012,Alberta,Femmes,Total,Alphabétisme,3 ou plus,48,53.5
2012,Alberta,Femmes,Total,Arithmétique,2 ou moins,48,59.4
2012,Alberta,Femmes,Total,Arithmétique,3 ou plus,48,40.6
2012,Alberta,Femmes,16 à 24 ans,Alphabétisme,2 ou moins,48,45.8
2012,Alberta,Femmes,16 à 24 ans,Alphabétisme,3 ou plus,48,54.2
2012,Alberta,Femmes,16 à 24 ans,Arithmétique,2 ou moins,48,58.1
2012,Alberta,Femmes,16 à 24 ans,Arithmétique,3 ou plus,48,41.9
2012,Alberta,Femmes,25 à 34 ans,Alphabétisme,2 ou moins,48,38.1
2012,Alberta,Femmes,25 à 34 ans,Alphabétisme,3 ou plus,48,61.9
2012,Alberta,Femmes,25 à 34 ans,Arithmétique,2 ou moins,48,51.5
2012,Alberta,Femmes,25 à 34 ans,Arithmétique,3 ou plus,48,48.5
2012,Alberta,Femmes,35 à 44 ans,Alphabétisme,2 ou moins,48,39.5
2012,Alberta,Femmes,35 à 44 ans,Alphabétisme,3 ou plus,48,60.5
2012,Alberta,Femmes,35 à 44 ans,Arithmétique,2 ou moins,48,53.7
2012,Alberta,Femmes,35 à 44 ans,Arithmétique,3 ou plus,48,46.3
2012,Alberta,Femmes,45 à 54 ans,Alphabétisme,2 ou moins,48,51.1
2012,Alberta,Femmes,45 à 54 ans,Alphabétisme,3 ou plus,48,48.9
2012,Alberta,Femmes,45 à 54 ans,Arithmétique,2 ou moins,48,62.7
2012,Alberta,Femmes,45 à 54 ans,Arithmétique,3 ou plus,48,37.3
2012,Alberta,Femmes,55 à 65 ans,Alphabétisme,2 ou moins,48,60.2
2012,Alberta,Femmes,55 à 65 ans,Alphabétisme,3 ou plus,48,39.8
2012,Alberta,Femmes,55 à 65 ans,Arithmétique,2 ou moins,48,73.1
2012,Alberta,Femmes,55 à 65 ans,Arithmétique,3 ou plus,48,26.9
2012,Colombie-Britannique,Les deux sexes,Total,Alphabétisme,2 ou moins,59,45.9
2012,Colombie-Britannique,Les deux sexes,Total,Alphabétisme,3 ou plus,59,54.1
2012,Colombie-Britannique,Les deux sexes,Total,Arithmétique,2 ou moins,59,52.3
2012,Colombie-Britannique,Les deux sexes,Total,Arithmétique,3 ou plus,59,47.7
2012,Colombie-Britannique,Les deux sexes,16 à 24 ans,Alphabétisme,2 ou moins,59,43.2
2012,Colombie-Britannique,Les deux sexes,16 à 24 ans,Alphabétisme,3 ou plus,59,56.8
2012,Colombie-Britannique,Les deux sexes,16 à 24 ans,Arithmétique,2 ou moins,59,52.3
2012,Colombie-Britannique,Les deux sexes,16 à 24 ans,Arithmétique,3 ou plus,59,47.7
2012,Colombie-Britannique,Les deux sexes,25 à 34 ans,Alphabétisme,2 ou moins,59,39.1
2012,Colombie-Britannique,Les deux sexes,25 à 34 ans,Alphabétisme,3 ou plus,59,60.9
2012,Colombie-Britannique,Les deux sexes,25 à 34 ans,Arithmétique,2 ou moins,59,45.2
2012,Colombie-Britannique,Les deux sexes,25 à 34 ans,Arithmétique,3 ou plus,59,54.8
2012,Colombie-Britannique,Les deux sexes,35 à 44 ans,Alphabétisme,2 ou moins,59,40.7
2012,Colombie-Britannique,Les deux sexes,35 à 44 ans,Alphabétisme,3 ou plus,59,59.3
2012,Colombie-Britannique,Les deux sexes,35 à 44 ans,Arithmétique,2 ou moins,59,46.3
2012,Colombie-Britannique,Les deux sexes,35 à 44 ans,Arithmétique,3 ou plus,59,53.7
2012,Colombie-Britannique,Les deux sexes,45 à 54 ans,Alphabétisme,2 ou moins,59,52.2
2012,Colombie-Britannique,Les deux sexes,45 à 54 ans,Alphabétisme,3 ou plus,59,47.8
2012,Colombie-Britannique,Les deux sexes,45 à 54 ans,Arithmétique,2 ou moins,59,60.0
2012,Colombie-Britannique,Les deux sexes,45 à 54 ans,Arithmétique,3 ou plus,59,40.0
2012,Colombie-Britannique,Les deux sexes,55 à 65 ans,Alphabétisme,2 ou moins,59,52.2
2012,Colombie-Britannique,Les deux sexes,55 à 65 ans,Alphabétisme,3 ou plus,59,47.8
2012,Colombie-Britannique,Les deux sexes,55 à 65 ans,Arithmétique,2 ou moins,59,56.2
2012,Colombie-Britannique,Les deux sexes,55 à 65 ans,Arithmétique,3 ou plus,59,43.8
2012,Colombie-Britannique,Hommes,Total,Alphabétisme,2 ou moins,59,44.2
2012,Colombie-Britannique,Hommes,Total,Alphabétisme,3 ou plus,59,55.8
2012,Colombie-Britannique,Hommes,Total,Arithmétique,2 ou moins,59,47.0
2012,Colombie-Britannique,Hommes,Total,Arithmétique,3 ou plus,59,53.0
2012,Colombie-Britannique,Hommes,16 à 24 ans,Alphabétisme,2 ou moins,59,44.1
2012,Colombie-Britannique,Hommes,16 à 24 ans,Alphabétisme,3 ou plus,59,55.9
2012,Colombie-Britannique,Hommes,16 à 24 ans,Arithmétique,2 ou moins,59,50.2
2012,Colombie-Britannique,Hommes,16 à 24 ans,Arithmétique,3 ou plus,59,49.8
2012,Colombie-Britannique,Hommes,25 à 34 ans,Alphabétisme,2 ou moins,59,42.2
2012,Colombie-Britannique,Hommes,25 à 34 ans,Alphabétisme,3 ou plus,59,57.8
2012,Colombie-Britannique,Hommes,25 à 34 ans,Arithmétique,2 ou moins,59,43.6
2012,Colombie-Britannique,Hommes,25 à 34 ans,Arithmétique,3 ou plus,59,56.4
2012,Colombie-Britannique,Hommes,35 à 44 ans,Alphabétisme,2 ou moins,59,44.1
2012,Colombie-Britannique,Hommes,35 à 44 ans,Alphabétisme,3 ou plus,59,55.9
2012,Colombie-Britannique,Hommes,35 à 44 ans,Arithmétique,2 ou moins,59,43.6
2012,Colombie-Britannique,Hommes,35 à 44 ans,Arithmétique,3 ou plus,59,56.4
2012,Colombie-Britannique,Hommes,45 à 54 ans,Alphabétisme,2 ou moins,59,45.9
2012,Colombie-Britannique,Hommes,45 à 54 ans,Alphabétisme,3 ou plus,59,54.1
2012,Colombie-Britannique,Hommes,45 à 54 ans,Arithmétique,2 ou moins,59,52.4
2012,Colombie-Britannique,Hommes,45 à 54 ans,Arithmétique,3 ou plus,59,47.6
2012,Colombie-Britannique,Hommes,55 à 65 ans,Alphabétisme,2 ou moins,59,44.4
2012,Colombie-Britannique,Hommes,55 à 65 ans,Alphabétisme,3 ou plus,59,55.6
2012,Colombie-Britannique,Hommes,55 à 65 ans,Arithmétique,2 ou moins,59,44.6
2012,Colombie-Britannique,Hommes,55 à 65 ans,Arithmétique,3 ou plus,59,55.4
2012,Colombie-Britannique,Femmes,Total,Alphabétisme,2 ou moins,59,47.5
2012,Colombie-Britannique,Femmes,Total,Alphabétisme,3 ou plus,59,52.5
2012,Colombie-Britannique,Femmes,Total,Arithmétique,2 ou moins,59,57.7
2012,Colombie-Britannique,Femmes,Total,Arithmétique,3 ou plus,59,42.3
2012,Colombie-Britannique,Femmes,16 à 24 ans,Alphabétisme,2 ou moins,59,42.4
2012,Colombie-Britannique,Femmes,16 à 24 ans,Alphabétisme,3 ou plus,59,57.6
2012,Colombie-Britannique,Femmes,16 à 24 ans,Arithmétique,2 ou moins,59,54.5
2012,Colombie-Britannique,Femmes,16 à 24 ans,Arithmétique,3 ou plus,59,45.5
2012,Colombie-Britannique,Femmes,25 à 34 ans,Alphabétisme,2 ou moins,59,35.9
2012,Colombie-Britannique,Femmes,25 à 34 ans,Alphabétisme,3 ou plus,59,64.1
2012,Colombie-Britannique,Femmes,25 à 34 ans,Arithmétique,2 ou moins,59,46.9
2012,Colombie-Britannique,Femmes,25 à 34 ans,Arithmétique,3 ou plus,59,53.1
2012,Colombie-Britannique,Femmes,35 à 44 ans,Alphabétisme,2 ou moins,59,37.4
2012,Colombie-Britannique,Femmes,35 à 44 ans,Alphabétisme,3 ou plus,59,62.6
2012,Colombie-Britannique,Femmes,35 à 44 ans,Arithmétique,2 ou moins,59,49.0
2012,Colombie-Britannique,Femmes,35 à 44 ans,Arithmétique,3 ou plus,59,51.0
2012,Colombie-Britannique,Femmes,45 à 54 ans,Alphabétisme,2 ou moins,59,58.3
2012,Colombie-Britannique,Femmes,45 à 54 ans,Alphabétisme,3 ou plus,59,41.7
2012,Colombie-Britannique,Femmes,45 à 54 ans,Arithmétique,2 ou moins,59,67.4
2012,Colombie-Britannique,Femmes,45 à 54 ans,Arithmétique,3 ou plus,59,32.6
2012,Colombie-Britannique,Femmes,55 à 65 ans,Alphabétisme,2 ou moins,59,59.8
2012,Colombie-Britannique,Femmes,55 à 65 ans,Alphabétisme,3 ou plus,59,40.2
2012,Colombie-Britannique,Femmes,55 à 65 ans,Arithmétique,2 ou moins,59,67.4
2012,Colombie-Britannique,Femmes,55 à 65 ans,Arithmétique,3 ou plus,59,32.6
2012,Yukon,Les deux sexes,Total,Alphabétisme,2 ou moins,60,44.3
2012,Yukon,Les deux sexes,Total,Alphabétisme,3 ou plus,60,55.7
2012,Yukon,Les deux sexes,Total,Arithmétique,2 ou moins,60,55.8
2012,Yukon,Les deux sexes,Total,Arithmétique,3 ou plus,60,44.2
2012,Yukon,Les deux sexes,16 à 24 ans,Alphabétisme,2 ou moins,60,57.6
2012,Yukon,Les deux sexes,16 à 24 ans,Alphabétisme,3 ou plus,60,42.4
2012,Yukon,Les deux sexes,16 à 24 ans,Arithmétique,2 ou moins,60,64.9
2012,Yukon,Les deux sexes,16 à 24 ans,Arithmétique,3 ou plus,60,35.1
2012,Yukon,Les deux sexes,25 à 34 ans,Alphabétisme,2 ou moins,60,43.6
2012,Yukon,Les deux sexes,25 à 34 ans,Alphabétisme,3 ou plus,60,56.4
2012,Yukon,Les deux sexes,25 à 34 ans,Arithmétique,2 ou moins,60,62.0
2012,Yukon,Les deux sexes,25 à 34 ans,Arithmétique,3 ou plus,60,38.0
2012,Yukon,Les deux sexes,35 à 44 ans,Alphabétisme,2 ou moins,60,42.1
2012,Yukon,Les deux sexes,35 à 44 ans,Alphabétisme,3 ou plus,60,57.9
2012,Yukon,Les deux sexes,35 à 44 ans,Arithmétique,2 ou moins,60,49.6
2012,Yukon,Les deux sexes,35 à 44 ans,Arithmétique,3 ou plus,60,50.4
2012,Yukon,Les deux sexes,45 à 54 ans,Alphabétisme,2 ou moins,60,35.7
2012,Yukon,Les deux sexes,45 à 54 ans,Alphabétisme,3 ou plus,60,64.3
2012,Yukon,Les deux sexes,45 à 54 ans,Arithmétique,2 ou moins,60,48.4
2012,Yukon,Les deux sexes,45 à 54 ans,Arithmétique,3 ou plus,60,51.6
2012,Yukon,Les deux sexes,55 à 65 ans,Alphabétisme,2 ou moins,60,47.0
2012,Yukon,Les deux sexes,55 à 65 ans,Alphabétisme,3 ou plus,60,53.0
2012,Yukon,Les deux sexes,55 à 65 ans,Arithmétique,2 ou moins,60,57.9
2012,Yukon,Les deux sexes,55 à 65 ans,Arithmétique,3 ou plus,60,42.1
2012,Yukon,Hommes,Total,Alphabétisme,2 ou moins,60,45.0
2012,Yukon,Hommes,Total,Alphabétisme,3 ou plus,60,55.0
2012,Yukon,Hommes,Total,Arithmétique,2 ou moins,60,51.8
2012,Yukon,Hommes,Total,Arithmétique,3 ou plus,60,48.2
2012,Yukon,Hommes,16 à 24 ans,Alphabétisme,2 ou moins,60,48.3
2012,Yukon,Hommes,16 à 24 ans,Alphabétisme,3 ou plus,60,51.7
2012,Yukon,Hommes,16 à 24 ans,Arithmétique,2 ou moins,60,58.6
2012,Yukon,Hommes,16 à 24 ans,Arithmétique,3 ou plus,60,41.4
2012,Yukon,Hommes,25 à 34 ans,Alphabétisme,2 ou moins,60,53.8
2012,Yukon,Hommes,25 à 34 ans,Alphabétisme,3 ou plus,60,46.2
2012,Yukon,Hommes,25 à 34 ans,Arithmétique,2 ou moins,60,65.8
2012,Yukon,Hommes,25 à 34 ans,Arithmétique,3 ou plus,60,34.2
2012,Yukon,Hommes,35 à 44 ans,Alphabétisme,2 ou moins,60,38.3
2012,Yukon,Hommes,35 à 44 ans,Alphabétisme,3 ou plus,60,61.7
2012,Yukon,Hommes,35 à 44 ans,Arithmétique,2 ou moins,60,41.8
2012,Yukon,Hommes,35 à 44 ans,Arithmétique,3 ou plus,60,58.2
2012,Yukon,Hommes,45 à 54 ans,Alphabétisme,2 ou moins,60,38.1
2012,Yukon,Hommes,45 à 54 ans,Alphabétisme,3 ou plus,60,61.9
2012,Yukon,Hommes,45 à 54 ans,Arithmétique,2 ou moins,60,41.3
2012,Yukon,Hommes,45 à 54 ans,Arithmétique,3 ou plus,60,58.7
2012,Yukon,Hommes,55 à 65 ans,Alphabétisme,2 ou moins,60,48.4
2012,Yukon,Hommes,55 à 65 ans,Alphabétisme,3 ou plus,60,51.6
2012,Yukon,Hommes,55 à 65 ans,Arithmétique,2 ou moins,60,55.0
2012,Yukon,Hommes,55 à 65 ans,Arithmétique,3 ou plus,60,45.0
2012,Yukon,Femmes,Total,Alphabétisme,2 ou moins,60,43.7
2012,Yukon,Femmes,Total,Alphabétisme,3 ou plus,60,56.3
2012,Yukon,Femmes,Total,Arithmétique,2 ou moins,60,59.8
2012,Yukon,Femmes,Total,Arithmétique,3 ou plus,60,40.2
2012,Yukon,Femmes,16 à 24 ans,Alphabétisme,2 ou moins,60,67.4
2012,Yukon,Femmes,16 à 24 ans,Alphabétisme,3 ou plus,60,32.6
2012,Yukon,Femmes,16 à 24 ans,Arithmétique,2 ou moins,60,71.5
2012,Yukon,Femmes,16 à 24 ans,Arithmétique,3 ou plus,60,28.5
2012,Yukon,Femmes,25 à 34 ans,Alphabétisme,2 ou moins,60,33.3
2012,Yukon,Femmes,25 à 34 ans,Alphabétisme,3 ou plus,60,66.7
2012,Yukon,Femmes,25 à 34 ans,Arithmétique,2 ou moins,60,58.2
2012,Yukon,Femmes,25 à 34 ans,Arithmétique,3 ou plus,60,41.8
2012,Yukon,Femmes,35 à 44 ans,Alphabétisme,2 ou moins,60,45.3
2012,Yukon,Femmes,35 à 44 ans,Alphabétisme,3 ou plus,60,54.7
2012,Yukon,Femmes,35 à 44 ans,Arithmétique,2 ou moins,60,56.3
2012,Yukon,Femmes,35 à 44 ans,Arithmétique,3 ou plus,60,43.7
2012,Yukon,Femmes,45 à 54 ans,Alphabétisme,2 ou moins,60,33.3
2012,Yukon,Femmes,45 à 54 ans,Alphabétisme,3 ou plus,60,66.7
2012,Yukon,Femmes,45 à 54 ans,Arithmétique,2 ou moins,60,55.6
2012,Yukon,Femmes,45 à 54 ans,Arithmétique,3 ou plus,60,44.4
2012,Yukon,Femmes,55 à 65 ans,Alphabétisme,2 ou moins,60,45.4
2012,Yukon,Femmes,55 à 65 ans,Alphabétisme,3 ou plus,60,54.6
2012,Yukon,Femmes,55 à 65 ans,Arithmétique,2 ou moins,60,61.1
2012,Yukon,Femmes,55 à 65 ans,Arithmétique,3 ou plus,60,38.9
2012,Territoires du Nord-Ouest,Les deux sexes,Total,Alphabétisme,2 ou moins,61,63.9
2012,Territoires du Nord-Ouest,Les deux sexes,Total,Alphabétisme,3 ou plus,61,36.1
2012,Territoires du Nord-Ouest,Les deux sexes,Total,Arithmétique,2 ou moins,61,69.7
2012,Territoires du Nord-Ouest,Les deux sexes,Total,Arithmétique,3 ou plus,61,30.3
2012,Territoires du Nord-Ouest,Les deux sexes,16 à 24 ans,Alphabétisme,2 ou moins,61,68.5
2012,Territoires du Nord-Ouest,Les deux sexes,16 à 24 ans,Alphabétisme,3 ou plus,61,31.5
2012,Territoires du Nord-Ouest,Les deux sexes,16 à 24 ans,Arithmétique,2 ou moins,61,73.2
2012,Territoires du Nord-Ouest,Les deux sexes,16 à 24 ans,Arithmétique,3 ou plus,61,26.8
2012,Territoires du Nord-Ouest,Les deux sexes,25 à 34 ans,Alphabétisme,2 ou moins,61,54.7
2012,Territoires du Nord-Ouest,Les deux sexes,25 à 34 ans,Alphabétisme,3 ou plus,61,45.3
2012,Territoires du Nord-Ouest,Les deux sexes,25 à 34 ans,Arithmétique,2 ou moins,61,62.2
2012,Territoires du Nord-Ouest,Les deux sexes,25 à 34 ans,Arithmétique,3 ou plus,61,37.8
2012,Territoires du Nord-Ouest,Les deux sexes,35 à 44 ans,Alphabétisme,2 ou moins,61,57.7
2012,Territoires du Nord-Ouest,Les deux sexes,35 à 44 ans,Alphabétisme,3 ou plus,61,42.3
2012,Territoires du Nord-Ouest,Les deux sexes,35 à 44 ans,Arithmétique,2 ou moins,61,65.8
2012,Territoires du Nord-Ouest,Les deux sexes,35 à 44 ans,Arithmétique,3 ou plus,61,34.2
2012,Territoires du Nord-Ouest,Les deux sexes,45 à 54 ans,Alphabétisme,2 ou moins,61,71.0
2012,Territoires du Nord-Ouest,Les deux sexes,45 à 54 ans,Alphabétisme,3 ou plus,61,29.0
2012,Territoires du Nord-Ouest,Les deux sexes,45 à 54 ans,Arithmétique,2 ou moins,61,75.9
2012,Territoires du Nord-Ouest,Les deux sexes,45 à 54 ans,Arithmétique,3 ou plus,61,24.1
2012,Territoires du Nord-Ouest,Les deux sexes,55 à 65 ans,Alphabétisme,2 ou moins,61,70.0
2012,Territoires du Nord-Ouest,Les deux sexes,55 à 65 ans,Alphabétisme,3 ou plus,61,30.0
2012,Territoires du Nord-Ouest,Les deux sexes,55 à 65 ans,Arithmétique,2 ou moins,61,73.5
2012,Territoires du Nord-Ouest,Les deux sexes,55 à 65 ans,Arithmétique,3 ou plus,61,26.5
2012,Territoires du Nord-Ouest,Hommes,Total,Alphabétisme,2 ou moins,61,63.0
2012,Territoires du Nord-Ouest,Hommes,Total,Alphabétisme,3 ou plus,61,37.0
2012,Territoires du Nord-Ouest,Hommes,Total,Arithmétique,2 ou moins,61,66.1
2012,Territoires du Nord-Ouest,Hommes,Total,Arithmétique,3 ou plus,61,33.9
2012,Territoires du Nord-Ouest,Hommes,16 à 24 ans,Alphabétisme,2 ou moins,61,69.0
2012,Territoires du Nord-Ouest,Hommes,16 à 24 ans,Alphabétisme,3 ou plus,61,31.0
2012,Territoires du Nord-Ouest,Hommes,16 à 24 ans,Arithmétique,2 ou moins,61,70.2
2012,Territoires du Nord-Ouest,Hommes,16 à 24 ans,Arithmétique,3 ou plus,61,29.8
2012,Territoires du Nord-Ouest,Hommes,25 à 34 ans,Alphabétisme,2 ou moins,61,55.7
2012,Territoires du Nord-Ouest,Hommes,25 à 34 ans,Alphabétisme,3 ou plus,61,44.3
2012,Territoires du Nord-Ouest,Hommes,25 à 34 ans,Arithmétique,2 ou moins,61,60.0
2012,Territoires du Nord-Ouest,Hommes,25 à 34 ans,Arithmétique,3 ou plus,61,40.0
2012,Territoires du Nord-Ouest,Hommes,35 à 44 ans,Alphabétisme,2 ou moins,61,53.9
2012,Territoires du Nord-Ouest,Hommes,35 à 44 ans,Alphabétisme,3 ou plus,61,46.1
2012,Territoires du Nord-Ouest,Hommes,35 à 44 ans,Arithmétique,2 ou moins,61,60.7
2012,Territoires du Nord-Ouest,Hommes,35 à 44 ans,Arithmétique,3 ou plus,61,39.3
2012,Territoires du Nord-Ouest,Hommes,45 à 54 ans,Alphabétisme,2 ou moins,61,68.4
