Year,Géographie,Âge,Sexe,Cause of death,Value
2019,Canada,5 to 9 years,Les deux sexes,Transport accidents,0.4
2019,Canada,5 to 9 years,Les deux sexes,Motor vehicle accidents,0.4
2019,Canada,5 to 9 years,Les deux sexes,Other land transport accidents,0.0
2019,Canada,5 to 9 years,Hommes,Transport accidents,0.3
2019,Canada,5 to 9 years,Hommes,Motor vehicle accidents,0.3
2019,Canada,5 to 9 years,Hommes,Other land transport accidents,0.0
2019,Canada,5 to 9 years,Femmes,Transport accidents,0.5
2019,Canada,5 to 9 years,Femmes,Motor vehicle accidents,0.5
2019,Canada,5 to 9 years,Femmes,Other land transport accidents,0.0
2019,Canada,10 to 14 years,Les deux sexes,Transport accidents,0.9
2019,Canada,10 to 14 years,Les deux sexes,Motor vehicle accidents,0.7
2019,Canada,10 to 14 years,Les deux sexes,Other land transport accidents,0.0
2019,Canada,10 to 14 years,Hommes,Transport accidents,1.2
2019,Canada,10 to 14 years,Hommes,Motor vehicle accidents,1.0
2019,Canada,10 to 14 years,Hommes,Other land transport accidents,0.1
2019,Canada,10 to 14 years,Femmes,Transport accidents,0.6
2019,Canada,10 to 14 years,Femmes,Motor vehicle accidents,0.5
2019,Canada,10 to 14 years,Femmes,Other land transport accidents,0.0
2019,Canada,15 à 19 ans,Les deux sexes,Transport accidents,5.4
2019,Canada,15 à 19 ans,Les deux sexes,Motor vehicle accidents,5.2
2019,Canada,15 à 19 ans,Les deux sexes,Other land transport accidents,0.1
2019,Canada,15 à 19 ans,Hommes,Transport accidents,7.1
2019,Canada,15 à 19 ans,Hommes,Motor vehicle accidents,6.7
2019,Canada,15 à 19 ans,Hommes,Other land transport accidents,0.3
2019,Canada,15 à 19 ans,Femmes,Transport accidents,3.7
2019,Canada,15 à 19 ans,Femmes,Motor vehicle accidents,3.6
2019,Canada,15 à 19 ans,Femmes,Other land transport accidents,0.0
2019,Canada,20 à 24 ans,Les deux sexes,Transport accidents,6.8
2019,Canada,20 à 24 ans,Les deux sexes,Motor vehicle accidents,6.2
2019,Canada,20 à 24 ans,Les deux sexes,Other land transport accidents,0.2
2019,Canada,20 à 24 ans,Hommes,Transport accidents,9.4
2019,Canada,20 à 24 ans,Hommes,Motor vehicle accidents,8.8
2019,Canada,20 à 24 ans,Hommes,Other land transport accidents,0.2
2019,Canada,20 à 24 ans,Femmes,Transport accidents,4.0
2019,Canada,20 à 24 ans,Femmes,Motor vehicle accidents,3.4
2019,Canada,20 à 24 ans,Femmes,Other land transport accidents,0.3
2019,Canada,25 à 29 ans,Les deux sexes,Transport accidents,4.8
2019,Canada,25 à 29 ans,Les deux sexes,Motor vehicle accidents,4.1
2019,Canada,25 à 29 ans,Les deux sexes,Other land transport accidents,0.3
2019,Canada,25 à 29 ans,Hommes,Transport accidents,6.9
2019,Canada,25 à 29 ans,Hommes,Motor vehicle accidents,5.7
2019,Canada,25 à 29 ans,Hommes,Other land transport accidents,0.7
2019,Canada,25 à 29 ans,Femmes,Transport accidents,2.5
2019,Canada,25 à 29 ans,Femmes,Motor vehicle accidents,2.4
2019,Canada,25 à 29 ans,Femmes,Other land transport accidents,0.0
2019,Canada,30 à 34 ans,Les deux sexes,Transport accidents,5.0
2019,Canada,30 à 34 ans,Les deux sexes,Motor vehicle accidents,4.6
2019,Canada,30 à 34 ans,Les deux sexes,Other land transport accidents,0.2
2019,Canada,30 à 34 ans,Hommes,Transport accidents,7.2
2019,Canada,30 à 34 ans,Hommes,Motor vehicle accidents,6.6
2019,Canada,30 à 34 ans,Hommes,Other land transport accidents,0.2
2019,Canada,30 à 34 ans,Femmes,Transport accidents,2.6
2019,Canada,30 à 34 ans,Femmes,Motor vehicle accidents,2.6
2019,Canada,30 à 34 ans,Femmes,Other land transport accidents,0.1
2019,Canada,35 à 39 ans,Les deux sexes,Transport accidents,3.6
2019,Canada,35 à 39 ans,Les deux sexes,Motor vehicle accidents,3.3
2019,Canada,35 à 39 ans,Les deux sexes,Other land transport accidents,0.2
2019,Canada,35 à 39 ans,Hommes,Transport accidents,5.4
2019,Canada,35 à 39 ans,Hommes,Motor vehicle accidents,4.9
2019,Canada,35 à 39 ans,Hommes,Other land transport accidents,0.3
2019,Canada,35 à 39 ans,Femmes,Transport accidents,1.9
2019,Canada,35 à 39 ans,Femmes,Motor vehicle accidents,1.8
2019,Canada,35 à 39 ans,Femmes,Other land transport accidents,0.1
2019,Canada,40 à 44 ans,Les deux sexes,Transport accidents,4.4
2019,Canada,40 à 44 ans,Les deux sexes,Motor vehicle accidents,3.8
2019,Canada,40 à 44 ans,Les deux sexes,Other land transport accidents,0.1
2019,Canada,40 à 44 ans,Hommes,Transport accidents,6.9
2019,Canada,40 à 44 ans,Hommes,Motor vehicle accidents,5.8
2019,Canada,40 à 44 ans,Hommes,Other land transport accidents,0.3
2019,Canada,40 à 44 ans,Femmes,Transport accidents,2.0
2019,Canada,40 à 44 ans,Femmes,Motor vehicle accidents,1.8
2019,Canada,40 à 44 ans,Femmes,Other land transport accidents,0.0
2019,Canada,45 à 49 ans,Les deux sexes,Transport accidents,4.6
2019,Canada,45 à 49 ans,Les deux sexes,Motor vehicle accidents,3.9
2019,Canada,45 à 49 ans,Les deux sexes,Other land transport accidents,0.0
2019,Canada,45 à 49 ans,Hommes,Transport accidents,6.9
2019,Canada,45 à 49 ans,Hommes,Motor vehicle accidents,5.8
2019,Canada,45 à 49 ans,Hommes,Other land transport accidents,0.0
2019,Canada,45 à 49 ans,Femmes,Transport accidents,2.4
2019,Canada,45 à 49 ans,Femmes,Motor vehicle accidents,2.0
2019,Canada,45 à 49 ans,Femmes,Other land transport accidents,0.0
2019,Canada,50 à 54 ans,Les deux sexes,Transport accidents,4.8
2019,Canada,50 à 54 ans,Les deux sexes,Motor vehicle accidents,4.2
2019,Canada,50 à 54 ans,Les deux sexes,Other land transport accidents,0.2
2019,Canada,50 à 54 ans,Hommes,Transport accidents,6.8
2019,Canada,50 à 54 ans,Hommes,Motor vehicle accidents,5.9
2019,Canada,50 à 54 ans,Hommes,Other land transport accidents,0.3
2019,Canada,50 à 54 ans,Femmes,Transport accidents,2.8
2019,Canada,50 à 54 ans,Femmes,Motor vehicle accidents,2.5
2019,Canada,50 à 54 ans,Femmes,Other land transport accidents,0.2
2019,Canada,55 à 59 ans,Les deux sexes,Transport accidents,5.3
2019,Canada,55 à 59 ans,Les deux sexes,Motor vehicle accidents,4.6
2019,Canada,55 à 59 ans,Les deux sexes,Other land transport accidents,0.1
2019,Canada,55 à 59 ans,Hommes,Transport accidents,8.6
2019,Canada,55 à 59 ans,Hommes,Motor vehicle accidents,7.3
2019,Canada,55 à 59 ans,Hommes,Other land transport accidents,0.3
2019,Canada,55 à 59 ans,Femmes,Transport accidents,2.0
2019,Canada,55 à 59 ans,Femmes,Motor vehicle accidents,2.0
2019,Canada,55 à 59 ans,Femmes,Other land transport accidents,0.0
2019,Canada,60 à 64 ans,Les deux sexes,Transport accidents,5.3
2019,Canada,60 à 64 ans,Les deux sexes,Motor vehicle accidents,4.5
2019,Canada,60 à 64 ans,Les deux sexes,Other land transport accidents,0.3
2019,Canada,60 à 64 ans,Hommes,Transport accidents,7.4
2019,Canada,60 à 64 ans,Hommes,Motor vehicle accidents,6.2
2019,Canada,60 à 64 ans,Hommes,Other land transport accidents,0.3
2019,Canada,60 à 64 ans,Femmes,Transport accidents,3.2
2019,Canada,60 à 64 ans,Femmes,Motor vehicle accidents,2.9
2019,Canada,60 à 64 ans,Femmes,Other land transport accidents,0.2
2019,Canada,65 à 69 ans,Les deux sexes,Transport accidents,6.3
2019,Canada,65 à 69 ans,Les deux sexes,Motor vehicle accidents,5.4
2019,Canada,65 à 69 ans,Les deux sexes,Other land transport accidents,0.3
2019,Canada,65 à 69 ans,Hommes,Transport accidents,9.1
2019,Canada,65 à 69 ans,Hommes,Motor vehicle accidents,7.5
2019,Canada,65 à 69 ans,Hommes,Other land transport accidents,0.5
2019,Canada,65 à 69 ans,Femmes,Transport accidents,3.7
2019,Canada,65 à 69 ans,Femmes,Motor vehicle accidents,3.4
2019,Canada,65 à 69 ans,Femmes,Other land transport accidents,0.1
2019,Canada,70 to 74 years,Les deux sexes,Transport accidents,7.2
2019,Canada,70 to 74 years,Les deux sexes,Motor vehicle accidents,6.0
2019,Canada,70 to 74 years,Les deux sexes,Other land transport accidents,0.3
2019,Canada,70 to 74 years,Hommes,Transport accidents,9.3
2019,Canada,70 to 74 years,Hommes,Motor vehicle accidents,7.2
2019,Canada,70 to 74 years,Hommes,Other land transport accidents,0.4
2019,Canada,70 to 74 years,Femmes,Transport accidents,5.3
2019,Canada,70 to 74 years,Femmes,Motor vehicle accidents,4.9
2019,Canada,70 to 74 years,Femmes,Other land transport accidents,0.2
2019,Canada,75 to 79 years,Les deux sexes,Transport accidents,9.1
2019,Canada,75 to 79 years,Les deux sexes,Motor vehicle accidents,8.2
2019,Canada,75 to 79 years,Les deux sexes,Other land transport accidents,0.3
2019,Canada,75 to 79 years,Hommes,Transport accidents,13.1
2019,Canada,75 to 79 years,Hommes,Motor vehicle accidents,11.2
2019,Canada,75 to 79 years,Hommes,Other land transport accidents,0.7
2019,Canada,75 to 79 years,Femmes,Transport accidents,5.6
2019,Canada,75 to 79 years,Femmes,Motor vehicle accidents,5.6
2019,Canada,75 to 79 years,Femmes,Other land transport accidents,0.0
2019,Canada,80 to 84 years,Les deux sexes,Transport accidents,9.0
2019,Canada,80 to 84 years,Les deux sexes,Motor vehicle accidents,8.4
2019,Canada,80 to 84 years,Les deux sexes,Other land transport accidents,0.4
2019,Canada,80 to 84 years,Hommes,Transport accidents,11.8
2019,Canada,80 to 84 years,Hommes,Motor vehicle accidents,10.4
2019,Canada,80 to 84 years,Hommes,Other land transport accidents,0.9
2019,Canada,80 to 84 years,Femmes,Transport accidents,6.8
2019,Canada,80 to 84 years,Femmes,Motor vehicle accidents,6.8
2019,Canada,80 to 84 years,Femmes,Other land transport accidents,0.0
2019,Canada,85 to 89 years,Les deux sexes,Transport accidents,9.8
2019,Canada,85 to 89 years,Les deux sexes,Motor vehicle accidents,9.2
2019,Canada,85 to 89 years,Les deux sexes,Other land transport accidents,0.4
2019,Canada,85 to 89 years,Hommes,Transport accidents,12.7
2019,Canada,85 to 89 years,Hommes,Motor vehicle accidents,12.2
2019,Canada,85 to 89 years,Hommes,Other land transport accidents,0.5
2019,Canada,85 to 89 years,Femmes,Transport accidents,7.8
2019,Canada,85 to 89 years,Femmes,Motor vehicle accidents,7.2
2019,Canada,85 to 89 years,Femmes,Other land transport accidents,0.3
2019,Canada,90 years and over,Les deux sexes,Transport accidents,11.1
2019,Canada,90 years and over,Les deux sexes,Motor vehicle accidents,10.5
2019,Canada,90 years and over,Les deux sexes,Other land transport accidents,0.0
2019,Canada,90 years and over,Hommes,Transport accidents,22.1
2019,Canada,90 years and over,Hommes,Motor vehicle accidents,20.1
2019,Canada,90 years and over,Hommes,Other land transport accidents,0.0
2019,Canada,90 years and over,Femmes,Transport accidents,6.2
2019,Canada,90 years and over,Femmes,Motor vehicle accidents,6.2
2019,Canada,90 years and over,Femmes,Other land transport accidents,0.0
2019,Canada,Not stated,Les deux sexes,Transport accidents,0.0
2019,Canada,Not stated,Les deux sexes,Motor vehicle accidents,0.0
2019,Canada,Not stated,Les deux sexes,Other land transport accidents,0.0
2019,Canada,Not stated,Hommes,Transport accidents,0.0
2019,Canada,Not stated,Hommes,Motor vehicle accidents,0.0
2019,Canada,Not stated,Hommes,Other land transport accidents,0.0
2019,Canada,Not stated,Femmes,Transport accidents,0.0
2019,Canada,Not stated,Femmes,Motor vehicle accidents,0.0
2019,Canada,Not stated,Femmes,Other land transport accidents,0.0
