Year,Niveau de sécurité alimentaire du ménage,Géographie,Genre,Groupe d'âge,Type de famille économique,Minorité visible,Population autochtone,GeoCode,Value
2023,Insécurité alimentaire modérée,Québec,Both genders,,Personnes dans les familles monoparentales,,,24,20.2
2023,Insécurité alimentaire grave,Québec,Both genders,,Personnes dans les familles monoparentales,,,24,4.0
2023,Sécurité alimentaire,Québec,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,24,72.2
2023,Insécurité alimentaire,Québec,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,24,27.8
2023,Insécurité alimentaire modérée ou grave,Québec,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,24,19.8
2023,Insécurité alimentaire modérée,Québec,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,24,12.3
2023,Sécurité alimentaire,Québec,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,24,59.5
2023,Insécurité alimentaire,Québec,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,24,40.5
2023,Insécurité alimentaire marginale,Québec,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,24,14.9
2023,Insécurité alimentaire modérée ou grave,Québec,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,24,25.6
2023,Insécurité alimentaire modérée,Québec,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,24,22.8
2023,Insécurité alimentaire grave,Québec,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,24,2.8
2023,Sécurité alimentaire,Québec,Both genders,,Personnes dans les autres familles de personnes non âgées,,,24,75.3
2023,Insécurité alimentaire,Québec,Both genders,,Personnes dans les autres familles de personnes non âgées,,,24,24.7
2023,Insécurité alimentaire modérée ou grave,Québec,Both genders,,Personnes dans les autres familles de personnes non âgées,,,24,21.2
2023,Insécurité alimentaire modérée,Québec,Both genders,,Personnes dans les autres familles de personnes non âgées,,,24,15.3
2023,Insécurité alimentaire grave,Québec,Both genders,,Personnes dans les autres familles de personnes non âgées,,,24,5.9
2023,Sécurité alimentaire,Québec,Both genders,,Personnes hors famille économique,,,24,78.0
2023,Insécurité alimentaire,Québec,Both genders,,Personnes hors famille économique,,,24,22.0
2023,Insécurité alimentaire marginale,Québec,Both genders,,Personnes hors famille économique,,,24,5.9
2023,Insécurité alimentaire modérée ou grave,Québec,Both genders,,Personnes hors famille économique,,,24,16.1
2023,Insécurité alimentaire modérée,Québec,Both genders,,Personnes hors famille économique,,,24,8.4
2023,Insécurité alimentaire grave,Québec,Both genders,,Personnes hors famille économique,,,24,7.7
2023,Sécurité alimentaire,Québec,Both genders,,Personnes âgées hors famille économique,,,24,89.2
2023,Insécurité alimentaire,Québec,Both genders,,Personnes âgées hors famille économique,,,24,10.8
2023,Insécurité alimentaire marginale,Québec,Both genders,,Personnes âgées hors famille économique,,,24,4.7
2023,Insécurité alimentaire modérée ou grave,Québec,Both genders,,Personnes âgées hors famille économique,,,24,6.2
2023,Insécurité alimentaire modérée,Québec,Both genders,,Personnes âgées hors famille économique,,,24,4.1
2023,Insécurité alimentaire grave,Québec,Both genders,,Personnes âgées hors famille économique,,,24,2.0
2023,Sécurité alimentaire,Québec,Man+,,Hommes+ âgés hors famille économique,,,24,88.9
2023,Insécurité alimentaire,Québec,Man+,,Hommes+ âgés hors famille économique,,,24,11.1
2023,Insécurité alimentaire marginale,Québec,Man+,,Hommes+ âgés hors famille économique,,,24,3.3
2023,Insécurité alimentaire modérée ou grave,Québec,Man+,,Hommes+ âgés hors famille économique,,,24,7.9
2023,Insécurité alimentaire modérée,Québec,Man+,,Hommes+ âgés hors famille économique,,,24,4.9
2023,Insécurité alimentaire grave,Québec,Man+,,Hommes+ âgés hors famille économique,,,24,2.9
2023,Sécurité alimentaire,Québec,Woman+,,Femmes+ âgées hors famille économique,,,24,89.4
2023,Insécurité alimentaire,Québec,Woman+,,Femmes+ âgées hors famille économique,,,24,10.6
2023,Insécurité alimentaire marginale,Québec,Woman+,,Femmes+ âgées hors famille économique,,,24,5.5
2023,Insécurité alimentaire modérée ou grave,Québec,Woman+,,Femmes+ âgées hors famille économique,,,24,5.2
2023,Insécurité alimentaire modérée,Québec,Woman+,,Femmes+ âgées hors famille économique,,,24,3.7
2023,Sécurité alimentaire,Québec,Both genders,,Personnes non âgées hors famille économique,,,24,72.3
2023,Insécurité alimentaire,Québec,Both genders,,Personnes non âgées hors famille économique,,,24,27.7
2023,Insécurité alimentaire marginale,Québec,Both genders,,Personnes non âgées hors famille économique,,,24,6.6
2023,Insécurité alimentaire modérée ou grave,Québec,Both genders,,Personnes non âgées hors famille économique,,,24,21.1
2023,Insécurité alimentaire modérée,Québec,Both genders,,Personnes non âgées hors famille économique,,,24,10.6
2023,Insécurité alimentaire grave,Québec,Both genders,,Personnes non âgées hors famille économique,,,24,10.5
2023,Sécurité alimentaire,Québec,Man+,,Hommes+ non âgés hors famille économique,,,24,75.5
2023,Insécurité alimentaire,Québec,Man+,,Hommes+ non âgés hors famille économique,,,24,24.5
2023,Insécurité alimentaire marginale,Québec,Man+,,Hommes+ non âgés hors famille économique,,,24,5.5
2023,Insécurité alimentaire modérée ou grave,Québec,Man+,,Hommes+ non âgés hors famille économique,,,24,19.0
2023,Insécurité alimentaire modérée,Québec,Man+,,Hommes+ non âgés hors famille économique,,,24,8.9
2023,Insécurité alimentaire grave,Québec,Man+,,Hommes+ non âgés hors famille économique,,,24,10.1
2023,Sécurité alimentaire,Québec,Woman+,,Femmes+ non âgées hors famille économique,,,24,68.2
2023,Insécurité alimentaire,Québec,Woman+,,Femmes+ non âgées hors famille économique,,,24,31.8
2023,Insécurité alimentaire marginale,Québec,Woman+,,Femmes+ non âgées hors famille économique,,,24,8.0
2023,Insécurité alimentaire modérée ou grave,Québec,Woman+,,Femmes+ non âgées hors famille économique,,,24,23.8
2023,Insécurité alimentaire modérée,Québec,Woman+,,Femmes+ non âgées hors famille économique,,,24,12.8
2023,Insécurité alimentaire grave,Québec,Woman+,,Femmes+ non âgées hors famille économique,,,24,11.0
2023,Sécurité alimentaire,Ontario,Both genders,,Toutes les personnes,,,35,73.5
2023,Insécurité alimentaire,Ontario,Both genders,,Toutes les personnes,,,35,26.5
2023,Insécurité alimentaire marginale,Ontario,Both genders,,Toutes les personnes,,,35,5.7
2023,Insécurité alimentaire modérée ou grave,Ontario,Both genders,,Toutes les personnes,,,35,20.8
2023,Insécurité alimentaire modérée,Ontario,Both genders,,Toutes les personnes,,,35,13.3
2023,Insécurité alimentaire grave,Ontario,Both genders,,Toutes les personnes,,,35,7.5
2023,Sécurité alimentaire,Ontario,Both genders,,Personnes dans les familles économiques,,,35,73.4
2023,Insécurité alimentaire,Ontario,Both genders,,Personnes dans les familles économiques,,,35,26.6
2023,Insécurité alimentaire marginale,Ontario,Both genders,,Personnes dans les familles économiques,,,35,6.0
2023,Insécurité alimentaire modérée ou grave,Ontario,Both genders,,Personnes dans les familles économiques,,,35,20.6
2023,Insécurité alimentaire modérée,Ontario,Both genders,,Personnes dans les familles économiques,,,35,13.6
2023,Insécurité alimentaire grave,Ontario,Both genders,,Personnes dans les familles économiques,,,35,7.0
2023,Sécurité alimentaire,Ontario,Both genders,,Persons in senior families,,,35,85.4
2023,Insécurité alimentaire,Ontario,Both genders,,Persons in senior families,,,35,14.6
2023,Insécurité alimentaire marginale,Ontario,Both genders,,Persons in senior families,,,35,4.0
2023,Insécurité alimentaire modérée ou grave,Ontario,Both genders,,Persons in senior families,,,35,10.6
2023,Insécurité alimentaire modérée,Ontario,Both genders,,Persons in senior families,,,35,7.5
2023,Insécurité alimentaire grave,Ontario,Both genders,,Persons in senior families,,,35,3.0
2023,Sécurité alimentaire,Ontario,Both genders,,Personnes dans les couples de personnes âgées,,,35,90.0
2023,Insécurité alimentaire,Ontario,Both genders,,Personnes dans les couples de personnes âgées,,,35,10.0
2023,Insécurité alimentaire marginale,Ontario,Both genders,,Personnes dans les couples de personnes âgées,,,35,3.4
2023,Insécurité alimentaire modérée ou grave,Ontario,Both genders,,Personnes dans les couples de personnes âgées,,,35,6.6
2023,Insécurité alimentaire modérée,Ontario,Both genders,,Personnes dans les couples de personnes âgées,,,35,4.7
2023,Insécurité alimentaire grave,Ontario,Both genders,,Personnes dans les couples de personnes âgées,,,35,1.8
2023,Sécurité alimentaire,Ontario,Both genders,,Personnes dans les autres familles de personnes âgées,,,35,77.2
2023,Insécurité alimentaire,Ontario,Both genders,,Personnes dans les autres familles de personnes âgées,,,35,22.8
2023,Insécurité alimentaire marginale,Ontario,Both genders,,Personnes dans les autres familles de personnes âgées,,,35,4.9
2023,Insécurité alimentaire modérée ou grave,Ontario,Both genders,,Personnes dans les autres familles de personnes âgées,,,35,17.9
2023,Insécurité alimentaire modérée,Ontario,Both genders,,Personnes dans les autres familles de personnes âgées,,,35,12.7
2023,Insécurité alimentaire grave,Ontario,Both genders,,Personnes dans les autres familles de personnes âgées,,,35,5.2
2023,Sécurité alimentaire,Ontario,Both genders,,Personnes dans les familles non âgées,,,35,71.2
2023,Insécurité alimentaire,Ontario,Both genders,,Personnes dans les familles non âgées,,,35,28.8
2023,Insécurité alimentaire marginale,Ontario,Both genders,,Personnes dans les familles non âgées,,,35,6.4
2023,Insécurité alimentaire modérée ou grave,Ontario,Both genders,,Personnes dans les familles non âgées,,,35,22.4
2023,Insécurité alimentaire modérée,Ontario,Both genders,,Personnes dans les familles non âgées,,,35,14.7
2023,Insécurité alimentaire grave,Ontario,Both genders,,Personnes dans les familles non âgées,,,35,7.7
2023,Sécurité alimentaire,Ontario,Both genders,,Personnes dans les couples,,,35,77.3
2023,Insécurité alimentaire,Ontario,Both genders,,Personnes dans les couples,,,35,22.7
2023,Insécurité alimentaire marginale,Ontario,Both genders,,Personnes dans les couples,,,35,6.9
2023,Insécurité alimentaire modérée ou grave,Ontario,Both genders,,Personnes dans les couples,,,35,15.8
2023,Insécurité alimentaire modérée,Ontario,Both genders,,Personnes dans les couples,,,35,8.9
2023,Insécurité alimentaire grave,Ontario,Both genders,,Personnes dans les couples,,,35,6.8
2023,Sécurité alimentaire,Ontario,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,35,70.7
2023,Insécurité alimentaire,Ontario,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,35,29.3
2023,Insécurité alimentaire marginale,Ontario,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,35,7.2
2023,Insécurité alimentaire modérée ou grave,Ontario,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,35,22.2
2023,Insécurité alimentaire modérée,Ontario,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,35,16.2
2023,Insécurité alimentaire grave,Ontario,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,35,6.0
2023,Sécurité alimentaire,Ontario,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,35,77.4
2023,Insécurité alimentaire,Ontario,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,35,22.6
2023,Insécurité alimentaire marginale,Ontario,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,35,5.6
2023,Insécurité alimentaire modérée ou grave,Ontario,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,35,16.9
2023,Insécurité alimentaire modérée,Ontario,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,35,11.9
2023,Insécurité alimentaire grave,Ontario,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,35,5.0
2023,Sécurité alimentaire,Ontario,Both genders,,Personnes dans les familles monoparentales,,,35,48.0
2023,Insécurité alimentaire,Ontario,Both genders,,Personnes dans les familles monoparentales,,,35,52.0
2023,Insécurité alimentaire marginale,Ontario,Both genders,,Personnes dans les familles monoparentales,,,35,4.6
2023,Insécurité alimentaire modérée ou grave,Ontario,Both genders,,Personnes dans les familles monoparentales,,,35,47.4
2023,Insécurité alimentaire modérée,Ontario,Both genders,,Personnes dans les familles monoparentales,,,35,26.0
2023,Insécurité alimentaire grave,Ontario,Both genders,,Personnes dans les familles monoparentales,,,35,21.4
2023,Sécurité alimentaire,Ontario,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,35,74.4
2023,Insécurité alimentaire,Ontario,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,35,25.6
2023,Insécurité alimentaire modérée ou grave,Ontario,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,35,23.6
2023,Insécurité alimentaire modérée,Ontario,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,35,13.6
2023,Insécurité alimentaire grave,Ontario,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,35,10.0
2023,Sécurité alimentaire,Ontario,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,35,42.4
2023,Insécurité alimentaire,Ontario,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,35,57.6
2023,Insécurité alimentaire marginale,Ontario,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,35,5.2
2023,Insécurité alimentaire modérée ou grave,Ontario,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,35,52.5
2023,Insécurité alimentaire modérée,Ontario,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,35,28.7
2023,Insécurité alimentaire grave,Ontario,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,35,23.8
2023,Sécurité alimentaire,Ontario,Both genders,,Personnes dans les autres familles de personnes non âgées,,,35,70.1
2023,Insécurité alimentaire,Ontario,Both genders,,Personnes dans les autres familles de personnes non âgées,,,35,29.9
2023,Insécurité alimentaire marginale,Ontario,Both genders,,Personnes dans les autres familles de personnes non âgées,,,35,4.4
2023,Insécurité alimentaire modérée ou grave,Ontario,Both genders,,Personnes dans les autres familles de personnes non âgées,,,35,25.5
2023,Insécurité alimentaire modérée,Ontario,Both genders,,Personnes dans les autres familles de personnes non âgées,,,35,12.9
2023,Insécurité alimentaire grave,Ontario,Both genders,,Personnes dans les autres familles de personnes non âgées,,,35,12.6
2023,Sécurité alimentaire,Ontario,Both genders,,Personnes hors famille économique,,,35,74.1
2023,Insécurité alimentaire,Ontario,Both genders,,Personnes hors famille économique,,,35,25.9
2023,Insécurité alimentaire marginale,Ontario,Both genders,,Personnes hors famille économique,,,35,4.2
2023,Insécurité alimentaire modérée ou grave,Ontario,Both genders,,Personnes hors famille économique,,,35,21.7
2023,Insécurité alimentaire modérée,Ontario,Both genders,,Personnes hors famille économique,,,35,11.8
2023,Insécurité alimentaire grave,Ontario,Both genders,,Personnes hors famille économique,,,35,9.9
2023,Sécurité alimentaire,Ontario,Both genders,,Personnes âgées hors famille économique,,,35,85.8
2023,Insécurité alimentaire,Ontario,Both genders,,Personnes âgées hors famille économique,,,35,14.2
2023,Insécurité alimentaire marginale,Ontario,Both genders,,Personnes âgées hors famille économique,,,35,3.0
2023,Insécurité alimentaire modérée ou grave,Ontario,Both genders,,Personnes âgées hors famille économique,,,35,11.2
2023,Insécurité alimentaire modérée,Ontario,Both genders,,Personnes âgées hors famille économique,,,35,7.2
2023,Insécurité alimentaire grave,Ontario,Both genders,,Personnes âgées hors famille économique,,,35,4.0
2023,Sécurité alimentaire,Ontario,Man+,,Hommes+ âgés hors famille économique,,,35,85.3
2023,Insécurité alimentaire,Ontario,Man+,,Hommes+ âgés hors famille économique,,,35,14.7
2023,Insécurité alimentaire marginale,Ontario,Man+,,Hommes+ âgés hors famille économique,,,35,3.4
2023,Insécurité alimentaire modérée ou grave,Ontario,Man+,,Hommes+ âgés hors famille économique,,,35,11.3
2023,Insécurité alimentaire modérée,Ontario,Man+,,Hommes+ âgés hors famille économique,,,35,6.2
2023,Insécurité alimentaire grave,Ontario,Man+,,Hommes+ âgés hors famille économique,,,35,5.1
2023,Sécurité alimentaire,Ontario,Woman+,,Femmes+ âgées hors famille économique,,,35,86.0
2023,Insécurité alimentaire,Ontario,Woman+,,Femmes+ âgées hors famille économique,,,35,14.0
2023,Insécurité alimentaire marginale,Ontario,Woman+,,Femmes+ âgées hors famille économique,,,35,2.8
2023,Insécurité alimentaire modérée ou grave,Ontario,Woman+,,Femmes+ âgées hors famille économique,,,35,11.2
2023,Insécurité alimentaire modérée,Ontario,Woman+,,Femmes+ âgées hors famille économique,,,35,7.8
2023,Insécurité alimentaire grave,Ontario,Woman+,,Femmes+ âgées hors famille économique,,,35,3.4
2023,Sécurité alimentaire,Ontario,Both genders,,Personnes non âgées hors famille économique,,,35,68.8
2023,Insécurité alimentaire,Ontario,Both genders,,Personnes non âgées hors famille économique,,,35,31.2
2023,Insécurité alimentaire marginale,Ontario,Both genders,,Personnes non âgées hors famille économique,,,35,4.8
2023,Insécurité alimentaire modérée ou grave,Ontario,Both genders,,Personnes non âgées hors famille économique,,,35,26.4
2023,Insécurité alimentaire modérée,Ontario,Both genders,,Personnes non âgées hors famille économique,,,35,13.9
2023,Insécurité alimentaire grave,Ontario,Both genders,,Personnes non âgées hors famille économique,,,35,12.6
2023,Sécurité alimentaire,Ontario,Man+,,Hommes+ non âgés hors famille économique,,,35,69.8
2023,Insécurité alimentaire,Ontario,Man+,,Hommes+ non âgés hors famille économique,,,35,30.2
2023,Insécurité alimentaire marginale,Ontario,Man+,,Hommes+ non âgés hors famille économique,,,35,4.6
2023,Insécurité alimentaire modérée ou grave,Ontario,Man+,,Hommes+ non âgés hors famille économique,,,35,25.6
2023,Insécurité alimentaire modérée,Ontario,Man+,,Hommes+ non âgés hors famille économique,,,35,11.3
2023,Insécurité alimentaire grave,Ontario,Man+,,Hommes+ non âgés hors famille économique,,,35,14.2
2023,Sécurité alimentaire,Ontario,Woman+,,Femmes+ non âgées hors famille économique,,,35,67.5
2023,Insécurité alimentaire,Ontario,Woman+,,Femmes+ non âgées hors famille économique,,,35,32.5
2023,Insécurité alimentaire marginale,Ontario,Woman+,,Femmes+ non âgées hors famille économique,,,35,5.0
2023,Insécurité alimentaire modérée ou grave,Ontario,Woman+,,Femmes+ non âgées hors famille économique,,,35,27.5
2023,Insécurité alimentaire modérée,Ontario,Woman+,,Femmes+ non âgées hors famille économique,,,35,17.0
2023,Insécurité alimentaire grave,Ontario,Woman+,,Femmes+ non âgées hors famille économique,,,35,10.6
2023,Sécurité alimentaire,Provinces des Prairies,Both genders,,Toutes les personnes,,,,70.0
2023,Insécurité alimentaire,Provinces des Prairies,Both genders,,Toutes les personnes,,,,30.0
2023,Insécurité alimentaire marginale,Provinces des Prairies,Both genders,,Toutes les personnes,,,,7.5
2023,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Both genders,,Toutes les personnes,,,,22.6
2023,Insécurité alimentaire modérée,Provinces des Prairies,Both genders,,Toutes les personnes,,,,14.0
2023,Insécurité alimentaire grave,Provinces des Prairies,Both genders,,Toutes les personnes,,,,8.6
2023,Sécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les familles économiques,,,,70.4
2023,Insécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les familles économiques,,,,29.6
2023,Insécurité alimentaire marginale,Provinces des Prairies,Both genders,,Personnes dans les familles économiques,,,,7.6
2023,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Both genders,,Personnes dans les familles économiques,,,,22.0
2023,Insécurité alimentaire modérée,Provinces des Prairies,Both genders,,Personnes dans les familles économiques,,,,14.3
2023,Insécurité alimentaire grave,Provinces des Prairies,Both genders,,Personnes dans les familles économiques,,,,7.7
2023,Sécurité alimentaire,Provinces des Prairies,Both genders,,Persons in senior families,,,,83.1
2023,Insécurité alimentaire,Provinces des Prairies,Both genders,,Persons in senior families,,,,16.9
2023,Insécurité alimentaire marginale,Provinces des Prairies,Both genders,,Persons in senior families,,,,3.8
2023,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Both genders,,Persons in senior families,,,,13.1
2023,Insécurité alimentaire modérée,Provinces des Prairies,Both genders,,Persons in senior families,,,,9.3
2023,Insécurité alimentaire grave,Provinces des Prairies,Both genders,,Persons in senior families,,,,3.8
2023,Sécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les couples de personnes âgées,,,,88.7
2023,Insécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les couples de personnes âgées,,,,11.3
2023,Insécurité alimentaire marginale,Provinces des Prairies,Both genders,,Personnes dans les couples de personnes âgées,,,,3.7
2023,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Both genders,,Personnes dans les couples de personnes âgées,,,,7.6
2023,Insécurité alimentaire modérée,Provinces des Prairies,Both genders,,Personnes dans les couples de personnes âgées,,,,4.8
2023,Insécurité alimentaire grave,Provinces des Prairies,Both genders,,Personnes dans les couples de personnes âgées,,,,2.8
2023,Sécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les autres familles de personnes âgées,,,,70.5
2023,Insécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les autres familles de personnes âgées,,,,29.5
2023,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Both genders,,Personnes dans les autres familles de personnes âgées,,,,25.4
2023,Insécurité alimentaire grave,Provinces des Prairies,Both genders,,Personnes dans les autres familles de personnes âgées,,,,6.0
2023,Sécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les familles non âgées,,,,68.2
2023,Insécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les familles non âgées,,,,31.8
2023,Insécurité alimentaire marginale,Provinces des Prairies,Both genders,,Personnes dans les familles non âgées,,,,8.3
2023,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Both genders,,Personnes dans les familles non âgées,,,,23.5
2023,Insécurité alimentaire modérée,Provinces des Prairies,Both genders,,Personnes dans les familles non âgées,,,,15.1
2023,Insécurité alimentaire grave,Provinces des Prairies,Both genders,,Personnes dans les familles non âgées,,,,8.4
2023,Sécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les couples,,,,76.4
2023,Insécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les couples,,,,23.6
2023,Insécurité alimentaire marginale,Provinces des Prairies,Both genders,,Personnes dans les couples,,,,7.5
2023,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Both genders,,Personnes dans les couples,,,,16.1
2023,Insécurité alimentaire modérée,Provinces des Prairies,Both genders,,Personnes dans les couples,,,,9.3
2023,Insécurité alimentaire grave,Provinces des Prairies,Both genders,,Personnes dans les couples,,,,6.9
2023,Sécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,68.0
2023,Insécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,32.0
2023,Insécurité alimentaire marginale,Provinces des Prairies,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,9.7
2023,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,22.3
2023,Insécurité alimentaire modérée,Provinces des Prairies,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,15.9
2023,Insécurité alimentaire grave,Provinces des Prairies,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,,6.4
2023,Sécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,73.7
2023,Insécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,26.3
2023,Insécurité alimentaire marginale,Provinces des Prairies,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,5.8
2023,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,20.5
2023,Insécurité alimentaire modérée,Provinces des Prairies,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,14.0
2023,Insécurité alimentaire grave,Provinces des Prairies,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,6.5
2023,Sécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les familles monoparentales,,,,47.8
2023,Insécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les familles monoparentales,,,,52.2
2023,Insécurité alimentaire marginale,Provinces des Prairies,Both genders,,Personnes dans les familles monoparentales,,,,6.0
2023,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Both genders,,Personnes dans les familles monoparentales,,,,46.2
2023,Insécurité alimentaire modérée,Provinces des Prairies,Both genders,,Personnes dans les familles monoparentales,,,,24.0
2023,Insécurité alimentaire grave,Provinces des Prairies,Both genders,,Personnes dans les familles monoparentales,,,,22.3
2023,Sécurité alimentaire,Provinces des Prairies,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,,60.2
2023,Insécurité alimentaire,Provinces des Prairies,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,,39.8
2023,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,,35.1
2023,Sécurité alimentaire,Provinces des Prairies,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,43.9
2023,Insécurité alimentaire,Provinces des Prairies,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,56.1
2023,Insécurité alimentaire marginale,Provinces des Prairies,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,6.3
2023,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,49.7
2023,Insécurité alimentaire modérée,Provinces des Prairies,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,25.9
2023,Insécurité alimentaire grave,Provinces des Prairies,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,,23.8
2023,Sécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,65.3
2023,Insécurité alimentaire,Provinces des Prairies,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,34.7
2023,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,28.3
2023,Insécurité alimentaire modérée,Provinces des Prairies,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,13.6
2023,Insécurité alimentaire grave,Provinces des Prairies,Both genders,,Personnes dans les autres familles de personnes non âgées,,,,14.6
2023,Sécurité alimentaire,Provinces des Prairies,Both genders,,Personnes hors famille économique,,,,67.6
2023,Insécurité alimentaire,Provinces des Prairies,Both genders,,Personnes hors famille économique,,,,32.4
2023,Insécurité alimentaire marginale,Provinces des Prairies,Both genders,,Personnes hors famille économique,,,,6.4
2023,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Both genders,,Personnes hors famille économique,,,,25.9
2023,Insécurité alimentaire modérée,Provinces des Prairies,Both genders,,Personnes hors famille économique,,,,12.3
2023,Insécurité alimentaire grave,Provinces des Prairies,Both genders,,Personnes hors famille économique,,,,13.6
2023,Sécurité alimentaire,Provinces des Prairies,Both genders,,Personnes âgées hors famille économique,,,,84.3
2023,Insécurité alimentaire,Provinces des Prairies,Both genders,,Personnes âgées hors famille économique,,,,15.7
2023,Insécurité alimentaire marginale,Provinces des Prairies,Both genders,,Personnes âgées hors famille économique,,,,4.4
2023,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Both genders,,Personnes âgées hors famille économique,,,,11.3
2023,Insécurité alimentaire modérée,Provinces des Prairies,Both genders,,Personnes âgées hors famille économique,,,,7.6
2023,Insécurité alimentaire grave,Provinces des Prairies,Both genders,,Personnes âgées hors famille économique,,,,3.7
2023,Sécurité alimentaire,Provinces des Prairies,Man+,,Hommes+ âgés hors famille économique,,,,83.4
2023,Insécurité alimentaire,Provinces des Prairies,Man+,,Hommes+ âgés hors famille économique,,,,16.6
